,7203.T,1299.HK,6758.T,CBA.AX,BHP.AX,6861.T,CSL.AX,9984.T,388.HK,7974.T,WBC.AX,6098.T,8306.T,8035.T,NAB.AX,6501.T,ANZ.AX,4063.T,7267.T,6954.T,4502.T,6594.T,9433.T,WES.AX,8316.T,6367.T,9983.T,6981.T,7741.T,6702.T,D05.SI,MQG.AX,8001.T,9434.T,8058.T,3382.T,8031.T,6273.T,WOW.AX,4568.T,RIO.AX,4503.T,9432.T,8411.T,4661.T,4911.T,2413.T,4452.T,8766.T,6902.T,TCL.AX,O39.SI,FMG.AX,669.HK,9022.T,6752.T,4543.T,6869.T,4519.T,5108.T,GMG.AX,4901.T,9020.T,7733.T,6503.T,8801.T,2914.T,6301.T,7751.T,7309.T,1.HK,6920.T,4523.T,8591.T,6971.T,U11.SI,2502.T,823.HK,6326.T,8750.T,8802.T,6857.T,9843.T,6502.T,ALL.AX,APT.AX,4578.T,8267.T,6645.T,27.HK,8113.T,COL.AX,8053.T,2.HK,9735.T,1925.T,3.HK,16.HK,8604.T,WPL.AX,NCM.AX,JHX.AX,6988.T,11.HK,1113.HK,2503.T,7832.T,6701.T,4684.T,1928.T,8002.T,JPY,3407.T,7269.T,6762.T,4689.T,5020.T,J36.SI,Z74.SI,7270.T,8725.T,BXB.AX,XRO.AX,5401.T,2388.HK,8630.T,6178.T,FPH.NZ,4307.T,8697.T,1878.T,SHL.AX,2127.T,6479.T,8830.T,6723.T,9962.T,S32.AX,2802.T,4507.T,STO.AX,6586.T,8309.T,1928.HK,6506.T,ASX.AX,4755.T,4188.T,COH.AX,7201.T,SCG.AX,4005.T,6383.T,2801.T,TLS.AX,6.HK,AUD,6504.T,6963.T,9613.T,QBE.AX,8015.T,8601.T,NST.AX,4612.T,66.HK,7532.T,4751.T,5201.T,SUN.AX,3659.T,9064.T,8951.T,3402.T,5802.T,7011.T,4528.T,6201.T,7701.T,RHC.AX,3626.T,TAH.AX,9143.T,1605.T,7752.T,9007.T,5938.T,7272.T,288.HK,5713.T,1997.HK,868.HK,4324.T,APA.AX,2897.T,9005.T,SEK.AX,8473.T,4151.T,9041.T,3269.T,MGR.AX,3281.T,6967.T,6146.T,IAG.AX,BSL.AX,SGP.AX,1801.T,9502.T,9531.T,3038.T,C31.SI,9110.T,9532.T,9062.T,3092.T,DXS.AX,3283.T,9101.T,9503.T,4183.T,8308.T,DMP.AX,MPL.AX,9104.T,SE,4185.T,9021.T,5411.T,SYD.AX,5332.T,SUM
09/02/2021,2.5,2.01,1.84,1.76,1.34,1.55,1.41,1.0,1.1,0.75,0.93,1.05,0.89,0.91,0.88,0.77,0.78,0.75,0.68,0.64,0.71,0.69,0.71,0.67,0.63,0.81,0.55,0.63,0.76,0.55,0.55,0.57,0.54,0.53,0.55,0.46,0.47,0.53,0.52,0.53,0.41,0.46,0.49,0.47,0.46,0.4,0.4,0.41,0.44,0.42,0.39,0.38,0.34,0.49,0.35,0.36,0.37,0.33,0.35,0.35,0.36,0.36,0.31,0.34,0.33,0.31,0.32,0.29,0.32,0.35,0.28,0.31,0.25,0.31,0.28,0.29,0.28,0.27,0.28,0.3,0.26,0.26,0.28,0.26,0.27,0.28,0.25,0.24,0.28,0.2,0.27,0.24,0.21,0.23,0.23,0.23,0.24,0.22,0.21,0.18,0.21,0.23,0.22,0.19,0.2,0.19,0.21,0.16,0.21,0.18,0.17,0.22,0.17,0.19,0.16,0.23,0.17,0.17,0.19,0.17,0.2,0.18,0.2,0.24,0.16,0.2,0.18,0.18,0.19,0.18,0.17,0.19,0.18,0.16,0.15,0.19,0.18,0.16,0.18,0.19,0.12,0.17,0.15,0.12,0.15,0.17,0.14,0.16,0.15,0.17,0.15,0.13,0.13,0.16,0.16,0.14,0.15,0.13,0.15,0.16,0.16,0.13,0.15,0.12,0.0,0.13,0.12,0.11,0.15,0.14,0.0,0.0,0.14,0.13,0.14,0.12,0.14,0.13,0.14,0.12,0.13,0.0,0.12,0.11,0.11,0.11,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.11,0.12,0.11,0.0,0.0,0.12,0.13,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.95
09/03/2021,2.5,1.97,1.78,1.75,1.33,1.58,1.41,0.93,1.04,0.73,0.93,1.08,0.9,0.88,0.89,0.74,0.78,0.77,0.68,0.58,0.71,0.69,0.68,0.66,0.63,0.83,0.53,0.63,0.81,0.5,0.54,0.57,0.5,0.53,0.53,0.46,0.47,0.52,0.53,0.56,0.41,0.44,0.48,0.47,0.42,0.37,0.41,0.41,0.43,0.42,0.39,0.37,0.35,0.43,0.3,0.36,0.38,0.27,0.35,0.35,0.37,0.39,0.29,0.34,0.33,0.29,0.32,0.29,0.32,0.32,0.27,0.23,0.27,0.31,0.28,0.28,0.28,0.26,0.28,0.28,0.26,0.24,0.22,0.25,0.27,0.29,0.25,0.24,0.26,0.19,0.26,0.24,0.21,0.23,0.23,0.23,0.24,0.22,0.2,0.17,0.21,0.24,0.17,0.19,0.18,0.19,0.2,0.17,0.19,0.18,0.17,0.31,0.17,0.21,0.17,0.24,0.16,0.16,0.19,0.16,0.19,0.18,0.2,0.24,0.16,0.19,0.18,0.18,0.19,0.18,0.0,0.2,0.14,0.14,0.14,0.19,0.16,0.16,0.18,0.22,0.12,0.17,0.15,0.11,0.15,0.17,0.13,0.16,0.15,0.17,0.15,0.11,0.13,0.16,0.16,0.14,0.15,0.0,0.13,0.16,0.16,0.13,0.13,0.11,0.12,0.13,0.0,0.11,0.14,0.14,0.12,0.11,0.13,0.13,0.14,0.12,0.14,0.13,0.14,0.12,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.12,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.13,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.17,0.0,0.0,0.11,0.0,0.0,0.12,0.31,0.11,0.11,0.0,0.0,0.0,69.01
09/06/2021,2.49,1.95,1.8,1.77,1.22,1.58,1.38,0.91,1.05,0.75,0.94,1.06,0.9,0.89,0.91,0.74,0.78,0.78,0.67,0.59,0.7,0.69,0.68,0.64,0.62,0.83,0.53,0.65,0.81,0.5,0.54,0.58,0.5,0.53,0.53,0.46,0.46,0.53,0.51,0.56,0.39,0.43,0.49,0.47,0.41,0.38,0.42,0.41,0.43,0.42,0.39,0.37,0.35,0.42,0.28,0.36,0.39,0.27,0.35,0.34,0.37,0.39,0.26,0.34,0.33,0.29,0.32,0.3,0.32,0.32,0.27,0.23,0.26,0.31,0.29,0.28,0.28,0.26,0.28,0.28,0.26,0.25,0.22,0.24,0.27,0.29,0.25,0.24,0.27,0.2,0.26,0.24,0.21,0.22,0.23,0.23,0.24,0.22,0.2,0.18,0.21,0.24,0.17,0.19,0.18,0.19,0.21,0.17,0.2,0.18,0.17,0.2,0.17,0.2,0.17,0.24,0.16,0.16,0.19,0.16,0.2,0.18,0.2,0.23,0.16,0.19,0.18,0.18,0.19,0.17,0.0,0.19,0.14,0.14,0.14,0.2,0.17,0.17,0.18,0.22,0.13,0.18,0.15,0.11,0.15,0.17,0.12,0.16,0.15,0.16,0.15,0.11,0.13,0.16,0.16,0.14,0.25,0.0,0.13,0.17,0.16,0.13,0.13,0.11,0.12,0.13,0.12,0.11,0.14,0.14,0.13,0.11,0.13,0.13,0.14,0.12,0.15,0.13,0.14,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.0,0.11,0.12,0.13,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.17,0.0,0.0,0.11,0.0,0.0,0.11,0.31,0.11,0.0,0.0,0.0,0.0,68.88000000000001
09/07/2021,2.49,1.92,1.82,1.76,1.22,1.59,1.37,0.91,1.01,0.74,0.93,1.05,0.9,0.89,0.91,0.77,0.77,0.8,0.67,0.61,0.7,0.69,0.7,0.63,0.62,0.84,0.53,0.65,0.8,0.5,0.53,0.57,0.5,0.53,0.53,0.46,0.46,0.53,0.51,0.58,0.4,0.43,0.49,0.46,0.41,0.38,0.42,0.41,0.43,0.42,0.39,0.37,0.34,0.42,0.28,0.36,0.4,0.29,0.35,0.35,0.37,0.39,0.26,0.34,0.33,0.3,0.32,0.3,0.32,0.31,0.27,0.25,0.26,0.31,0.29,0.28,0.28,0.26,0.28,0.29,0.26,0.25,0.22,0.24,0.27,0.28,0.25,0.24,0.27,0.19,0.26,0.23,0.21,0.22,0.23,0.23,0.23,0.21,0.21,0.18,0.2,0.24,0.17,0.19,0.18,0.19,0.21,0.17,0.2,0.18,0.17,0.24,0.17,0.2,0.17,0.24,0.16,0.16,0.19,0.16,0.2,0.18,0.2,0.24,0.15,0.19,0.18,0.18,0.19,0.18,0.0,0.2,0.14,0.14,0.15,0.2,0.17,0.17,0.18,0.22,0.13,0.18,0.15,0.11,0.15,0.17,0.12,0.16,0.15,0.16,0.15,0.11,0.13,0.17,0.15,0.13,0.23,0.0,0.14,0.17,0.16,0.13,0.13,0.11,0.12,0.12,0.11,0.11,0.14,0.14,0.13,0.11,0.13,0.13,0.14,0.12,0.15,0.14,0.14,0.13,0.0,0.11,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.17,0.0,0.0,0.11,0.0,0.0,0.11,0.32,0.11,0.0,0.0,0.0,0.0,68.91
09/08/2021,2.49,1.92,1.82,1.76,1.22,1.59,1.37,0.91,1.01,0.74,0.93,1.05,0.9,0.89,0.91,0.77,0.77,0.8,0.67,0.61,0.7,0.69,0.7,0.63,0.62,0.84,0.53,0.65,0.8,0.5,0.53,0.57,0.5,0.53,0.53,0.46,0.46,0.53,0.51,0.58,0.4,0.43,0.49,0.46,0.41,0.38,0.42,0.41,0.43,0.42,0.39,0.37,0.34,0.42,0.28,0.36,0.4,0.29,0.35,0.35,0.37,0.39,0.26,0.34,0.33,0.3,0.32,0.3,0.32,0.31,0.27,0.25,0.26,0.31,0.29,0.28,0.28,0.26,0.28,0.29,0.26,0.25,0.22,0.24,0.27,0.28,0.25,0.24,0.27,0.19,0.26,0.23,0.21,0.22,0.23,0.23,0.23,0.21,0.21,0.18,0.2,0.24,0.17,0.19,0.18,0.19,0.21,0.17,0.2,0.18,0.17,0.24,0.17,0.2,0.17,0.24,0.16,0.16,0.19,0.16,0.2,0.18,0.2,0.24,0.15,0.19,0.18,0.18,0.19,0.18,0.0,0.2,0.14,0.14,0.15,0.2,0.17,0.17,0.18,0.22,0.13,0.18,0.15,0.11,0.15,0.17,0.12,0.16,0.15,0.16,0.15,0.11,0.13,0.17,0.15,0.13,0.23,0.0,0.14,0.17,0.16,0.13,0.13,0.11,0.12,0.12,0.11,0.11,0.14,0.14,0.13,0.11,0.13,0.13,0.14,0.12,0.15,0.14,0.14,0.13,0.0,0.11,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.17,0.0,0.0,0.11,0.0,0.0,0.11,0.32,0.11,0.0,0.0,0.0,0.0,68.91
09/09/2021,2.53,1.96,1.82,1.76,1.21,1.61,1.37,0.92,1.03,0.75,0.93,1.07,0.9,0.91,0.91,0.78,0.78,0.81,0.67,0.61,0.7,0.7,0.72,0.63,0.62,0.86,0.55,0.65,0.79,0.52,0.54,0.58,0.5,0.53,0.53,0.46,0.47,0.55,0.51,0.58,0.4,0.44,0.51,0.47,0.41,0.38,0.43,0.41,0.43,0.42,0.39,0.37,0.31,0.42,0.28,0.37,0.4,0.29,0.36,0.35,0.37,0.4,0.26,0.35,0.33,0.3,0.32,0.31,0.32,0.32,0.26,0.26,0.26,0.32,0.29,0.28,0.29,0.25,0.3,0.29,0.26,0.26,0.22,0.24,0.27,0.28,0.25,0.24,0.27,0.19,0.25,0.23,0.21,0.22,0.23,0.24,0.23,0.21,0.22,0.17,0.21,0.24,0.17,0.18,0.17,0.19,0.21,0.17,0.2,0.18,0.17,0.29,0.17,0.21,0.18,0.24,0.16,0.16,0.19,0.16,0.2,0.18,0.2,0.24,0.15,0.2,0.18,0.18,0.19,0.19,0.0,0.19,0.14,0.14,0.15,0.2,0.17,0.17,0.18,0.22,0.12,0.18,0.15,0.0,0.16,0.17,0.12,0.16,0.15,0.16,0.15,0.12,0.14,0.17,0.16,0.13,0.22,0.0,0.14,0.17,0.16,0.13,0.13,0.11,0.12,0.12,0.11,0.0,0.14,0.14,0.13,0.11,0.13,0.13,0.14,0.12,0.15,0.14,0.14,0.12,0.0,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.19,0.0,0.0,0.11,0.0,0.0,0.12,0.32,0.11,0.0,0.11,0.0,0.0,69.49000000000001
09/10/2021,2.51,1.94,1.8,1.74,1.19,1.66,1.37,1.0,1.03,0.74,0.91,1.07,0.9,0.91,0.89,0.76,0.76,0.81,0.67,0.61,0.7,0.7,0.72,0.62,0.62,0.86,0.53,0.68,0.79,0.51,0.53,0.57,0.5,0.54,0.53,0.46,0.46,0.54,0.5,0.58,0.38,0.43,0.5,0.47,0.4,0.39,0.42,0.41,0.43,0.42,0.38,0.37,0.29,0.41,0.29,0.37,0.4,0.29,0.35,0.35,0.36,0.39,0.27,0.34,0.33,0.3,0.32,0.3,0.31,0.32,0.26,0.26,0.26,0.31,0.29,0.28,0.28,0.25,0.29,0.29,0.26,0.25,0.22,0.24,0.27,0.28,0.25,0.24,0.27,0.19,0.26,0.23,0.21,0.21,0.23,0.24,0.23,0.21,0.21,0.17,0.2,0.24,0.17,0.18,0.17,0.19,0.21,0.17,0.19,0.18,0.17,0.28,0.17,0.21,0.18,0.23,0.17,0.16,0.19,0.16,0.2,0.18,0.2,0.24,0.15,0.2,0.18,0.18,0.19,0.19,0.0,0.19,0.14,0.14,0.15,0.19,0.17,0.17,0.18,0.22,0.12,0.18,0.15,0.11,0.15,0.16,0.12,0.16,0.15,0.16,0.15,0.11,0.14,0.17,0.15,0.13,0.28,0.0,0.13,0.17,0.16,0.13,0.13,0.11,0.12,0.12,0.11,0.11,0.14,0.14,0.13,0.11,0.13,0.13,0.14,0.12,0.14,0.14,0.14,0.12,0.0,0.11,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.18,0.0,0.0,0.11,0.0,0.0,0.12,0.31,0.11,0.0,0.11,0.1,0.0,69.11
09/13/2021,2.5,1.92,1.83,1.71,1.16,1.68,1.35,1.03,1.01,0.73,0.9,1.09,0.91,0.94,0.89,0.77,0.75,0.82,0.67,0.61,0.7,0.7,0.73,0.61,0.63,0.85,0.53,0.67,0.8,0.51,0.53,0.58,0.51,0.55,0.55,0.47,0.47,0.54,0.49,0.58,0.37,0.43,0.51,0.47,0.4,0.39,0.43,0.41,0.43,0.42,0.38,0.36,0.29,0.4,0.28,0.37,0.41,0.29,0.34,0.35,0.35,0.39,0.27,0.34,0.33,0.3,0.32,0.3,0.32,0.32,0.25,0.26,0.26,0.31,0.29,0.27,0.29,0.25,0.29,0.29,0.26,0.26,0.23,0.24,0.27,0.26,0.25,0.24,0.27,0.2,0.26,0.22,0.21,0.21,0.23,0.24,0.23,0.21,0.21,0.17,0.19,0.23,0.18,0.18,0.17,0.19,0.21,0.17,0.2,0.18,0.17,0.18,0.18,0.21,0.18,0.23,0.17,0.15,0.19,0.16,0.2,0.17,0.19,0.24,0.16,0.19,0.18,0.18,0.19,0.19,0.0,0.18,0.14,0.14,0.15,0.2,0.17,0.17,0.18,0.22,0.12,0.18,0.15,0.11,0.16,0.16,0.12,0.16,0.15,0.16,0.14,0.12,0.14,0.17,0.15,0.13,0.33,0.0,0.13,0.17,0.16,0.13,0.13,0.0,0.11,0.12,0.0,0.11,0.14,0.14,0.13,0.11,0.13,0.13,0.14,0.12,0.14,0.14,0.14,0.12,0.0,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.18,0.0,0.0,0.11,0.0,0.0,0.12,0.29,0.11,0.0,0.11,0.0,0.0,69.05
09/14/2021,2.48,1.94,1.83,1.7,1.16,1.69,1.32,1.03,1.02,0.73,0.89,1.11,0.91,0.97,0.88,0.76,0.74,0.84,0.67,0.61,0.69,0.7,0.72,0.61,0.63,0.85,0.53,0.68,0.8,0.52,0.53,0.57,0.51,0.55,0.55,0.47,0.47,0.54,0.48,0.59,0.37,0.43,0.51,0.47,0.4,0.4,0.43,0.41,0.43,0.41,0.37,0.37,0.29,0.39,0.28,0.38,0.41,0.29,0.33,0.35,0.35,0.39,0.26,0.34,0.33,0.31,0.32,0.29,0.32,0.32,0.26,0.26,0.23,0.31,0.29,0.27,0.29,0.25,0.28,0.29,0.26,0.27,0.23,0.24,0.27,0.26,0.25,0.25,0.27,0.2,0.26,0.22,0.21,0.21,0.23,0.25,0.23,0.21,0.21,0.17,0.19,0.23,0.18,0.18,0.17,0.19,0.21,0.17,0.21,0.19,0.17,0.19,0.18,0.21,0.18,0.22,0.17,0.15,0.19,0.16,0.2,0.17,0.19,0.24,0.16,0.19,0.18,0.18,0.19,0.19,0.11,0.18,0.14,0.14,0.15,0.21,0.17,0.17,0.19,0.22,0.12,0.18,0.15,0.11,0.15,0.16,0.12,0.16,0.14,0.16,0.14,0.12,0.14,0.17,0.15,0.13,0.33,0.1,0.14,0.17,0.16,0.13,0.13,0.0,0.11,0.12,0.11,0.11,0.14,0.14,0.12,0.11,0.13,0.13,0.14,0.12,0.14,0.13,0.14,0.12,0.1,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.18,0.0,0.0,0.11,0.0,0.0,0.12,0.29,0.11,0.0,0.0,0.0,0.0,69.03
09/15/2021,2.48,1.94,1.83,1.7,1.16,1.69,1.32,1.03,1.02,0.73,0.89,1.11,0.91,0.97,0.88,0.76,0.74,0.84,0.67,0.61,0.69,0.7,0.72,0.61,0.63,0.85,0.53,0.68,0.8,0.52,0.53,0.57,0.51,0.55,0.55,0.47,0.47,0.54,0.48,0.59,0.37,0.43,0.51,0.47,0.4,0.4,0.43,0.41,0.43,0.41,0.37,0.37,0.29,0.39,0.28,0.38,0.41,0.29,0.33,0.35,0.35,0.39,0.26,0.34,0.33,0.31,0.32,0.29,0.32,0.32,0.26,0.26,0.23,0.31,0.29,0.27,0.29,0.25,0.28,0.29,0.26,0.27,0.23,0.24,0.27,0.26,0.25,0.25,0.27,0.2,0.26,0.22,0.21,0.21,0.23,0.25,0.23,0.21,0.21,0.17,0.19,0.23,0.18,0.18,0.17,0.19,0.21,0.17,0.21,0.19,0.17,0.19,0.18,0.21,0.18,0.22,0.17,0.15,0.19,0.16,0.2,0.17,0.19,0.24,0.16,0.19,0.18,0.18,0.19,0.19,0.11,0.18,0.14,0.14,0.15,0.21,0.17,0.17,0.19,0.22,0.12,0.18,0.15,0.11,0.15,0.16,0.12,0.16,0.14,0.16,0.14,0.12,0.14,0.17,0.15,0.13,0.33,0.1,0.14,0.17,0.16,0.13,0.13,0.0,0.11,0.12,0.11,0.11,0.14,0.14,0.12,0.11,0.13,0.13,0.14,0.12,0.14,0.13,0.14,0.12,0.1,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.18,0.0,0.0,0.11,0.0,0.0,0.12,0.29,0.11,0.0,0.0,0.0,0.0,69.03
09/16/2021,2.44,1.91,1.83,1.7,1.16,1.72,1.32,1.01,1.03,0.73,0.89,1.11,0.92,0.99,0.87,0.77,0.74,0.85,0.66,0.61,0.69,0.7,0.72,0.61,0.63,0.84,0.53,0.69,0.81,0.52,0.53,0.58,0.52,0.55,0.55,0.47,0.48,0.55,0.48,0.57,0.37,0.43,0.5,0.47,0.4,0.4,0.43,0.4,0.43,0.4,0.36,0.36,0.29,0.4,0.28,0.38,0.41,0.3,0.33,0.35,0.35,0.4,0.26,0.34,0.33,0.3,0.32,0.29,0.32,0.32,0.26,0.26,0.23,0.31,0.29,0.27,0.29,0.24,0.29,0.29,0.26,0.27,0.23,0.23,0.27,0.25,0.25,0.24,0.28,0.19,0.26,0.22,0.22,0.21,0.22,0.25,0.23,0.21,0.21,0.17,0.2,0.23,0.17,0.18,0.17,0.19,0.22,0.17,0.2,0.19,0.17,0.23,0.18,0.21,0.18,0.22,0.17,0.15,0.19,0.16,0.2,0.17,0.19,0.24,0.16,0.2,0.18,0.17,0.19,0.19,0.11,0.18,0.14,0.14,0.15,0.22,0.17,0.17,0.19,0.22,0.12,0.18,0.15,0.11,0.16,0.16,0.12,0.16,0.14,0.16,0.14,0.12,0.14,0.17,0.15,0.13,0.29,0.0,0.14,0.17,0.16,0.13,0.13,0.0,0.12,0.12,0.11,0.11,0.14,0.14,0.12,0.11,0.13,0.13,0.14,0.12,0.14,0.13,0.14,0.12,0.0,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.18,0.0,0.0,0.11,0.0,0.0,0.12,0.29,0.11,0.0,0.11,0.0,0.1,69.01
