,MSFT,AAPL,AMZN,FB,NVDA,JNJ,UNH,V,GOOG,GOOGL,ENPH,PG,MA,PYPL,DIS,BAC,ADBE,CMCSA,VZ,PFE,CRM,INTC,T,ABT,KO,PEP,ABBV,MRK,AY,BDX,ACN,LLY,SEDG,MCD,MDT,QCOM,BMY,UPS,UNP,AMGN,C,MS,FSLR,INTU,SBUX,GS,BLK,TGT,CAT,GE,MMM,CVS,AXP,SPGI,ANTM,PLD,CI,GILD,ADP,TJX,USB,CSX,EQIX,GM,CL,EL,COF,NSC,EW,APD,ITW,ADSK,REGN,D,ETN,PGR,MCO,EMR,F,WM,BIIB,VRTX,ECL,NEM,JCI,DOW,TROW,KMB,MET,TEL,A,EXC,EBAY,LULU,BAX,INFO,APTV,BK,ALL,WDAY,HASI,PRU,AIG,SRE,PPG,HPQ,GIS,CMI,MAR,MSI,AFL,WBA,WELL,ADM,ROK,HLT,FRC,MCK,KR,AVB,STT,AMP,CBRE,VRSK,AWK,ES,KEYS,IFF,FITB,DAL,BBY,KHC,VFC,IP,WY,ED,HSY,NTRS,CLX,HIG,EIX,TSN,PPL,XYL,VTR,EXPE,CHD,ETR,TRU,LUV,GWW,KEY,YUM,CCL,RF,DRI,PEAK,DGX,CAG,CMS,CE,CAH,RCL,K,ABC,AVY,PFG,PCG,BMRN,SJM,HBAN,CNP,LUMN,WPC,HAS,IPG,IRM,ELS,HST,TREX,PNR,LNC,MOS,TAP,WTRG,DECK,OC,UGI,NI,CPB,VST,OGN,VOYA,ALV,GPS,PRGO,BEPC,AGPXX,VER,VEREIT Inc,Cash,Invesco Shrt-Trm Inv Gov&Agcy Instl,n/a,SLVM WI,SLVM,O,ONL,SUM
10/04/2021,5.48,5.38,4.74,3.0,4.28,1.95,1.69,1.71,2.61,2.75,0.97,1.56,1.38,1.35,1.73,1.5,2.32,1.41,1.22,1.1,2.1,1.85,1.07,0.94,0.93,0.94,0.86,0.86,0.18,0.33,1.73,0.82,0.65,1.08,0.76,1.24,0.61,0.6,0.6,0.56,0.68,0.68,0.48,1.25,0.78,0.59,0.54,0.52,0.49,0.54,0.48,0.52,0.5,0.46,0.43,0.41,0.32,0.4,0.38,0.5,0.37,0.31,0.31,0.41,0.29,0.31,0.34,0.27,0.31,0.26,0.28,0.54,0.28,0.26,0.28,0.24,0.26,0.26,0.34,0.26,0.19,0.21,0.24,0.19,0.23,0.2,0.2,0.2,0.21,0.39,0.21,0.21,0.27,0.28,0.18,0.19,0.24,0.19,0.17,0.4,0.2,0.19,0.22,0.18,0.15,0.28,0.16,0.15,0.24,0.33,0.15,0.16,0.15,0.15,0.15,0.22,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.13,0.12,0.26,0.15,0.14,0.12,0.15,0.11,0.13,0.13,0.12,0.11,0.11,0.1,0.09,0.11,0.09,0.1,0.1,0.1,0.09,0.14,0.09,0.09,0.09,0.09,0.08,0.1,0.2,0.12,0.09,0.12,0.08,0.08,0.07,0.07,0.08,0.07,0.12,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.1,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.3,0.81,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,99.98
10/05/2021,5.51,5.4,4.77,3.03,4.37,1.94,1.67,1.7,2.61,2.77,0.99,1.55,1.37,1.37,1.72,1.49,2.34,1.42,1.22,1.1,2.13,1.86,1.06,0.94,0.93,0.94,0.86,0.87,0.18,0.32,1.74,0.83,0.67,1.08,0.76,1.26,0.6,0.6,0.59,0.56,0.68,0.67,0.49,1.25,0.77,0.59,0.54,0.51,0.49,0.53,0.47,0.51,0.49,0.46,0.41,0.41,0.31,0.4,0.38,0.48,0.37,0.31,0.31,0.41,0.29,0.31,0.33,0.27,0.32,0.26,0.27,0.54,0.29,0.26,0.27,0.24,0.26,0.26,0.34,0.26,0.19,0.21,0.23,0.19,0.22,0.2,0.2,0.2,0.21,0.39,0.21,0.21,0.27,0.28,0.18,0.19,0.24,0.19,0.17,0.4,0.2,0.19,0.22,0.18,0.15,0.28,0.16,0.15,0.24,0.33,0.15,0.15,0.15,0.15,0.15,0.22,0.15,0.14,0.14,0.14,0.13,0.14,0.15,0.14,0.13,0.12,0.25,0.15,0.14,0.12,0.14,0.11,0.13,0.13,0.12,0.11,0.11,0.1,0.09,0.11,0.09,0.1,0.09,0.1,0.09,0.14,0.09,0.09,0.09,0.09,0.08,0.1,0.21,0.12,0.09,0.11,0.08,0.08,0.07,0.08,0.08,0.06,0.12,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.1,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.03,0.31,0.68,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,99.93
10/06/2021,5.51,5.4,4.77,3.03,4.37,1.94,1.67,1.7,2.61,2.77,0.99,1.55,1.37,1.37,1.72,1.49,2.34,1.42,1.22,1.1,2.13,1.86,1.06,0.94,0.93,0.94,0.86,0.87,0.18,0.32,1.74,0.83,0.67,1.08,0.76,1.26,0.6,0.6,0.59,0.56,0.68,0.67,0.49,1.25,0.77,0.59,0.54,0.51,0.49,0.53,0.47,0.51,0.49,0.46,0.41,0.41,0.31,0.4,0.38,0.48,0.37,0.31,0.31,0.41,0.29,0.31,0.33,0.27,0.32,0.26,0.27,0.54,0.29,0.26,0.27,0.24,0.26,0.26,0.34,0.26,0.19,0.21,0.23,0.19,0.22,0.2,0.2,0.2,0.21,0.39,0.21,0.21,0.27,0.28,0.18,0.19,0.24,0.19,0.17,0.4,0.2,0.19,0.22,0.18,0.15,0.28,0.16,0.15,0.24,0.33,0.15,0.15,0.15,0.15,0.15,0.22,0.15,0.14,0.14,0.14,0.13,0.14,0.15,0.14,0.13,0.12,0.25,0.15,0.14,0.12,0.14,0.11,0.13,0.13,0.12,0.11,0.11,0.1,0.09,0.11,0.09,0.1,0.09,0.1,0.09,0.14,0.09,0.09,0.09,0.09,0.08,0.1,0.21,0.12,0.09,0.11,0.08,0.08,0.07,0.08,0.08,0.06,0.12,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.1,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.03,0.31,0.68,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,99.93
10/07/2021,5.58,5.38,4.71,3.03,4.33,1.91,1.66,1.74,2.65,2.8,1.01,1.53,1.41,1.38,1.76,1.5,2.32,1.44,1.22,1.09,2.14,1.86,1.06,0.93,0.93,0.93,0.86,0.93,0.18,0.32,1.74,0.81,0.68,1.08,0.77,1.24,0.6,0.59,0.6,0.56,0.68,0.67,0.49,1.25,0.78,0.59,0.53,0.51,0.49,0.54,0.46,0.5,0.5,0.46,0.41,0.41,0.31,0.39,0.38,0.47,0.38,0.31,0.31,0.41,0.28,0.32,0.34,0.27,0.31,0.26,0.27,0.53,0.27,0.25,0.27,0.24,0.26,0.26,0.34,0.26,0.19,0.21,0.24,0.19,0.22,0.2,0.2,0.2,0.21,0.4,0.21,0.21,0.27,0.28,0.18,0.19,0.25,0.2,0.17,0.4,0.2,0.19,0.22,0.18,0.15,0.29,0.16,0.15,0.25,0.33,0.15,0.15,0.15,0.15,0.15,0.23,0.15,0.14,0.13,0.13,0.14,0.14,0.15,0.14,0.13,0.12,0.25,0.16,0.14,0.13,0.14,0.11,0.13,0.12,0.12,0.11,0.11,0.1,0.09,0.11,0.09,0.1,0.09,0.1,0.09,0.14,0.09,0.09,0.09,0.1,0.08,0.1,0.21,0.13,0.09,0.12,0.08,0.08,0.07,0.07,0.08,0.06,0.12,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.1,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.03,0.3,0.69,0.0,0.0,0.0,0.0,-0.03,0.01,0.0,0.0,0.0,100.13
10/08/2021,5.56,5.33,4.65,2.93,4.19,1.92,1.66,1.73,2.64,2.78,0.96,1.55,1.37,1.35,1.77,1.53,2.28,1.45,1.24,1.09,2.14,1.88,1.08,0.93,0.94,0.94,0.87,0.96,0.18,0.32,1.74,0.81,0.65,1.09,0.76,1.24,0.6,0.59,0.62,0.56,0.69,0.67,0.49,1.22,0.78,0.59,0.53,0.51,0.49,0.54,0.47,0.51,0.51,0.45,0.41,0.42,0.31,0.39,0.39,0.48,0.38,0.32,0.31,0.42,0.29,0.32,0.34,0.28,0.3,0.26,0.27,0.52,0.26,0.26,0.27,0.24,0.25,0.26,0.35,0.26,0.19,0.21,0.24,0.2,0.22,0.2,0.2,0.2,0.21,0.4,0.21,0.21,0.27,0.28,0.18,0.19,0.26,0.2,0.17,0.4,0.2,0.19,0.22,0.18,0.16,0.29,0.17,0.15,0.25,0.33,0.15,0.15,0.16,0.16,0.15,0.23,0.16,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.13,0.25,0.16,0.14,0.13,0.15,0.11,0.13,0.13,0.12,0.11,0.11,0.1,0.09,0.11,0.09,0.1,0.1,0.1,0.09,0.14,0.09,0.09,0.1,0.1,0.08,0.1,0.21,0.12,0.1,0.12,0.08,0.08,0.07,0.08,0.08,0.06,0.12,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.11,0.06,0.07,0.06,0.06,0.08,0.06,0.06,0.05,0.05,0.05,0.06,0.06,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.03,0.3,0.7,0.0,0.0,0.0,0.0,-0.03,0.01,0.0,0.0,0.0,99.99
10/11/2021,5.06,4.91,5.03,3.26,4.76,1.86,1.65,1.71,2.38,2.55,0.97,1.51,1.39,1.41,1.86,1.42,2.46,1.51,1.29,1.04,2.38,1.94,1.12,0.92,0.91,0.94,0.85,0.87,0.18,0.31,1.84,0.81,0.64,1.08,0.75,1.29,0.58,0.58,0.59,0.53,0.64,0.64,0.47,1.33,0.78,0.58,0.53,0.5,0.46,0.5,0.45,0.48,0.49,0.46,0.4,0.41,0.31,0.37,0.38,0.46,0.36,0.32,0.3,0.45,0.28,0.32,0.33,0.28,0.31,0.25,0.26,0.56,0.26,0.26,0.27,0.24,0.26,0.25,0.32,0.26,0.19,0.21,0.24,0.19,0.22,0.19,0.2,0.19,0.2,0.42,0.21,0.21,0.28,0.28,0.18,0.21,0.24,0.19,0.16,0.43,0.2,0.18,0.21,0.18,0.15,0.29,0.16,0.15,0.25,0.35,0.14,0.15,0.15,0.15,0.15,0.22,0.15,0.13,0.11,0.14,0.14,0.14,0.14,0.14,0.13,0.12,0.27,0.15,0.13,0.12,0.14,0.11,0.13,0.12,0.12,0.11,0.11,0.1,0.09,0.11,0.09,0.1,0.09,0.1,0.09,0.14,0.09,0.09,0.09,0.09,0.08,0.09,0.21,0.12,0.09,0.12,0.08,0.08,0.07,0.07,0.08,0.06,0.12,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.1,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.03,0.64,0.63,0.0,0.0,0.0,0.0,-0.03,0.01,0.0,0.0,0.0,100.04
10/12/2021,5.06,4.91,5.03,3.26,4.76,1.86,1.65,1.71,2.38,2.55,0.97,1.51,1.39,1.41,1.86,1.42,2.46,1.51,1.29,1.04,2.38,1.94,1.12,0.92,0.91,0.94,0.85,0.87,0.18,0.31,1.84,0.81,0.64,1.08,0.75,1.29,0.58,0.58,0.59,0.53,0.64,0.64,0.47,1.33,0.78,0.58,0.53,0.5,0.46,0.5,0.45,0.48,0.49,0.46,0.4,0.41,0.31,0.37,0.38,0.46,0.36,0.32,0.3,0.45,0.28,0.32,0.33,0.28,0.31,0.25,0.26,0.56,0.26,0.26,0.27,0.24,0.26,0.25,0.32,0.26,0.19,0.21,0.24,0.19,0.22,0.19,0.2,0.19,0.2,0.42,0.21,0.21,0.28,0.28,0.18,0.21,0.24,0.19,0.16,0.43,0.2,0.18,0.21,0.18,0.15,0.29,0.16,0.15,0.25,0.35,0.14,0.15,0.15,0.15,0.15,0.22,0.15,0.13,0.11,0.14,0.14,0.14,0.14,0.14,0.13,0.12,0.27,0.15,0.13,0.12,0.14,0.11,0.13,0.12,0.12,0.11,0.11,0.1,0.09,0.11,0.09,0.1,0.09,0.1,0.09,0.14,0.09,0.09,0.09,0.09,0.08,0.09,0.21,0.12,0.09,0.12,0.08,0.08,0.07,0.07,0.08,0.06,0.12,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.1,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.03,0.64,0.63,0.0,0.0,0.0,0.0,-0.03,0.01,0.0,0.0,0.0,100.04
10/13/2021,5.06,4.91,5.03,3.26,4.76,1.86,1.65,1.71,2.38,2.55,0.97,1.51,1.39,1.41,1.86,1.42,2.46,1.51,1.29,1.04,2.38,1.94,1.12,0.92,0.91,0.94,0.85,0.87,0.18,0.31,1.84,0.81,0.64,1.08,0.75,1.29,0.58,0.58,0.59,0.53,0.64,0.64,0.47,1.33,0.78,0.58,0.53,0.5,0.46,0.5,0.45,0.48,0.49,0.46,0.4,0.41,0.31,0.37,0.38,0.46,0.36,0.32,0.3,0.45,0.28,0.32,0.33,0.28,0.31,0.25,0.26,0.56,0.26,0.26,0.27,0.24,0.26,0.25,0.32,0.26,0.19,0.21,0.24,0.19,0.22,0.19,0.2,0.19,0.2,0.42,0.21,0.21,0.28,0.28,0.18,0.21,0.24,0.19,0.16,0.43,0.2,0.18,0.21,0.18,0.15,0.29,0.16,0.15,0.25,0.35,0.14,0.15,0.15,0.15,0.15,0.22,0.15,0.13,0.11,0.14,0.14,0.14,0.14,0.14,0.13,0.12,0.27,0.15,0.13,0.12,0.14,0.11,0.13,0.12,0.12,0.11,0.11,0.1,0.09,0.11,0.09,0.1,0.09,0.1,0.09,0.14,0.09,0.09,0.09,0.09,0.08,0.09,0.21,0.12,0.09,0.12,0.08,0.08,0.07,0.07,0.08,0.06,0.12,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.1,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.03,0.64,0.63,0.0,0.0,0.0,0.0,-0.03,0.01,0.0,0.0,0.0,100.04
10/14/2021,5.09,4.93,5.06,3.22,4.78,1.87,1.71,1.74,2.42,2.58,0.97,1.51,1.41,1.38,1.87,1.43,2.49,1.45,1.26,1.05,2.36,1.93,1.09,0.93,0.92,0.95,0.86,0.87,0.18,0.3,1.84,0.83,0.64,1.08,0.75,1.27,0.56,0.59,0.6,0.52,0.64,0.65,0.49,1.32,0.77,0.59,0.54,0.5,0.47,0.51,0.45,0.49,0.49,0.47,0.42,0.41,0.31,0.38,0.38,0.46,0.37,0.32,0.3,0.49,0.28,0.32,0.33,0.28,0.31,0.26,0.27,0.56,0.26,0.25,0.27,0.23,0.26,0.25,0.34,0.26,0.19,0.2,0.23,0.18,0.21,0.19,0.2,0.19,0.21,0.42,0.21,0.2,0.29,0.28,0.18,0.21,0.25,0.19,0.16,0.43,0.2,0.18,0.21,0.17,0.16,0.29,0.16,0.15,0.25,0.35,0.15,0.15,0.15,0.15,0.15,0.23,0.16,0.13,0.11,0.13,0.14,0.14,0.14,0.15,0.13,0.12,0.27,0.15,0.13,0.12,0.14,0.11,0.13,0.12,0.12,0.11,0.11,0.1,0.09,0.11,0.09,0.1,0.09,0.1,0.09,0.14,0.09,0.09,0.09,0.09,0.08,0.09,0.21,0.11,0.09,0.12,0.08,0.08,0.07,0.07,0.08,0.06,0.11,0.07,0.08,0.07,0.07,0.07,0.06,0.06,0.1,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.03,0.64,0.28,0.0,0.0,0.0,0.0,-0.03,0.01,0.0,0.0,0.0,100.01
10/15/2021,5.11,4.96,5.03,3.2,4.78,1.87,1.7,1.71,2.41,2.58,1.02,1.53,1.39,1.37,1.85,1.42,2.49,1.39,1.25,1.05,2.38,1.93,1.07,0.92,0.93,0.95,0.86,0.87,0.18,0.3,1.86,0.83,0.68,1.08,0.74,1.26,0.57,0.59,0.6,0.52,0.64,0.64,0.51,1.31,0.78,0.58,0.54,0.5,0.47,0.51,0.45,0.49,0.49,0.47,0.41,0.42,0.31,0.38,0.38,0.45,0.37,0.32,0.3,0.49,0.28,0.32,0.33,0.28,0.31,0.26,0.27,0.56,0.26,0.25,0.27,0.23,0.26,0.25,0.34,0.26,0.19,0.21,0.23,0.19,0.22,0.19,0.2,0.19,0.21,0.42,0.2,0.2,0.29,0.27,0.17,0.21,0.24,0.19,0.17,0.43,0.2,0.19,0.22,0.17,0.16,0.29,0.16,0.15,0.25,0.35,0.15,0.15,0.15,0.15,0.15,0.23,0.16,0.14,0.12,0.13,0.15,0.14,0.14,0.15,0.13,0.12,0.27,0.16,0.13,0.12,0.14,0.11,0.13,0.12,0.12,0.11,0.11,0.11,0.09,0.11,0.09,0.1,0.09,0.09,0.09,0.14,0.09,0.09,0.09,0.09,0.08,0.09,0.21,0.11,0.09,0.12,0.08,0.07,0.07,0.07,0.08,0.06,0.12,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.1,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.03,0.65,0.29,0.0,0.0,0.0,0.0,-0.03,0.0,0.01,0.0,0.0,100.0
10/18/2021,5.09,4.92,5.04,3.19,4.78,1.84,1.7,1.71,2.38,2.54,1.08,1.53,1.39,1.37,1.85,1.41,2.53,1.4,1.23,1.04,2.43,1.88,1.05,0.93,0.93,0.96,0.85,0.87,0.18,0.31,1.87,0.83,0.73,1.07,0.74,1.24,0.56,0.59,0.6,0.51,0.63,0.64,0.53,1.32,0.78,0.58,0.54,0.51,0.46,0.5,0.45,0.49,0.5,0.47,0.41,0.43,0.31,0.38,0.38,0.45,0.37,0.32,0.3,0.49,0.28,0.32,0.33,0.28,0.31,0.27,0.27,0.56,0.26,0.25,0.27,0.23,0.26,0.25,0.35,0.26,0.19,0.21,0.23,0.19,0.21,0.19,0.19,0.2,0.21,0.41,0.2,0.2,0.29,0.27,0.17,0.21,0.25,0.19,0.17,0.44,0.21,0.18,0.21,0.17,0.16,0.28,0.16,0.14,0.25,0.36,0.15,0.15,0.15,0.15,0.15,0.23,0.15,0.14,0.12,0.14,0.15,0.14,0.15,0.15,0.13,0.12,0.27,0.16,0.13,0.12,0.14,0.11,0.14,0.13,0.12,0.11,0.11,0.11,0.09,0.11,0.09,0.1,0.09,0.09,0.09,0.14,0.09,0.09,0.09,0.09,0.08,0.09,0.21,0.12,0.09,0.12,0.08,0.08,0.07,0.07,0.08,0.06,0.12,0.07,0.08,0.07,0.07,0.07,0.06,0.06,0.1,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.04,0.05,0.06,0.06,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.03,0.67,0.29,0.0,0.0,0.0,0.0,-0.03,0.0,0.01,0.0,0.0,100.02
10/19/2021,5.15,4.89,5.01,3.16,4.92,1.83,1.73,1.68,2.41,2.57,1.08,1.51,1.35,1.4,1.82,1.43,2.58,1.41,1.21,1.02,2.47,1.9,1.03,0.91,0.91,0.95,0.83,0.84,0.18,0.3,1.89,0.82,0.73,1.05,0.73,1.27,0.56,0.61,0.61,0.51,0.62,0.65,0.52,1.33,0.77,0.58,0.56,0.52,0.46,0.49,0.45,0.48,0.48,0.47,0.42,0.43,0.3,0.37,0.38,0.45,0.35,0.32,0.3,0.47,0.28,0.32,0.32,0.28,0.31,0.27,0.27,0.57,0.26,0.25,0.28,0.23,0.26,0.25,0.34,0.26,0.19,0.2,0.24,0.19,0.22,0.19,0.2,0.19,0.2,0.42,0.2,0.21,0.28,0.28,0.17,0.21,0.25,0.19,0.16,0.45,0.21,0.18,0.21,0.17,0.16,0.28,0.16,0.15,0.24,0.36,0.15,0.16,0.15,0.15,0.15,0.22,0.16,0.13,0.11,0.14,0.14,0.14,0.15,0.15,0.13,0.12,0.27,0.16,0.13,0.11,0.14,0.11,0.14,0.12,0.12,0.11,0.11,0.11,0.09,0.11,0.09,0.1,0.09,0.1,0.09,0.14,0.09,0.09,0.09,0.09,0.08,0.09,0.21,0.11,0.09,0.11,0.08,0.07,0.07,0.07,0.08,0.06,0.11,0.07,0.08,0.07,0.07,0.07,0.06,0.05,0.1,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.04,0.05,0.05,0.06,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.03,0.66,0.28,0.0,0.0,0.0,0.0,-0.03,0.0,0.01,0.0,0.0,99.96
10/20/2021,5.15,4.89,5.01,3.16,4.92,1.83,1.73,1.68,2.41,2.57,1.08,1.51,1.35,1.4,1.82,1.43,2.58,1.41,1.21,1.02,2.47,1.9,1.03,0.91,0.91,0.95,0.83,0.84,0.18,0.3,1.89,0.82,0.73,1.05,0.73,1.27,0.56,0.61,0.61,0.51,0.62,0.65,0.52,1.33,0.77,0.58,0.56,0.52,0.46,0.49,0.45,0.48,0.48,0.47,0.42,0.43,0.3,0.37,0.38,0.45,0.35,0.32,0.3,0.47,0.28,0.32,0.32,0.28,0.31,0.27,0.27,0.57,0.26,0.25,0.28,0.23,0.26,0.25,0.34,0.26,0.19,0.2,0.24,0.19,0.22,0.19,0.2,0.19,0.2,0.42,0.2,0.21,0.28,0.28,0.17,0.21,0.25,0.19,0.16,0.45,0.21,0.18,0.21,0.17,0.16,0.28,0.16,0.15,0.24,0.36,0.15,0.16,0.15,0.15,0.15,0.22,0.16,0.13,0.11,0.14,0.14,0.14,0.15,0.15,0.13,0.12,0.27,0.16,0.13,0.11,0.14,0.11,0.14,0.12,0.12,0.11,0.11,0.11,0.09,0.11,0.09,0.1,0.09,0.1,0.09,0.14,0.09,0.09,0.09,0.09,0.08,0.09,0.21,0.11,0.09,0.11,0.08,0.07,0.07,0.07,0.08,0.06,0.11,0.07,0.08,0.07,0.07,0.07,0.06,0.05,0.1,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.04,0.05,0.05,0.06,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.03,0.66,0.28,0.0,0.0,0.0,0.0,-0.03,0.0,0.01,0.0,0.0,99.96
10/21/2021,5.13,4.89,5.13,3.1,4.91,1.83,1.75,1.71,2.39,2.56,1.06,1.51,1.39,1.4,1.83,1.46,2.57,1.4,1.21,1.01,2.47,1.91,1.03,0.9,0.9,0.94,0.83,0.83,0.18,0.3,1.89,0.82,0.71,1.03,0.75,1.28,0.56,0.61,0.61,0.51,0.62,0.65,0.51,1.34,0.76,0.59,0.56,0.52,0.47,0.49,0.45,0.48,0.49,0.47,0.42,0.43,0.3,0.37,0.39,0.45,0.35,0.33,0.3,0.47,0.28,0.32,0.32,0.28,0.31,0.28,0.27,0.57,0.25,0.25,0.28,0.23,0.26,0.25,0.35,0.26,0.18,0.2,0.23,0.19,0.22,0.19,0.2,0.19,0.2,0.42,0.2,0.2,0.28,0.28,0.17,0.21,0.25,0.19,0.16,0.45,0.21,0.18,0.21,0.17,0.16,0.29,0.16,0.15,0.25,0.35,0.15,0.15,0.15,0.15,0.16,0.23,0.16,0.13,0.11,0.13,0.14,0.14,0.15,0.14,0.13,0.12,0.27,0.16,0.13,0.11,0.14,0.1,0.13,0.12,0.12,0.11,0.11,0.11,0.08,0.11,0.09,0.1,0.09,0.1,0.09,0.14,0.09,0.08,0.09,0.08,0.08,0.09,0.21,0.11,0.09,0.11,0.08,0.07,0.07,0.07,0.08,0.06,0.11,0.07,0.08,0.07,0.07,0.07,0.06,0.05,0.1,0.06,0.06,0.06,0.07,0.08,0.05,0.06,0.05,0.04,0.05,0.05,0.06,0.03,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.66,0.29,0.0,0.0,0.0,0.0,-0.02,0.0,0.01,0.0,0.0,99.96
10/22/2021,5.17,4.94,5.18,3.2,4.98,1.81,1.73,1.7,2.41,2.57,1.1,1.48,1.39,1.4,1.77,1.45,2.62,1.38,1.2,1.0,2.46,1.9,1.01,0.89,0.89,0.93,0.81,0.81,0.18,0.3,1.89,0.82,0.73,1.03,0.7,1.27,0.54,0.61,0.62,0.5,0.62,0.64,0.51,1.36,0.77,0.6,0.56,0.54,0.46,0.49,0.45,0.48,0.49,0.47,0.41,0.44,0.3,0.36,0.39,0.45,0.35,0.33,0.29,0.46,0.27,0.32,0.32,0.28,0.31,0.28,0.27,0.57,0.25,0.24,0.28,0.23,0.26,0.25,0.34,0.26,0.17,0.2,0.23,0.19,0.22,0.19,0.2,0.19,0.2,0.42,0.2,0.2,0.28,0.29,0.17,0.22,0.25,0.19,0.16,0.45,0.2,0.18,0.21,0.17,0.16,0.29,0.16,0.14,0.25,0.35,0.14,0.15,0.15,0.15,0.16,0.23,0.16,0.13,0.11,0.13,0.15,0.14,0.15,0.14,0.13,0.12,0.28,0.16,0.13,0.11,0.15,0.1,0.13,0.11,0.12,0.11,0.11,0.11,0.08,0.11,0.09,0.1,0.09,0.1,0.09,0.14,0.09,0.08,0.09,0.08,0.08,0.09,0.21,0.11,0.09,0.11,0.08,0.07,0.07,0.07,0.08,0.06,0.11,0.06,0.08,0.07,0.07,0.07,0.06,0.05,0.1,0.06,0.06,0.06,0.07,0.08,0.05,0.06,0.05,0.04,0.05,0.05,0.06,0.03,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.65,0.3,0.0,0.0,0.0,0.0,-0.03,0.0,0.01,0.0,0.0,100.0
