,DHR,ADBE,AMAT,RUN,DOCU,TMO,DT,MSCI,CMG,EW,RNG,CRWD,002960.SZ,FRC,BIO,TRMB,TDOC,COO,LSPDEUR,LULU,GDDY,EXAS,ZTS,ASML,BLL,PINS,SGEN,MKC,RMD,IDXX,EVBG,NEE,MLHR,HQY,HASI,CHGG,REGN,NVRO,ECL,MLAB,NOMD,PODD,SRNG,DXCM,NGVT,ZBRA,LBTYK,ON,VRRM,ETSY,CDAY,DSEY,TREX,HOLX,MTN,NXPI,MA,AZEK,LSF,n/a,TDUP,GDRX,NUAN,CREE,VRTX,BMBL,URI,SFIX,LYFT,ZY,ROP,WW,301012.SZ,DIBS,3L5,LSPD.TO,DNA,WOLF,WRBY,ZVIA,SHOP,EVGO,ABSI,RELY,MLKN,SUM
12/13/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
12/14/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
12/15/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
12/16/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
12/17/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
12/20/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
12/21/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
12/22/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
12/23/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
12/24/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
12/27/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
12/28/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
12/29/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
12/30/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
12/31/2021,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
01/03/2022,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
01/03/2022,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
01/03/2022,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
01/04/2022,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
01/05/2022,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
01/06/2022,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
01/07/2022,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
01/10/2022,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
01/11/2022,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
01/12/2022,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
01/13/2022,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
01/14/2022,3.5,3.28,1.71,2.07,2.03,2.4,2.9,2.27,2.73,2.46,0.0,1.9,0.0,2.06,2.2,1.9,1.39,1.86,0.0,1.9,1.36,1.57,1.72,1.78,1.8,1.01,1.68,1.47,1.59,1.41,1.57,1.48,0.0,1.2,1.41,1.14,1.75,0.85,1.18,1.28,1.1,1.17,0.0,1.85,1.42,1.15,1.16,1.27,1.03,1.04,1.18,1.0,0.4,0.54,0.95,0.71,0.83,1.18,0.76,1.61,0.78,1.11,0.54,0.0,0.6,0.98,0.0,0.0,1.21,0.0,0.87,0.0,0.0,0.54,0.0,1.79,1.29,0.71,0.57,0.53,0.47,0.38,0.25,0.11,1.1,99.99
