,NVDA,TSLA,AMZN,MSFT,AAPL,HD,PYPL,ADBE,PG,CRM,TMO,NKE,AVGO,DHR,LLY,V,UNH,TXN,COST,UPS,NEE,SBUX,BLK,AMAT,TGT,MS,INTU,AMD,CAT,NOW,ISRG,DE,CHTR,SQ,VZ,ZTS,CVX,GS,LRCX,MRNA,EL,TMUS,PLD,FDX,SCHW,ADSK,TJX,NSC,ZM,CCI,TWLO,QCOM,MMC,ROKU,IDXX,PGR,MCO,MSCI,MRVL,HUM,PINS,JCI,CRWD,NXPI,CMG,KLAC,A,VEEV,SNPS,DOCU,TT,CARR,AON,CMCSA,PANW,APD,CDNS,GNRC,RMD,TEAM,KKR,TTD,PTON,MTD,ANSS,CPRT,HUBS,SWKS,WST,KEYS,ZBRA,MNST,LBRDK,MTCH,OKTA,DXCM,CTVA,AJG,CTAS,ENPH,GLW,CSGP,SIVB,AWK,EPAM,ODFL,NET,DELL,CBRE,GRMN,YUMC,BMY,DDOG,FCX,WY,AXP,KSU,LB,POOL,KR,NEM,TER,SPCE,ZS,HLT,FIVN,TROW,ADM,PODD,AES,HZNP,BILL,TYL,TECH,WLTW,MPWR,ETSY,AVY,NUAN,ALNY,BIO,COUP,CTLT,ENTG,ON,TTWO,RUN,DGX,INVH,TXG,PHM,ALLY,DT,MDB,RSG,BURL,WEC,ES,CHD,AVLR,JBHT,MAS,CDAY,FICO,TREX,BR,FSLR,CRL,Z,RGEN,ARE,IRM,PAYC,AMG,TPR,IAC,JEF,MKC,FRC,BRO,LPLA,CCK,PWR,EVR,AMP,SLM,DVA,GPS,SGEN,AGCO,ACM,BG,CPRI,TDOC,CREE,GME,JPMORGAN US GOVT MMKT FUN,LPX,HES,IVZ,EQT,DAR,WSM,KHC,AMED,GNTX,SO,XLRN,SAM,MTZ,ANET,ALB,PEGA,AXON,MANH,BBWI WI,HCA,UTHR,PCTY,PXD,BBWI,GOOGL,BX,PM,COF,MSI,FTNT,CSCO,NUE,IT,CDW,EXR,DECK,IPG,AN,BYD,KSS,DKS,LSI,TRGP,FIVE,XYL,UAA,SUM
08/31/2021,2.32,2.05,1.71,2.02,1.79,1.6,1.5,1.47,1.27,1.16,1.09,1.08,0.98,1.06,0.99,0.87,0.9,0.87,0.96,0.75,0.88,0.73,0.75,0.69,0.7,0.8,0.77,0.78,0.65,0.69,0.66,0.64,0.64,0.63,0.56,0.6,0.54,0.63,0.53,0.79,0.53,0.46,0.52,0.43,0.5,0.49,0.49,0.44,0.38,0.43,0.4,0.45,0.48,0.35,0.44,0.42,0.42,0.44,0.42,0.35,0.28,0.41,0.41,0.43,0.46,0.41,0.44,0.38,0.43,0.38,0.39,0.44,0.43,0.36,0.41,0.31,0.4,0.34,0.39,0.44,0.35,0.34,0.27,0.36,0.33,0.33,0.37,0.3,0.37,0.35,0.33,0.32,0.33,0.27,0.33,0.37,0.31,0.3,0.3,0.27,0.3,0.3,0.31,0.34,0.36,0.33,0.32,0.28,0.31,0.33,0.25,0.27,0.34,0.28,0.29,0.27,0.29,0.0,0.28,0.32,0.24,0.26,0.0,0.32,0.27,0.25,0.3,0.26,0.26,0.24,0.29,0.39,0.26,0.28,0.25,0.34,0.28,0.27,0.25,0.29,0.3,0.21,0.28,0.25,0.3,0.23,0.0,0.26,0.25,0.2,0.25,0.26,0.26,0.26,0.27,0.23,0.25,0.27,0.22,0.24,0.25,0.24,0.26,0.2,0.25,0.24,0.24,0.27,0.0,0.3,0.24,0.24,0.27,0.23,0.22,0.2,0.25,0.21,0.24,0.24,0.24,0.24,0.26,0.2,0.23,0.19,0.22,0.0,0.23,0.23,0.23,0.21,0.23,0.19,0.0,0.21,0.0,0.23,0.0,0.0,0.0,0.23,0.21,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.22,0.19,0.0,0.0,0.25,0.0,0.2,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.08
09/01/2021,2.32,2.05,1.71,2.02,1.79,1.6,1.5,1.47,1.27,1.16,1.09,1.08,0.98,1.06,0.99,0.87,0.9,0.87,0.96,0.75,0.88,0.73,0.75,0.69,0.7,0.8,0.77,0.78,0.65,0.69,0.66,0.64,0.64,0.63,0.56,0.6,0.54,0.63,0.53,0.79,0.53,0.46,0.52,0.43,0.5,0.49,0.49,0.44,0.38,0.43,0.4,0.45,0.48,0.35,0.44,0.42,0.42,0.44,0.42,0.35,0.28,0.41,0.41,0.43,0.46,0.41,0.44,0.38,0.43,0.38,0.39,0.44,0.43,0.36,0.41,0.31,0.4,0.34,0.39,0.44,0.35,0.34,0.27,0.36,0.33,0.33,0.37,0.3,0.37,0.35,0.33,0.32,0.33,0.27,0.33,0.37,0.31,0.3,0.3,0.27,0.3,0.3,0.31,0.34,0.36,0.33,0.32,0.28,0.31,0.33,0.25,0.27,0.34,0.28,0.29,0.27,0.29,0.0,0.28,0.32,0.24,0.26,0.0,0.32,0.27,0.25,0.3,0.26,0.26,0.24,0.29,0.39,0.26,0.28,0.25,0.34,0.28,0.27,0.25,0.29,0.3,0.21,0.28,0.25,0.3,0.23,0.0,0.26,0.25,0.2,0.25,0.26,0.26,0.26,0.27,0.23,0.25,0.27,0.22,0.24,0.25,0.24,0.26,0.2,0.25,0.24,0.24,0.27,0.0,0.3,0.24,0.24,0.27,0.23,0.22,0.2,0.25,0.21,0.24,0.24,0.24,0.24,0.26,0.2,0.23,0.19,0.22,0.0,0.23,0.23,0.23,0.21,0.23,0.19,0.0,0.21,0.0,0.23,0.0,0.0,0.0,0.23,0.21,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.22,0.19,0.0,0.0,0.25,0.0,0.2,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.08
09/02/2021,2.31,2.1,1.74,2.03,1.84,1.62,1.55,1.48,1.27,1.15,1.11,1.08,0.98,1.08,1.0,0.86,0.89,0.87,0.96,0.74,0.88,0.73,0.74,0.68,0.69,0.79,0.77,0.78,0.64,0.7,0.67,0.64,0.65,0.64,0.55,0.6,0.53,0.62,0.52,0.77,0.53,0.45,0.53,0.43,0.48,0.48,0.49,0.43,0.38,0.43,0.4,0.45,0.47,0.35,0.45,0.41,0.42,0.45,0.42,0.35,0.28,0.41,0.41,0.43,0.46,0.41,0.44,0.39,0.44,0.38,0.39,0.43,0.42,0.36,0.4,0.31,0.4,0.34,0.39,0.45,0.35,0.34,0.26,0.36,0.33,0.33,0.37,0.3,0.37,0.35,0.32,0.32,0.33,0.26,0.33,0.36,0.31,0.3,0.3,0.28,0.29,0.3,0.3,0.34,0.37,0.33,0.32,0.28,0.31,0.33,0.25,0.27,0.35,0.28,0.3,0.26,0.29,0.0,0.28,0.33,0.24,0.26,0.0,0.33,0.26,0.25,0.29,0.26,0.26,0.23,0.29,0.38,0.26,0.29,0.24,0.34,0.29,0.27,0.25,0.29,0.31,0.22,0.28,0.25,0.3,0.23,0.0,0.26,0.25,0.21,0.24,0.25,0.26,0.26,0.27,0.22,0.25,0.27,0.22,0.24,0.25,0.24,0.26,0.2,0.25,0.24,0.24,0.27,0.19,0.3,0.24,0.24,0.27,0.22,0.22,0.2,0.24,0.21,0.23,0.24,0.24,0.24,0.26,0.2,0.23,0.19,0.22,0.0,0.23,0.23,0.23,0.2,0.22,0.19,0.0,0.21,0.0,0.23,0.0,0.0,0.0,0.22,0.21,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.22,0.19,0.0,0.0,0.25,0.0,0.2,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.1
09/03/2021,2.29,2.12,1.77,2.03,1.83,1.62,1.55,1.48,1.27,1.16,1.11,1.06,0.99,1.08,0.99,0.86,0.89,0.87,0.97,0.75,0.88,0.74,0.74,0.68,0.69,0.79,0.77,0.78,0.64,0.71,0.67,0.63,0.65,0.63,0.56,0.6,0.53,0.62,0.52,0.78,0.53,0.45,0.54,0.43,0.48,0.48,0.49,0.43,0.32,0.44,0.39,0.45,0.48,0.35,0.44,0.42,0.42,0.45,0.41,0.35,0.27,0.41,0.4,0.4,0.46,0.41,0.44,0.39,0.43,0.37,0.39,0.43,0.43,0.37,0.41,0.31,0.4,0.34,0.39,0.45,0.35,0.34,0.26,0.36,0.33,0.33,0.36,0.3,0.37,0.35,0.33,0.32,0.33,0.26,0.33,0.37,0.31,0.3,0.3,0.27,0.29,0.3,0.3,0.34,0.36,0.33,0.31,0.28,0.31,0.33,0.25,0.27,0.35,0.28,0.3,0.27,0.28,0.0,0.29,0.33,0.24,0.25,0.0,0.33,0.26,0.22,0.3,0.26,0.26,0.23,0.29,0.37,0.27,0.28,0.25,0.34,0.29,0.27,0.25,0.28,0.31,0.22,0.29,0.25,0.29,0.23,0.0,0.27,0.25,0.22,0.24,0.26,0.26,0.26,0.27,0.22,0.25,0.27,0.22,0.24,0.25,0.24,0.26,0.2,0.25,0.24,0.24,0.27,0.19,0.3,0.24,0.24,0.27,0.22,0.21,0.2,0.24,0.22,0.23,0.24,0.24,0.24,0.26,0.2,0.23,0.0,0.22,0.0,0.23,0.23,0.22,0.21,0.22,0.19,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0.22,0.21,0.0,0.0,0.0,0.19,0.2,0.0,0.0,0.0,0.22,0.19,0.0,0.0,0.25,0.0,0.2,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.03999999999999
09/06/2021,2.27,2.1,1.76,2.01,1.84,1.61,1.53,1.47,1.27,1.15,1.12,1.05,0.97,1.09,0.98,0.83,0.9,0.86,0.97,0.76,0.9,0.73,0.74,0.67,0.68,0.79,0.76,0.76,0.64,0.72,0.68,0.64,0.65,0.62,0.56,0.61,0.53,0.62,0.51,0.82,0.53,0.45,0.55,0.43,0.47,0.44,0.48,0.42,0.33,0.44,0.39,0.45,0.48,0.34,0.45,0.41,0.43,0.45,0.41,0.35,0.28,0.41,0.39,0.4,0.46,0.4,0.44,0.37,0.44,0.37,0.39,0.43,0.43,0.37,0.41,0.31,0.4,0.35,0.39,0.46,0.35,0.33,0.26,0.36,0.33,0.33,0.35,0.3,0.38,0.35,0.33,0.32,0.33,0.28,0.33,0.38,0.31,0.3,0.3,0.27,0.29,0.31,0.31,0.35,0.36,0.34,0.33,0.28,0.31,0.33,0.25,0.27,0.35,0.28,0.3,0.26,0.29,0.0,0.29,0.34,0.24,0.25,0.0,0.33,0.26,0.23,0.29,0.26,0.26,0.24,0.29,0.39,0.26,0.29,0.26,0.34,0.28,0.27,0.25,0.28,0.31,0.23,0.3,0.25,0.29,0.23,0.0,0.27,0.26,0.22,0.24,0.25,0.26,0.26,0.27,0.22,0.26,0.27,0.22,0.25,0.25,0.24,0.27,0.21,0.26,0.24,0.24,0.27,0.0,0.31,0.24,0.25,0.28,0.22,0.21,0.2,0.24,0.22,0.23,0.24,0.24,0.24,0.29,0.2,0.23,0.19,0.23,0.0,0.22,0.23,0.23,0.21,0.22,0.19,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0.22,0.21,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.23,0.19,0.0,0.19,0.24,0.0,0.2,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.12
09/07/2021,2.31,2.09,1.76,2.01,1.84,1.62,1.54,1.47,1.27,1.16,1.12,1.04,0.98,1.09,0.98,0.84,0.89,0.86,0.97,0.75,0.89,0.73,0.73,0.68,0.68,0.78,0.76,0.77,0.63,0.74,0.68,0.65,0.64,0.63,0.56,0.61,0.53,0.61,0.52,0.86,0.52,0.45,0.55,0.42,0.47,0.44,0.47,0.42,0.33,0.44,0.4,0.44,0.48,0.34,0.45,0.41,0.42,0.45,0.41,0.35,0.27,0.41,0.4,0.4,0.46,0.41,0.44,0.37,0.44,0.39,0.39,0.42,0.43,0.37,0.41,0.31,0.4,0.35,0.39,0.47,0.35,0.33,0.25,0.36,0.33,0.33,0.36,0.3,0.38,0.35,0.33,0.32,0.33,0.28,0.33,0.38,0.31,0.3,0.3,0.27,0.29,0.31,0.31,0.34,0.37,0.34,0.34,0.28,0.31,0.33,0.25,0.26,0.35,0.28,0.3,0.25,0.29,0.0,0.28,0.33,0.25,0.25,0.0,0.33,0.26,0.23,0.29,0.26,0.26,0.24,0.29,0.4,0.26,0.29,0.26,0.34,0.29,0.26,0.24,0.28,0.31,0.23,0.3,0.25,0.3,0.23,0.19,0.27,0.25,0.22,0.24,0.24,0.27,0.33,0.27,0.22,0.25,0.27,0.22,0.25,0.25,0.24,0.27,0.2,0.26,0.24,0.24,0.27,0.19,0.31,0.24,0.25,0.27,0.21,0.21,0.2,0.24,0.22,0.23,0.24,0.24,0.24,0.29,0.2,0.22,0.0,0.22,0.0,0.21,0.23,0.23,0.21,0.22,0.19,0.0,0.21,0.0,0.22,0.0,0.19,0.0,0.21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.19,0.0,0.0,0.2,0.23,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.15
09/08/2021,2.31,2.09,1.76,2.01,1.84,1.62,1.54,1.47,1.27,1.16,1.12,1.04,0.98,1.09,0.98,0.84,0.89,0.86,0.97,0.75,0.89,0.73,0.73,0.68,0.68,0.78,0.76,0.77,0.63,0.74,0.68,0.65,0.64,0.63,0.56,0.61,0.53,0.61,0.52,0.86,0.52,0.45,0.55,0.42,0.47,0.44,0.47,0.42,0.33,0.44,0.4,0.44,0.48,0.34,0.45,0.41,0.42,0.45,0.41,0.35,0.27,0.41,0.4,0.4,0.46,0.41,0.44,0.37,0.44,0.39,0.39,0.42,0.43,0.37,0.41,0.31,0.4,0.35,0.39,0.47,0.35,0.33,0.25,0.36,0.33,0.33,0.36,0.3,0.38,0.35,0.33,0.32,0.33,0.28,0.33,0.38,0.31,0.3,0.3,0.27,0.29,0.31,0.31,0.34,0.37,0.34,0.34,0.28,0.31,0.33,0.25,0.26,0.35,0.28,0.3,0.25,0.29,0.0,0.28,0.33,0.25,0.25,0.0,0.33,0.26,0.23,0.29,0.26,0.26,0.24,0.29,0.4,0.26,0.29,0.26,0.34,0.29,0.26,0.24,0.28,0.31,0.23,0.3,0.25,0.3,0.23,0.19,0.27,0.25,0.22,0.24,0.24,0.27,0.33,0.27,0.22,0.25,0.27,0.22,0.25,0.25,0.24,0.27,0.2,0.26,0.24,0.24,0.27,0.19,0.31,0.24,0.25,0.27,0.21,0.21,0.2,0.24,0.22,0.23,0.24,0.24,0.24,0.29,0.2,0.22,0.0,0.22,0.0,0.21,0.23,0.23,0.21,0.22,0.19,0.0,0.21,0.0,0.22,0.0,0.19,0.0,0.21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.19,0.24,0.0,0.2,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.15
09/09/2021,2.31,2.09,1.76,2.01,1.84,1.62,1.54,1.47,1.27,1.16,1.12,1.04,0.98,1.09,0.98,0.84,0.89,0.86,0.97,0.75,0.89,0.73,0.73,0.68,0.68,0.78,0.76,0.77,0.63,0.74,0.68,0.65,0.64,0.63,0.56,0.61,0.53,0.61,0.52,0.86,0.52,0.45,0.55,0.42,0.47,0.44,0.47,0.42,0.33,0.44,0.4,0.44,0.48,0.34,0.45,0.41,0.42,0.45,0.41,0.35,0.27,0.41,0.4,0.4,0.46,0.41,0.44,0.37,0.44,0.39,0.39,0.42,0.43,0.37,0.41,0.31,0.4,0.35,0.39,0.47,0.35,0.33,0.25,0.36,0.33,0.33,0.36,0.3,0.38,0.35,0.33,0.32,0.33,0.28,0.33,0.38,0.31,0.3,0.3,0.27,0.29,0.31,0.31,0.34,0.37,0.34,0.34,0.28,0.31,0.33,0.25,0.26,0.35,0.28,0.3,0.25,0.29,0.0,0.28,0.33,0.25,0.25,0.0,0.33,0.26,0.23,0.29,0.26,0.26,0.24,0.29,0.4,0.26,0.29,0.26,0.34,0.29,0.26,0.24,0.28,0.31,0.23,0.3,0.25,0.3,0.23,0.19,0.27,0.25,0.22,0.24,0.24,0.27,0.33,0.27,0.22,0.25,0.27,0.22,0.25,0.25,0.24,0.27,0.2,0.26,0.24,0.24,0.27,0.19,0.31,0.24,0.25,0.27,0.21,0.21,0.2,0.24,0.22,0.23,0.24,0.24,0.24,0.29,0.2,0.22,0.0,0.22,0.0,0.21,0.23,0.23,0.21,0.22,0.19,0.0,0.21,0.0,0.22,0.0,0.19,0.0,0.21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.19,0.24,0.0,0.2,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.15
09/10/2021,2.31,2.16,1.79,2.01,1.88,1.63,1.57,1.47,1.27,1.15,1.13,1.04,0.98,1.09,0.97,0.85,0.9,0.86,0.97,0.75,0.89,0.73,0.72,0.69,0.68,0.79,0.76,0.76,0.63,0.72,0.69,0.62,0.64,0.62,0.55,0.61,0.53,0.61,0.51,0.9,0.52,0.44,0.55,0.42,0.47,0.44,0.47,0.42,0.33,0.44,0.4,0.44,0.48,0.34,0.44,0.41,0.42,0.46,0.41,0.35,0.27,0.4,0.39,0.4,0.46,0.41,0.44,0.36,0.44,0.36,0.38,0.42,0.43,0.36,0.41,0.31,0.4,0.34,0.4,0.47,0.34,0.32,0.25,0.36,0.33,0.33,0.36,0.3,0.38,0.35,0.32,0.32,0.33,0.3,0.33,0.39,0.31,0.3,0.3,0.26,0.29,0.31,0.32,0.34,0.36,0.34,0.34,0.27,0.31,0.32,0.25,0.26,0.35,0.28,0.3,0.26,0.28,0.0,0.28,0.33,0.24,0.25,0.0,0.33,0.26,0.24,0.29,0.26,0.27,0.24,0.29,0.4,0.26,0.29,0.26,0.34,0.28,0.26,0.25,0.27,0.31,0.23,0.31,0.26,0.3,0.23,0.0,0.27,0.25,0.23,0.24,0.24,0.27,0.32,0.27,0.22,0.25,0.27,0.22,0.25,0.25,0.23,0.27,0.2,0.25,0.24,0.24,0.27,0.19,0.32,0.24,0.25,0.27,0.21,0.21,0.2,0.24,0.22,0.23,0.24,0.24,0.24,0.29,0.2,0.22,0.0,0.22,0.0,0.21,0.22,0.23,0.21,0.22,0.0,0.0,0.2,0.0,0.22,0.0,0.0,0.0,0.22,0.2,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.22,0.19,0.0,0.19,0.24,0.0,0.2,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.18
09/13/2021,2.27,2.18,1.78,2.0,1.86,1.65,1.55,1.48,1.28,1.14,1.14,1.05,0.98,1.09,0.92,0.85,0.89,0.86,0.99,0.73,0.9,0.75,0.73,0.68,0.69,0.79,0.77,0.75,0.63,0.71,0.69,0.61,0.63,0.59,0.55,0.6,0.52,0.61,0.51,0.95,0.52,0.44,0.54,0.42,0.47,0.45,0.47,0.42,0.33,0.43,0.39,0.44,0.49,0.34,0.44,0.4,0.43,0.46,0.42,0.36,0.27,0.42,0.38,0.4,0.46,0.42,0.44,0.36,0.44,0.35,0.37,0.42,0.44,0.36,0.41,0.31,0.41,0.35,0.4,0.46,0.34,0.31,0.28,0.36,0.33,0.33,0.36,0.29,0.38,0.35,0.32,0.32,0.32,0.3,0.33,0.39,0.31,0.3,0.31,0.25,0.28,0.32,0.32,0.35,0.36,0.33,0.33,0.28,0.31,0.32,0.25,0.26,0.36,0.27,0.29,0.26,0.28,0.0,0.29,0.33,0.24,0.25,0.0,0.33,0.26,0.24,0.29,0.26,0.27,0.23,0.29,0.4,0.26,0.29,0.27,0.33,0.29,0.27,0.25,0.27,0.31,0.23,0.31,0.25,0.3,0.23,0.0,0.28,0.25,0.23,0.22,0.25,0.27,0.32,0.27,0.22,0.26,0.27,0.22,0.25,0.24,0.23,0.26,0.2,0.26,0.24,0.25,0.27,0.0,0.32,0.23,0.24,0.27,0.21,0.21,0.2,0.24,0.22,0.23,0.24,0.24,0.23,0.29,0.2,0.22,0.0,0.22,0.0,0.21,0.21,0.23,0.21,0.22,0.0,0.0,0.2,0.0,0.22,0.0,0.19,0.0,0.21,0.21,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.23,0.19,0.0,0.19,0.24,0.0,0.2,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.13
09/14/2021,2.31,2.14,1.79,2.0,1.81,1.66,1.54,1.48,1.29,1.13,1.15,1.06,0.99,1.11,0.92,0.85,0.87,0.88,0.99,0.75,0.9,0.76,0.73,0.69,0.69,0.79,0.78,0.74,0.63,0.72,0.66,0.61,0.63,0.59,0.55,0.61,0.53,0.61,0.52,0.94,0.52,0.44,0.54,0.42,0.47,0.44,0.47,0.42,0.34,0.43,0.38,0.44,0.49,0.33,0.45,0.4,0.43,0.46,0.42,0.35,0.27,0.42,0.38,0.4,0.46,0.43,0.45,0.36,0.44,0.35,0.37,0.42,0.44,0.36,0.42,0.31,0.41,0.35,0.4,0.47,0.34,0.31,0.3,0.37,0.34,0.33,0.35,0.29,0.38,0.35,0.33,0.32,0.32,0.31,0.32,0.39,0.31,0.3,0.31,0.25,0.29,0.32,0.32,0.35,0.36,0.33,0.33,0.27,0.31,0.32,0.25,0.26,0.35,0.28,0.29,0.26,0.28,0.0,0.29,0.31,0.24,0.26,0.0,0.32,0.27,0.24,0.29,0.26,0.26,0.23,0.29,0.38,0.26,0.3,0.27,0.34,0.29,0.27,0.25,0.27,0.31,0.22,0.3,0.26,0.31,0.22,0.19,0.27,0.25,0.23,0.22,0.25,0.27,0.33,0.27,0.21,0.26,0.26,0.22,0.25,0.24,0.23,0.26,0.2,0.26,0.24,0.25,0.27,0.0,0.32,0.23,0.24,0.27,0.21,0.21,0.2,0.24,0.22,0.23,0.24,0.23,0.23,0.3,0.2,0.22,0.0,0.21,0.0,0.21,0.21,0.23,0.21,0.21,0.19,0.0,0.2,0.0,0.22,0.0,0.19,0.0,0.21,0.21,0.0,0.0,0.0,0.19,0.2,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.24,0.0,0.2,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.16
09/15/2021,2.31,2.14,1.79,2.0,1.81,1.66,1.54,1.48,1.29,1.13,1.15,1.06,0.99,1.11,0.92,0.85,0.87,0.88,0.99,0.75,0.9,0.76,0.73,0.69,0.69,0.79,0.78,0.74,0.63,0.72,0.66,0.61,0.63,0.59,0.55,0.61,0.53,0.61,0.52,0.94,0.52,0.44,0.54,0.42,0.47,0.44,0.47,0.42,0.34,0.43,0.38,0.44,0.49,0.33,0.45,0.4,0.43,0.46,0.42,0.35,0.27,0.42,0.38,0.4,0.46,0.43,0.45,0.36,0.44,0.35,0.37,0.42,0.44,0.36,0.42,0.31,0.41,0.35,0.4,0.47,0.34,0.31,0.3,0.37,0.34,0.33,0.35,0.29,0.38,0.35,0.33,0.32,0.32,0.31,0.32,0.39,0.31,0.3,0.31,0.25,0.29,0.32,0.32,0.35,0.36,0.33,0.33,0.27,0.31,0.32,0.25,0.26,0.35,0.28,0.29,0.26,0.28,0.0,0.29,0.31,0.24,0.26,0.0,0.32,0.27,0.24,0.29,0.26,0.26,0.23,0.29,0.38,0.26,0.3,0.27,0.34,0.29,0.27,0.25,0.27,0.31,0.22,0.3,0.26,0.31,0.22,0.19,0.27,0.25,0.23,0.22,0.25,0.27,0.33,0.27,0.21,0.26,0.26,0.22,0.25,0.24,0.23,0.26,0.2,0.26,0.24,0.25,0.27,0.0,0.32,0.23,0.24,0.27,0.21,0.21,0.2,0.24,0.22,0.23,0.24,0.23,0.23,0.3,0.2,0.22,0.0,0.21,0.0,0.21,0.21,0.23,0.21,0.21,0.19,0.0,0.2,0.0,0.22,0.0,0.19,0.0,0.21,0.21,0.0,0.0,0.0,0.19,0.2,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.24,0.0,0.2,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.16
09/16/2021,2.29,2.16,1.78,2.02,1.82,1.68,1.52,1.45,1.31,1.12,1.13,1.04,1.0,1.08,0.92,0.85,0.89,0.89,0.99,0.76,0.9,0.76,0.73,0.71,0.69,0.8,0.77,0.74,0.63,0.71,0.66,0.61,0.64,0.59,0.56,0.6,0.54,0.62,0.53,0.88,0.52,0.43,0.53,0.43,0.47,0.44,0.47,0.42,0.33,0.43,0.37,0.45,0.49,0.32,0.43,0.41,0.43,0.46,0.43,0.35,0.27,0.42,0.37,0.41,0.46,0.43,0.43,0.35,0.44,0.34,0.37,0.42,0.44,0.37,0.42,0.31,0.41,0.34,0.39,0.47,0.35,0.3,0.29,0.36,0.33,0.33,0.35,0.3,0.37,0.35,0.33,0.32,0.32,0.31,0.31,0.38,0.31,0.3,0.32,0.25,0.29,0.32,0.33,0.35,0.36,0.33,0.33,0.29,0.32,0.32,0.26,0.26,0.35,0.28,0.29,0.26,0.28,0.0,0.28,0.31,0.24,0.26,0.0,0.32,0.28,0.24,0.29,0.27,0.26,0.23,0.28,0.38,0.26,0.29,0.27,0.34,0.28,0.27,0.25,0.27,0.3,0.22,0.3,0.26,0.31,0.22,0.19,0.27,0.25,0.21,0.22,0.26,0.27,0.32,0.27,0.21,0.25,0.26,0.22,0.25,0.24,0.24,0.26,0.2,0.26,0.24,0.27,0.27,0.0,0.31,0.23,0.24,0.26,0.21,0.21,0.2,0.24,0.21,0.24,0.24,0.24,0.23,0.3,0.2,0.23,0.0,0.22,0.0,0.21,0.21,0.23,0.21,0.21,0.0,0.0,0.21,0.0,0.22,0.0,0.19,0.0,0.22,0.2,0.0,0.0,0.0,0.19,0.2,0.0,0.0,0.0,0.22,0.0,0.0,0.19,0.24,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.03
