,AAPL,GOOGL,MSFT,BRK.B,T,XOM,AMZN,INTC,FB,VZ,CVX,UNH,WMT,JNJ,CMCSA,CVS,PG,HD,F,PFE,CSCO,BMY,V,COST,CI,GM,ORCL,IBM,MCK,MRK,DIS,ANTM,PEP,ABBV,LOW,AVGO,TGT,KO,CHTR,KR,RTX,UPS,LIN,AMGN,ACN,CB,TMUS,MDT,BIIB,UNP,CAH,HON,COP,MPC,GILD,WBA,LMT,GE,ABT,TMO,PSX,PM,QCOM,ALL,MA,MO,CNC,DELL,ABC,AXP,VLO,TXN,HUM,CAT,MMM,NKE,FDX,MU,ADBE,PYPL,OXY,HPQ,MDLZ,PGR,EXC,TRV,LLY,MCD,REGN,JCI,EBAY,NVDA,DOW,KHC,CRM,DE,HCA,DHR,DD,KMI,NOC,SLB,GD,DG,ETN,EOG,NLOK,FISV,BDX,LUMN,TJX,TSN,NSC,CSX,AMAT,BBY,SBUX,AEP,LHX,LEN,ADM,SYY,AMT,NEM,EMR,BX,ADP,HPE,LBTYK,BKNG,CTSH,VIAC,WMB,HIG,LYB,TSLA,CL,KMB,LRCX,SHW,CTVA,MMC,CMI,PCAR,WM,GIS,ITW,PEG,SYK,IP,APD,EL,TEL,SPGI,NUE,ED,TROW,XEL,ADI,BKR,FOXA,AON,RGA,DISCA,PSA,INTU,OKE,L,PXD,DVA,EIX,ETR,ORLY,DHI,AZO,DLTR,ATUS,DTE,BAX,ES,ALXN,VST,GLW,HAL,ARW,BSX,PH,STZ,WRK,WEC,NFLX,EQIX,SNEX,FE,VMW,INFO,DXC,SWK,ATVI,STX,TT,AMCR,DISH,CBRE,LH,KLAC,GE.,LSXMK,RE,TX,URI,ACGL,RJF,DGX,M,IQV,JBL,AGPXX,OVV,TRGP,DVN,CAR,XLNX,APH,AMD,MRVL,ZTS,CHV.,PEP.,PEO.,4I1.,ALS.,TRL.,FCX,VRTX,KSS,BG,HRL,A,CEGVV,SUM
09/01/2021,5.5,3.61,3.27,3.01,1.95,1.66,1.6,1.41,1.52,1.29,1.22,1.31,1.15,1.11,1.06,1.02,1.02,0.84,0.72,0.87,0.82,0.65,0.63,0.72,0.57,0.54,0.65,0.6,0.63,0.58,0.6,0.55,0.58,0.56,0.54,0.52,0.49,0.49,0.52,0.55,0.45,0.41,0.47,0.39,0.47,0.49,0.4,0.44,0.42,0.4,0.36,0.41,0.36,0.38,0.39,0.38,0.36,0.38,0.38,0.39,0.31,0.37,0.37,0.37,0.33,0.37,0.3,0.33,0.35,0.33,0.29,0.33,0.29,0.32,0.31,0.33,0.27,0.27,0.32,0.27,0.24,0.27,0.28,0.28,0.31,0.3,0.3,0.28,0.3,0.28,0.28,0.27,0.26,0.23,0.26,0.26,0.28,0.27,0.23,0.21,0.23,0.21,0.24,0.23,0.25,0.17,0.2,0.22,0.2,0.17,0.21,0.21,0.19,0.2,0.19,0.2,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.15,0.19,0.21,0.17,0.18,0.18,0.14,0.18,0.15,0.15,0.18,0.16,0.17,0.15,0.16,0.15,0.17,0.15,0.16,0.15,0.13,0.15,0.13,0.14,0.14,0.14,0.13,0.12,0.14,0.14,0.13,0.16,0.13,0.14,0.13,0.17,0.12,0.12,0.14,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.1,0.0,0.11,0.0,0.12,0.0,0.11,0.1,0.0,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.46000000000001
09/02/2021,5.65,3.62,3.31,3.0,1.95,1.64,1.62,1.41,1.55,1.28,1.22,1.3,1.15,1.11,1.06,1.03,1.03,0.85,0.71,0.87,0.82,0.66,0.62,0.74,0.56,0.54,0.66,0.6,0.64,0.58,0.61,0.55,0.59,0.57,0.54,0.52,0.49,0.5,0.53,0.56,0.45,0.41,0.47,0.39,0.47,0.49,0.4,0.45,0.42,0.39,0.36,0.41,0.35,0.38,0.39,0.38,0.35,0.38,0.39,0.4,0.31,0.37,0.37,0.36,0.32,0.37,0.29,0.34,0.35,0.32,0.29,0.33,0.29,0.32,0.31,0.33,0.27,0.26,0.33,0.28,0.24,0.28,0.28,0.28,0.31,0.29,0.31,0.28,0.31,0.28,0.28,0.27,0.26,0.23,0.26,0.26,0.28,0.28,0.23,0.21,0.23,0.21,0.24,0.23,0.25,0.17,0.2,0.22,0.2,0.17,0.21,0.21,0.18,0.2,0.19,0.2,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.15,0.19,0.21,0.17,0.18,0.18,0.14,0.18,0.15,0.15,0.18,0.16,0.17,0.15,0.16,0.15,0.17,0.15,0.16,0.15,0.13,0.15,0.13,0.14,0.15,0.14,0.13,0.12,0.14,0.14,0.13,0.16,0.13,0.14,0.13,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.1,0.0,0.11,0.1,0.12,0.0,0.11,0.1,0.0,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.72999999999999
09/03/2021,5.62,3.63,3.29,3.01,1.97,1.62,1.65,1.42,1.55,1.29,1.2,1.3,1.16,1.11,1.08,1.06,1.02,0.85,0.71,0.86,0.82,0.65,0.62,0.74,0.57,0.54,0.65,0.61,0.65,0.57,0.61,0.56,0.59,0.57,0.54,0.52,0.49,0.5,0.53,0.56,0.45,0.41,0.47,0.4,0.47,0.49,0.4,0.45,0.42,0.39,0.37,0.41,0.35,0.38,0.4,0.4,0.35,0.38,0.39,0.4,0.31,0.37,0.37,0.36,0.32,0.37,0.29,0.34,0.35,0.32,0.29,0.33,0.29,0.32,0.31,0.32,0.27,0.27,0.33,0.28,0.24,0.28,0.28,0.28,0.31,0.29,0.3,0.28,0.31,0.28,0.28,0.27,0.25,0.23,0.26,0.26,0.28,0.28,0.23,0.21,0.23,0.21,0.24,0.23,0.25,0.17,0.2,0.22,0.2,0.18,0.21,0.21,0.18,0.19,0.19,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.15,0.19,0.21,0.17,0.18,0.18,0.14,0.18,0.16,0.15,0.18,0.16,0.18,0.15,0.16,0.15,0.17,0.15,0.16,0.15,0.13,0.15,0.13,0.14,0.14,0.14,0.13,0.12,0.14,0.14,0.13,0.16,0.13,0.14,0.13,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.1,0.0,0.11,0.1,0.12,0.0,0.11,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.82000000000001
09/06/2021,5.66,3.57,3.27,2.98,1.98,1.64,1.64,1.4,1.52,1.29,1.2,1.31,1.16,1.12,1.09,1.06,1.03,0.85,0.7,0.87,0.82,0.64,0.6,0.74,0.58,0.54,0.66,0.61,0.65,0.58,0.61,0.56,0.59,0.53,0.54,0.51,0.48,0.5,0.53,0.57,0.45,0.41,0.47,0.4,0.48,0.49,0.4,0.45,0.41,0.39,0.37,0.41,0.35,0.37,0.4,0.41,0.35,0.38,0.4,0.4,0.3,0.39,0.37,0.36,0.31,0.38,0.3,0.33,0.36,0.31,0.28,0.32,0.3,0.32,0.31,0.32,0.27,0.27,0.33,0.28,0.25,0.28,0.28,0.28,0.31,0.29,0.3,0.28,0.31,0.28,0.28,0.27,0.25,0.22,0.26,0.27,0.28,0.28,0.23,0.21,0.23,0.21,0.25,0.23,0.24,0.17,0.2,0.22,0.2,0.18,0.2,0.21,0.18,0.19,0.18,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.19,0.16,0.19,0.22,0.17,0.18,0.18,0.14,0.18,0.16,0.15,0.18,0.15,0.17,0.15,0.16,0.15,0.17,0.15,0.16,0.14,0.14,0.15,0.13,0.14,0.15,0.14,0.13,0.12,0.14,0.14,0.13,0.15,0.13,0.13,0.13,0.12,0.13,0.12,0.15,0.12,0.11,0.13,0.13,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.1,0.0,0.11,0.11,0.12,0.0,0.11,0.1,0.0,0.11,0.1,0.1,0.0,0.1,0.11,0.11,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.76
09/07/2021,5.69,3.59,3.27,2.95,1.98,1.63,1.65,1.4,1.53,1.29,1.2,1.31,1.16,1.12,1.09,1.07,1.03,0.86,0.7,0.87,0.82,0.64,0.61,0.75,0.58,0.54,0.66,0.61,0.65,0.58,0.61,0.56,0.59,0.53,0.54,0.52,0.48,0.5,0.53,0.56,0.44,0.41,0.47,0.4,0.48,0.49,0.4,0.45,0.41,0.39,0.38,0.4,0.35,0.37,0.4,0.41,0.35,0.38,0.4,0.41,0.3,0.39,0.36,0.36,0.31,0.38,0.3,0.33,0.37,0.31,0.28,0.32,0.3,0.32,0.31,0.32,0.27,0.27,0.33,0.28,0.24,0.28,0.28,0.28,0.31,0.29,0.3,0.28,0.31,0.28,0.28,0.28,0.25,0.22,0.26,0.27,0.28,0.28,0.22,0.21,0.23,0.21,0.25,0.23,0.24,0.17,0.2,0.22,0.21,0.18,0.2,0.21,0.18,0.19,0.19,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.19,0.16,0.19,0.22,0.17,0.18,0.18,0.14,0.18,0.15,0.15,0.18,0.15,0.17,0.15,0.16,0.15,0.17,0.15,0.16,0.15,0.14,0.15,0.13,0.14,0.14,0.14,0.13,0.12,0.14,0.14,0.14,0.15,0.13,0.13,0.13,0.12,0.12,0.12,0.15,0.12,0.11,0.13,0.13,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.1,0.0,0.11,0.11,0.12,0.0,0.11,0.1,0.0,0.11,0.1,0.0,0.0,0.1,0.11,0.11,0.11,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.84000000000002
09/08/2021,5.69,3.59,3.27,2.95,1.98,1.63,1.65,1.4,1.53,1.29,1.2,1.31,1.16,1.12,1.09,1.07,1.03,0.86,0.7,0.87,0.82,0.64,0.61,0.75,0.58,0.54,0.66,0.61,0.65,0.58,0.61,0.56,0.59,0.53,0.54,0.52,0.48,0.5,0.53,0.56,0.44,0.41,0.47,0.4,0.48,0.49,0.4,0.45,0.41,0.39,0.38,0.4,0.35,0.37,0.4,0.41,0.35,0.38,0.4,0.41,0.3,0.39,0.36,0.36,0.31,0.38,0.3,0.33,0.37,0.31,0.28,0.32,0.3,0.32,0.31,0.32,0.27,0.27,0.33,0.28,0.24,0.28,0.28,0.28,0.31,0.29,0.3,0.28,0.31,0.28,0.28,0.28,0.25,0.22,0.26,0.27,0.28,0.28,0.22,0.21,0.23,0.21,0.25,0.23,0.24,0.17,0.2,0.22,0.21,0.18,0.2,0.21,0.18,0.19,0.19,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.19,0.16,0.19,0.22,0.17,0.18,0.18,0.14,0.18,0.15,0.15,0.18,0.15,0.17,0.15,0.16,0.15,0.17,0.15,0.16,0.15,0.14,0.15,0.13,0.14,0.14,0.14,0.13,0.12,0.14,0.14,0.14,0.15,0.13,0.13,0.13,0.12,0.12,0.12,0.15,0.12,0.11,0.13,0.13,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.1,0.0,0.11,0.11,0.12,0.0,0.11,0.1,0.0,0.11,0.1,0.0,0.0,0.1,0.11,0.11,0.11,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.84000000000002
09/09/2021,5.69,3.59,3.27,2.95,1.98,1.63,1.65,1.4,1.53,1.29,1.2,1.31,1.16,1.12,1.09,1.06,1.03,0.85,0.7,0.87,0.82,0.64,0.61,0.75,0.58,0.54,0.66,0.61,0.65,0.58,0.61,0.56,0.59,0.53,0.54,0.52,0.48,0.5,0.53,0.56,0.44,0.41,0.47,0.4,0.48,0.49,0.4,0.45,0.41,0.39,0.38,0.4,0.35,0.37,0.4,0.41,0.35,0.38,0.4,0.41,0.3,0.39,0.36,0.36,0.31,0.38,0.3,0.33,0.37,0.31,0.28,0.32,0.3,0.32,0.31,0.32,0.27,0.27,0.33,0.28,0.24,0.28,0.28,0.28,0.31,0.29,0.3,0.28,0.31,0.28,0.28,0.27,0.25,0.22,0.26,0.27,0.28,0.28,0.22,0.2,0.23,0.21,0.25,0.23,0.24,0.17,0.2,0.21,0.21,0.18,0.2,0.21,0.18,0.19,0.19,0.19,0.18,0.19,0.19,0.19,0.18,0.17,0.19,0.16,0.19,0.22,0.17,0.18,0.18,0.14,0.18,0.15,0.15,0.18,0.15,0.17,0.15,0.16,0.15,0.17,0.15,0.16,0.15,0.14,0.15,0.13,0.14,0.14,0.14,0.13,0.12,0.14,0.14,0.13,0.15,0.13,0.13,0.13,0.12,0.12,0.12,0.15,0.12,0.11,0.13,0.13,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.1,0.0,0.11,0.11,0.12,0.0,0.11,0.1,0.0,0.11,0.1,0.0,0.0,0.1,0.1,0.11,0.11,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.75
09/10/2021,5.82,3.63,3.29,2.94,1.98,1.64,1.68,1.41,1.57,1.29,1.21,1.32,1.16,1.11,1.07,1.06,1.03,0.86,0.71,0.88,0.82,0.64,0.61,0.75,0.58,0.54,0.65,0.6,0.66,0.57,0.63,0.56,0.58,0.52,0.54,0.52,0.48,0.5,0.52,0.56,0.44,0.41,0.48,0.4,0.48,0.49,0.39,0.45,0.41,0.39,0.38,0.4,0.35,0.38,0.4,0.41,0.34,0.38,0.4,0.41,0.3,0.39,0.36,0.36,0.32,0.38,0.3,0.33,0.37,0.31,0.29,0.32,0.3,0.32,0.3,0.32,0.27,0.27,0.33,0.29,0.24,0.27,0.27,0.27,0.31,0.29,0.3,0.28,0.31,0.28,0.28,0.27,0.25,0.22,0.26,0.26,0.28,0.28,0.22,0.2,0.23,0.21,0.25,0.23,0.24,0.17,0.2,0.22,0.21,0.18,0.2,0.21,0.18,0.19,0.19,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.19,0.16,0.18,0.22,0.17,0.17,0.18,0.15,0.18,0.16,0.15,0.18,0.15,0.18,0.15,0.16,0.15,0.17,0.15,0.16,0.14,0.13,0.15,0.13,0.14,0.14,0.14,0.13,0.12,0.13,0.14,0.13,0.15,0.13,0.13,0.12,0.12,0.12,0.12,0.15,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.1,0.0,0.11,0.11,0.12,0.0,0.11,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.11,0.11,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.99
09/13/2021,5.76,3.63,3.28,2.96,2.0,1.63,1.67,1.41,1.56,1.29,1.2,1.31,1.16,1.09,1.07,1.05,1.04,0.87,0.7,0.87,0.82,0.63,0.62,0.76,0.58,0.54,0.66,0.61,0.66,0.56,0.64,0.56,0.59,0.51,0.54,0.52,0.49,0.5,0.52,0.57,0.45,0.4,0.48,0.39,0.49,0.49,0.39,0.45,0.37,0.38,0.38,0.4,0.35,0.37,0.4,0.41,0.35,0.38,0.4,0.41,0.29,0.38,0.36,0.36,0.33,0.38,0.29,0.33,0.37,0.31,0.28,0.32,0.3,0.31,0.3,0.32,0.27,0.27,0.33,0.28,0.24,0.27,0.28,0.27,0.32,0.29,0.28,0.28,0.3,0.29,0.27,0.27,0.25,0.23,0.26,0.26,0.29,0.28,0.22,0.2,0.23,0.2,0.25,0.23,0.24,0.17,0.21,0.22,0.21,0.18,0.2,0.2,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.15,0.18,0.22,0.17,0.17,0.18,0.15,0.18,0.15,0.15,0.18,0.15,0.18,0.15,0.16,0.15,0.17,0.15,0.17,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.12,0.14,0.14,0.14,0.15,0.13,0.13,0.13,0.12,0.13,0.12,0.15,0.12,0.1,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.1,0.0,0.11,0.11,0.12,0.0,0.11,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.11,0.11,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.86
09/14/2021,5.61,3.59,3.28,2.97,1.99,1.64,1.68,1.43,1.57,1.29,1.21,1.28,1.16,1.09,1.07,1.04,1.05,0.88,0.7,0.87,0.81,0.63,0.62,0.77,0.56,0.55,0.67,0.61,0.66,0.56,0.63,0.54,0.6,0.51,0.55,0.53,0.49,0.5,0.52,0.53,0.45,0.41,0.48,0.39,0.49,0.49,0.39,0.45,0.38,0.38,0.38,0.4,0.36,0.37,0.4,0.4,0.35,0.38,0.41,0.42,0.29,0.39,0.37,0.36,0.33,0.38,0.28,0.33,0.37,0.31,0.28,0.33,0.29,0.32,0.3,0.33,0.27,0.27,0.33,0.28,0.24,0.27,0.28,0.27,0.32,0.29,0.29,0.29,0.3,0.29,0.27,0.28,0.25,0.23,0.26,0.26,0.29,0.29,0.22,0.21,0.23,0.2,0.25,0.23,0.24,0.17,0.21,0.21,0.21,0.18,0.2,0.2,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.15,0.18,0.22,0.17,0.17,0.18,0.15,0.18,0.15,0.15,0.18,0.15,0.18,0.15,0.16,0.15,0.17,0.15,0.17,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.12,0.14,0.14,0.14,0.15,0.13,0.13,0.13,0.13,0.13,0.12,0.15,0.12,0.1,0.13,0.13,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.0,0.11,0.11,0.12,0.0,0.11,0.1,0.0,0.11,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.82
09/15/2021,5.61,3.59,3.28,2.97,1.99,1.64,1.68,1.43,1.57,1.29,1.21,1.28,1.16,1.09,1.07,1.04,1.05,0.88,0.7,0.87,0.81,0.63,0.62,0.77,0.56,0.55,0.67,0.61,0.66,0.56,0.63,0.54,0.6,0.51,0.55,0.53,0.49,0.5,0.52,0.53,0.45,0.41,0.48,0.39,0.49,0.49,0.39,0.45,0.38,0.38,0.38,0.4,0.35,0.37,0.4,0.4,0.34,0.38,0.41,0.42,0.29,0.39,0.37,0.36,0.32,0.38,0.28,0.33,0.37,0.31,0.28,0.33,0.29,0.32,0.3,0.33,0.27,0.27,0.33,0.28,0.24,0.27,0.28,0.27,0.32,0.29,0.28,0.29,0.3,0.29,0.27,0.28,0.25,0.23,0.26,0.26,0.29,0.29,0.22,0.2,0.23,0.2,0.25,0.23,0.24,0.17,0.21,0.21,0.21,0.18,0.2,0.2,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.15,0.18,0.22,0.17,0.17,0.18,0.15,0.18,0.15,0.15,0.18,0.15,0.18,0.15,0.16,0.15,0.17,0.15,0.17,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.12,0.14,0.14,0.14,0.15,0.13,0.13,0.13,0.12,0.13,0.12,0.15,0.12,0.1,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.0,0.11,0.11,0.12,0.0,0.11,0.1,0.0,0.11,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.74000000000001
09/16/2021,5.6,3.61,3.28,2.98,2.01,1.67,1.66,1.46,1.55,1.29,1.23,1.31,1.15,1.08,1.08,1.04,1.06,0.88,0.71,0.84,0.81,0.62,0.61,0.75,0.57,0.57,0.66,0.61,0.66,0.56,0.63,0.55,0.59,0.51,0.55,0.53,0.48,0.51,0.52,0.53,0.45,0.41,0.48,0.39,0.49,0.49,0.38,0.44,0.38,0.38,0.38,0.4,0.37,0.38,0.4,0.4,0.34,0.38,0.4,0.41,0.29,0.38,0.37,0.37,0.32,0.38,0.3,0.34,0.37,0.32,0.29,0.34,0.3,0.32,0.3,0.32,0.27,0.27,0.33,0.28,0.25,0.27,0.28,0.28,0.32,0.29,0.28,0.29,0.3,0.28,0.27,0.27,0.25,0.23,0.25,0.25,0.29,0.28,0.22,0.21,0.23,0.21,0.25,0.23,0.23,0.18,0.2,0.21,0.21,0.19,0.2,0.2,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.15,0.18,0.22,0.17,0.17,0.18,0.15,0.18,0.15,0.15,0.19,0.15,0.18,0.15,0.16,0.15,0.17,0.15,0.17,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.12,0.13,0.14,0.14,0.15,0.13,0.13,0.12,0.13,0.13,0.12,0.15,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.0,0.11,0.11,0.12,0.0,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.85000000000001
09/17/2021,5.6,3.64,3.34,2.97,2.01,1.66,1.68,1.46,1.57,1.3,1.22,1.31,1.15,1.08,1.01,1.05,1.07,0.88,0.71,0.85,0.82,0.62,0.61,0.76,0.56,0.57,0.65,0.61,0.66,0.55,0.63,0.55,0.6,0.51,0.55,0.53,0.49,0.51,0.51,0.52,0.45,0.41,0.48,0.39,0.49,0.49,0.38,0.45,0.37,0.38,0.37,0.4,0.36,0.38,0.4,0.39,0.34,0.37,0.41,0.41,0.29,0.38,0.36,0.37,0.32,0.37,0.29,0.34,0.37,0.32,0.29,0.34,0.3,0.31,0.3,0.32,0.26,0.27,0.33,0.28,0.25,0.27,0.28,0.28,0.32,0.29,0.28,0.29,0.3,0.28,0.27,0.27,0.25,0.23,0.26,0.25,0.29,0.28,0.21,0.21,0.23,0.21,0.24,0.23,0.23,0.18,0.2,0.2,0.21,0.19,0.2,0.2,0.18,0.18,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.19,0.16,0.18,0.23,0.17,0.16,0.18,0.15,0.18,0.15,0.15,0.19,0.15,0.18,0.15,0.16,0.15,0.17,0.15,0.17,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.12,0.13,0.14,0.14,0.15,0.13,0.13,0.12,0.13,0.13,0.12,0.15,0.12,0.1,0.12,0.13,0.11,0.12,0.11,0.12,0.12,0.13,0.12,0.11,0.11,0.1,0.0,0.11,0.11,0.12,0.0,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.83
