,NVDA,INTU,NLOK,ORCL,MRVL,MSFT,ROP,AAPL,NTAP,STX,ADI,MPWR,QCOM,CDW,LDOS,ENTG,APH,IBM,LRCX,SSNC,TEL,TER,SWKS,WDC,AMAT,AVGO,TXN,NXPI,HPQ,KLAC,MCHP,GLW,HPE,POOL,CTSH,INTC,DPZ,CTXS,TGT,NKE,COST,EBAY,GRMN,GPC,EL,MGM,MSI,OMC,SIRI,YUM,DG,SBUX,TSCO,HD,EA,DRI,ROST,LOW,MCD,TJX,VFC,WMT,ROL,WST,DHI,ATVI,FOXA,HAS,LHX,LEN,RMD,DHR,LLY,CMCSA,BBY,CSCO,PKI,VIAC,ZTS,TECH,LUMN,UI,A,VZ,TMO,T,HCA,CERN,STE,UNH,ANTM,HUM,MDT,PFE,SYK,ABBV,BMY,GILD,COO,BDX,JNJ,DGX,ZBH,TFX,ABT,MRK,AMGN,CI,BAX,CAH,EFX,UPS,COF,TRU,AXP,EXPD,MSCI,OTIS,SYF,BX,PPG,XYL,TT,V,NOC,HEI,CTAS,CARR,JCI,NDAQ,GWW,SHW,ROK,PAYX,RTX,MCO,KKR,ETN,DOV,DFS,ACN,MMC,ALL,TROW,SWK,SPGI,ODFL,MS,MA,MLM,BLK,LMT,IEX,GD,FIS,FDX,EMR,CGNX,ADP,AME,MMM,PRU,GS,UNP,NSC,VRSK,VMC,WAB,WFC,PKG,FRC,J,CSX,ITW,AJG,CINF,ALLY,DD,FTV,GE,HON,L,PNC,SCHW,BK,RJF,PH,PCAR,NTRS,MAS,JBHT,AFL,HES,GPN,BEN,DE,BR,BLL,AMP,ICE,CMI,CAT,USB,CB,AIG,TRV,VTRS,MKTX,PGR,HIG,STT,AON,CME,HBAN,GE.,PFG,TFC,C,MET,JPM,KR,BAC,RF,n/a,FITB,KEY,MTB,CFG,COP,PXD,BSY,MU,BBWI WI,XRAY,BRO,CG,TXT,SUM
08/31/2021,0.9,0.92,0.78,0.91,0.84,0.88,0.81,0.86,0.85,0.78,0.77,1.05,0.81,0.91,0.77,0.78,0.89,0.76,0.75,0.84,0.9,0.73,0.76,0.0,0.76,0.83,0.79,0.88,0.76,0.84,0.85,0.79,0.84,0.5,0.89,0.76,0.52,0.69,0.49,0.52,0.54,0.52,0.58,0.47,0.51,0.49,0.55,0.44,0.46,0.55,0.5,0.49,0.49,0.48,0.47,0.5,0.46,0.51,0.49,0.52,0.45,0.5,0.54,0.45,0.51,0.41,0.48,0.5,0.23,0.52,0.43,0.43,0.41,0.51,0.49,0.54,0.43,0.43,0.4,0.4,0.43,0.5,0.43,0.48,0.4,0.46,0.45,0.36,0.38,0.38,0.36,0.33,0.39,0.43,0.39,0.39,0.36,0.38,0.41,0.37,0.38,0.41,0.34,0.35,0.39,0.36,0.33,0.32,0.34,0.33,0.23,0.0,0.24,0.23,0.21,0.21,0.23,0.24,0.23,0.25,0.0,0.24,0.23,0.21,0.21,0.0,0.22,0.25,0.23,0.21,0.21,0.23,0.24,0.22,0.21,0.2,0.21,0.24,0.24,0.22,0.24,0.21,0.2,0.22,0.0,0.21,0.24,0.22,0.2,0.23,0.21,0.2,0.21,0.22,0.0,0.0,0.23,0.22,0.22,0.22,0.21,0.2,0.21,0.21,0.21,0.24,0.23,0.23,0.21,0.23,0.21,0.21,0.22,0.22,0.0,0.21,0.21,0.2,0.22,0.21,0.22,0.0,0.0,0.2,0.21,0.21,0.21,0.0,0.2,0.22,0.23,0.21,0.0,0.0,0.0,0.23,0.21,0.24,0.21,0.0,0.21,0.21,0.0,0.23,0.22,0.21,0.37,0.2,0.0,0.21,0.22,0.23,0.0,0.21,0.0,0.21,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.67999999999999
09/01/2021,0.9,0.92,0.78,0.91,0.84,0.88,0.81,0.86,0.85,0.78,0.77,1.05,0.81,0.91,0.77,0.78,0.89,0.76,0.75,0.84,0.9,0.73,0.76,0.0,0.76,0.83,0.79,0.88,0.76,0.84,0.85,0.79,0.84,0.5,0.89,0.76,0.52,0.69,0.49,0.52,0.54,0.52,0.58,0.47,0.51,0.49,0.55,0.44,0.46,0.55,0.5,0.49,0.49,0.48,0.47,0.5,0.46,0.51,0.49,0.52,0.45,0.5,0.54,0.45,0.51,0.41,0.48,0.5,0.23,0.52,0.43,0.43,0.41,0.51,0.49,0.54,0.43,0.43,0.4,0.4,0.43,0.5,0.43,0.48,0.4,0.46,0.45,0.36,0.38,0.38,0.36,0.33,0.39,0.43,0.39,0.39,0.36,0.38,0.41,0.37,0.38,0.41,0.34,0.35,0.39,0.36,0.33,0.32,0.34,0.33,0.23,0.0,0.24,0.23,0.21,0.21,0.23,0.24,0.23,0.25,0.0,0.24,0.23,0.21,0.21,0.0,0.22,0.25,0.23,0.21,0.21,0.23,0.24,0.22,0.21,0.2,0.21,0.24,0.24,0.22,0.24,0.21,0.2,0.22,0.0,0.21,0.24,0.22,0.2,0.23,0.21,0.2,0.21,0.22,0.0,0.0,0.23,0.22,0.22,0.22,0.21,0.2,0.21,0.21,0.21,0.24,0.23,0.23,0.21,0.23,0.21,0.21,0.22,0.22,0.0,0.21,0.21,0.2,0.22,0.21,0.22,0.0,0.0,0.2,0.21,0.21,0.21,0.0,0.2,0.22,0.23,0.21,0.0,0.0,0.0,0.23,0.21,0.24,0.21,0.0,0.21,0.21,0.0,0.23,0.22,0.21,0.37,0.2,0.0,0.21,0.22,0.23,0.0,0.21,0.0,0.21,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.67999999999999
09/02/2021,0.9,0.92,0.78,0.91,0.84,0.89,0.82,0.89,0.86,0.78,0.77,1.07,0.81,0.91,0.77,0.78,0.89,0.75,0.74,0.84,0.9,0.73,0.77,0.0,0.76,0.83,0.79,0.88,0.78,0.84,0.84,0.78,0.83,0.51,0.88,0.76,0.53,0.7,0.49,0.52,0.55,0.53,0.59,0.47,0.52,0.48,0.55,0.43,0.46,0.54,0.5,0.49,0.5,0.49,0.48,0.49,0.46,0.5,0.49,0.52,0.45,0.5,0.55,0.46,0.51,0.41,0.48,0.5,0.23,0.52,0.43,0.44,0.42,0.51,0.49,0.54,0.44,0.42,0.4,0.41,0.43,0.53,0.44,0.48,0.4,0.46,0.45,0.36,0.38,0.38,0.35,0.33,0.39,0.44,0.39,0.39,0.37,0.38,0.41,0.38,0.38,0.42,0.34,0.36,0.4,0.36,0.34,0.32,0.34,0.33,0.23,0.0,0.22,0.23,0.21,0.21,0.23,0.24,0.21,0.25,0.2,0.24,0.23,0.21,0.21,0.0,0.22,0.25,0.23,0.21,0.21,0.24,0.24,0.22,0.21,0.2,0.21,0.24,0.24,0.21,0.24,0.21,0.2,0.22,0.2,0.21,0.24,0.22,0.2,0.23,0.21,0.2,0.22,0.22,0.0,0.0,0.23,0.22,0.22,0.22,0.21,0.2,0.21,0.21,0.2,0.24,0.22,0.23,0.21,0.23,0.2,0.21,0.22,0.22,0.2,0.2,0.2,0.2,0.22,0.2,0.22,0.0,0.0,0.0,0.21,0.21,0.21,0.0,0.0,0.22,0.24,0.2,0.0,0.0,0.0,0.23,0.21,0.25,0.21,0.0,0.21,0.2,0.0,0.22,0.22,0.21,0.37,0.2,0.0,0.21,0.22,0.23,0.0,0.21,0.0,0.21,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.83000000000001
09/03/2021,0.89,0.92,0.78,0.91,0.83,0.89,0.82,0.88,0.86,0.79,0.75,1.05,0.82,0.91,0.77,0.78,0.89,0.76,0.74,0.83,0.88,0.72,0.76,0.0,0.75,0.83,0.79,0.83,0.78,0.83,0.83,0.78,0.84,0.51,0.88,0.76,0.53,0.7,0.49,0.51,0.55,0.52,0.58,0.46,0.51,0.48,0.55,0.44,0.46,0.54,0.49,0.5,0.5,0.49,0.48,0.49,0.46,0.5,0.49,0.51,0.44,0.5,0.54,0.46,0.51,0.41,0.48,0.5,0.23,0.52,0.43,0.44,0.41,0.52,0.48,0.54,0.44,0.44,0.4,0.4,0.44,0.51,0.43,0.48,0.4,0.47,0.45,0.36,0.38,0.38,0.36,0.33,0.39,0.43,0.39,0.39,0.37,0.39,0.42,0.38,0.38,0.42,0.34,0.36,0.4,0.36,0.34,0.33,0.35,0.34,0.24,0.2,0.23,0.23,0.21,0.21,0.23,0.24,0.22,0.25,0.2,0.24,0.23,0.21,0.21,0.0,0.22,0.25,0.23,0.22,0.21,0.23,0.24,0.22,0.21,0.2,0.21,0.24,0.24,0.21,0.24,0.22,0.2,0.22,0.2,0.21,0.24,0.22,0.2,0.23,0.21,0.0,0.21,0.22,0.0,0.0,0.23,0.22,0.22,0.21,0.21,0.2,0.21,0.21,0.2,0.24,0.22,0.23,0.2,0.24,0.21,0.21,0.21,0.22,0.2,0.0,0.21,0.0,0.22,0.21,0.22,0.0,0.0,0.0,0.21,0.21,0.2,0.0,0.2,0.22,0.23,0.0,0.0,0.0,0.0,0.22,0.21,0.25,0.21,0.0,0.0,0.0,0.0,0.22,0.22,0.21,0.37,0.2,0.0,0.21,0.22,0.23,0.0,0.21,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.73
09/06/2021,0.89,0.9,0.79,0.91,0.83,0.88,0.82,0.89,0.87,0.81,0.75,1.06,0.8,0.92,0.78,0.78,0.89,0.76,0.73,0.82,0.89,0.71,0.76,0.0,0.75,0.82,0.78,0.82,0.78,0.82,0.83,0.77,0.84,0.52,0.88,0.76,0.53,0.7,0.48,0.5,0.56,0.52,0.58,0.46,0.51,0.47,0.55,0.44,0.46,0.54,0.49,0.5,0.5,0.49,0.48,0.49,0.45,0.51,0.49,0.51,0.44,0.5,0.55,0.46,0.51,0.41,0.48,0.5,0.23,0.51,0.43,0.45,0.41,0.53,0.48,0.55,0.44,0.44,0.41,0.41,0.44,0.51,0.44,0.48,0.41,0.47,0.45,0.36,0.38,0.39,0.36,0.34,0.39,0.44,0.39,0.36,0.36,0.38,0.41,0.38,0.39,0.43,0.34,0.37,0.4,0.36,0.34,0.33,0.37,0.34,0.24,0.2,0.22,0.24,0.21,0.21,0.23,0.24,0.21,0.25,0.0,0.24,0.23,0.2,0.21,0.0,0.22,0.25,0.23,0.22,0.21,0.24,0.24,0.22,0.21,0.21,0.21,0.24,0.24,0.2,0.24,0.22,0.2,0.22,0.2,0.21,0.25,0.22,0.0,0.23,0.21,0.2,0.21,0.22,0.0,0.0,0.23,0.22,0.22,0.21,0.2,0.2,0.21,0.21,0.2,0.24,0.22,0.23,0.0,0.24,0.21,0.21,0.21,0.22,0.2,0.2,0.2,0.2,0.22,0.21,0.22,0.0,0.0,0.0,0.2,0.21,0.2,0.2,0.0,0.22,0.23,0.2,0.0,0.0,0.0,0.23,0.2,0.25,0.21,0.0,0.2,0.2,0.0,0.22,0.22,0.21,0.39,0.2,0.0,0.21,0.22,0.23,0.0,0.21,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.66
09/07/2021,0.91,0.91,0.79,0.92,0.84,0.88,0.82,0.89,0.89,0.81,0.75,1.07,0.8,0.92,0.78,0.79,0.89,0.76,0.74,0.81,0.88,0.72,0.76,0.0,0.76,0.83,0.78,0.82,0.78,0.84,0.83,0.77,0.84,0.52,0.88,0.76,0.52,0.69,0.48,0.5,0.56,0.52,0.58,0.46,0.51,0.48,0.55,0.44,0.46,0.54,0.49,0.5,0.51,0.49,0.49,0.48,0.44,0.51,0.49,0.5,0.44,0.5,0.55,0.47,0.5,0.41,0.47,0.5,0.22,0.51,0.44,0.45,0.41,0.53,0.47,0.55,0.45,0.44,0.41,0.41,0.44,0.52,0.44,0.48,0.41,0.47,0.45,0.35,0.38,0.39,0.36,0.34,0.4,0.44,0.39,0.36,0.36,0.38,0.42,0.39,0.39,0.43,0.33,0.36,0.41,0.36,0.34,0.33,0.37,0.34,0.24,0.2,0.21,0.24,0.2,0.2,0.23,0.24,0.2,0.26,0.0,0.24,0.23,0.2,0.21,0.0,0.22,0.25,0.23,0.22,0.2,0.24,0.24,0.22,0.21,0.21,0.21,0.24,0.24,0.2,0.24,0.22,0.2,0.21,0.0,0.21,0.25,0.22,0.0,0.22,0.21,0.2,0.21,0.23,0.0,0.0,0.23,0.22,0.22,0.21,0.2,0.2,0.21,0.21,0.2,0.25,0.22,0.23,0.0,0.24,0.21,0.22,0.21,0.21,0.2,0.2,0.2,0.0,0.23,0.2,0.22,0.0,0.0,0.0,0.2,0.21,0.2,0.2,0.2,0.22,0.23,0.2,0.0,0.0,0.0,0.23,0.2,0.25,0.21,0.2,0.2,0.2,0.0,0.22,0.22,0.21,0.38,0.2,0.0,0.21,0.22,0.24,0.0,0.21,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.74000000000001
09/08/2021,0.91,0.91,0.79,0.92,0.84,0.88,0.82,0.89,0.89,0.81,0.75,1.07,0.8,0.92,0.78,0.79,0.89,0.76,0.74,0.81,0.88,0.72,0.76,0.0,0.76,0.83,0.78,0.82,0.78,0.84,0.83,0.77,0.84,0.52,0.88,0.76,0.52,0.69,0.48,0.5,0.56,0.52,0.58,0.46,0.51,0.48,0.55,0.44,0.46,0.54,0.49,0.5,0.51,0.49,0.49,0.48,0.44,0.51,0.49,0.5,0.44,0.5,0.55,0.47,0.5,0.41,0.47,0.5,0.22,0.51,0.44,0.45,0.41,0.53,0.47,0.55,0.45,0.44,0.41,0.41,0.44,0.52,0.44,0.48,0.41,0.47,0.45,0.35,0.38,0.39,0.36,0.34,0.4,0.44,0.39,0.36,0.36,0.38,0.42,0.39,0.39,0.43,0.33,0.36,0.41,0.36,0.34,0.33,0.37,0.34,0.24,0.2,0.21,0.24,0.2,0.2,0.23,0.24,0.2,0.26,0.0,0.24,0.23,0.2,0.21,0.0,0.22,0.25,0.23,0.22,0.2,0.24,0.24,0.22,0.21,0.21,0.21,0.24,0.24,0.2,0.24,0.22,0.2,0.21,0.0,0.21,0.25,0.22,0.0,0.22,0.21,0.2,0.21,0.23,0.0,0.0,0.23,0.22,0.22,0.21,0.2,0.2,0.21,0.21,0.2,0.25,0.22,0.23,0.0,0.24,0.21,0.22,0.21,0.21,0.2,0.2,0.2,0.0,0.23,0.2,0.22,0.0,0.0,0.0,0.2,0.21,0.2,0.2,0.2,0.22,0.23,0.2,0.0,0.0,0.0,0.23,0.2,0.25,0.21,0.2,0.2,0.2,0.0,0.22,0.22,0.21,0.38,0.2,0.0,0.21,0.22,0.24,0.0,0.21,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.74000000000001
09/09/2021,0.91,0.91,0.79,0.92,0.84,0.88,0.82,0.89,0.89,0.81,0.75,1.07,0.8,0.92,0.78,0.79,0.89,0.76,0.74,0.81,0.88,0.72,0.76,0.0,0.76,0.83,0.78,0.82,0.78,0.84,0.83,0.77,0.84,0.52,0.88,0.76,0.52,0.69,0.48,0.5,0.56,0.52,0.58,0.46,0.51,0.48,0.55,0.44,0.46,0.54,0.49,0.5,0.51,0.49,0.49,0.48,0.44,0.51,0.49,0.5,0.44,0.5,0.55,0.47,0.5,0.41,0.47,0.5,0.22,0.51,0.44,0.45,0.41,0.53,0.47,0.55,0.45,0.44,0.41,0.41,0.44,0.52,0.44,0.48,0.41,0.47,0.45,0.35,0.38,0.39,0.36,0.34,0.4,0.44,0.39,0.36,0.36,0.38,0.42,0.39,0.39,0.43,0.33,0.36,0.41,0.36,0.34,0.33,0.37,0.34,0.24,0.2,0.21,0.24,0.2,0.2,0.23,0.24,0.2,0.26,0.0,0.24,0.23,0.2,0.21,0.0,0.22,0.25,0.23,0.22,0.2,0.24,0.24,0.22,0.21,0.21,0.21,0.24,0.24,0.2,0.24,0.22,0.2,0.21,0.0,0.21,0.25,0.22,0.0,0.22,0.21,0.2,0.21,0.23,0.0,0.0,0.23,0.22,0.22,0.21,0.2,0.2,0.21,0.21,0.2,0.25,0.22,0.23,0.0,0.24,0.21,0.22,0.21,0.21,0.2,0.2,0.2,0.0,0.23,0.2,0.22,0.0,0.0,0.0,0.2,0.21,0.2,0.2,0.2,0.22,0.23,0.2,0.0,0.0,0.0,0.23,0.2,0.25,0.21,0.2,0.2,0.2,0.0,0.22,0.22,0.21,0.38,0.2,0.0,0.21,0.22,0.24,0.0,0.21,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.74000000000001
09/10/2021,0.91,0.91,0.8,0.91,0.84,0.89,0.81,0.92,0.88,0.8,0.76,1.07,0.81,0.92,0.77,0.79,0.89,0.75,0.73,0.81,0.88,0.72,0.76,0.0,0.77,0.83,0.79,0.83,0.76,0.84,0.83,0.77,0.83,0.52,0.88,0.77,0.53,0.71,0.48,0.51,0.56,0.51,0.58,0.46,0.51,0.49,0.56,0.44,0.45,0.54,0.49,0.5,0.51,0.5,0.49,0.49,0.44,0.51,0.49,0.5,0.42,0.5,0.54,0.47,0.5,0.4,0.48,0.51,0.23,0.51,0.44,0.45,0.41,0.52,0.47,0.55,0.45,0.44,0.41,0.42,0.43,0.51,0.44,0.48,0.42,0.47,0.45,0.36,0.38,0.39,0.36,0.34,0.4,0.44,0.4,0.36,0.36,0.38,0.42,0.39,0.39,0.43,0.34,0.37,0.41,0.36,0.33,0.34,0.38,0.35,0.24,0.2,0.21,0.24,0.2,0.21,0.24,0.23,0.2,0.26,0.0,0.24,0.22,0.21,0.21,0.0,0.22,0.24,0.23,0.22,0.2,0.24,0.24,0.22,0.21,0.21,0.21,0.23,0.24,0.2,0.25,0.22,0.2,0.21,0.0,0.21,0.25,0.22,0.2,0.22,0.21,0.0,0.21,0.23,0.0,0.0,0.23,0.22,0.22,0.21,0.2,0.2,0.21,0.21,0.2,0.25,0.22,0.23,0.0,0.24,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.0,0.22,0.2,0.21,0.2,0.2,0.0,0.2,0.21,0.2,0.2,0.0,0.21,0.23,0.2,0.0,0.0,0.0,0.22,0.2,0.25,0.21,0.0,0.2,0.2,0.0,0.22,0.22,0.21,0.38,0.0,0.0,0.21,0.21,0.24,0.0,0.21,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.78999999999999
09/13/2021,0.89,0.93,0.81,0.93,0.84,0.88,0.82,0.9,0.91,0.8,0.79,1.05,0.8,0.92,0.79,0.78,0.88,0.76,0.73,0.82,0.87,0.72,0.74,0.0,0.76,0.83,0.79,0.82,0.75,0.86,0.84,0.76,0.81,0.52,0.89,0.76,0.53,0.74,0.49,0.51,0.57,0.5,0.58,0.46,0.51,0.48,0.56,0.44,0.45,0.54,0.49,0.51,0.52,0.5,0.48,0.49,0.45,0.51,0.5,0.5,0.42,0.5,0.55,0.47,0.48,0.4,0.47,0.5,0.23,0.49,0.44,0.45,0.39,0.52,0.47,0.55,0.45,0.43,0.41,0.42,0.45,0.5,0.44,0.48,0.42,0.47,0.46,0.35,0.38,0.38,0.36,0.35,0.4,0.43,0.39,0.35,0.35,0.38,0.42,0.39,0.38,0.44,0.33,0.35,0.41,0.35,0.33,0.33,0.38,0.34,0.24,0.0,0.21,0.24,0.21,0.21,0.24,0.24,0.2,0.26,0.0,0.24,0.22,0.21,0.21,0.0,0.22,0.25,0.23,0.22,0.2,0.23,0.23,0.22,0.21,0.21,0.21,0.23,0.25,0.2,0.25,0.22,0.2,0.21,0.0,0.22,0.24,0.22,0.2,0.22,0.21,0.0,0.21,0.23,0.0,0.0,0.22,0.22,0.22,0.21,0.2,0.2,0.21,0.2,0.2,0.25,0.21,0.23,0.0,0.24,0.21,0.22,0.21,0.21,0.2,0.2,0.2,0.0,0.23,0.2,0.22,0.0,0.2,0.0,0.2,0.21,0.2,0.2,0.0,0.21,0.23,0.2,0.0,0.0,0.0,0.22,0.21,0.25,0.21,0.2,0.2,0.2,0.0,0.22,0.23,0.21,0.37,0.0,0.0,0.22,0.21,0.24,0.0,0.21,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.72
09/14/2021,0.91,0.93,0.81,0.93,0.85,0.88,0.81,0.88,0.91,0.77,0.8,1.07,0.81,0.92,0.78,0.79,0.89,0.75,0.74,0.81,0.87,0.73,0.75,0.0,0.78,0.84,0.8,0.83,0.75,0.87,0.85,0.77,0.79,0.52,0.89,0.77,0.53,0.74,0.49,0.51,0.57,0.5,0.58,0.45,0.51,0.48,0.56,0.43,0.45,0.55,0.49,0.52,0.53,0.51,0.49,0.49,0.44,0.51,0.5,0.5,0.42,0.5,0.55,0.47,0.48,0.4,0.47,0.5,0.23,0.49,0.44,0.46,0.39,0.52,0.47,0.54,0.45,0.43,0.41,0.43,0.44,0.5,0.44,0.48,0.42,0.47,0.46,0.35,0.38,0.37,0.35,0.34,0.39,0.43,0.39,0.35,0.35,0.38,0.42,0.39,0.38,0.44,0.32,0.34,0.41,0.35,0.33,0.32,0.37,0.34,0.24,0.2,0.21,0.24,0.21,0.21,0.24,0.24,0.21,0.26,0.0,0.24,0.22,0.21,0.21,0.0,0.23,0.25,0.23,0.22,0.2,0.24,0.23,0.22,0.21,0.21,0.21,0.23,0.25,0.2,0.25,0.22,0.2,0.21,0.0,0.22,0.24,0.22,0.2,0.22,0.21,0.0,0.21,0.23,0.0,0.0,0.22,0.22,0.22,0.21,0.2,0.2,0.21,0.2,0.2,0.25,0.22,0.23,0.0,0.24,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.0,0.23,0.2,0.22,0.0,0.2,0.0,0.2,0.21,0.2,0.2,0.0,0.22,0.23,0.2,0.0,0.0,0.0,0.22,0.21,0.25,0.21,0.2,0.2,0.2,0.0,0.22,0.22,0.21,0.36,0.0,0.0,0.22,0.21,0.24,0.0,0.21,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.78
09/15/2021,0.91,0.93,0.81,0.93,0.85,0.88,0.81,0.88,0.91,0.77,0.8,1.07,0.81,0.92,0.78,0.79,0.89,0.75,0.74,0.81,0.87,0.73,0.75,0.0,0.78,0.84,0.8,0.83,0.75,0.87,0.85,0.77,0.79,0.52,0.89,0.77,0.53,0.74,0.49,0.51,0.57,0.5,0.58,0.45,0.51,0.48,0.56,0.43,0.45,0.55,0.49,0.52,0.53,0.51,0.49,0.49,0.44,0.51,0.5,0.5,0.42,0.5,0.55,0.47,0.48,0.4,0.47,0.5,0.23,0.49,0.44,0.46,0.39,0.52,0.47,0.54,0.45,0.43,0.41,0.43,0.44,0.5,0.44,0.48,0.42,0.47,0.46,0.35,0.38,0.37,0.35,0.34,0.39,0.43,0.39,0.35,0.35,0.38,0.42,0.39,0.38,0.44,0.32,0.34,0.41,0.35,0.33,0.32,0.37,0.34,0.24,0.2,0.21,0.24,0.21,0.21,0.24,0.24,0.21,0.26,0.0,0.24,0.22,0.21,0.21,0.0,0.23,0.25,0.23,0.22,0.2,0.24,0.23,0.22,0.21,0.21,0.21,0.23,0.25,0.2,0.25,0.22,0.2,0.21,0.0,0.22,0.24,0.22,0.2,0.22,0.21,0.0,0.21,0.23,0.0,0.0,0.22,0.22,0.22,0.21,0.2,0.2,0.21,0.2,0.2,0.25,0.22,0.23,0.0,0.24,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.0,0.23,0.2,0.22,0.0,0.2,0.0,0.2,0.21,0.2,0.2,0.0,0.22,0.23,0.2,0.0,0.0,0.0,0.22,0.21,0.25,0.21,0.2,0.2,0.2,0.0,0.22,0.22,0.21,0.36,0.0,0.0,0.22,0.21,0.24,0.0,0.21,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.78
09/16/2021,0.89,0.91,0.79,0.92,0.86,0.88,0.81,0.88,0.9,0.77,0.81,1.05,0.81,0.91,0.78,0.81,0.89,0.76,0.75,0.8,0.87,0.73,0.76,0.0,0.79,0.84,0.81,0.84,0.76,0.88,0.86,0.77,0.79,0.51,0.89,0.79,0.53,0.75,0.49,0.5,0.56,0.5,0.57,0.46,0.51,0.49,0.55,0.44,0.45,0.54,0.49,0.52,0.53,0.51,0.49,0.5,0.44,0.51,0.51,0.49,0.42,0.5,0.54,0.45,0.48,0.4,0.47,0.5,0.23,0.48,0.43,0.44,0.38,0.52,0.47,0.54,0.44,0.43,0.41,0.41,0.46,0.5,0.43,0.48,0.41,0.47,0.46,0.35,0.38,0.38,0.36,0.34,0.39,0.42,0.39,0.35,0.35,0.38,0.41,0.39,0.37,0.43,0.32,0.35,0.4,0.35,0.33,0.33,0.37,0.34,0.24,0.2,0.22,0.23,0.21,0.21,0.24,0.23,0.21,0.26,0.0,0.24,0.22,0.2,0.21,0.0,0.23,0.24,0.23,0.22,0.2,0.24,0.23,0.22,0.21,0.21,0.21,0.23,0.24,0.2,0.25,0.22,0.2,0.21,0.0,0.21,0.24,0.22,0.2,0.22,0.21,0.0,0.21,0.23,0.0,0.0,0.22,0.22,0.21,0.21,0.2,0.2,0.21,0.2,0.0,0.25,0.22,0.23,0.2,0.24,0.21,0.21,0.2,0.21,0.2,0.2,0.21,0.0,0.23,0.21,0.22,0.0,0.2,0.0,0.2,0.21,0.2,0.2,0.0,0.22,0.22,0.2,0.0,0.0,0.0,0.22,0.21,0.25,0.21,0.0,0.21,0.2,0.0,0.23,0.23,0.21,0.36,0.0,0.0,0.22,0.21,0.24,0.0,0.21,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.65
