,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,TSLA,NVDA,JNJ,V,UNH,PYPL,HD,PG,DIS,MA,ADBE,XOM,CMCSA,NFLX,VZ,INTC,CRM,CSCO,PFE,KO,ABT,T,PEP,CVX,TMO,ABBV,NKE,MRK,AVGO,WMT,ACN,LLY,TXN,COST,MCD,DHR,MDT,QCOM,PM,HON,UPS,LIN,BMY,UNP,NEE,ORCL,AMGN,LOW,INTU,BA,SBUX,IBM,AMAT,RTX,TGT,CAT,GE,MMM,AMD,DE,CVS,NOW,ISRG,CHTR,MU,ANTM,LRCX,LMT,BKNG,ZTS,FIS,MO,MDLZ,GILD,SYK,TMUS,ADP,COP,TJX,CI,DUK,GM,ATVI,EL,FDX,CSX,BDX,ILMN,CL,NSC,SHW,ITW,ADSK,EW,SO,ADI,FISV,APD,BSX,ETN,REGN,D,F,HUM,EMR,NXPI,GPN,WM,NOC,HCA,TWTR,FCX,IDXX,VRTX,BIIB,ECL,DG,NEM,KLAC,ROP,JCI,EOG,DOW,IQV,KMB,EBAY,A,ALGN,TEL,SLB,ROST,TT,CMG,LHX,EXC,GD,APTV,SNPS,INFO,CNC,SRE,AEP,DXCM,EA,DD,MCHP,APH,ALXN,BAX,PPG,PH,STZ,SYY,CARR,ORLY,MPC,CDNS,PXD,WBA,PSX,Cash,IFF,MSI,GIS,TDG,MAR,CTSH,HPQ,RMD,XLNX,CMI,KMI,XEL,PAYX,CTAS,YUM,HLT,MTD,ADM,ROK,MNST,ZBH,SWK,OTIS,CTVA,WMB,SWKS,FTNT,VLO,GLW,LUV,AME,PCAR,AZO,MRNA,MCK,EFX,ANSS,NUE,AWK,DHI,n/a,KR,FAST,BLL,PEG,KEYS,VRSK,WST,LEN,CPRT,CDW,WEC,ES,MTCH,ODFL,SUM
09/02/2021,7.11,6.66,4.47,2.65,2.53,2.4,1.64,1.51,1.41,1.29,1.21,1.0,1.08,1.08,0.99,1.05,0.93,0.76,0.84,0.71,0.72,0.67,0.73,0.72,0.74,0.69,0.67,0.62,0.67,0.61,0.66,0.64,0.66,0.6,0.61,0.61,0.63,0.6,0.55,0.59,0.57,0.59,0.55,0.53,0.49,0.51,0.43,0.5,0.47,0.45,0.47,0.49,0.43,0.42,0.45,0.39,0.44,0.39,0.4,0.41,0.4,0.35,0.35,0.36,0.4,0.35,0.34,0.36,0.36,0.32,0.27,0.29,0.28,0.28,0.28,0.3,0.29,0.27,0.27,0.27,0.28,0.26,0.28,0.23,0.26,0.24,0.25,0.22,0.2,0.24,0.21,0.23,0.23,0.23,0.21,0.2,0.22,0.2,0.22,0.22,0.21,0.19,0.21,0.2,0.2,0.2,0.19,0.19,0.17,0.17,0.19,0.18,0.18,0.18,0.17,0.2,0.17,0.17,0.18,0.16,0.15,0.17,0.17,0.16,0.17,0.16,0.16,0.13,0.14,0.15,0.14,0.14,0.15,0.16,0.15,0.12,0.14,0.15,0.17,0.14,0.14,0.14,0.14,0.14,0.14,0.12,0.13,0.14,0.16,0.13,0.12,0.12,0.13,0.0,0.12,0.12,0.13,0.12,0.12,0.14,0.13,0.11,0.13,0.1,0.1,0.1,0.0,0.12,0.12,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.1,0.34,0.1,0.1,0.1,0.1,0.1,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.65
09/03/2021,7.11,6.66,4.47,2.65,2.53,2.4,1.64,1.51,1.41,1.29,1.21,1.0,1.08,1.08,0.99,1.05,0.93,0.76,0.84,0.71,0.72,0.67,0.73,0.72,0.74,0.69,0.67,0.62,0.67,0.61,0.66,0.64,0.66,0.6,0.61,0.61,0.63,0.6,0.55,0.59,0.57,0.59,0.55,0.53,0.49,0.51,0.43,0.5,0.47,0.45,0.47,0.49,0.43,0.42,0.45,0.39,0.44,0.39,0.4,0.41,0.4,0.35,0.35,0.36,0.4,0.35,0.34,0.36,0.36,0.32,0.27,0.29,0.28,0.28,0.28,0.3,0.29,0.27,0.27,0.27,0.28,0.26,0.28,0.23,0.26,0.24,0.25,0.22,0.2,0.24,0.21,0.23,0.23,0.23,0.21,0.2,0.22,0.2,0.22,0.22,0.21,0.19,0.21,0.2,0.2,0.2,0.19,0.19,0.17,0.17,0.19,0.18,0.18,0.18,0.17,0.2,0.17,0.17,0.18,0.16,0.15,0.17,0.17,0.16,0.17,0.16,0.16,0.13,0.14,0.15,0.14,0.14,0.15,0.16,0.15,0.12,0.14,0.15,0.17,0.14,0.14,0.14,0.14,0.14,0.14,0.12,0.13,0.14,0.16,0.13,0.12,0.12,0.13,0.0,0.12,0.12,0.13,0.12,0.12,0.14,0.13,0.11,0.13,0.1,0.1,0.1,0.0,0.12,0.12,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.1,0.34,0.1,0.1,0.1,0.1,0.1,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.65
09/06/2021,7.26,6.83,4.51,2.71,2.6,2.48,1.7,1.68,1.39,1.14,1.2,1.01,1.05,1.06,1.0,0.9,0.96,0.7,0.85,0.79,0.69,0.65,0.77,0.75,0.79,0.66,0.69,0.59,0.65,0.57,0.67,0.6,0.63,0.59,0.6,0.61,0.65,0.62,0.53,0.62,0.54,0.63,0.55,0.49,0.5,0.49,0.43,0.5,0.44,0.44,0.51,0.49,0.39,0.44,0.46,0.37,0.42,0.38,0.37,0.39,0.37,0.35,0.35,0.34,0.4,0.36,0.34,0.4,0.38,0.34,0.25,0.28,0.26,0.26,0.28,0.3,0.24,0.28,0.26,0.27,0.28,0.24,0.27,0.23,0.26,0.23,0.25,0.19,0.19,0.24,0.2,0.22,0.23,0.21,0.2,0.19,0.22,0.2,0.19,0.23,0.21,0.26,0.21,0.18,0.19,0.2,0.22,0.19,0.15,0.16,0.19,0.18,0.14,0.18,0.17,0.2,0.15,0.16,0.18,0.16,0.15,0.17,0.16,0.14,0.16,0.16,0.16,0.12,0.14,0.15,0.14,0.15,0.16,0.16,0.15,0.12,0.13,0.15,0.16,0.14,0.15,0.14,0.12,0.16,0.14,0.11,0.13,0.14,0.16,0.12,0.12,0.13,0.14,0.0,0.12,0.11,0.12,0.11,0.12,0.14,0.12,0.11,0.14,0.1,0.11,0.0,0.0,0.11,0.13,0.11,0.1,0.11,0.12,0.11,0.13,0.12,0.1,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.0,0.12,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.13,0.0,0.0,0.0,0.1,0.0,0.0,0.37,0.1,0.1,0.1,0.1,0.1,0.0,0.2,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.74000000000001
09/07/2021,7.29,6.82,4.53,2.72,2.61,2.49,1.7,1.72,1.39,1.15,1.2,1.02,1.06,1.06,0.99,0.89,0.97,0.7,0.85,0.79,0.69,0.65,0.78,0.75,0.79,0.66,0.69,0.59,0.65,0.57,0.68,0.59,0.63,0.59,0.61,0.62,0.66,0.62,0.53,0.62,0.54,0.64,0.55,0.49,0.5,0.48,0.43,0.49,0.44,0.43,0.5,0.49,0.39,0.44,0.46,0.36,0.42,0.38,0.38,0.38,0.37,0.35,0.34,0.34,0.4,0.37,0.35,0.41,0.38,0.34,0.25,0.28,0.26,0.26,0.28,0.3,0.24,0.28,0.26,0.27,0.28,0.24,0.27,0.23,0.26,0.22,0.24,0.19,0.19,0.24,0.2,0.22,0.23,0.21,0.2,0.19,0.22,0.2,0.19,0.23,0.21,0.26,0.21,0.18,0.19,0.2,0.22,0.19,0.15,0.16,0.19,0.18,0.14,0.18,0.17,0.2,0.15,0.16,0.18,0.16,0.15,0.17,0.16,0.14,0.16,0.16,0.16,0.12,0.14,0.15,0.14,0.15,0.17,0.16,0.15,0.12,0.12,0.14,0.16,0.14,0.14,0.14,0.12,0.16,0.14,0.11,0.13,0.14,0.16,0.13,0.12,0.13,0.14,0.0,0.12,0.11,0.11,0.11,0.12,0.14,0.12,0.11,0.14,0.1,0.11,0.0,0.0,0.11,0.13,0.1,0.1,0.11,0.12,0.11,0.13,0.12,0.11,0.1,0.11,0.11,0.11,0.12,0.1,0.12,0.1,0.12,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.1,0.1,0.0,0.1,0.1,0.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.84
09/08/2021,7.29,6.82,4.53,2.72,2.61,2.49,1.7,1.72,1.39,1.15,1.2,1.02,1.06,1.06,0.99,0.89,0.97,0.7,0.85,0.79,0.69,0.65,0.78,0.75,0.79,0.66,0.69,0.59,0.65,0.57,0.68,0.59,0.63,0.59,0.61,0.62,0.66,0.62,0.53,0.62,0.54,0.64,0.55,0.49,0.5,0.48,0.43,0.49,0.44,0.43,0.5,0.49,0.39,0.44,0.46,0.36,0.42,0.38,0.38,0.38,0.37,0.35,0.34,0.34,0.4,0.37,0.35,0.41,0.38,0.34,0.25,0.28,0.26,0.26,0.28,0.3,0.24,0.28,0.26,0.27,0.28,0.24,0.27,0.23,0.26,0.22,0.24,0.19,0.19,0.24,0.2,0.22,0.23,0.21,0.2,0.19,0.22,0.2,0.19,0.23,0.21,0.26,0.21,0.18,0.19,0.2,0.22,0.19,0.15,0.16,0.19,0.18,0.14,0.18,0.17,0.2,0.15,0.16,0.18,0.16,0.15,0.17,0.16,0.14,0.16,0.16,0.16,0.12,0.14,0.15,0.14,0.15,0.17,0.16,0.15,0.12,0.12,0.14,0.16,0.14,0.14,0.14,0.12,0.16,0.14,0.11,0.13,0.14,0.16,0.13,0.12,0.13,0.14,0.0,0.12,0.11,0.11,0.11,0.12,0.14,0.12,0.11,0.14,0.1,0.11,0.0,0.0,0.11,0.13,0.1,0.1,0.11,0.12,0.11,0.13,0.12,0.11,0.1,0.11,0.11,0.11,0.12,0.1,0.12,0.1,0.12,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.1,0.1,0.0,0.1,0.1,0.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.84
09/09/2021,7.29,6.82,4.53,2.72,2.61,2.49,1.7,1.72,1.39,1.15,1.2,1.02,1.06,1.06,0.99,0.89,0.97,0.7,0.85,0.79,0.69,0.65,0.78,0.75,0.79,0.66,0.69,0.59,0.65,0.57,0.68,0.59,0.63,0.59,0.61,0.62,0.66,0.62,0.53,0.62,0.54,0.64,0.55,0.49,0.5,0.48,0.43,0.49,0.44,0.43,0.5,0.49,0.39,0.44,0.46,0.36,0.42,0.38,0.38,0.38,0.37,0.35,0.34,0.34,0.4,0.37,0.35,0.41,0.38,0.34,0.25,0.28,0.26,0.26,0.28,0.3,0.24,0.28,0.26,0.27,0.28,0.24,0.27,0.23,0.26,0.22,0.24,0.19,0.19,0.24,0.2,0.22,0.23,0.21,0.2,0.19,0.22,0.2,0.19,0.23,0.21,0.26,0.21,0.18,0.19,0.2,0.22,0.19,0.15,0.16,0.19,0.18,0.14,0.18,0.17,0.2,0.15,0.16,0.18,0.16,0.15,0.17,0.16,0.14,0.16,0.16,0.16,0.12,0.14,0.15,0.14,0.15,0.17,0.16,0.15,0.12,0.12,0.14,0.16,0.14,0.14,0.14,0.12,0.16,0.14,0.11,0.13,0.14,0.16,0.13,0.12,0.13,0.14,0.0,0.12,0.11,0.11,0.11,0.12,0.14,0.12,0.11,0.14,0.1,0.11,0.0,0.0,0.11,0.13,0.1,0.1,0.11,0.12,0.11,0.13,0.12,0.11,0.1,0.11,0.11,0.11,0.12,0.1,0.12,0.1,0.12,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.1,0.1,0.0,0.1,0.1,0.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.84
09/10/2021,7.42,6.82,4.58,2.77,2.63,2.51,1.75,1.71,1.37,1.16,1.2,1.04,1.06,1.06,1.01,0.91,0.96,0.7,0.83,0.81,0.68,0.65,0.77,0.75,0.79,0.65,0.69,0.59,0.64,0.57,0.68,0.58,0.63,0.58,0.61,0.61,0.66,0.61,0.53,0.62,0.54,0.63,0.55,0.49,0.5,0.47,0.43,0.5,0.44,0.43,0.5,0.49,0.38,0.44,0.46,0.36,0.41,0.37,0.38,0.38,0.36,0.35,0.34,0.33,0.4,0.35,0.34,0.4,0.38,0.34,0.25,0.28,0.26,0.26,0.29,0.3,0.24,0.28,0.25,0.27,0.28,0.24,0.26,0.23,0.25,0.22,0.24,0.19,0.18,0.24,0.19,0.21,0.23,0.2,0.2,0.19,0.22,0.19,0.19,0.23,0.21,0.27,0.21,0.18,0.19,0.2,0.21,0.19,0.15,0.16,0.19,0.18,0.14,0.18,0.16,0.2,0.16,0.16,0.18,0.15,0.15,0.17,0.16,0.14,0.16,0.15,0.16,0.12,0.14,0.15,0.14,0.15,0.16,0.16,0.15,0.12,0.12,0.14,0.16,0.14,0.14,0.14,0.12,0.16,0.14,0.11,0.13,0.13,0.16,0.13,0.11,0.13,0.14,0.0,0.13,0.11,0.11,0.11,0.12,0.14,0.12,0.11,0.14,0.1,0.11,0.0,0.0,0.11,0.13,0.1,0.1,0.11,0.12,0.1,0.13,0.12,0.1,0.0,0.11,0.11,0.11,0.12,0.1,0.12,0.1,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.1,0.1,0.1,0.0,0.21,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.0,88.88
09/13/2021,7.34,6.8,4.57,2.75,2.63,2.51,1.77,1.68,1.34,1.17,1.19,1.02,1.07,1.07,1.03,0.93,0.97,0.69,0.83,0.81,0.68,0.65,0.77,0.75,0.78,0.66,0.69,0.59,0.65,0.56,0.68,0.58,0.63,0.57,0.61,0.61,0.66,0.58,0.53,0.63,0.54,0.63,0.55,0.49,0.49,0.47,0.42,0.5,0.43,0.42,0.51,0.49,0.38,0.44,0.47,0.36,0.43,0.37,0.38,0.39,0.37,0.34,0.34,0.33,0.39,0.35,0.34,0.39,0.38,0.33,0.25,0.28,0.26,0.26,0.29,0.3,0.24,0.28,0.26,0.27,0.28,0.23,0.26,0.23,0.25,0.22,0.24,0.19,0.18,0.24,0.19,0.21,0.23,0.2,0.2,0.19,0.22,0.19,0.19,0.23,0.22,0.28,0.21,0.18,0.19,0.2,0.21,0.19,0.15,0.17,0.18,0.18,0.16,0.18,0.16,0.21,0.15,0.15,0.18,0.15,0.14,0.17,0.16,0.14,0.16,0.15,0.16,0.12,0.14,0.15,0.14,0.14,0.16,0.16,0.15,0.11,0.12,0.14,0.17,0.14,0.15,0.14,0.12,0.16,0.14,0.11,0.13,0.14,0.16,0.12,0.11,0.13,0.14,0.0,0.12,0.11,0.11,0.11,0.12,0.14,0.12,0.11,0.14,0.11,0.11,0.0,0.0,0.11,0.13,0.11,0.1,0.11,0.12,0.1,0.13,0.12,0.1,0.0,0.11,0.11,0.11,0.12,0.11,0.12,0.1,0.11,0.11,0.0,0.0,0.11,0.1,0.09,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.1,0.42,0.1,0.1,0.1,0.1,0.1,0.0,0.22,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.78
09/14/2021,7.15,6.81,4.59,2.78,2.6,2.48,1.74,1.72,1.35,1.17,1.16,1.02,1.08,1.08,1.03,0.93,0.97,0.7,0.83,0.81,0.69,0.66,0.76,0.74,0.78,0.66,0.7,0.59,0.66,0.57,0.69,0.58,0.64,0.57,0.62,0.61,0.67,0.58,0.54,0.63,0.55,0.64,0.54,0.49,0.5,0.47,0.43,0.5,0.43,0.42,0.51,0.5,0.38,0.44,0.47,0.35,0.43,0.37,0.38,0.39,0.37,0.35,0.34,0.33,0.39,0.35,0.34,0.4,0.37,0.33,0.25,0.27,0.26,0.26,0.29,0.3,0.24,0.28,0.26,0.27,0.28,0.24,0.26,0.23,0.25,0.21,0.24,0.19,0.19,0.24,0.19,0.21,0.23,0.21,0.2,0.19,0.22,0.19,0.19,0.23,0.21,0.28,0.2,0.18,0.19,0.2,0.21,0.19,0.15,0.16,0.18,0.18,0.15,0.19,0.16,0.21,0.15,0.16,0.18,0.15,0.14,0.17,0.16,0.14,0.17,0.15,0.16,0.12,0.14,0.15,0.14,0.14,0.17,0.16,0.15,0.11,0.12,0.14,0.17,0.14,0.15,0.14,0.12,0.16,0.14,0.11,0.13,0.14,0.16,0.13,0.11,0.13,0.14,0.0,0.12,0.11,0.11,0.11,0.12,0.14,0.13,0.11,0.14,0.11,0.11,0.0,0.0,0.11,0.13,0.11,0.1,0.11,0.12,0.1,0.13,0.12,0.1,0.0,0.11,0.11,0.11,0.12,0.11,0.12,0.1,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.13,0.0,0.09,0.0,0.0,0.0,0.1,0.42,0.1,0.1,0.1,0.1,0.1,0.0,0.22,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.09,0.0,0.0,0.0,0.0,88.75
09/15/2021,7.15,6.81,4.59,2.78,2.6,2.48,1.74,1.72,1.35,1.17,1.16,1.02,1.08,1.08,1.03,0.93,0.97,0.7,0.83,0.81,0.69,0.66,0.76,0.74,0.78,0.66,0.7,0.59,0.66,0.57,0.69,0.58,0.64,0.57,0.62,0.61,0.67,0.58,0.54,0.63,0.55,0.64,0.54,0.49,0.5,0.47,0.43,0.5,0.43,0.42,0.51,0.5,0.38,0.44,0.47,0.35,0.43,0.37,0.38,0.39,0.37,0.35,0.34,0.33,0.39,0.35,0.34,0.4,0.37,0.33,0.25,0.27,0.26,0.26,0.29,0.3,0.24,0.28,0.26,0.27,0.28,0.24,0.26,0.23,0.25,0.21,0.24,0.19,0.19,0.24,0.19,0.21,0.23,0.21,0.2,0.19,0.22,0.19,0.19,0.23,0.21,0.28,0.2,0.18,0.19,0.2,0.21,0.19,0.15,0.16,0.18,0.18,0.15,0.19,0.16,0.21,0.15,0.16,0.18,0.15,0.14,0.17,0.16,0.14,0.17,0.15,0.16,0.12,0.14,0.15,0.14,0.14,0.17,0.16,0.15,0.11,0.12,0.14,0.17,0.14,0.15,0.14,0.12,0.16,0.14,0.11,0.13,0.14,0.16,0.13,0.11,0.13,0.14,0.0,0.12,0.11,0.11,0.11,0.12,0.14,0.13,0.11,0.14,0.11,0.11,0.0,0.0,0.11,0.13,0.11,0.1,0.11,0.12,0.1,0.13,0.12,0.1,0.0,0.11,0.11,0.11,0.12,0.11,0.12,0.1,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.13,0.0,0.09,0.0,0.0,0.0,0.1,0.42,0.1,0.1,0.1,0.1,0.1,0.0,0.22,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.09,0.0,0.0,0.0,0.0,88.75
09/16/2021,7.17,6.84,4.57,2.76,2.63,2.5,1.75,1.69,1.34,1.16,1.19,1.01,1.09,1.09,1.03,0.93,0.95,0.72,0.84,0.8,0.69,0.68,0.75,0.75,0.76,0.66,0.69,0.6,0.66,0.58,0.68,0.58,0.62,0.57,0.62,0.61,0.66,0.58,0.55,0.62,0.55,0.63,0.54,0.5,0.49,0.48,0.43,0.5,0.43,0.42,0.51,0.49,0.38,0.45,0.47,0.36,0.43,0.38,0.39,0.39,0.37,0.35,0.35,0.33,0.39,0.35,0.34,0.39,0.37,0.34,0.25,0.28,0.27,0.26,0.29,0.3,0.24,0.28,0.26,0.27,0.27,0.23,0.26,0.24,0.25,0.22,0.24,0.2,0.19,0.24,0.2,0.21,0.23,0.2,0.2,0.19,0.22,0.19,0.19,0.23,0.21,0.28,0.2,0.18,0.19,0.19,0.21,0.19,0.15,0.16,0.18,0.18,0.15,0.19,0.16,0.21,0.15,0.16,0.17,0.15,0.14,0.17,0.16,0.14,0.17,0.15,0.16,0.12,0.14,0.15,0.14,0.14,0.16,0.16,0.15,0.12,0.12,0.14,0.16,0.14,0.15,0.14,0.12,0.16,0.14,0.11,0.13,0.13,0.16,0.13,0.11,0.13,0.14,0.0,0.12,0.11,0.12,0.11,0.12,0.14,0.12,0.11,0.14,0.11,0.11,0.0,0.0,0.11,0.13,0.11,0.11,0.12,0.12,0.1,0.13,0.12,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.1,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.1,0.39,0.1,0.1,0.1,0.1,0.1,0.0,0.24,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,88.83
09/17/2021,7.14,6.93,4.58,2.77,2.64,2.51,1.76,1.71,1.33,1.16,1.19,1.02,1.09,1.09,1.02,0.93,0.95,0.71,0.78,0.79,0.69,0.68,0.76,0.75,0.77,0.66,0.69,0.6,0.66,0.57,0.68,0.58,0.62,0.56,0.63,0.61,0.67,0.57,0.55,0.63,0.56,0.63,0.54,0.49,0.49,0.47,0.43,0.5,0.43,0.42,0.51,0.48,0.38,0.45,0.48,0.36,0.43,0.37,0.39,0.39,0.37,0.34,0.34,0.33,0.39,0.34,0.34,0.4,0.38,0.32,0.25,0.28,0.26,0.26,0.29,0.3,0.24,0.27,0.26,0.27,0.28,0.23,0.26,0.23,0.26,0.21,0.24,0.2,0.19,0.24,0.19,0.21,0.23,0.2,0.2,0.19,0.22,0.19,0.19,0.23,0.21,0.29,0.2,0.18,0.19,0.19,0.21,0.19,0.15,0.16,0.18,0.18,0.15,0.19,0.16,0.21,0.15,0.16,0.17,0.15,0.14,0.17,0.16,0.14,0.17,0.15,0.16,0.12,0.14,0.15,0.14,0.14,0.16,0.16,0.15,0.12,0.12,0.14,0.16,0.14,0.15,0.14,0.13,0.16,0.14,0.11,0.13,0.13,0.16,0.13,0.11,0.13,0.14,0.0,0.13,0.11,0.11,0.11,0.12,0.14,0.13,0.11,0.14,0.11,0.11,0.0,0.0,0.11,0.13,0.11,0.11,0.12,0.12,0.1,0.13,0.12,0.1,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.1,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.0,0.24,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,88.84
09/20/2021,7.12,6.99,4.58,2.73,2.66,2.53,1.77,1.7,1.33,1.15,1.2,1.01,1.08,1.08,1.02,0.92,0.97,0.73,0.79,0.79,0.69,0.68,0.75,0.74,0.76,0.66,0.69,0.6,0.66,0.58,0.68,0.58,0.61,0.56,0.63,0.61,0.67,0.57,0.55,0.62,0.55,0.63,0.54,0.48,0.49,0.47,0.43,0.5,0.42,0.41,0.5,0.48,0.38,0.44,0.48,0.36,0.41,0.37,0.39,0.39,0.37,0.34,0.34,0.33,0.39,0.34,0.34,0.4,0.38,0.32,0.25,0.28,0.27,0.26,0.3,0.3,0.24,0.28,0.26,0.27,0.28,0.23,0.26,0.24,0.25,0.22,0.24,0.2,0.18,0.23,0.19,0.21,0.23,0.2,0.2,0.19,0.22,0.19,0.19,0.23,0.21,0.29,0.2,0.18,0.19,0.2,0.21,0.18,0.16,0.16,0.18,0.18,0.15,0.19,0.16,0.21,0.15,0.16,0.17,0.15,0.14,0.17,0.16,0.14,0.17,0.15,0.16,0.13,0.14,0.15,0.14,0.15,0.16,0.16,0.15,0.12,0.12,0.14,0.16,0.14,0.15,0.14,0.13,0.16,0.14,0.11,0.13,0.13,0.16,0.12,0.11,0.13,0.14,0.0,0.13,0.11,0.12,0.11,0.12,0.14,0.13,0.11,0.14,0.11,0.11,0.09,0.0,0.11,0.13,0.11,0.11,0.12,0.12,0.1,0.13,0.12,0.1,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.09,0.0,0.0,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.0,0.24,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.82000000000001
09/21/2021,7.05,6.92,4.65,2.67,2.62,2.45,1.9,1.68,1.33,1.15,1.22,1.0,1.1,1.08,1.03,0.92,0.96,0.72,0.8,0.8,0.69,0.68,0.78,0.74,0.76,0.65,0.69,0.6,0.65,0.57,0.72,0.58,0.62,0.56,0.64,0.64,0.65,0.56,0.56,0.62,0.56,0.63,0.54,0.46,0.49,0.46,0.42,0.49,0.42,0.4,0.49,0.44,0.38,0.45,0.47,0.36,0.41,0.37,0.4,0.39,0.37,0.34,0.34,0.32,0.39,0.3,0.35,0.39,0.38,0.3,0.26,0.29,0.27,0.26,0.29,0.29,0.23,0.28,0.26,0.28,0.28,0.23,0.26,0.24,0.26,0.21,0.24,0.23,0.19,0.23,0.19,0.21,0.23,0.2,0.2,0.19,0.22,0.19,0.2,0.23,0.21,0.28,0.2,0.18,0.19,0.19,0.21,0.18,0.16,0.16,0.18,0.17,0.15,0.18,0.16,0.2,0.15,0.15,0.17,0.15,0.14,0.17,0.16,0.14,0.17,0.15,0.16,0.13,0.13,0.15,0.14,0.15,0.16,0.16,0.14,0.12,0.13,0.13,0.17,0.14,0.15,0.14,0.12,0.15,0.15,0.12,0.13,0.13,0.17,0.12,0.11,0.14,0.14,0.0,0.13,0.11,0.12,0.11,0.12,0.15,0.13,0.12,0.14,0.11,0.11,0.0,0.0,0.1,0.12,0.11,0.1,0.12,0.12,0.1,0.13,0.12,0.1,0.1,0.11,0.11,0.1,0.11,0.11,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.09,0.12,0.0,0.0,0.09,0.0,0.0,0.1,0.46,0.1,0.1,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0.0,88.65
