,GME,OMCL,M,SAIA,NEO,GTLS,POWI,MSTR,ADC,IIPR,EXPO,AMN,ENSG,DDD,PDCE,SEM,ITRI,UFPI,JBT,BCPC,AEIS,REZI,SIG,RRC,CNMD,TRUP,WTS,VIAV,CBU,LPSN,ALRM,SHAK,PPBI,BKU,GKOS,MTDR,FHB,ROG,SPSC,STMP,KFY,AJRD,EXLS,LGIH,AGO,WDFC,MTH,NSIT,KLIC,SWN,HP,AIT,VG,FN,ABCB,ARNC,ONTO,LXP,ABG,DIOD,UNF,MED,FUL,SHOO,LCII,HI,EPRT,BBBY,CCOI,MMSI,OMI,SMPL,RCII,ISBC,ITGR,KWR,SFBS,SFNC,LTHM,SHEN,EGHT,FELE,AWR,DORM,WD,AVA,MXL,SJI,REGI,BMI,ABM,CWT,ONB,EAT,FORM,ANF,MATX,SPXC,FIX,UFS,ALGT,MDC,WWW,PRFT,ACA,KTB,FLOW,UCBI,AIN,BRC,SNBR,IBP,AEL,RMBS,IBTX,SM,COLB,EVTC,MD,CVET,ATI,PBH,MDRX,CPE,SCL,GPI,AAON,JJSF,CVBF,PLXS,OI,PRLB,SITC,GDOT,IRBT,PCRX,FBP,VCEL,CADE,ROCK,SANM,UNIT,RPAI,ODP,ESE,MYGN,SBH,FWRD,CAKE,BOOT,MOG.A,CELH,INDB,VSTO,FSS,MLI,BDN,MANT,HSKA,B,EPC,CORT,THRM,CTRE,VICR,AX,HTH,HUBG,UCTT,FFBC,COOP,WGO,SSTK,BCC,AVAV,IDCC,MGLN,FMBI,XPER,IOSP,TSE,BLMN,FCPT,SYKE,SKYW,RNST,RLGY,WSFS,CPK,MNRO,ROIC,PSMT,SVC,MODV,PMT,PRGS,XHR,RAVN,TWO,ARI,BGS,UNFI,WRE,FBC,BIG,STATE STREET INSTITUTIONAL LIQ STATE STR,IRT,CYTK,GMS,CVCO,CCS,VRTS,INT,AAWW,PIPR,KALU,CORE,BANR,TRMK,n/a,THS,TTEC,TTGT,LGND,AAT,CNK,XNCR,SUM
09/02/2021,0.0,0.64,0.66,0.0,0.55,0.63,0.63,0.52,0.49,0.55,0.58,0.5,0.4,0.36,0.38,0.36,0.37,0.46,0.45,0.43,0.33,0.45,0.4,0.36,0.37,0.31,0.45,0.36,0.38,0.39,0.36,0.3,0.36,0.37,0.25,0.3,0.34,0.38,0.46,0.58,0.37,0.3,0.39,0.33,0.36,0.31,0.41,0.35,0.42,0.28,0.27,0.34,0.31,0.37,0.33,0.33,0.35,0.36,0.34,0.4,0.33,0.26,0.34,0.3,0.35,0.34,0.36,0.29,0.3,0.34,0.27,0.28,0.37,0.3,0.31,0.33,0.33,0.29,0.38,0.0,0.25,0.32,0.33,0.26,0.29,0.28,0.34,0.26,0.22,0.3,0.31,0.31,0.26,0.23,0.29,0.22,0.33,0.27,0.26,0.26,0.26,0.28,0.29,0.37,0.23,0.25,0.33,0.25,0.23,0.24,0.22,0.27,0.26,0.27,0.25,0.2,0.24,0.26,0.29,0.22,0.22,0.27,0.21,0.0,0.23,0.27,0.27,0.23,0.25,0.25,0.23,0.0,0.26,0.27,0.22,0.25,0.26,0.25,0.25,0.24,0.25,0.29,0.27,0.24,0.22,0.26,0.2,0.23,0.2,0.25,0.22,0.25,0.24,0.23,0.24,0.25,0.23,0.21,0.25,0.22,0.22,0.22,0.28,0.2,0.25,0.24,0.21,0.23,0.2,0.22,0.25,0.23,0.25,0.22,0.22,0.21,0.21,0.2,0.22,0.22,0.19,0.21,0.21,0.0,0.22,0.0,0.2,0.2,0.22,0.0,0.21,0.0,0.0,0.23,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.22,0.0,0.0,0.2,0.26,0.21,0.21,0.2,0.21,0.0,0.19,0.2,0.0,0.19,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.21000000000001
09/03/2021,0.0,0.64,0.66,0.0,0.54,0.63,0.63,0.51,0.49,0.56,0.58,0.51,0.4,0.36,0.4,0.36,0.36,0.44,0.44,0.44,0.33,0.44,0.39,0.36,0.37,0.29,0.45,0.36,0.38,0.39,0.37,0.3,0.36,0.37,0.26,0.3,0.35,0.38,0.46,0.58,0.37,0.3,0.39,0.34,0.36,0.31,0.4,0.35,0.42,0.28,0.27,0.33,0.32,0.36,0.33,0.32,0.35,0.36,0.34,0.39,0.33,0.25,0.34,0.3,0.34,0.33,0.36,0.28,0.29,0.34,0.27,0.28,0.36,0.31,0.31,0.33,0.33,0.3,0.38,0.0,0.25,0.31,0.33,0.26,0.31,0.28,0.34,0.26,0.22,0.3,0.31,0.31,0.26,0.23,0.29,0.21,0.33,0.27,0.26,0.26,0.27,0.28,0.28,0.37,0.23,0.24,0.33,0.25,0.23,0.24,0.21,0.27,0.26,0.26,0.25,0.2,0.25,0.26,0.27,0.22,0.22,0.27,0.21,0.0,0.24,0.27,0.27,0.24,0.25,0.25,0.23,0.2,0.26,0.27,0.22,0.25,0.26,0.24,0.26,0.23,0.25,0.29,0.27,0.24,0.22,0.26,0.2,0.23,0.21,0.25,0.22,0.26,0.24,0.23,0.24,0.24,0.23,0.21,0.25,0.21,0.22,0.21,0.27,0.2,0.25,0.24,0.21,0.23,0.19,0.22,0.25,0.22,0.24,0.22,0.22,0.21,0.21,0.21,0.21,0.22,0.0,0.21,0.21,0.0,0.22,0.0,0.2,0.21,0.22,0.0,0.21,0.0,0.0,0.23,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.22,0.0,0.0,0.2,0.26,0.2,0.21,0.2,0.21,0.2,0.19,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.96000000000001
09/06/2021,0.0,0.65,0.66,0.0,0.56,0.65,0.63,0.51,0.48,0.56,0.58,0.52,0.41,0.39,0.41,0.36,0.36,0.43,0.46,0.44,0.33,0.44,0.42,0.41,0.36,0.29,0.44,0.37,0.37,0.4,0.37,0.3,0.35,0.37,0.26,0.3,0.34,0.37,0.46,0.57,0.37,0.31,0.39,0.34,0.35,0.31,0.4,0.34,0.43,0.3,0.28,0.33,0.33,0.37,0.32,0.32,0.36,0.37,0.33,0.39,0.33,0.25,0.34,0.3,0.34,0.33,0.36,0.28,0.3,0.34,0.28,0.28,0.36,0.3,0.31,0.33,0.33,0.29,0.39,0.0,0.27,0.31,0.33,0.25,0.32,0.28,0.35,0.26,0.21,0.29,0.31,0.31,0.26,0.23,0.29,0.21,0.34,0.26,0.26,0.26,0.27,0.28,0.28,0.37,0.23,0.24,0.31,0.25,0.23,0.24,0.21,0.27,0.26,0.26,0.24,0.21,0.24,0.26,0.26,0.21,0.22,0.27,0.21,0.0,0.24,0.26,0.26,0.23,0.24,0.24,0.23,0.2,0.26,0.28,0.22,0.25,0.26,0.26,0.26,0.23,0.24,0.29,0.27,0.23,0.21,0.26,0.0,0.23,0.2,0.24,0.22,0.27,0.24,0.22,0.24,0.24,0.23,0.2,0.26,0.21,0.22,0.22,0.27,0.21,0.25,0.23,0.2,0.23,0.0,0.22,0.26,0.23,0.24,0.22,0.22,0.21,0.21,0.2,0.21,0.22,0.0,0.2,0.21,0.0,0.22,0.0,0.21,0.2,0.22,0.0,0.21,0.0,0.0,0.24,0.0,0.19,0.0,0.2,0.19,0.0,0.0,0.2,0.21,0.22,0.0,0.0,0.2,0.26,0.21,0.21,0.2,0.22,0.2,0.19,0.2,0.0,0.0,0.0,0.0,0.3,0.21,0.2,0.0,0.0,0.0,0.0,0.0,59.19
09/07/2021,0.0,0.65,0.64,0.0,0.57,0.65,0.63,0.53,0.49,0.57,0.58,0.53,0.41,0.38,0.41,0.37,0.35,0.43,0.45,0.44,0.33,0.44,0.41,0.43,0.36,0.29,0.45,0.38,0.37,0.41,0.37,0.3,0.36,0.37,0.26,0.3,0.34,0.37,0.46,0.58,0.37,0.31,0.39,0.34,0.34,0.31,0.39,0.34,0.44,0.31,0.27,0.32,0.33,0.37,0.32,0.32,0.36,0.37,0.33,0.39,0.33,0.26,0.34,0.29,0.33,0.33,0.37,0.28,0.3,0.34,0.28,0.28,0.36,0.3,0.31,0.33,0.33,0.29,0.39,0.0,0.26,0.31,0.33,0.25,0.31,0.28,0.35,0.26,0.21,0.29,0.31,0.31,0.26,0.22,0.3,0.21,0.34,0.26,0.27,0.26,0.27,0.28,0.29,0.38,0.23,0.24,0.32,0.25,0.23,0.24,0.21,0.27,0.26,0.26,0.24,0.21,0.24,0.26,0.25,0.2,0.22,0.27,0.2,0.0,0.24,0.26,0.26,0.23,0.24,0.25,0.23,0.2,0.26,0.28,0.22,0.24,0.26,0.25,0.26,0.23,0.24,0.29,0.27,0.23,0.21,0.26,0.0,0.23,0.2,0.24,0.22,0.27,0.24,0.22,0.24,0.24,0.23,0.2,0.25,0.21,0.21,0.22,0.26,0.21,0.26,0.23,0.21,0.23,0.2,0.22,0.27,0.23,0.24,0.22,0.22,0.21,0.21,0.2,0.21,0.21,0.0,0.2,0.21,0.0,0.22,0.0,0.21,0.2,0.22,0.0,0.21,0.0,0.0,0.23,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.21,0.22,0.0,0.0,0.2,0.25,0.21,0.21,0.2,0.22,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.2,0.0,0.0,0.0,0.0,59.17
09/08/2021,0.0,0.65,0.64,0.0,0.57,0.65,0.63,0.53,0.48,0.57,0.58,0.53,0.41,0.38,0.41,0.36,0.35,0.43,0.45,0.43,0.33,0.44,0.41,0.43,0.36,0.29,0.44,0.38,0.37,0.41,0.37,0.3,0.36,0.37,0.26,0.3,0.34,0.37,0.46,0.57,0.37,0.31,0.39,0.34,0.34,0.31,0.39,0.34,0.44,0.31,0.27,0.32,0.33,0.37,0.32,0.32,0.36,0.37,0.33,0.39,0.33,0.26,0.34,0.29,0.33,0.33,0.37,0.28,0.3,0.34,0.28,0.28,0.36,0.3,0.31,0.33,0.33,0.29,0.39,0.0,0.26,0.31,0.33,0.25,0.31,0.28,0.35,0.26,0.21,0.29,0.31,0.31,0.26,0.23,0.3,0.21,0.34,0.26,0.27,0.26,0.27,0.27,0.29,0.38,0.23,0.24,0.32,0.25,0.23,0.24,0.21,0.27,0.26,0.26,0.24,0.21,0.24,0.26,0.26,0.2,0.22,0.27,0.2,0.0,0.24,0.26,0.26,0.23,0.24,0.25,0.23,0.2,0.26,0.29,0.22,0.24,0.26,0.25,0.26,0.23,0.24,0.29,0.27,0.23,0.21,0.26,0.0,0.23,0.2,0.24,0.22,0.27,0.24,0.22,0.24,0.24,0.23,0.2,0.25,0.21,0.21,0.22,0.26,0.21,0.26,0.23,0.21,0.23,0.2,0.22,0.27,0.23,0.24,0.22,0.22,0.21,0.21,0.2,0.21,0.21,0.0,0.2,0.21,0.0,0.22,0.0,0.21,0.2,0.22,0.0,0.21,0.0,0.0,0.23,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.21,0.22,0.0,0.0,0.2,0.25,0.21,0.21,0.2,0.22,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.22,0.0,0.0,0.0,59.11
09/09/2021,0.0,0.65,0.64,0.0,0.57,0.65,0.63,0.53,0.48,0.57,0.58,0.53,0.41,0.38,0.41,0.36,0.35,0.43,0.45,0.43,0.33,0.44,0.41,0.43,0.36,0.29,0.44,0.38,0.37,0.41,0.37,0.3,0.36,0.37,0.26,0.3,0.34,0.37,0.46,0.57,0.37,0.31,0.39,0.34,0.34,0.31,0.39,0.34,0.44,0.31,0.27,0.32,0.33,0.37,0.32,0.32,0.36,0.37,0.33,0.39,0.33,0.26,0.34,0.29,0.33,0.33,0.37,0.28,0.3,0.34,0.28,0.28,0.36,0.3,0.31,0.33,0.33,0.29,0.39,0.0,0.26,0.31,0.33,0.25,0.31,0.28,0.35,0.26,0.21,0.29,0.31,0.31,0.26,0.23,0.3,0.21,0.34,0.26,0.27,0.26,0.27,0.27,0.29,0.38,0.23,0.24,0.32,0.25,0.23,0.24,0.21,0.27,0.26,0.26,0.24,0.21,0.24,0.26,0.26,0.2,0.22,0.27,0.2,0.0,0.24,0.26,0.26,0.23,0.24,0.25,0.23,0.2,0.26,0.29,0.22,0.24,0.26,0.25,0.26,0.23,0.24,0.29,0.27,0.23,0.21,0.26,0.0,0.23,0.2,0.24,0.22,0.27,0.24,0.22,0.24,0.24,0.23,0.2,0.25,0.21,0.21,0.22,0.26,0.21,0.26,0.23,0.21,0.23,0.2,0.22,0.27,0.23,0.24,0.22,0.22,0.21,0.21,0.2,0.21,0.21,0.0,0.2,0.21,0.0,0.22,0.0,0.21,0.2,0.22,0.0,0.21,0.0,0.0,0.23,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.21,0.22,0.0,0.0,0.2,0.25,0.21,0.21,0.2,0.22,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.22,0.0,0.0,0.0,59.11
09/10/2021,0.0,0.66,0.65,0.0,0.58,0.65,0.63,0.48,0.48,0.57,0.57,0.51,0.4,0.39,0.4,0.37,0.36,0.43,0.46,0.43,0.33,0.43,0.39,0.42,0.36,0.27,0.45,0.37,0.37,0.42,0.36,0.3,0.36,0.37,0.26,0.3,0.34,0.37,0.46,0.58,0.38,0.31,0.39,0.34,0.34,0.3,0.39,0.35,0.44,0.32,0.28,0.32,0.34,0.37,0.32,0.33,0.37,0.37,0.32,0.39,0.33,0.26,0.33,0.29,0.33,0.31,0.37,0.26,0.31,0.34,0.27,0.28,0.36,0.3,0.31,0.33,0.33,0.29,0.4,0.0,0.26,0.31,0.33,0.25,0.32,0.28,0.35,0.26,0.21,0.29,0.3,0.32,0.26,0.23,0.3,0.21,0.35,0.26,0.26,0.27,0.27,0.28,0.28,0.38,0.23,0.24,0.31,0.25,0.23,0.24,0.21,0.26,0.26,0.26,0.24,0.21,0.24,0.26,0.25,0.2,0.22,0.27,0.2,0.0,0.24,0.26,0.26,0.24,0.25,0.25,0.23,0.21,0.26,0.28,0.22,0.24,0.26,0.25,0.26,0.23,0.25,0.29,0.27,0.22,0.21,0.26,0.0,0.23,0.2,0.24,0.22,0.27,0.24,0.22,0.23,0.24,0.23,0.21,0.25,0.21,0.21,0.22,0.26,0.21,0.26,0.24,0.21,0.23,0.2,0.22,0.26,0.23,0.24,0.22,0.22,0.21,0.21,0.2,0.21,0.22,0.0,0.2,0.21,0.0,0.22,0.0,0.21,0.2,0.22,0.0,0.21,0.0,0.0,0.23,0.0,0.19,0.0,0.2,0.2,0.0,0.0,0.2,0.21,0.23,0.0,0.0,0.2,0.24,0.21,0.21,0.2,0.22,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.21,0.2,0.0,0.0,59.06
09/13/2021,0.0,0.67,0.65,0.0,0.58,0.66,0.63,0.48,0.48,0.56,0.58,0.52,0.4,0.39,0.41,0.37,0.35,0.43,0.47,0.44,0.32,0.41,0.39,0.44,0.36,0.3,0.46,0.37,0.36,0.42,0.36,0.3,0.36,0.37,0.25,0.31,0.34,0.35,0.48,0.59,0.4,0.31,0.4,0.33,0.35,0.31,0.39,0.33,0.44,0.33,0.28,0.33,0.34,0.38,0.32,0.33,0.37,0.37,0.33,0.39,0.33,0.26,0.33,0.3,0.33,0.32,0.36,0.26,0.3,0.35,0.26,0.28,0.36,0.31,0.31,0.34,0.34,0.29,0.4,0.0,0.26,0.31,0.34,0.26,0.32,0.29,0.35,0.26,0.21,0.29,0.3,0.32,0.26,0.23,0.3,0.21,0.36,0.26,0.26,0.27,0.28,0.27,0.27,0.39,0.23,0.24,0.32,0.25,0.24,0.24,0.22,0.27,0.25,0.26,0.24,0.21,0.24,0.26,0.25,0.21,0.22,0.27,0.2,0.0,0.24,0.27,0.26,0.24,0.25,0.25,0.22,0.2,0.26,0.27,0.23,0.24,0.26,0.25,0.26,0.22,0.25,0.3,0.27,0.23,0.21,0.26,0.0,0.23,0.2,0.24,0.22,0.28,0.24,0.23,0.23,0.24,0.23,0.21,0.25,0.21,0.21,0.22,0.26,0.21,0.26,0.23,0.21,0.22,0.2,0.22,0.27,0.23,0.24,0.22,0.2,0.21,0.21,0.2,0.2,0.22,0.0,0.2,0.2,0.0,0.22,0.0,0.2,0.21,0.22,0.0,0.21,0.0,0.0,0.21,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.21,0.23,0.0,0.0,0.2,0.24,0.21,0.21,0.2,0.22,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.2,0.22,0.0,0.0,0.0,59.28
09/14/2021,0.0,0.68,0.63,0.0,0.6,0.67,0.64,0.47,0.47,0.55,0.59,0.53,0.41,0.38,0.41,0.37,0.35,0.43,0.47,0.44,0.33,0.41,0.39,0.44,0.35,0.3,0.47,0.36,0.36,0.42,0.36,0.3,0.35,0.37,0.24,0.31,0.34,0.36,0.48,0.59,0.39,0.31,0.4,0.33,0.35,0.31,0.39,0.33,0.44,0.32,0.28,0.33,0.34,0.38,0.32,0.33,0.37,0.37,0.33,0.39,0.34,0.27,0.34,0.3,0.33,0.32,0.36,0.26,0.3,0.35,0.26,0.29,0.35,0.31,0.31,0.34,0.34,0.29,0.4,0.0,0.26,0.32,0.33,0.26,0.32,0.28,0.35,0.26,0.21,0.29,0.3,0.31,0.26,0.23,0.3,0.22,0.37,0.26,0.26,0.27,0.27,0.28,0.27,0.38,0.23,0.25,0.32,0.25,0.23,0.24,0.22,0.27,0.25,0.26,0.24,0.21,0.24,0.26,0.25,0.21,0.22,0.26,0.2,0.0,0.24,0.27,0.26,0.24,0.24,0.25,0.22,0.2,0.25,0.27,0.23,0.24,0.26,0.24,0.26,0.22,0.25,0.29,0.26,0.23,0.21,0.25,0.0,0.23,0.2,0.24,0.22,0.3,0.23,0.24,0.23,0.24,0.22,0.21,0.26,0.21,0.21,0.22,0.26,0.21,0.26,0.23,0.21,0.23,0.2,0.21,0.28,0.23,0.24,0.22,0.21,0.21,0.21,0.2,0.21,0.22,0.0,0.2,0.2,0.0,0.22,0.0,0.2,0.2,0.22,0.0,0.2,0.2,0.0,0.21,0.0,0.2,0.0,0.21,0.2,0.0,0.0,0.2,0.21,0.23,0.0,0.0,0.2,0.24,0.2,0.21,0.2,0.22,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.0,0.0,59.24999999999999
09/15/2021,0.0,0.68,0.63,0.0,0.6,0.67,0.64,0.47,0.47,0.55,0.59,0.53,0.41,0.38,0.41,0.37,0.35,0.43,0.47,0.44,0.33,0.41,0.39,0.44,0.35,0.3,0.47,0.36,0.36,0.42,0.35,0.29,0.35,0.37,0.24,0.31,0.34,0.36,0.48,0.59,0.39,0.31,0.4,0.33,0.35,0.31,0.39,0.33,0.44,0.32,0.28,0.33,0.34,0.38,0.32,0.33,0.37,0.37,0.33,0.39,0.33,0.27,0.34,0.3,0.33,0.32,0.36,0.26,0.3,0.35,0.26,0.29,0.35,0.31,0.31,0.34,0.34,0.29,0.4,0.0,0.26,0.32,0.33,0.26,0.32,0.28,0.35,0.26,0.21,0.29,0.3,0.31,0.26,0.23,0.3,0.22,0.37,0.26,0.26,0.27,0.27,0.28,0.27,0.38,0.23,0.25,0.32,0.25,0.23,0.24,0.22,0.27,0.25,0.26,0.24,0.21,0.23,0.26,0.25,0.21,0.22,0.26,0.2,0.0,0.24,0.27,0.26,0.24,0.24,0.25,0.22,0.2,0.25,0.27,0.23,0.24,0.26,0.24,0.26,0.22,0.25,0.29,0.26,0.23,0.21,0.25,0.0,0.23,0.2,0.24,0.22,0.3,0.23,0.24,0.23,0.24,0.22,0.21,0.26,0.21,0.2,0.22,0.26,0.21,0.26,0.23,0.21,0.23,0.2,0.21,0.28,0.23,0.24,0.21,0.21,0.21,0.21,0.2,0.2,0.22,0.0,0.2,0.2,0.0,0.22,0.0,0.2,0.2,0.22,0.0,0.2,0.2,0.0,0.21,0.0,0.2,0.0,0.21,0.2,0.0,0.0,0.2,0.21,0.23,0.0,0.0,0.2,0.24,0.2,0.21,0.2,0.22,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.0,0.0,59.18
09/16/2021,0.0,0.67,0.64,0.0,0.59,0.66,0.64,0.49,0.48,0.53,0.58,0.52,0.41,0.37,0.42,0.37,0.35,0.43,0.46,0.44,0.33,0.4,0.39,0.47,0.35,0.28,0.47,0.36,0.36,0.41,0.36,0.3,0.36,0.37,0.23,0.32,0.34,0.36,0.49,0.59,0.39,0.3,0.4,0.33,0.35,0.31,0.39,0.33,0.44,0.33,0.29,0.33,0.35,0.38,0.33,0.33,0.37,0.37,0.33,0.4,0.33,0.26,0.33,0.29,0.33,0.31,0.36,0.25,0.3,0.35,0.26,0.29,0.35,0.31,0.3,0.33,0.34,0.3,0.38,0.0,0.25,0.3,0.32,0.26,0.32,0.28,0.35,0.26,0.22,0.29,0.3,0.3,0.26,0.23,0.3,0.22,0.36,0.25,0.26,0.27,0.28,0.27,0.27,0.37,0.23,0.25,0.32,0.25,0.24,0.24,0.22,0.27,0.25,0.26,0.24,0.22,0.24,0.26,0.25,0.2,0.22,0.26,0.2,0.0,0.24,0.27,0.26,0.23,0.24,0.25,0.22,0.19,0.26,0.27,0.23,0.24,0.26,0.24,0.26,0.22,0.25,0.3,0.27,0.22,0.21,0.25,0.0,0.22,0.21,0.25,0.22,0.28,0.23,0.23,0.23,0.24,0.23,0.22,0.25,0.21,0.2,0.21,0.26,0.21,0.26,0.23,0.21,0.23,0.2,0.22,0.27,0.24,0.24,0.21,0.2,0.21,0.21,0.2,0.21,0.22,0.0,0.2,0.2,0.0,0.23,0.0,0.2,0.21,0.22,0.0,0.21,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.21,0.23,0.0,0.0,0.19,0.25,0.2,0.21,0.0,0.22,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.19,0.19,0.0,59.06
09/17/2021,0.0,0.67,0.64,0.0,0.56,0.66,0.65,0.47,0.48,0.54,0.59,0.53,0.4,0.37,0.4,0.37,0.35,0.42,0.46,0.44,0.33,0.4,0.39,0.47,0.36,0.28,0.47,0.36,0.36,0.41,0.36,0.3,0.35,0.37,0.23,0.31,0.34,0.36,0.5,0.59,0.39,0.31,0.41,0.33,0.35,0.31,0.38,0.32,0.44,0.33,0.28,0.33,0.36,0.39,0.32,0.32,0.39,0.38,0.33,0.4,0.33,0.25,0.33,0.3,0.33,0.31,0.36,0.25,0.31,0.35,0.27,0.29,0.35,0.31,0.31,0.33,0.33,0.29,0.39,0.0,0.26,0.31,0.32,0.26,0.32,0.28,0.35,0.26,0.22,0.3,0.3,0.31,0.26,0.22,0.3,0.22,0.36,0.25,0.25,0.27,0.27,0.27,0.27,0.38,0.23,0.25,0.32,0.24,0.24,0.24,0.22,0.26,0.25,0.26,0.24,0.22,0.23,0.27,0.25,0.2,0.22,0.26,0.19,0.0,0.24,0.28,0.27,0.23,0.24,0.26,0.23,0.0,0.26,0.26,0.22,0.24,0.26,0.23,0.26,0.22,0.26,0.3,0.27,0.22,0.2,0.24,0.0,0.22,0.21,0.25,0.23,0.29,0.23,0.24,0.23,0.24,0.23,0.21,0.25,0.21,0.2,0.21,0.26,0.21,0.26,0.23,0.2,0.23,0.2,0.21,0.27,0.23,0.24,0.21,0.2,0.21,0.21,0.2,0.21,0.21,0.0,0.2,0.21,0.0,0.23,0.0,0.0,0.21,0.22,0.0,0.21,0.0,0.0,0.21,0.0,0.19,0.2,0.21,0.2,0.0,0.0,0.2,0.21,0.23,0.0,0.0,0.2,0.27,0.2,0.21,0.0,0.22,0.2,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.19,0.22,0.19,0.19,0.0,59.08
09/20/2021,0.0,0.68,0.67,0.0,0.54,0.66,0.65,0.48,0.48,0.55,0.59,0.52,0.4,0.38,0.44,0.37,0.34,0.42,0.46,0.44,0.33,0.39,0.42,0.5,0.38,0.27,0.47,0.36,0.35,0.42,0.37,0.31,0.35,0.37,0.24,0.34,0.34,0.35,0.52,0.59,0.39,0.3,0.41,0.33,0.35,0.3,0.39,0.32,0.42,0.33,0.28,0.32,0.38,0.39,0.33,0.31,0.38,0.37,0.34,0.4,0.33,0.24,0.32,0.29,0.33,0.31,0.35,0.25,0.3,0.35,0.26,0.29,0.36,0.31,0.3,0.32,0.34,0.3,0.4,0.0,0.26,0.31,0.32,0.26,0.33,0.27,0.35,0.25,0.22,0.3,0.3,0.3,0.26,0.22,0.3,0.23,0.36,0.24,0.25,0.27,0.28,0.28,0.27,0.38,0.23,0.25,0.32,0.25,0.23,0.23,0.22,0.27,0.24,0.26,0.24,0.24,0.23,0.26,0.25,0.2,0.22,0.26,0.0,0.0,0.24,0.3,0.26,0.23,0.24,0.25,0.23,0.19,0.26,0.27,0.22,0.24,0.26,0.23,0.26,0.22,0.25,0.29,0.27,0.22,0.2,0.25,0.0,0.23,0.2,0.26,0.22,0.31,0.23,0.23,0.23,0.24,0.22,0.21,0.25,0.2,0.2,0.21,0.26,0.21,0.27,0.23,0.2,0.23,0.21,0.21,0.27,0.23,0.25,0.21,0.19,0.21,0.21,0.2,0.21,0.21,0.0,0.2,0.21,0.0,0.23,0.0,0.0,0.2,0.21,0.0,0.21,0.0,0.0,0.2,0.0,0.2,0.19,0.2,0.2,0.19,0.0,0.2,0.21,0.23,0.0,0.0,0.2,0.27,0.19,0.21,0.0,0.23,0.2,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.2,0.22,0.19,0.0,0.0,59.18
09/21/2021,0.0,0.68,0.67,0.0,0.55,0.66,0.64,0.47,0.47,0.54,0.59,0.52,0.39,0.37,0.43,0.37,0.35,0.42,0.47,0.44,0.33,0.38,0.41,0.48,0.37,0.27,0.46,0.36,0.35,0.43,0.36,0.3,0.36,0.37,0.24,0.33,0.34,0.34,0.52,0.59,0.39,0.3,0.4,0.34,0.35,0.3,0.39,0.31,0.41,0.32,0.27,0.32,0.38,0.38,0.33,0.3,0.37,0.36,0.35,0.39,0.33,0.25,0.31,0.3,0.33,0.31,0.34,0.25,0.3,0.35,0.25,0.28,0.36,0.31,0.3,0.31,0.34,0.3,0.39,0.0,0.26,0.31,0.31,0.26,0.33,0.27,0.34,0.25,0.22,0.29,0.29,0.29,0.26,0.23,0.29,0.23,0.35,0.24,0.25,0.27,0.28,0.28,0.26,0.37,0.23,0.25,0.32,0.25,0.23,0.23,0.23,0.27,0.25,0.26,0.24,0.24,0.24,0.27,0.25,0.2,0.21,0.26,0.2,0.0,0.23,0.31,0.27,0.23,0.24,0.25,0.23,0.21,0.26,0.27,0.23,0.24,0.26,0.24,0.26,0.22,0.25,0.29,0.27,0.23,0.2,0.26,0.0,0.22,0.2,0.26,0.22,0.3,0.23,0.24,0.23,0.23,0.22,0.21,0.25,0.2,0.19,0.21,0.26,0.21,0.27,0.23,0.21,0.23,0.2,0.22,0.27,0.23,0.26,0.21,0.0,0.21,0.21,0.2,0.2,0.2,0.0,0.2,0.2,0.0,0.23,0.0,0.2,0.21,0.21,0.0,0.2,0.0,0.0,0.21,0.0,0.2,0.2,0.2,0.2,0.19,0.0,0.2,0.21,0.24,0.0,0.0,0.2,0.27,0.0,0.21,0.0,0.22,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.2,0.24,0.0,0.0,0.2,58.980000000000004
