,SPXL,ProShares UltraPro S&P500,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,TSLA,NVDA,JPM,JNJ,V,HD,UNH,BRK.B,PYPL,PG,DIS,MA,BAC,ADBE,XOM,CMCSA,INTC,VZ,NFLX,PFE,CRM,CSCO,KO,T,PEP,ABT,MRK,ABBV,CVX,TMO,WMT,NKE,LLY,ACN,AVGO,WFC,MCD,TXN,COST,Us Dollars,MDT,DHR,ORCL,QCOM,PM,HON,UNP,C,BMY,NEE,UPS,LOW,AMGN,SBUX,RTX,BA,IBM,CHTR,AMAT,TGT,GS,INTU,AMT,CAT,GE,MMM,AMD,MS,DE,CVS,AXP,NOW,ISRG,SPGI,ANTM,BLK,MO,ZTS,GILD,PLD,MDLZ,MU,LMT,LRCX,FIS,SCHW,CI,USB,SYK,CCI,SQ,ADP,BKNG,TFC,CSX,PNC,TJX,CME,DUK,GM,COF,FDX,MMC,CL,ATVI,NSC,ILMN,SNAP,COP,BDX,SHW,BX,SO,ADSK,EW,ITW,APD,ICE,EQIX,EL,CB,ETN,D,ADI,FISV,BSX,WM,EMR,DD,F,UBER,MCO,TMUS,PGR,BIIB,HUM,GPN,HCA,DG,ECL,NOC,EBAY,TWTR,JCI,VRTX,EOG,IDXX,NEM,DOW,GD,LHX,ROP,SLB,KLAC,TT,TEL,TROW,KMB,A,HPQ,ZM,PSA,EXC,ROST,REGN,IQV,MET,DOCU,AEP,BK,INFO,SPG,ORLY,ALL,PRU,BAX,CNC,ALXN,MSCI,CMG,EA,AIG,SNPS,MPC,PPG,APH,VEEV,SYY,SRE,WDAY,PH,DLR,TRV,OTIS,MSI,WELL,PANW,CDNS,MRVL,FTNT,YUM,CTSH,DXCM,UPRO,WBA,n/a,RMD,MAR,AZO,SUM
09/29/2021,10.73,0.0,5.95,5.7,4.16,2.08,2.05,1.98,1.55,1.26,1.1,0.97,0.88,0.93,0.85,0.84,0.73,0.79,0.73,0.7,0.75,0.66,0.55,0.58,0.52,0.51,0.57,0.54,0.55,0.5,0.47,0.44,0.48,0.48,0.42,0.41,0.42,0.52,0.45,0.41,0.43,0.48,0.44,0.42,0.42,0.41,0.45,0.0,0.38,0.44,0.41,0.34,0.36,0.35,0.31,0.34,0.3,0.36,0.29,0.34,0.28,0.3,0.3,0.28,0.27,0.28,0.29,0.27,0.28,0.31,0.28,0.24,0.25,0.23,0.28,0.28,0.24,0.24,0.24,0.27,0.25,0.24,0.21,0.19,0.21,0.21,0.2,0.21,0.19,0.18,0.18,0.19,0.16,0.2,0.16,0.19,0.19,0.17,0.19,0.18,0.18,0.18,0.16,0.17,0.18,0.15,0.16,0.14,0.17,0.12,0.18,0.15,0.13,0.14,0.14,0.18,0.16,0.15,0.15,0.19,0.15,0.14,0.16,0.13,0.13,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.11,0.12,0.11,0.13,0.11,0.12,0.1,0.11,0.1,0.15,0.12,0.13,0.11,0.12,0.11,0.12,0.1,0.1,0.11,0.09,0.09,0.11,0.11,0.1,0.09,0.12,0.1,0.11,0.1,0.1,0.12,0.09,0.0,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.0,0.0,0.11,0.11,0.0,0.1,0.1,0.09,0.0,0.1,0.0,0.09,0.0,0.1,0.0,0.09,0.0,0.0,0.09,0.0,0.1,0.1,0.09,0.1,0.0,0.09,0.1,10.7,0.0,0.15,0.0,0.09,0.0,93.68
09/30/2021,10.69,0.0,5.92,5.63,4.16,2.1,2.04,1.98,1.59,1.24,1.13,0.97,0.87,0.95,0.85,0.85,0.72,0.79,0.74,0.7,0.77,0.64,0.57,0.58,0.53,0.51,0.58,0.54,0.54,0.5,0.47,0.44,0.48,0.46,0.42,0.41,0.43,0.51,0.45,0.41,0.42,0.47,0.44,0.42,0.42,0.41,0.44,0.0,0.38,0.43,0.41,0.34,0.37,0.35,0.31,0.35,0.3,0.35,0.29,0.35,0.28,0.3,0.3,0.28,0.28,0.28,0.29,0.27,0.29,0.31,0.27,0.24,0.26,0.24,0.29,0.29,0.24,0.25,0.24,0.26,0.24,0.23,0.21,0.2,0.21,0.2,0.2,0.21,0.19,0.19,0.18,0.19,0.17,0.21,0.16,0.2,0.19,0.16,0.19,0.18,0.18,0.18,0.16,0.18,0.18,0.15,0.16,0.15,0.17,0.12,0.17,0.15,0.13,0.14,0.13,0.18,0.16,0.15,0.15,0.18,0.15,0.14,0.16,0.14,0.13,0.14,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.12,0.12,0.12,0.13,0.11,0.12,0.1,0.11,0.1,0.15,0.12,0.13,0.11,0.13,0.11,0.12,0.1,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.09,0.12,0.1,0.11,0.1,0.1,0.11,0.09,0.0,0.09,0.11,0.09,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.0,0.0,0.1,0.11,0.0,0.11,0.1,0.09,0.0,0.1,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.0,0.09,0.0,0.1,0.09,0.09,0.09,0.0,0.09,0.1,10.66,0.0,0.15,0.0,0.09,0.0,93.66
10/01/2021,10.35,0.0,5.95,5.59,4.17,2.08,2.03,1.96,1.61,1.22,1.16,1.0,0.88,0.95,0.87,0.87,0.71,0.81,0.75,0.71,0.79,0.63,0.59,0.58,0.54,0.52,0.58,0.55,0.54,0.51,0.47,0.45,0.49,0.47,0.43,0.43,0.45,0.51,0.45,0.41,0.43,0.47,0.44,0.42,0.43,0.41,0.44,0.0,0.39,0.43,0.42,0.34,0.36,0.35,0.31,0.36,0.31,0.35,0.3,0.35,0.28,0.3,0.31,0.28,0.28,0.29,0.28,0.27,0.29,0.3,0.27,0.25,0.27,0.24,0.28,0.29,0.25,0.26,0.24,0.25,0.25,0.23,0.22,0.2,0.22,0.21,0.21,0.21,0.19,0.19,0.19,0.19,0.17,0.21,0.17,0.2,0.19,0.17,0.19,0.18,0.18,0.19,0.16,0.18,0.18,0.16,0.16,0.15,0.18,0.12,0.18,0.15,0.13,0.14,0.13,0.17,0.17,0.15,0.15,0.18,0.15,0.14,0.16,0.14,0.13,0.14,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.12,0.13,0.12,0.13,0.11,0.12,0.1,0.11,0.11,0.15,0.12,0.13,0.12,0.12,0.11,0.12,0.1,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.0,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.0,0.0,0.1,0.11,0.0,0.11,0.1,0.09,0.0,0.1,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.09,0.09,0.09,0.0,0.09,0.1,10.33,0.0,0.15,0.0,0.09,0.09,93.49
10/04/2021,10.38,0.0,5.98,5.59,4.14,2.07,2.0,1.93,1.62,1.21,1.15,1.0,0.89,0.96,0.87,0.87,0.7,0.81,0.74,0.71,0.79,0.63,0.59,0.59,0.53,0.52,0.6,0.55,0.54,0.51,0.48,0.46,0.49,0.47,0.44,0.43,0.44,0.51,0.45,0.41,0.44,0.47,0.44,0.43,0.43,0.41,0.45,0.0,0.39,0.43,0.43,0.34,0.37,0.35,0.31,0.36,0.31,0.36,0.29,0.35,0.29,0.3,0.31,0.29,0.29,0.29,0.27,0.27,0.29,0.3,0.27,0.25,0.27,0.24,0.27,0.28,0.25,0.26,0.24,0.26,0.25,0.23,0.22,0.2,0.22,0.21,0.21,0.21,0.19,0.18,0.18,0.18,0.17,0.21,0.17,0.2,0.19,0.17,0.18,0.18,0.17,0.19,0.16,0.18,0.18,0.16,0.17,0.15,0.18,0.12,0.18,0.15,0.13,0.14,0.13,0.16,0.17,0.15,0.15,0.18,0.15,0.14,0.16,0.14,0.13,0.14,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.12,0.13,0.11,0.13,0.11,0.12,0.1,0.11,0.11,0.15,0.12,0.13,0.12,0.12,0.11,0.12,0.1,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.09,0.0,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.0,0.0,0.1,0.11,0.09,0.11,0.1,0.09,0.0,0.1,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.09,0.09,0.0,0.09,0.1,10.34,0.0,0.18,0.0,0.09,0.09,93.5
10/05/2021,10.36,0.0,5.97,5.69,4.12,2.09,2.03,1.96,1.6,1.22,1.16,0.98,0.9,0.94,0.85,0.86,0.72,0.8,0.75,0.73,0.79,0.63,0.6,0.61,0.53,0.52,0.61,0.55,0.55,0.5,0.48,0.45,0.49,0.46,0.47,0.43,0.45,0.51,0.44,0.41,0.44,0.47,0.44,0.43,0.42,0.41,0.44,0.0,0.39,0.42,0.42,0.34,0.35,0.35,0.31,0.35,0.31,0.36,0.29,0.35,0.29,0.31,0.31,0.29,0.3,0.29,0.27,0.26,0.29,0.3,0.27,0.24,0.27,0.24,0.28,0.28,0.24,0.25,0.24,0.26,0.25,0.23,0.21,0.19,0.21,0.21,0.2,0.21,0.19,0.18,0.18,0.18,0.17,0.21,0.17,0.2,0.19,0.16,0.18,0.18,0.18,0.19,0.16,0.18,0.17,0.16,0.17,0.15,0.18,0.12,0.18,0.15,0.14,0.14,0.13,0.17,0.17,0.15,0.16,0.18,0.15,0.14,0.15,0.13,0.13,0.14,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.12,0.13,0.12,0.13,0.11,0.12,0.1,0.11,0.11,0.15,0.12,0.13,0.12,0.12,0.11,0.12,0.1,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.11,0.09,0.0,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.0,0.0,0.1,0.11,0.09,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.09,0.09,0.09,0.0,0.09,0.1,10.32,0.0,0.2,0.0,0.09,0.0,93.57
10/06/2021,10.36,0.0,5.97,5.69,4.12,2.09,2.03,1.96,1.6,1.22,1.16,0.98,0.9,0.94,0.85,0.86,0.72,0.8,0.75,0.73,0.79,0.63,0.6,0.61,0.53,0.52,0.61,0.55,0.55,0.5,0.48,0.45,0.49,0.46,0.47,0.43,0.45,0.51,0.44,0.41,0.44,0.47,0.44,0.43,0.42,0.41,0.44,0.0,0.39,0.42,0.42,0.34,0.35,0.35,0.31,0.35,0.31,0.36,0.29,0.35,0.29,0.31,0.31,0.29,0.3,0.29,0.27,0.26,0.29,0.3,0.27,0.24,0.27,0.24,0.28,0.28,0.24,0.25,0.24,0.26,0.25,0.23,0.21,0.19,0.21,0.21,0.2,0.21,0.19,0.18,0.18,0.18,0.17,0.21,0.17,0.2,0.19,0.16,0.18,0.18,0.18,0.19,0.16,0.18,0.17,0.16,0.17,0.15,0.18,0.12,0.18,0.15,0.14,0.14,0.13,0.17,0.17,0.15,0.16,0.18,0.15,0.14,0.15,0.13,0.13,0.14,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.12,0.13,0.12,0.13,0.11,0.12,0.1,0.11,0.11,0.15,0.12,0.13,0.12,0.12,0.11,0.12,0.1,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.11,0.09,0.0,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.0,0.0,0.1,0.11,0.09,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.09,0.09,0.09,0.0,0.09,0.1,10.32,0.0,0.2,0.0,0.09,0.0,93.57
10/07/2021,10.16,0.0,5.94,5.68,4.08,2.03,2.03,1.96,1.65,1.19,1.18,0.99,0.9,0.95,0.85,0.87,0.7,0.81,0.76,0.71,0.81,0.62,0.62,0.61,0.54,0.54,0.61,0.55,0.55,0.51,0.48,0.46,0.49,0.47,0.49,0.44,0.46,0.51,0.45,0.42,0.44,0.47,0.43,0.44,0.43,0.41,0.44,0.0,0.39,0.43,0.43,0.34,0.36,0.36,0.33,0.36,0.31,0.37,0.29,0.36,0.29,0.31,0.32,0.29,0.3,0.3,0.26,0.27,0.29,0.3,0.27,0.25,0.27,0.24,0.28,0.28,0.24,0.25,0.25,0.26,0.24,0.23,0.21,0.19,0.21,0.21,0.2,0.22,0.19,0.18,0.18,0.18,0.17,0.21,0.17,0.2,0.19,0.17,0.18,0.19,0.18,0.19,0.17,0.18,0.17,0.16,0.17,0.16,0.18,0.12,0.18,0.15,0.14,0.15,0.12,0.17,0.18,0.15,0.16,0.17,0.15,0.14,0.15,0.14,0.13,0.14,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.12,0.13,0.12,0.13,0.11,0.12,0.1,0.11,0.1,0.15,0.12,0.13,0.12,0.12,0.1,0.12,0.1,0.12,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.0,0.1,0.11,0.09,0.09,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.0,0.0,0.1,0.11,0.09,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.09,0.0,0.0,0.09,0.0,0.09,0.0,0.1,0.09,0.0,0.09,0.0,0.09,0.1,10.11,0.0,0.22,0.0,0.09,0.0,93.43
10/08/2021,10.16,0.0,5.94,5.68,4.08,2.03,2.03,1.96,1.65,1.19,1.18,0.99,0.9,0.95,0.85,0.87,0.7,0.81,0.76,0.71,0.81,0.62,0.62,0.61,0.54,0.54,0.61,0.55,0.55,0.51,0.48,0.46,0.49,0.47,0.49,0.44,0.46,0.51,0.45,0.42,0.44,0.47,0.43,0.44,0.43,0.41,0.44,0.0,0.39,0.43,0.43,0.34,0.36,0.36,0.33,0.36,0.31,0.37,0.29,0.36,0.29,0.31,0.32,0.29,0.3,0.3,0.26,0.27,0.29,0.3,0.27,0.25,0.27,0.24,0.28,0.28,0.24,0.25,0.25,0.26,0.24,0.23,0.21,0.19,0.21,0.21,0.2,0.22,0.19,0.18,0.18,0.18,0.17,0.21,0.17,0.2,0.19,0.17,0.18,0.19,0.18,0.19,0.17,0.18,0.17,0.16,0.17,0.16,0.18,0.12,0.18,0.15,0.14,0.15,0.12,0.17,0.18,0.15,0.16,0.17,0.15,0.14,0.15,0.14,0.13,0.14,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.12,0.13,0.12,0.13,0.11,0.12,0.1,0.11,0.1,0.15,0.12,0.13,0.12,0.12,0.1,0.12,0.1,0.12,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.0,0.1,0.11,0.09,0.09,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.0,0.0,0.1,0.11,0.09,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.09,0.0,0.0,0.09,0.0,0.09,0.0,0.1,0.09,0.0,0.09,0.0,0.09,0.1,10.11,0.0,0.22,0.0,0.09,0.0,93.43
10/11/2021,10.51,0.0,5.92,5.72,4.09,1.98,2.05,1.97,1.62,1.23,1.16,0.97,0.89,0.95,0.86,0.87,0.7,0.8,0.75,0.7,0.8,0.62,0.59,0.6,0.53,0.51,0.62,0.54,0.54,0.5,0.48,0.44,0.5,0.46,0.47,0.43,0.45,0.51,0.44,0.42,0.44,0.47,0.44,0.43,0.43,0.41,0.44,0.0,0.38,0.42,0.43,0.33,0.35,0.35,0.32,0.35,0.3,0.36,0.29,0.35,0.28,0.3,0.31,0.29,0.29,0.29,0.26,0.26,0.29,0.29,0.26,0.24,0.26,0.23,0.29,0.27,0.24,0.25,0.24,0.26,0.25,0.23,0.21,0.19,0.21,0.21,0.2,0.22,0.19,0.18,0.18,0.17,0.17,0.21,0.17,0.2,0.19,0.16,0.19,0.19,0.18,0.19,0.17,0.18,0.16,0.16,0.17,0.16,0.17,0.12,0.18,0.15,0.13,0.15,0.13,0.17,0.17,0.14,0.16,0.17,0.15,0.14,0.15,0.14,0.13,0.15,0.13,0.14,0.16,0.14,0.14,0.13,0.14,0.14,0.15,0.13,0.12,0.13,0.12,0.13,0.11,0.12,0.1,0.11,0.1,0.14,0.12,0.13,0.12,0.13,0.11,0.12,0.1,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.11,0.09,0.0,0.1,0.11,0.0,0.09,0.1,0.1,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.0,0.0,0.1,0.1,0.09,0.11,0.1,0.09,0.0,0.1,0.0,0.1,0.0,0.09,0.0,0.0,0.09,0.0,0.09,0.0,0.1,0.09,0.1,0.1,0.0,0.09,0.09,10.47,0.0,0.15,0.0,0.09,0.0,93.54
10/12/2021,10.48,0.0,5.92,5.74,4.08,1.99,2.06,1.99,1.61,1.22,1.17,0.97,0.89,0.94,0.87,0.88,0.7,0.8,0.75,0.71,0.8,0.62,0.61,0.57,0.53,0.51,0.63,0.53,0.53,0.5,0.48,0.44,0.5,0.46,0.46,0.44,0.46,0.51,0.44,0.42,0.44,0.47,0.44,0.43,0.43,0.41,0.44,0.0,0.38,0.41,0.44,0.33,0.35,0.35,0.33,0.36,0.29,0.36,0.29,0.35,0.28,0.3,0.32,0.29,0.29,0.27,0.26,0.26,0.29,0.29,0.26,0.24,0.26,0.23,0.28,0.28,0.24,0.25,0.24,0.25,0.24,0.23,0.21,0.19,0.21,0.21,0.2,0.22,0.19,0.18,0.18,0.17,0.17,0.21,0.17,0.2,0.18,0.16,0.18,0.19,0.18,0.19,0.17,0.18,0.16,0.16,0.17,0.17,0.18,0.12,0.18,0.15,0.13,0.15,0.13,0.17,0.18,0.14,0.16,0.18,0.15,0.14,0.15,0.14,0.13,0.15,0.13,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.12,0.13,0.12,0.13,0.11,0.12,0.1,0.11,0.1,0.14,0.12,0.13,0.12,0.13,0.11,0.12,0.1,0.12,0.1,0.1,0.1,0.11,0.11,0.1,0.1,0.11,0.09,0.11,0.1,0.1,0.1,0.09,0.0,0.1,0.11,0.0,0.09,0.1,0.11,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.0,0.0,0.1,0.1,0.09,0.11,0.09,0.1,0.0,0.1,0.0,0.1,0.0,0.09,0.0,0.0,0.09,0.0,0.09,0.0,0.1,0.09,0.1,0.1,0.0,0.09,0.09,10.44,0.0,0.15,0.0,0.09,0.0,93.53
