,AAPL,MSFT,GOOGL,FB,JPM,BRK.B,INTC,BAC,AMZN,UNH,JNJ,VZ,ORCL,HD,WMT,CSCO,PG,MS,V,C,CMCSA,T,MRK,GS,PFE,ABBV,PM,CVS,MO,KO,IBM,MA,LOW,PEP,UPS,AMGN,ANTM,LLY,LMT,NVDA,CI,GILD,BLK,TGT,UNP,TXN,HON,TMO,MET,BIIB,GM,MCD,PGR,USB,AMAT,QCOM,MMM,XOM,HCA,ADBE,CAT,TFC,COST,BK,AXP,HUM,HPQ,ALL,NOC,TMUS,KHC,PYPL,DE,GD,ABT,MDLZ,SCHW,LRCX,AFL,NEE,NKE,DIS,MU,REGN,LEN,DHR,CHTR,SPGI,ALXN,MCK,ADP,EBAY,CSX,CRM,SO,NFLX,KR,VIAC,DHI,NEM,INTU,AMT,CL,TROW,NSC,KMB,MMC,PLD,WisdomTree US High Dividend ETF,DG,CARR,EMR,TRV,EXC,D,DOW,AZO,BMY,GIS,EOG,SPG,SHW,ATVI,ITW,VRTX,FOXA,CME,HIG,MCO,AVGO,ADM,ZTS,TSN,ORLY,ICE,FDX,SYK,LHX,APD,WM,KLAC,CTSH,EL,BBY,SYF,AMP,CMI,VMW,LH,KMI,SRE,WMB,ADI,DUK,BDX,PSA,ABC,PPL,DISCA,LUMN,SCCO,PHM,KDP,SBUX,AEP,EW,HSY,SIVB,OKE,EA,PEG,OMC,NTRS,BAX,PH,BKR,MSI,PCAR,PPG,K,BKNG,FE,AMD,MTB,IP,PAYX,CINF,DISH,APH,SWKS,ISRG,OTIS,NUE,MNST,DFS,RSG,NTAP,NOW,CBRE,XEL,ECL,DLTR,CAH,URI,n/a,CDW,ACI,DGX,FTNT,DHS,A,SUM
09/03/2021,5.01,4.96,4.25,2.59,2.34,1.96,1.72,1.75,1.56,1.6,1.47,1.3,1.25,1.16,1.11,1.15,1.09,1.14,0.94,0.96,0.91,0.82,0.81,0.82,0.85,0.75,0.73,0.72,0.67,0.65,0.6,0.55,0.61,0.61,0.53,0.52,0.5,0.58,0.48,0.54,0.42,0.49,0.47,0.45,0.43,0.44,0.45,0.47,0.44,0.42,0.36,0.42,0.4,0.41,0.39,0.41,0.39,0.33,0.44,0.42,0.35,0.37,0.41,0.38,0.34,0.3,0.31,0.32,0.32,0.29,0.28,0.3,0.33,0.32,0.32,0.29,0.29,0.27,0.27,0.28,0.26,0.25,0.23,0.28,0.26,0.29,0.27,0.26,0.0,0.24,0.24,0.25,0.23,0.24,0.24,0.23,0.26,0.2,0.22,0.19,0.24,0.22,0.19,0.22,0.19,0.19,0.21,0.21,0.0,0.19,0.22,0.2,0.19,0.2,0.19,0.18,0.18,0.18,0.17,0.14,0.18,0.19,0.15,0.18,0.17,0.17,0.16,0.18,0.17,0.18,0.16,0.17,0.17,0.17,0.16,0.14,0.16,0.16,0.14,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.13,0.12,0.14,0.11,0.13,0.12,0.21,0.13,0.13,0.13,0.13,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.12,0.1,0.1,0.1,0.11,0.1,0.12,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.11,0.11,0.12,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.1,0.19,0.1,0.12,0.0,0.1,0.0,0.0,86.39
09/06/2021,4.99,4.94,4.27,2.6,2.34,1.96,1.71,1.73,1.59,1.6,1.48,1.3,1.26,1.15,1.11,1.15,1.1,1.15,0.93,0.96,0.94,0.82,0.81,0.82,0.84,0.7,0.73,0.73,0.67,0.65,0.6,0.55,0.61,0.62,0.54,0.52,0.5,0.57,0.47,0.53,0.43,0.49,0.47,0.44,0.43,0.43,0.45,0.47,0.43,0.42,0.36,0.42,0.4,0.4,0.39,0.41,0.38,0.32,0.44,0.42,0.35,0.37,0.41,0.38,0.34,0.3,0.31,0.32,0.32,0.29,0.28,0.3,0.32,0.32,0.32,0.29,0.29,0.26,0.27,0.29,0.26,0.26,0.23,0.28,0.26,0.29,0.27,0.26,0.0,0.25,0.24,0.25,0.22,0.24,0.24,0.24,0.26,0.2,0.23,0.2,0.24,0.22,0.19,0.22,0.18,0.2,0.21,0.22,0.0,0.19,0.22,0.2,0.19,0.2,0.19,0.18,0.18,0.18,0.17,0.14,0.18,0.19,0.15,0.18,0.17,0.17,0.16,0.19,0.17,0.18,0.16,0.17,0.17,0.17,0.16,0.14,0.16,0.16,0.14,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.13,0.12,0.14,0.11,0.13,0.12,0.2,0.13,0.13,0.14,0.13,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.1,0.11,0.12,0.1,0.11,0.11,0.1,0.1,0.12,0.1,0.1,0.1,0.11,0.11,0.12,0.0,0.1,0.11,0.1,0.1,0.11,0.0,0.11,0.11,0.12,0.1,0.1,0.11,0.1,0.11,0.11,0.1,0.0,0.0,0.0,0.1,0.19,0.1,0.12,0.0,0.0,0.0,0.0,86.4
09/07/2021,5.04,4.92,4.22,2.56,2.33,1.93,1.7,1.72,1.58,1.61,1.49,1.31,1.26,1.17,1.12,1.15,1.1,1.14,0.91,0.95,0.94,0.83,0.82,0.81,0.85,0.69,0.75,0.74,0.68,0.65,0.6,0.53,0.61,0.62,0.54,0.53,0.51,0.57,0.47,0.54,0.44,0.49,0.47,0.44,0.42,0.43,0.45,0.48,0.43,0.41,0.36,0.42,0.4,0.4,0.39,0.41,0.38,0.33,0.44,0.42,0.35,0.37,0.41,0.37,0.33,0.31,0.31,0.32,0.32,0.29,0.27,0.3,0.33,0.32,0.33,0.29,0.28,0.27,0.26,0.29,0.25,0.25,0.23,0.28,0.25,0.29,0.26,0.26,0.0,0.25,0.24,0.25,0.22,0.24,0.24,0.24,0.26,0.2,0.22,0.2,0.23,0.22,0.19,0.21,0.18,0.2,0.21,0.22,0.0,0.19,0.22,0.2,0.19,0.2,0.19,0.18,0.18,0.17,0.17,0.14,0.18,0.19,0.15,0.17,0.17,0.17,0.16,0.19,0.18,0.18,0.16,0.18,0.17,0.17,0.16,0.14,0.16,0.16,0.14,0.16,0.16,0.16,0.15,0.14,0.13,0.15,0.13,0.12,0.14,0.11,0.13,0.12,0.2,0.13,0.13,0.14,0.13,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.1,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.12,0.1,0.0,0.1,0.11,0.11,0.12,0.0,0.1,0.11,0.1,0.11,0.11,0.0,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.12,0.11,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.13,0.1,0.0,0.19,0.0,86.30000000000001
09/08/2021,5.04,4.92,4.22,2.56,2.33,1.93,1.7,1.72,1.58,1.61,1.49,1.31,1.26,1.17,1.12,1.15,1.1,1.14,0.91,0.95,0.94,0.83,0.82,0.81,0.85,0.69,0.75,0.74,0.68,0.65,0.6,0.53,0.61,0.62,0.54,0.53,0.51,0.57,0.47,0.54,0.44,0.49,0.47,0.44,0.42,0.43,0.45,0.48,0.43,0.41,0.36,0.42,0.4,0.4,0.39,0.41,0.38,0.33,0.44,0.42,0.35,0.37,0.41,0.37,0.33,0.31,0.31,0.32,0.32,0.29,0.27,0.3,0.33,0.32,0.33,0.29,0.28,0.27,0.26,0.29,0.25,0.25,0.23,0.28,0.25,0.29,0.26,0.26,0.0,0.25,0.24,0.25,0.22,0.24,0.24,0.24,0.26,0.2,0.22,0.2,0.23,0.22,0.19,0.21,0.18,0.2,0.21,0.22,0.0,0.19,0.22,0.2,0.19,0.2,0.19,0.18,0.18,0.17,0.17,0.14,0.18,0.19,0.15,0.17,0.17,0.17,0.16,0.19,0.18,0.18,0.16,0.18,0.17,0.17,0.16,0.14,0.16,0.16,0.14,0.16,0.16,0.16,0.15,0.14,0.13,0.15,0.13,0.12,0.14,0.11,0.13,0.12,0.2,0.13,0.13,0.14,0.13,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.1,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.12,0.1,0.0,0.1,0.11,0.11,0.12,0.0,0.1,0.11,0.1,0.11,0.11,0.0,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.12,0.11,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.13,0.1,0.0,0.19,0.0,86.30000000000001
09/09/2021,5.04,4.92,4.22,2.56,2.33,1.93,1.7,1.72,1.58,1.61,1.49,1.31,1.26,1.17,1.12,1.15,1.1,1.14,0.91,0.95,0.94,0.83,0.82,0.81,0.85,0.69,0.75,0.74,0.68,0.65,0.6,0.53,0.61,0.62,0.54,0.53,0.51,0.57,0.47,0.54,0.44,0.49,0.47,0.44,0.42,0.43,0.45,0.48,0.43,0.41,0.36,0.42,0.4,0.4,0.39,0.41,0.38,0.33,0.44,0.42,0.35,0.37,0.41,0.37,0.33,0.31,0.31,0.32,0.32,0.29,0.27,0.3,0.33,0.32,0.33,0.29,0.28,0.27,0.26,0.29,0.25,0.25,0.23,0.28,0.25,0.29,0.26,0.26,0.0,0.25,0.24,0.25,0.22,0.24,0.24,0.24,0.26,0.2,0.22,0.2,0.23,0.22,0.19,0.21,0.18,0.2,0.21,0.22,0.0,0.19,0.22,0.2,0.19,0.2,0.19,0.18,0.18,0.17,0.17,0.14,0.18,0.19,0.15,0.17,0.17,0.17,0.16,0.19,0.18,0.18,0.16,0.18,0.17,0.17,0.16,0.14,0.16,0.16,0.14,0.16,0.16,0.16,0.15,0.14,0.13,0.15,0.13,0.12,0.14,0.11,0.13,0.12,0.2,0.13,0.13,0.14,0.13,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.1,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.12,0.1,0.0,0.1,0.11,0.11,0.12,0.0,0.1,0.11,0.1,0.11,0.11,0.0,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.12,0.11,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.13,0.1,0.0,0.19,0.0,86.30000000000001
09/10/2021,5.04,4.92,4.22,2.56,2.33,1.93,1.7,1.72,1.58,1.61,1.49,1.31,1.26,1.17,1.12,1.15,1.1,1.14,0.91,0.95,0.94,0.83,0.82,0.81,0.85,0.69,0.75,0.74,0.68,0.65,0.6,0.53,0.61,0.62,0.54,0.53,0.51,0.57,0.47,0.54,0.44,0.49,0.47,0.44,0.42,0.43,0.45,0.48,0.43,0.41,0.36,0.42,0.4,0.4,0.39,0.41,0.38,0.33,0.44,0.42,0.35,0.37,0.41,0.37,0.33,0.31,0.31,0.32,0.32,0.29,0.27,0.3,0.33,0.32,0.33,0.29,0.28,0.27,0.26,0.29,0.25,0.25,0.23,0.28,0.25,0.29,0.26,0.26,0.0,0.25,0.24,0.25,0.22,0.24,0.24,0.24,0.26,0.2,0.22,0.2,0.23,0.22,0.19,0.21,0.18,0.2,0.21,0.22,0.0,0.19,0.22,0.2,0.19,0.2,0.19,0.18,0.18,0.17,0.17,0.14,0.18,0.19,0.15,0.17,0.17,0.17,0.16,0.19,0.18,0.18,0.16,0.18,0.17,0.17,0.16,0.14,0.16,0.16,0.14,0.16,0.16,0.16,0.15,0.14,0.13,0.15,0.13,0.12,0.14,0.11,0.13,0.12,0.2,0.13,0.13,0.14,0.13,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.1,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.12,0.1,0.0,0.1,0.11,0.11,0.12,0.0,0.1,0.11,0.1,0.11,0.11,0.0,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.12,0.11,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.13,0.1,0.0,0.19,0.0,86.30000000000001
09/13/2021,5.1,4.94,4.25,2.59,2.33,1.93,1.72,1.72,1.62,1.6,1.47,1.31,1.26,1.18,1.12,1.15,1.11,1.14,0.93,0.94,0.92,0.83,0.8,0.8,0.85,0.69,0.74,0.74,0.69,0.65,0.6,0.55,0.61,0.62,0.54,0.52,0.51,0.57,0.47,0.53,0.43,0.5,0.46,0.45,0.43,0.43,0.44,0.48,0.43,0.4,0.36,0.43,0.39,0.39,0.39,0.4,0.37,0.33,0.45,0.42,0.35,0.36,0.42,0.37,0.33,0.31,0.3,0.32,0.31,0.28,0.28,0.3,0.32,0.33,0.33,0.29,0.28,0.26,0.26,0.29,0.25,0.26,0.22,0.28,0.24,0.29,0.26,0.26,0.0,0.25,0.23,0.24,0.22,0.24,0.24,0.25,0.27,0.2,0.21,0.19,0.24,0.23,0.19,0.21,0.18,0.2,0.21,0.22,0.0,0.19,0.22,0.2,0.19,0.2,0.19,0.17,0.18,0.17,0.18,0.14,0.18,0.19,0.15,0.17,0.17,0.16,0.15,0.19,0.18,0.18,0.16,0.18,0.17,0.17,0.16,0.14,0.17,0.16,0.14,0.16,0.16,0.16,0.15,0.13,0.13,0.15,0.13,0.12,0.14,0.11,0.13,0.12,0.2,0.13,0.13,0.14,0.13,0.13,0.11,0.11,0.12,0.11,0.12,0.12,0.13,0.13,0.12,0.12,0.1,0.11,0.12,0.1,0.11,0.11,0.1,0.1,0.12,0.1,0.0,0.1,0.11,0.11,0.12,0.0,0.0,0.11,0.1,0.11,0.11,0.0,0.11,0.11,0.11,0.1,0.0,0.11,0.1,0.11,0.11,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.13,0.1,0.0,0.19,0.1,86.35000000000001
09/14/2021,4.97,4.93,4.22,2.63,2.34,1.94,1.75,1.72,1.61,1.57,1.45,1.31,1.28,1.2,1.12,1.15,1.12,1.16,0.93,0.95,0.92,0.83,0.79,0.81,0.84,0.68,0.75,0.72,0.69,0.65,0.6,0.55,0.62,0.62,0.54,0.51,0.49,0.54,0.47,0.54,0.42,0.5,0.47,0.45,0.42,0.44,0.44,0.49,0.44,0.38,0.37,0.43,0.39,0.4,0.4,0.41,0.37,0.33,0.46,0.42,0.35,0.37,0.42,0.37,0.33,0.31,0.3,0.32,0.31,0.28,0.28,0.3,0.32,0.33,0.33,0.29,0.29,0.27,0.26,0.29,0.26,0.26,0.23,0.28,0.24,0.29,0.26,0.27,0.0,0.25,0.23,0.24,0.22,0.23,0.24,0.25,0.25,0.2,0.21,0.2,0.24,0.22,0.19,0.21,0.18,0.2,0.22,0.21,0.0,0.19,0.22,0.19,0.19,0.2,0.19,0.17,0.19,0.17,0.18,0.14,0.18,0.19,0.15,0.17,0.16,0.17,0.15,0.19,0.18,0.18,0.16,0.18,0.17,0.17,0.16,0.14,0.17,0.17,0.14,0.17,0.17,0.16,0.15,0.14,0.13,0.15,0.13,0.12,0.14,0.11,0.13,0.12,0.21,0.13,0.13,0.13,0.13,0.13,0.11,0.11,0.12,0.11,0.12,0.13,0.12,0.13,0.12,0.12,0.1,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.12,0.1,0.0,0.11,0.11,0.1,0.12,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.11,0.11,0.12,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.12,0.1,0.0,0.19,0.0,86.35000000000001
09/15/2021,4.97,4.93,4.22,2.63,2.34,1.94,1.75,1.72,1.61,1.57,1.45,1.31,1.28,1.2,1.12,1.15,1.12,1.16,0.93,0.95,0.92,0.83,0.79,0.81,0.84,0.68,0.75,0.72,0.69,0.65,0.6,0.55,0.62,0.62,0.54,0.51,0.49,0.54,0.47,0.54,0.42,0.5,0.47,0.45,0.42,0.44,0.44,0.49,0.44,0.38,0.37,0.43,0.39,0.4,0.4,0.41,0.37,0.33,0.46,0.42,0.35,0.37,0.42,0.37,0.33,0.31,0.3,0.32,0.31,0.28,0.28,0.3,0.32,0.33,0.33,0.29,0.29,0.27,0.26,0.29,0.26,0.26,0.23,0.28,0.24,0.29,0.26,0.27,0.0,0.25,0.23,0.24,0.22,0.23,0.24,0.25,0.25,0.2,0.21,0.2,0.24,0.22,0.19,0.21,0.18,0.2,0.22,0.21,0.0,0.19,0.22,0.19,0.19,0.2,0.19,0.17,0.19,0.17,0.18,0.14,0.18,0.19,0.15,0.17,0.16,0.17,0.15,0.19,0.18,0.18,0.16,0.18,0.17,0.17,0.16,0.14,0.17,0.17,0.14,0.17,0.17,0.16,0.15,0.14,0.13,0.15,0.13,0.12,0.14,0.11,0.13,0.12,0.21,0.13,0.13,0.13,0.13,0.13,0.11,0.11,0.12,0.11,0.12,0.13,0.12,0.13,0.12,0.12,0.1,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.12,0.1,0.0,0.11,0.11,0.1,0.12,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.11,0.11,0.12,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.12,0.1,0.0,0.19,0.0,86.35000000000001
09/16/2021,4.97,4.93,4.22,2.63,2.34,1.94,1.75,1.72,1.61,1.57,1.45,1.31,1.28,1.2,1.12,1.15,1.12,1.16,0.93,0.95,0.92,0.83,0.79,0.81,0.84,0.68,0.75,0.72,0.69,0.65,0.6,0.55,0.62,0.62,0.54,0.51,0.49,0.54,0.47,0.54,0.42,0.5,0.47,0.45,0.42,0.44,0.44,0.49,0.44,0.38,0.37,0.43,0.39,0.4,0.4,0.41,0.37,0.33,0.46,0.42,0.35,0.37,0.42,0.37,0.33,0.31,0.3,0.32,0.31,0.28,0.28,0.3,0.32,0.33,0.33,0.29,0.29,0.27,0.26,0.29,0.26,0.26,0.23,0.28,0.24,0.29,0.26,0.27,0.0,0.25,0.23,0.24,0.22,0.23,0.24,0.25,0.25,0.2,0.21,0.2,0.24,0.22,0.19,0.21,0.18,0.2,0.22,0.21,0.0,0.19,0.22,0.19,0.19,0.2,0.19,0.17,0.19,0.17,0.18,0.14,0.18,0.19,0.15,0.17,0.16,0.17,0.15,0.19,0.18,0.18,0.16,0.18,0.17,0.17,0.16,0.14,0.17,0.17,0.14,0.17,0.17,0.16,0.15,0.14,0.13,0.15,0.13,0.12,0.14,0.11,0.13,0.12,0.21,0.13,0.13,0.13,0.13,0.13,0.11,0.11,0.12,0.11,0.12,0.13,0.12,0.13,0.12,0.12,0.1,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.12,0.1,0.0,0.11,0.11,0.1,0.12,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.11,0.11,0.12,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.12,0.1,0.0,0.19,0.0,86.35000000000001
09/17/2021,4.96,4.93,4.25,2.6,2.37,1.95,1.78,1.75,1.6,1.61,1.43,1.31,1.26,1.21,1.11,1.15,1.13,1.16,0.92,0.96,0.93,0.84,0.78,0.82,0.82,0.68,0.74,0.73,0.68,0.65,0.61,0.55,0.63,0.62,0.54,0.51,0.51,0.53,0.46,0.53,0.43,0.5,0.46,0.44,0.41,0.45,0.44,0.48,0.44,0.38,0.38,0.44,0.39,0.41,0.41,0.41,0.37,0.34,0.46,0.41,0.35,0.37,0.42,0.37,0.34,0.31,0.3,0.32,0.31,0.28,0.28,0.3,0.31,0.32,0.32,0.29,0.29,0.27,0.26,0.29,0.25,0.26,0.23,0.27,0.24,0.28,0.27,0.26,0.0,0.25,0.23,0.24,0.22,0.23,0.24,0.25,0.25,0.2,0.21,0.19,0.24,0.22,0.19,0.21,0.18,0.2,0.22,0.21,0.0,0.19,0.22,0.19,0.2,0.21,0.19,0.18,0.19,0.17,0.18,0.15,0.18,0.19,0.15,0.17,0.17,0.17,0.15,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.14,0.16,0.16,0.14,0.17,0.17,0.16,0.15,0.14,0.14,0.15,0.13,0.12,0.14,0.11,0.13,0.12,0.22,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.12,0.11,0.12,0.13,0.12,0.13,0.12,0.12,0.1,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.12,0.1,0.0,0.11,0.11,0.1,0.12,0.0,0.1,0.11,0.1,0.1,0.11,0.0,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.12,0.1,0.0,0.19,0.0,86.45
09/20/2021,4.95,5.06,4.31,2.58,2.35,1.94,1.79,1.71,1.61,1.62,1.43,1.31,1.25,1.2,1.1,1.13,1.12,1.15,0.92,0.96,0.88,0.84,0.78,0.8,0.82,0.68,0.75,0.74,0.67,0.65,0.6,0.55,0.62,0.62,0.54,0.52,0.52,0.53,0.46,0.53,0.42,0.5,0.46,0.45,0.41,0.46,0.44,0.48,0.44,0.37,0.38,0.43,0.39,0.42,0.42,0.4,0.37,0.34,0.46,0.42,0.35,0.37,0.42,0.37,0.33,0.3,0.3,0.32,0.31,0.27,0.28,0.3,0.31,0.32,0.33,0.29,0.29,0.27,0.26,0.29,0.25,0.26,0.23,0.28,0.24,0.29,0.26,0.27,0.0,0.26,0.23,0.24,0.21,0.23,0.24,0.25,0.24,0.2,0.21,0.2,0.25,0.22,0.19,0.21,0.18,0.2,0.22,0.21,0.0,0.19,0.22,0.19,0.19,0.21,0.19,0.17,0.19,0.17,0.18,0.16,0.18,0.19,0.15,0.17,0.16,0.17,0.15,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.14,0.17,0.16,0.14,0.17,0.18,0.16,0.15,0.13,0.14,0.15,0.13,0.12,0.14,0.12,0.13,0.12,0.22,0.13,0.13,0.13,0.14,0.13,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.12,0.1,0.1,0.12,0.1,0.12,0.12,0.1,0.0,0.11,0.11,0.1,0.12,0.1,0.0,0.11,0.1,0.1,0.11,0.0,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.12,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.13,0.1,0.0,0.19,0.0,86.50000000000001
09/21/2021,4.9,5.03,4.24,2.55,2.36,1.95,1.78,1.74,1.62,1.65,1.44,1.32,1.24,1.22,1.12,1.13,1.13,1.15,0.92,0.96,0.9,0.84,0.78,0.79,0.82,0.69,0.74,0.74,0.67,0.64,0.6,0.55,0.64,0.62,0.53,0.53,0.53,0.52,0.46,0.53,0.43,0.5,0.45,0.46,0.41,0.46,0.44,0.51,0.45,0.38,0.38,0.44,0.39,0.41,0.42,0.39,0.37,0.34,0.47,0.42,0.34,0.37,0.42,0.36,0.34,0.31,0.3,0.32,0.31,0.28,0.29,0.29,0.31,0.32,0.33,0.29,0.29,0.27,0.26,0.28,0.25,0.26,0.24,0.28,0.25,0.29,0.26,0.27,0.0,0.26,0.23,0.24,0.21,0.24,0.24,0.25,0.24,0.2,0.22,0.19,0.24,0.22,0.19,0.21,0.18,0.2,0.21,0.21,0.0,0.19,0.22,0.19,0.19,0.21,0.19,0.17,0.19,0.17,0.18,0.16,0.18,0.19,0.15,0.17,0.17,0.18,0.15,0.19,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.14,0.17,0.16,0.14,0.16,0.18,0.16,0.14,0.14,0.14,0.15,0.13,0.12,0.14,0.11,0.13,0.12,0.22,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.12,0.1,0.1,0.12,0.1,0.11,0.12,0.1,0.0,0.11,0.11,0.1,0.12,0.1,0.0,0.11,0.1,0.1,0.11,0.0,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.12,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.12,0.1,0.0,0.19,0.0,86.5
09/22/2021,4.9,5.03,4.24,2.55,2.36,1.95,1.78,1.74,1.62,1.65,1.44,1.32,1.24,1.22,1.12,1.13,1.13,1.15,0.92,0.96,0.9,0.84,0.78,0.79,0.82,0.69,0.74,0.74,0.67,0.64,0.6,0.55,0.64,0.62,0.53,0.53,0.53,0.52,0.46,0.53,0.43,0.5,0.45,0.46,0.41,0.46,0.44,0.51,0.45,0.38,0.38,0.44,0.39,0.41,0.42,0.39,0.37,0.34,0.47,0.42,0.34,0.37,0.42,0.36,0.34,0.31,0.3,0.32,0.31,0.28,0.29,0.29,0.31,0.32,0.33,0.29,0.29,0.27,0.26,0.28,0.25,0.26,0.24,0.28,0.25,0.29,0.26,0.27,0.0,0.26,0.23,0.24,0.21,0.24,0.24,0.25,0.24,0.2,0.22,0.19,0.24,0.22,0.19,0.21,0.18,0.2,0.21,0.21,0.0,0.19,0.22,0.19,0.19,0.21,0.19,0.17,0.19,0.17,0.18,0.16,0.18,0.19,0.15,0.17,0.17,0.18,0.15,0.19,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.14,0.17,0.16,0.14,0.16,0.18,0.16,0.14,0.14,0.14,0.15,0.13,0.12,0.14,0.11,0.13,0.12,0.22,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.12,0.1,0.1,0.12,0.1,0.11,0.12,0.1,0.0,0.11,0.11,0.1,0.12,0.1,0.0,0.11,0.1,0.1,0.11,0.0,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.12,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.12,0.1,0.0,0.19,0.0,86.5
09/23/2021,4.9,5.03,4.24,2.55,2.36,1.95,1.78,1.74,1.62,1.65,1.44,1.32,1.24,1.22,1.12,1.13,1.13,1.15,0.92,0.96,0.9,0.84,0.78,0.79,0.82,0.69,0.74,0.74,0.67,0.64,0.6,0.55,0.64,0.62,0.53,0.53,0.53,0.52,0.46,0.53,0.43,0.5,0.45,0.46,0.41,0.46,0.44,0.51,0.45,0.38,0.38,0.44,0.39,0.41,0.42,0.39,0.37,0.34,0.47,0.42,0.34,0.37,0.42,0.36,0.34,0.31,0.3,0.32,0.31,0.28,0.29,0.29,0.31,0.32,0.33,0.29,0.29,0.27,0.26,0.28,0.25,0.26,0.24,0.28,0.25,0.29,0.26,0.27,0.0,0.26,0.23,0.24,0.21,0.24,0.24,0.25,0.24,0.2,0.22,0.19,0.24,0.22,0.19,0.21,0.18,0.2,0.21,0.21,0.0,0.19,0.22,0.19,0.19,0.21,0.19,0.17,0.19,0.17,0.18,0.16,0.18,0.19,0.15,0.17,0.17,0.18,0.15,0.19,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.14,0.17,0.16,0.14,0.16,0.18,0.16,0.14,0.14,0.14,0.15,0.13,0.12,0.14,0.11,0.13,0.12,0.22,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.12,0.1,0.1,0.12,0.1,0.11,0.12,0.1,0.0,0.11,0.11,0.1,0.12,0.1,0.0,0.11,0.1,0.1,0.11,0.0,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.12,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.12,0.1,0.0,0.19,0.0,86.5
