,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,V,PYPL,HD,PG,MA,DIS,BAC,ADBE,XOM,CMCSA,NFLX,VZ,INTC,CRM,CSCO,KO,T,PEP,CVX,AVGO,NKE,WMT,ACN,WFC,TXN,COST,MCD,QCOM,PM,HON,LIN,UPS,UNP,C,NEE,ORCL,LOW,MS,INTU,BA,SBUX,IBM,GS,AMAT,RTX,AMT,BLK,TGT,CAT,GE,MMM,AMD,DE,SCHW,AXP,NOW,CHTR,SPGI,MU,LMT,LRCX,PLD,FIS,MO,MDLZ,BKNG,CCI,ADP,TMUS,COP,PNC,TJX,USB,CME,DUK,GM,EQIX,EL,TFC,ATVI,CSX,FDX,CB,MMC,COF,CL,ICE,NSC,SHW,ITW,FISV,ADSK,SO,ADI,APD,MCO,D,ETN,F,Cash,NXPI,EMR,PGR,GPN,TWTR,WM,FCX,AON,NOC,ECL,ROP,DG,KLAC,NEM,JCI,CMG,EOG,PSA,DOW,MSCI,TEL,EBAY,KMB,TROW,TT,ROST,SLB,MET,LHX,SNPS,APTV,EXC,SPG,GD,SRE,DLR,INFO,AEP,EA,BK,DD,PPG,MCHP,PRU,PH,APH,AIG,STZ,ORLY,ALL,CARR,SYY,MPC,CDNS,PXD,TRV,WBA,IFF,MSI,GIS,PSX,MAR,CTSH,CMI,XLNX,HPQ,DFS,KMI,TDG,XEL,AZO,SBAC,WELL,PAYX,MNST,YUM,HLT,FRC,SWK,ADM,AFL,ROK,CTAS,OTIS,CTVA,WMB,VLO,FTNT,GLW,SWKS,AME,EFX,CBRE,AVB,NUE,n/a,KR,SIVB,STT,FAST,AMP,ZBRA,PEG,AWK,VRSK,ANSS,KEYS,WLTW,MTCH,SUM
09/02/2021,7.08,6.65,4.42,2.65,2.54,2.42,1.63,1.64,1.51,1.42,1.29,1.0,1.08,1.08,1.05,0.99,0.89,0.93,0.75,0.83,0.71,0.71,0.67,0.72,0.72,0.68,0.62,0.67,0.61,0.62,0.66,0.61,0.63,0.59,0.54,0.59,0.56,0.52,0.48,0.5,0.5,0.43,0.45,0.43,0.47,0.49,0.42,0.44,0.45,0.39,0.44,0.39,0.4,0.4,0.41,0.4,0.38,0.4,0.35,0.35,0.36,0.4,0.35,0.32,0.35,0.35,0.32,0.32,0.27,0.28,0.28,0.29,0.29,0.27,0.28,0.26,0.26,0.28,0.26,0.23,0.24,0.26,0.23,0.24,0.25,0.22,0.24,0.24,0.22,0.2,0.23,0.21,0.24,0.23,0.23,0.21,0.21,0.2,0.22,0.2,0.21,0.22,0.21,0.19,0.2,0.19,0.19,0.19,0.17,0.0,0.18,0.19,0.17,0.18,0.17,0.18,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.15,0.16,0.18,0.13,0.15,0.14,0.16,0.15,0.14,0.14,0.14,0.15,0.14,0.12,0.13,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.14,0.12,0.11,0.13,0.11,0.12,0.1,0.12,0.12,0.11,0.0,0.12,0.12,0.11,0.12,0.11,0.12,0.1,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.11,0.0,0.0,0.0,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.93
09/03/2021,7.08,6.65,4.42,2.65,2.54,2.42,1.63,1.64,1.51,1.42,1.29,1.0,1.08,1.08,1.05,0.99,0.89,0.93,0.75,0.83,0.71,0.71,0.67,0.72,0.72,0.68,0.62,0.67,0.61,0.62,0.66,0.61,0.63,0.59,0.54,0.59,0.56,0.52,0.48,0.5,0.5,0.43,0.45,0.43,0.47,0.49,0.42,0.44,0.45,0.39,0.44,0.39,0.4,0.4,0.41,0.4,0.38,0.4,0.35,0.35,0.36,0.4,0.35,0.32,0.35,0.35,0.32,0.32,0.27,0.28,0.28,0.29,0.29,0.27,0.28,0.26,0.26,0.28,0.26,0.23,0.24,0.26,0.23,0.24,0.25,0.22,0.24,0.24,0.22,0.2,0.23,0.21,0.24,0.23,0.23,0.21,0.21,0.2,0.22,0.2,0.21,0.22,0.21,0.19,0.2,0.19,0.19,0.19,0.17,0.0,0.18,0.19,0.17,0.18,0.17,0.18,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.15,0.16,0.18,0.13,0.15,0.14,0.16,0.15,0.14,0.14,0.14,0.15,0.14,0.12,0.13,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.14,0.12,0.11,0.13,0.11,0.12,0.1,0.12,0.12,0.11,0.0,0.12,0.12,0.11,0.12,0.11,0.12,0.1,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.11,0.0,0.0,0.0,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.93
09/06/2021,7.22,6.8,4.45,2.7,2.61,2.49,1.62,1.69,1.67,1.45,1.14,1.0,1.04,1.06,0.9,0.99,0.93,0.96,0.7,0.85,0.78,0.68,0.65,0.77,0.75,0.66,0.59,0.65,0.57,0.61,0.62,0.61,0.65,0.55,0.52,0.61,0.54,0.49,0.49,0.48,0.49,0.43,0.44,0.44,0.51,0.49,0.44,0.47,0.46,0.37,0.41,0.38,0.43,0.37,0.38,0.41,0.4,0.37,0.35,0.35,0.34,0.4,0.36,0.33,0.32,0.39,0.35,0.33,0.25,0.26,0.25,0.31,0.24,0.28,0.26,0.27,0.26,0.27,0.24,0.23,0.25,0.26,0.23,0.21,0.24,0.19,0.25,0.24,0.23,0.19,0.22,0.19,0.25,0.24,0.22,0.2,0.2,0.19,0.22,0.2,0.21,0.19,0.21,0.26,0.18,0.19,0.19,0.2,0.15,0.0,0.18,0.19,0.17,0.14,0.15,0.18,0.16,0.2,0.16,0.17,0.16,0.16,0.16,0.14,0.16,0.18,0.12,0.15,0.14,0.17,0.15,0.15,0.14,0.15,0.15,0.13,0.12,0.14,0.14,0.16,0.12,0.15,0.13,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.11,0.13,0.13,0.12,0.14,0.14,0.11,0.12,0.12,0.14,0.12,0.11,0.14,0.11,0.12,0.11,0.11,0.13,0.11,0.0,0.11,0.12,0.11,0.12,0.11,0.11,0.1,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.0,0.0,0.12,0.0,0.0,0.1,0.0,0.1,0.1,0.11,0.35,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,87.12
09/07/2021,7.26,6.8,4.47,2.71,2.62,2.51,1.6,1.7,1.71,1.45,1.14,1.01,1.05,1.06,0.9,0.99,0.93,0.97,0.7,0.85,0.79,0.69,0.65,0.77,0.75,0.66,0.59,0.65,0.57,0.62,0.62,0.61,0.66,0.55,0.52,0.62,0.54,0.49,0.5,0.48,0.49,0.43,0.43,0.44,0.5,0.49,0.44,0.47,0.46,0.36,0.41,0.38,0.42,0.37,0.38,0.42,0.39,0.37,0.35,0.34,0.34,0.4,0.36,0.32,0.31,0.4,0.34,0.33,0.25,0.26,0.26,0.31,0.23,0.28,0.26,0.27,0.26,0.27,0.24,0.23,0.25,0.26,0.23,0.21,0.24,0.19,0.25,0.24,0.23,0.19,0.22,0.19,0.25,0.24,0.21,0.2,0.2,0.19,0.22,0.2,0.21,0.19,0.21,0.26,0.18,0.19,0.19,0.2,0.15,0.0,0.18,0.19,0.17,0.14,0.15,0.18,0.16,0.2,0.16,0.17,0.16,0.16,0.16,0.14,0.16,0.18,0.12,0.15,0.14,0.17,0.15,0.15,0.14,0.15,0.14,0.12,0.12,0.14,0.14,0.16,0.12,0.14,0.13,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.11,0.11,0.13,0.13,0.12,0.14,0.14,0.11,0.12,0.12,0.14,0.12,0.11,0.14,0.11,0.12,0.11,0.11,0.13,0.11,0.0,0.11,0.12,0.11,0.12,0.11,0.11,0.1,0.1,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.35,0.0,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,87.21000000000001
09/08/2021,7.26,6.8,4.47,2.71,2.62,2.51,1.6,1.7,1.71,1.45,1.14,1.01,1.05,1.06,0.9,0.99,0.93,0.97,0.7,0.85,0.79,0.69,0.65,0.77,0.75,0.66,0.59,0.65,0.57,0.62,0.62,0.61,0.66,0.55,0.52,0.62,0.54,0.49,0.5,0.48,0.49,0.43,0.43,0.44,0.5,0.49,0.44,0.47,0.46,0.36,0.41,0.38,0.42,0.37,0.38,0.42,0.39,0.37,0.35,0.34,0.34,0.4,0.36,0.32,0.31,0.4,0.34,0.33,0.25,0.26,0.26,0.31,0.23,0.28,0.26,0.27,0.26,0.27,0.24,0.23,0.25,0.26,0.23,0.21,0.24,0.19,0.25,0.24,0.23,0.19,0.22,0.19,0.25,0.24,0.21,0.2,0.2,0.19,0.22,0.2,0.21,0.19,0.21,0.26,0.18,0.19,0.19,0.2,0.15,0.0,0.18,0.19,0.17,0.14,0.15,0.18,0.16,0.2,0.16,0.17,0.16,0.16,0.16,0.14,0.16,0.18,0.12,0.15,0.14,0.17,0.15,0.15,0.14,0.15,0.14,0.12,0.12,0.14,0.14,0.16,0.12,0.14,0.13,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.11,0.11,0.13,0.13,0.12,0.14,0.14,0.11,0.12,0.12,0.14,0.12,0.11,0.14,0.11,0.12,0.11,0.11,0.13,0.11,0.0,0.11,0.12,0.11,0.12,0.11,0.11,0.1,0.1,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.35,0.0,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,87.21000000000001
09/09/2021,7.26,6.8,4.47,2.71,2.62,2.51,1.6,1.7,1.71,1.45,1.14,1.01,1.05,1.06,0.9,0.99,0.93,0.97,0.7,0.85,0.79,0.69,0.65,0.77,0.75,0.66,0.59,0.65,0.57,0.62,0.62,0.61,0.66,0.55,0.52,0.62,0.54,0.49,0.5,0.48,0.49,0.43,0.43,0.44,0.5,0.49,0.44,0.47,0.46,0.36,0.41,0.38,0.42,0.37,0.38,0.42,0.39,0.37,0.35,0.34,0.34,0.4,0.36,0.32,0.31,0.4,0.34,0.33,0.25,0.26,0.26,0.31,0.23,0.28,0.26,0.27,0.26,0.27,0.24,0.23,0.25,0.26,0.23,0.21,0.24,0.19,0.25,0.24,0.23,0.19,0.22,0.19,0.25,0.24,0.21,0.2,0.2,0.19,0.22,0.2,0.21,0.19,0.21,0.26,0.18,0.19,0.19,0.2,0.15,0.0,0.18,0.19,0.17,0.14,0.15,0.18,0.16,0.2,0.16,0.17,0.16,0.16,0.16,0.14,0.16,0.18,0.12,0.15,0.14,0.17,0.15,0.15,0.14,0.15,0.14,0.12,0.12,0.14,0.14,0.16,0.12,0.14,0.13,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.11,0.11,0.13,0.13,0.12,0.14,0.14,0.11,0.12,0.12,0.14,0.12,0.11,0.14,0.11,0.12,0.11,0.11,0.13,0.11,0.0,0.11,0.12,0.11,0.12,0.11,0.11,0.1,0.1,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.35,0.0,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,87.21000000000001
09/10/2021,7.39,6.8,4.53,2.76,2.64,2.53,1.59,1.75,1.7,1.45,1.15,1.03,1.05,1.06,0.91,1.01,0.94,0.96,0.69,0.83,0.81,0.68,0.65,0.77,0.75,0.65,0.59,0.64,0.56,0.62,0.62,0.61,0.66,0.55,0.52,0.61,0.53,0.49,0.5,0.47,0.5,0.43,0.43,0.44,0.5,0.48,0.44,0.47,0.46,0.36,0.41,0.37,0.42,0.37,0.38,0.41,0.39,0.36,0.35,0.34,0.33,0.4,0.35,0.32,0.31,0.39,0.34,0.32,0.25,0.25,0.25,0.31,0.24,0.28,0.25,0.27,0.26,0.26,0.24,0.23,0.25,0.25,0.23,0.21,0.24,0.19,0.25,0.24,0.22,0.18,0.22,0.19,0.25,0.24,0.21,0.19,0.2,0.19,0.22,0.19,0.21,0.19,0.21,0.26,0.18,0.19,0.18,0.2,0.15,0.0,0.18,0.18,0.16,0.14,0.16,0.18,0.16,0.2,0.16,0.17,0.16,0.16,0.16,0.14,0.16,0.18,0.12,0.15,0.14,0.17,0.15,0.14,0.14,0.15,0.14,0.12,0.12,0.14,0.14,0.16,0.12,0.14,0.13,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.11,0.11,0.13,0.13,0.12,0.14,0.14,0.11,0.12,0.12,0.14,0.12,0.11,0.14,0.1,0.12,0.11,0.11,0.13,0.0,0.0,0.11,0.12,0.0,0.12,0.1,0.11,0.0,0.1,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.1,0.1,0.11,0.1,0.11,0.1,0.0,0.0,0.13,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.35,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,87.27000000000001
09/13/2021,7.3,6.77,4.52,2.74,2.64,2.53,1.6,1.76,1.67,1.46,1.16,1.01,1.06,1.07,0.94,1.02,0.93,0.97,0.69,0.82,0.8,0.68,0.65,0.76,0.75,0.65,0.59,0.65,0.56,0.62,0.63,0.61,0.66,0.55,0.52,0.63,0.54,0.48,0.48,0.47,0.49,0.41,0.43,0.44,0.51,0.49,0.44,0.47,0.47,0.36,0.42,0.37,0.42,0.37,0.38,0.41,0.39,0.37,0.34,0.34,0.33,0.39,0.34,0.33,0.32,0.38,0.33,0.33,0.25,0.25,0.25,0.3,0.24,0.28,0.26,0.27,0.25,0.26,0.23,0.23,0.25,0.25,0.23,0.21,0.24,0.19,0.24,0.24,0.22,0.18,0.21,0.19,0.25,0.25,0.21,0.2,0.2,0.19,0.22,0.19,0.21,0.19,0.21,0.27,0.18,0.19,0.19,0.19,0.15,0.0,0.18,0.18,0.16,0.15,0.15,0.18,0.15,0.2,0.16,0.17,0.16,0.16,0.16,0.14,0.16,0.18,0.12,0.15,0.13,0.17,0.15,0.14,0.14,0.15,0.14,0.12,0.11,0.14,0.14,0.16,0.12,0.15,0.13,0.14,0.13,0.13,0.14,0.13,0.12,0.13,0.11,0.11,0.13,0.13,0.12,0.13,0.14,0.11,0.13,0.12,0.14,0.12,0.11,0.14,0.11,0.12,0.11,0.11,0.13,0.11,0.0,0.11,0.12,0.0,0.12,0.0,0.11,0.0,0.1,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.1,0.0,0.11,0.1,0.11,0.1,0.0,0.0,0.12,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.36,0.1,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,87.15
09/14/2021,7.11,6.78,4.53,2.77,2.61,2.49,1.6,1.73,1.71,1.45,1.16,1.01,1.07,1.07,0.93,1.02,0.92,0.97,0.69,0.83,0.81,0.68,0.66,0.76,0.74,0.66,0.59,0.65,0.57,0.63,0.63,0.61,0.67,0.56,0.53,0.63,0.55,0.49,0.49,0.47,0.49,0.43,0.42,0.44,0.51,0.5,0.44,0.47,0.47,0.35,0.43,0.37,0.42,0.38,0.38,0.41,0.39,0.37,0.35,0.34,0.33,0.39,0.34,0.33,0.32,0.38,0.34,0.33,0.25,0.25,0.26,0.3,0.24,0.28,0.26,0.27,0.25,0.26,0.23,0.23,0.25,0.25,0.23,0.21,0.24,0.19,0.24,0.24,0.22,0.19,0.21,0.19,0.25,0.25,0.21,0.2,0.2,0.19,0.22,0.19,0.2,0.19,0.21,0.28,0.18,0.19,0.19,0.19,0.15,0.0,0.18,0.18,0.16,0.15,0.15,0.18,0.16,0.2,0.16,0.17,0.16,0.16,0.17,0.14,0.16,0.18,0.12,0.15,0.14,0.17,0.15,0.14,0.14,0.15,0.14,0.12,0.11,0.14,0.14,0.16,0.12,0.15,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.11,0.11,0.13,0.13,0.11,0.14,0.14,0.11,0.13,0.12,0.14,0.12,0.11,0.14,0.11,0.12,0.11,0.11,0.13,0.11,0.0,0.11,0.12,0.11,0.12,0.1,0.11,0.0,0.1,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.1,0.0,0.11,0.11,0.11,0.1,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.37,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,87.19
09/15/2021,7.11,6.78,4.53,2.77,2.61,2.49,1.6,1.73,1.71,1.45,1.16,1.01,1.07,1.07,0.93,1.02,0.92,0.97,0.69,0.83,0.81,0.68,0.66,0.76,0.74,0.66,0.59,0.65,0.57,0.63,0.63,0.61,0.67,0.56,0.53,0.63,0.55,0.49,0.49,0.47,0.49,0.43,0.42,0.44,0.51,0.5,0.44,0.47,0.47,0.35,0.43,0.37,0.42,0.38,0.38,0.41,0.39,0.37,0.35,0.34,0.33,0.39,0.34,0.33,0.32,0.38,0.34,0.33,0.25,0.25,0.26,0.3,0.24,0.28,0.26,0.27,0.25,0.26,0.23,0.23,0.25,0.25,0.23,0.21,0.24,0.19,0.24,0.24,0.22,0.19,0.21,0.19,0.25,0.25,0.21,0.2,0.2,0.19,0.22,0.19,0.2,0.19,0.21,0.28,0.18,0.19,0.19,0.19,0.15,0.0,0.18,0.18,0.16,0.15,0.15,0.18,0.16,0.2,0.16,0.17,0.16,0.16,0.17,0.14,0.16,0.18,0.12,0.15,0.14,0.17,0.15,0.14,0.14,0.15,0.14,0.12,0.11,0.14,0.14,0.16,0.12,0.15,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.11,0.11,0.13,0.13,0.11,0.14,0.14,0.11,0.13,0.12,0.14,0.12,0.11,0.14,0.11,0.12,0.11,0.11,0.13,0.11,0.0,0.11,0.12,0.11,0.12,0.1,0.11,0.0,0.1,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.1,0.0,0.11,0.11,0.11,0.1,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.37,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,87.19
09/16/2021,7.11,6.79,4.5,2.74,2.63,2.51,1.61,1.74,1.68,1.47,1.15,1.0,1.08,1.08,0.93,1.02,0.94,0.95,0.71,0.83,0.79,0.68,0.67,0.75,0.74,0.66,0.59,0.65,0.57,0.63,0.62,0.6,0.66,0.57,0.54,0.62,0.55,0.49,0.49,0.47,0.5,0.43,0.42,0.44,0.5,0.49,0.44,0.47,0.46,0.36,0.43,0.38,0.43,0.39,0.38,0.41,0.39,0.37,0.35,0.35,0.33,0.38,0.34,0.33,0.32,0.38,0.34,0.33,0.25,0.25,0.26,0.3,0.24,0.28,0.26,0.27,0.25,0.26,0.23,0.24,0.25,0.25,0.23,0.21,0.24,0.2,0.24,0.24,0.23,0.18,0.21,0.19,0.25,0.24,0.22,0.2,0.2,0.19,0.22,0.19,0.2,0.19,0.21,0.28,0.18,0.19,0.19,0.19,0.15,0.0,0.18,0.18,0.16,0.15,0.14,0.18,0.16,0.2,0.16,0.17,0.16,0.15,0.17,0.14,0.16,0.18,0.12,0.15,0.14,0.17,0.15,0.14,0.14,0.15,0.14,0.12,0.12,0.14,0.14,0.16,0.12,0.15,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.11,0.11,0.13,0.13,0.12,0.14,0.14,0.11,0.13,0.12,0.14,0.12,0.11,0.14,0.11,0.12,0.11,0.11,0.13,0.11,0.0,0.11,0.12,0.11,0.12,0.0,0.11,0.1,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.1,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.38,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,87.21000000000001
09/17/2021,7.09,6.89,4.52,2.76,2.65,2.53,1.6,1.75,1.69,1.45,1.15,1.01,1.08,1.09,0.93,1.01,0.92,0.95,0.7,0.78,0.78,0.69,0.67,0.75,0.74,0.66,0.59,0.65,0.57,0.63,0.62,0.6,0.67,0.58,0.55,0.62,0.55,0.48,0.49,0.47,0.5,0.42,0.42,0.43,0.51,0.48,0.44,0.46,0.47,0.36,0.43,0.37,0.42,0.39,0.38,0.42,0.39,0.37,0.34,0.33,0.33,0.39,0.34,0.32,0.32,0.38,0.33,0.33,0.25,0.25,0.26,0.3,0.24,0.27,0.26,0.28,0.25,0.26,0.23,0.23,0.25,0.25,0.23,0.21,0.24,0.2,0.24,0.24,0.22,0.18,0.21,0.19,0.25,0.24,0.21,0.2,0.2,0.19,0.22,0.19,0.2,0.19,0.21,0.28,0.18,0.19,0.19,0.19,0.15,0.0,0.18,0.18,0.16,0.15,0.15,0.18,0.15,0.2,0.16,0.17,0.16,0.15,0.17,0.14,0.16,0.18,0.12,0.15,0.13,0.17,0.15,0.14,0.14,0.15,0.14,0.12,0.12,0.14,0.14,0.16,0.12,0.15,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.11,0.11,0.13,0.13,0.12,0.14,0.14,0.11,0.13,0.12,0.14,0.12,0.11,0.14,0.11,0.12,0.1,0.11,0.13,0.11,0.0,0.12,0.12,0.0,0.12,0.1,0.11,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.11,0.1,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.39,0.1,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,87.19000000000001
09/20/2021,7.07,6.95,4.51,2.72,2.66,2.54,1.6,1.77,1.69,1.45,1.15,1.0,1.07,1.08,0.92,1.01,0.92,0.97,0.72,0.79,0.78,0.68,0.67,0.75,0.73,0.66,0.59,0.65,0.57,0.64,0.61,0.6,0.67,0.58,0.55,0.62,0.55,0.47,0.49,0.47,0.5,0.42,0.41,0.44,0.5,0.48,0.44,0.46,0.47,0.36,0.41,0.37,0.42,0.39,0.39,0.41,0.39,0.37,0.34,0.34,0.33,0.39,0.34,0.32,0.32,0.38,0.33,0.33,0.25,0.25,0.26,0.3,0.24,0.28,0.26,0.28,0.25,0.26,0.22,0.24,0.25,0.25,0.24,0.21,0.24,0.2,0.24,0.23,0.22,0.18,0.21,0.19,0.25,0.24,0.22,0.2,0.2,0.19,0.22,0.19,0.2,0.19,0.21,0.28,0.18,0.19,0.18,0.19,0.16,0.0,0.18,0.18,0.16,0.15,0.15,0.18,0.16,0.2,0.16,0.17,0.16,0.15,0.17,0.14,0.16,0.18,0.13,0.15,0.13,0.17,0.15,0.14,0.14,0.15,0.14,0.12,0.12,0.14,0.14,0.16,0.13,0.15,0.13,0.14,0.13,0.13,0.14,0.13,0.12,0.13,0.11,0.11,0.13,0.13,0.12,0.14,0.14,0.11,0.13,0.12,0.14,0.12,0.12,0.14,0.11,0.12,0.11,0.11,0.13,0.11,0.0,0.12,0.12,0.11,0.12,0.1,0.11,0.1,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.1,0.11,0.1,0.11,0.1,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.39,0.0,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,87.25000000000001
09/21/2021,7.02,6.9,4.63,2.66,2.62,2.43,1.57,1.89,1.67,1.44,1.14,1.0,1.09,1.07,0.92,1.02,0.92,0.95,0.71,0.8,0.8,0.69,0.67,0.77,0.73,0.65,0.6,0.65,0.57,0.64,0.61,0.63,0.65,0.58,0.55,0.63,0.56,0.46,0.49,0.46,0.49,0.42,0.4,0.43,0.49,0.44,0.45,0.45,0.47,0.36,0.41,0.37,0.4,0.39,0.38,0.41,0.38,0.37,0.33,0.34,0.32,0.38,0.3,0.32,0.32,0.39,0.29,0.33,0.26,0.26,0.26,0.3,0.23,0.27,0.26,0.28,0.25,0.26,0.23,0.24,0.24,0.26,0.24,0.21,0.23,0.23,0.23,0.23,0.23,0.19,0.21,0.2,0.24,0.24,0.22,0.2,0.2,0.19,0.22,0.19,0.2,0.19,0.21,0.28,0.18,0.19,0.18,0.19,0.16,0.0,0.17,0.18,0.17,0.15,0.15,0.18,0.15,0.2,0.16,0.17,0.16,0.16,0.18,0.13,0.16,0.18,0.13,0.15,0.13,0.17,0.14,0.15,0.14,0.15,0.13,0.13,0.12,0.14,0.14,0.16,0.12,0.15,0.13,0.14,0.13,0.13,0.15,0.13,0.12,0.12,0.11,0.11,0.13,0.12,0.12,0.14,0.14,0.11,0.13,0.12,0.15,0.12,0.12,0.14,0.11,0.12,0.11,0.0,0.12,0.11,0.0,0.12,0.12,0.1,0.12,0.1,0.11,0.1,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.1,0.11,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.34,0.0,0.12,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.13,86.95000000000002
