,AAPL,XOM,MSFT,JPM,WFC,T,BRK.B,CVX,VZ,BAC,C,INTC,JNJ,WMT,UNH,CSCO,PFE,CMCSA,GE,IBM,PG,CVS,DIS,GOOG,GOOGL,HD,F,GM,FB,MRK,GME,GILD,ORCL,VLO,ABBV,PSX,AMZN,BA,GS,PEP,COF,AIG,COP,PM,WBA,ANTM,TGT,MPC,COST,AMGN,UNP,KO,RTX,MDT,AXP,MCD,QCOM,MMM,MO,HON,SLB,MS,LOW,USB,TXN,CAT,ADM,KR,OXY,V,PNC,TRV,MU,DUK,FDX,SBUX,ACN,NKE,MDLZ,DD,MCK,PRU,DFS,EXC,LIN,UPS,HUM,AMAT,SYF,MET,HPE,BMY,AVGO,TJX,ABT,DE,CHTR,LMT,GD,ALL,ETN,SO,NEE,MA,BK,HCA,CSX,NUE,LLY,EMR,LUMN,LYB,BKNG,KMI,CAH,BLK,M,CB,CI,KSS,AFL,EOG,TMO,NSC,NOC,GLW,ITW,HPQ,BIIB,JCI,EBAY,D,TSN,WDC,NVDA,DG,WM,AEP,ALLY,TFC,IP,BG,CMI,BKR,MMC,CTSH,SYY,SPG,ADP,CL,PPG,AMP,CCL,DHR,PYPL,FITB,CNC,DXC,TMUS,BBY,TROW,STX,AON,S+p500 Emini Fut Sep21 Xcme 20210917,VIAC,TEL,LRCX,NXPI,DOW,PCAR,HAL,MRO,KHC,WMB,PGR,OKE,CARR,ADBE,SCHW,GIS,FE,SYK,ED,PEG,HIG,WRK,SRE,APTV,BBBY,PPL,WELL,INTU,AVT,SPGI,PH,TT,STT,AMT,YUM,XEL,iShares Core S&P Total US Stock Mkt ETF,031330.KQ,CCI,KMB,ORLY,ECL,URI,ITOT,ABC,002270.KS,GE.,581.HK,BTU,n/a,ROST,806.HK,688180.SS,ADI,NTAP,AA,GT,WY,BDX,CAR,APD,HFC,MTB,EIX,DLTR,DHI,BAX,LEN,SUM
08/31/2021,3.72,2.05,1.89,1.58,1.58,1.29,1.32,1.16,1.04,1.03,1.03,0.93,1.0,0.95,0.93,0.93,0.98,0.77,0.72,0.68,0.71,0.69,0.65,0.72,0.73,0.64,0.55,0.52,0.6,0.51,0.52,0.53,0.56,0.43,0.52,0.4,0.46,0.45,0.53,0.49,0.52,0.53,0.41,0.46,0.45,0.42,0.43,0.42,0.48,0.37,0.41,0.42,0.39,0.41,0.38,0.38,0.37,0.35,0.37,0.35,0.3,0.37,0.34,0.32,0.31,0.3,0.3,0.35,0.23,0.28,0.29,0.3,0.26,0.29,0.24,0.27,0.3,0.27,0.25,0.24,0.26,0.26,0.27,0.26,0.26,0.22,0.21,0.23,0.25,0.24,0.24,0.23,0.24,0.24,0.23,0.23,0.24,0.2,0.22,0.22,0.23,0.22,0.23,0.19,0.22,0.23,0.2,0.24,0.22,0.21,0.17,0.19,0.2,0.17,0.16,0.2,0.22,0.21,0.16,0.19,0.18,0.14,0.18,0.16,0.17,0.17,0.17,0.16,0.16,0.18,0.17,0.16,0.16,0.13,0.16,0.15,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.12,0.15,0.12,0.13,0.11,0.11,0.12,0.12,0.13,0.12,0.14,0.0,0.11,0.13,0.11,0.12,0.11,0.1,0.1,0.0,0.1,0.1,0.11,0.1,0.13,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.1,0.1,0.11,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.23,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.93
09/01/2021,3.72,2.05,1.89,1.58,1.58,1.29,1.32,1.16,1.04,1.03,1.03,0.93,1.0,0.95,0.93,0.93,0.98,0.77,0.72,0.68,0.71,0.69,0.65,0.72,0.73,0.64,0.55,0.52,0.6,0.51,0.52,0.53,0.56,0.43,0.52,0.4,0.46,0.45,0.53,0.49,0.52,0.53,0.41,0.46,0.45,0.42,0.43,0.42,0.48,0.37,0.41,0.42,0.39,0.41,0.38,0.38,0.37,0.35,0.37,0.35,0.3,0.37,0.34,0.32,0.31,0.3,0.3,0.35,0.23,0.28,0.29,0.3,0.26,0.29,0.24,0.27,0.3,0.27,0.25,0.24,0.26,0.26,0.27,0.26,0.26,0.22,0.21,0.23,0.25,0.24,0.24,0.23,0.24,0.24,0.23,0.23,0.24,0.2,0.22,0.22,0.23,0.22,0.23,0.19,0.22,0.23,0.2,0.24,0.22,0.21,0.17,0.19,0.2,0.17,0.16,0.2,0.22,0.21,0.16,0.19,0.18,0.14,0.18,0.16,0.17,0.17,0.17,0.16,0.16,0.18,0.17,0.16,0.16,0.13,0.16,0.15,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.12,0.15,0.12,0.13,0.11,0.11,0.12,0.12,0.13,0.12,0.14,0.0,0.11,0.13,0.11,0.12,0.11,0.1,0.1,0.0,0.1,0.1,0.11,0.1,0.13,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.1,0.1,0.11,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.23,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.93
09/02/2021,3.72,2.05,1.89,1.58,1.58,1.29,1.32,1.16,1.04,1.03,1.03,0.93,1.0,0.95,0.93,0.93,0.98,0.77,0.72,0.68,0.71,0.69,0.65,0.72,0.73,0.64,0.55,0.52,0.6,0.51,0.52,0.53,0.56,0.43,0.52,0.4,0.46,0.45,0.53,0.49,0.52,0.53,0.41,0.46,0.45,0.42,0.43,0.42,0.48,0.37,0.41,0.42,0.39,0.41,0.38,0.38,0.37,0.35,0.37,0.35,0.3,0.37,0.34,0.32,0.31,0.3,0.3,0.35,0.23,0.28,0.29,0.3,0.26,0.29,0.24,0.27,0.3,0.27,0.25,0.24,0.26,0.26,0.27,0.26,0.26,0.22,0.21,0.23,0.25,0.24,0.24,0.23,0.24,0.24,0.23,0.23,0.24,0.2,0.22,0.22,0.23,0.22,0.23,0.19,0.22,0.23,0.2,0.24,0.22,0.21,0.17,0.19,0.2,0.17,0.16,0.2,0.22,0.21,0.16,0.19,0.18,0.14,0.18,0.16,0.17,0.17,0.17,0.16,0.16,0.18,0.17,0.16,0.16,0.13,0.16,0.15,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.12,0.15,0.12,0.13,0.11,0.11,0.12,0.12,0.13,0.12,0.14,0.0,0.11,0.13,0.11,0.12,0.11,0.1,0.1,0.0,0.1,0.1,0.11,0.1,0.13,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.1,0.1,0.11,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.23,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.93
09/03/2021,3.84,2.04,1.92,1.56,1.54,1.3,1.32,1.16,1.05,1.02,1.01,0.93,1.01,0.96,0.93,0.93,0.99,0.78,0.72,0.68,0.72,0.7,0.65,0.73,0.74,0.64,0.54,0.51,0.62,0.51,0.53,0.53,0.56,0.42,0.52,0.4,0.47,0.44,0.52,0.49,0.49,0.53,0.41,0.46,0.45,0.42,0.44,0.41,0.48,0.38,0.4,0.42,0.38,0.41,0.37,0.38,0.38,0.36,0.37,0.35,0.29,0.37,0.34,0.32,0.31,0.3,0.3,0.35,0.23,0.28,0.28,0.3,0.26,0.29,0.24,0.27,0.3,0.27,0.25,0.24,0.26,0.26,0.26,0.27,0.26,0.22,0.21,0.23,0.24,0.24,0.24,0.23,0.24,0.24,0.23,0.24,0.24,0.2,0.22,0.21,0.24,0.22,0.24,0.19,0.22,0.23,0.2,0.25,0.22,0.21,0.17,0.19,0.19,0.16,0.16,0.19,0.22,0.21,0.15,0.19,0.18,0.14,0.19,0.16,0.17,0.16,0.17,0.16,0.16,0.18,0.17,0.16,0.16,0.13,0.16,0.15,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.11,0.15,0.12,0.13,0.11,0.11,0.12,0.12,0.13,0.12,0.14,0.0,0.1,0.13,0.11,0.13,0.11,0.1,0.0,0.0,0.1,0.1,0.11,0.1,0.13,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.1,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.24,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.99000000000001
09/06/2021,3.85,2.03,1.9,1.56,1.41,1.31,1.31,1.15,1.06,1.0,1.01,0.93,1.02,0.97,0.94,0.94,0.99,0.81,0.72,0.68,0.72,0.72,0.66,0.72,0.73,0.65,0.54,0.51,0.61,0.52,0.54,0.54,0.56,0.42,0.48,0.39,0.47,0.44,0.52,0.5,0.48,0.54,0.41,0.47,0.48,0.44,0.43,0.4,0.49,0.38,0.4,0.43,0.38,0.41,0.36,0.39,0.38,0.35,0.38,0.35,0.29,0.37,0.34,0.31,0.31,0.3,0.3,0.36,0.24,0.27,0.28,0.3,0.26,0.3,0.24,0.28,0.3,0.27,0.25,0.24,0.27,0.26,0.25,0.27,0.26,0.22,0.22,0.23,0.23,0.24,0.24,0.23,0.24,0.24,0.24,0.24,0.24,0.2,0.23,0.21,0.23,0.23,0.24,0.19,0.21,0.23,0.2,0.24,0.22,0.21,0.18,0.18,0.19,0.16,0.17,0.19,0.22,0.21,0.16,0.18,0.18,0.14,0.19,0.16,0.17,0.16,0.17,0.16,0.16,0.18,0.17,0.16,0.16,0.13,0.16,0.14,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.13,0.15,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.12,0.15,0.12,0.13,0.11,0.11,0.11,0.12,0.13,0.12,0.14,0.0,0.11,0.12,0.11,0.12,0.11,0.1,0.0,0.0,0.1,0.1,0.11,0.1,0.13,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.11,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.23,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.97
09/07/2021,3.88,2.03,1.91,1.56,1.41,1.32,1.3,1.16,1.06,1.01,1.01,0.93,1.02,0.98,0.94,0.94,0.99,0.81,0.72,0.69,0.72,0.72,0.66,0.73,0.74,0.65,0.54,0.51,0.61,0.52,0.52,0.54,0.56,0.42,0.48,0.39,0.48,0.44,0.52,0.5,0.47,0.54,0.41,0.48,0.47,0.43,0.43,0.41,0.49,0.38,0.4,0.43,0.38,0.41,0.36,0.39,0.38,0.36,0.38,0.35,0.29,0.37,0.34,0.31,0.31,0.3,0.3,0.36,0.23,0.28,0.29,0.3,0.26,0.3,0.24,0.28,0.3,0.27,0.25,0.23,0.27,0.26,0.25,0.27,0.26,0.22,0.22,0.23,0.23,0.24,0.25,0.23,0.24,0.24,0.24,0.24,0.24,0.2,0.23,0.21,0.23,0.23,0.24,0.19,0.21,0.23,0.19,0.23,0.22,0.21,0.17,0.18,0.2,0.16,0.17,0.19,0.21,0.21,0.16,0.18,0.18,0.14,0.19,0.16,0.17,0.16,0.17,0.16,0.16,0.18,0.17,0.16,0.16,0.13,0.16,0.14,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.13,0.15,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.11,0.15,0.12,0.13,0.11,0.11,0.12,0.12,0.13,0.12,0.14,0.0,0.11,0.12,0.11,0.12,0.11,0.11,0.0,0.0,0.1,0.1,0.11,0.1,0.13,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.0,0.0,0.11,0.1,0.11,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.12,0.23,0.0,0.0,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.06
09/08/2021,3.88,2.03,1.91,1.56,1.41,1.32,1.3,1.16,1.06,1.01,1.01,0.93,1.02,0.98,0.94,0.94,0.99,0.81,0.72,0.69,0.72,0.72,0.66,0.73,0.74,0.65,0.54,0.51,0.61,0.52,0.52,0.54,0.56,0.42,0.48,0.39,0.48,0.44,0.52,0.5,0.47,0.54,0.41,0.48,0.47,0.43,0.43,0.41,0.49,0.38,0.4,0.43,0.38,0.41,0.36,0.39,0.38,0.36,0.38,0.35,0.29,0.37,0.34,0.31,0.31,0.3,0.3,0.36,0.23,0.28,0.29,0.3,0.26,0.3,0.24,0.28,0.3,0.27,0.25,0.23,0.27,0.26,0.25,0.27,0.26,0.22,0.22,0.23,0.23,0.24,0.25,0.23,0.24,0.24,0.24,0.24,0.24,0.2,0.23,0.21,0.23,0.23,0.24,0.19,0.21,0.23,0.19,0.23,0.22,0.21,0.17,0.18,0.2,0.16,0.17,0.19,0.21,0.21,0.16,0.18,0.18,0.14,0.19,0.16,0.17,0.16,0.17,0.16,0.16,0.18,0.17,0.16,0.16,0.13,0.16,0.14,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.13,0.15,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.11,0.15,0.12,0.13,0.11,0.11,0.12,0.12,0.13,0.12,0.14,0.0,0.11,0.12,0.11,0.12,0.11,0.11,0.0,0.0,0.1,0.1,0.11,0.1,0.13,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.0,0.0,0.11,0.1,0.11,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.12,0.23,0.0,0.0,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.06
09/09/2021,3.88,2.03,1.91,1.56,1.41,1.32,1.3,1.16,1.06,1.01,1.01,0.93,1.02,0.98,0.94,0.94,0.99,0.81,0.72,0.69,0.72,0.72,0.66,0.73,0.74,0.65,0.54,0.51,0.61,0.52,0.52,0.54,0.56,0.42,0.48,0.39,0.48,0.44,0.52,0.5,0.47,0.54,0.41,0.48,0.47,0.43,0.43,0.41,0.49,0.38,0.4,0.43,0.38,0.41,0.36,0.39,0.38,0.36,0.38,0.35,0.29,0.37,0.34,0.31,0.31,0.3,0.3,0.36,0.23,0.28,0.29,0.3,0.26,0.3,0.24,0.28,0.3,0.27,0.25,0.23,0.27,0.26,0.25,0.27,0.26,0.22,0.22,0.23,0.23,0.24,0.25,0.23,0.24,0.24,0.24,0.24,0.24,0.2,0.23,0.21,0.23,0.23,0.24,0.19,0.21,0.23,0.19,0.23,0.22,0.21,0.17,0.18,0.2,0.16,0.17,0.19,0.21,0.21,0.16,0.18,0.18,0.14,0.19,0.16,0.17,0.16,0.17,0.16,0.16,0.18,0.17,0.16,0.16,0.13,0.16,0.14,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.13,0.15,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.11,0.15,0.12,0.13,0.11,0.11,0.12,0.12,0.13,0.12,0.14,0.0,0.11,0.12,0.11,0.12,0.11,0.11,0.0,0.0,0.1,0.1,0.11,0.1,0.13,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.0,0.0,0.11,0.1,0.11,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.12,0.23,0.0,0.0,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.06
09/10/2021,3.97,2.03,1.91,1.56,1.42,1.32,1.3,1.16,1.06,1.02,1.01,0.94,1.01,0.97,0.94,0.94,1.0,0.8,0.71,0.68,0.73,0.72,0.68,0.73,0.74,0.65,0.54,0.51,0.63,0.52,0.51,0.53,0.56,0.42,0.48,0.39,0.48,0.44,0.52,0.49,0.47,0.54,0.41,0.48,0.47,0.44,0.43,0.41,0.49,0.38,0.4,0.42,0.38,0.42,0.36,0.39,0.38,0.34,0.39,0.34,0.29,0.37,0.34,0.31,0.31,0.3,0.3,0.36,0.23,0.28,0.29,0.3,0.26,0.29,0.24,0.28,0.3,0.27,0.25,0.23,0.27,0.26,0.25,0.27,0.26,0.22,0.22,0.23,0.23,0.24,0.24,0.23,0.24,0.23,0.24,0.23,0.24,0.2,0.23,0.21,0.23,0.23,0.24,0.19,0.21,0.23,0.19,0.24,0.21,0.21,0.17,0.18,0.2,0.16,0.17,0.19,0.22,0.21,0.16,0.18,0.18,0.14,0.19,0.16,0.17,0.16,0.17,0.16,0.16,0.18,0.17,0.16,0.16,0.13,0.16,0.14,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.13,0.15,0.14,0.13,0.13,0.13,0.12,0.11,0.14,0.11,0.15,0.13,0.13,0.11,0.11,0.11,0.12,0.13,0.12,0.14,0.0,0.11,0.12,0.11,0.12,0.11,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.13,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.11,0.1,0.11,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0.24,0.0,0.0,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.10000000000001
09/13/2021,3.93,2.03,1.91,1.57,1.43,1.33,1.31,1.15,1.06,1.02,1.01,0.94,0.99,0.97,0.94,0.94,0.99,0.79,0.72,0.69,0.73,0.72,0.69,0.74,0.74,0.67,0.54,0.51,0.63,0.5,0.51,0.53,0.57,0.42,0.47,0.38,0.48,0.44,0.52,0.5,0.47,0.54,0.41,0.47,0.47,0.43,0.44,0.4,0.5,0.37,0.39,0.43,0.38,0.41,0.37,0.39,0.37,0.34,0.39,0.35,0.28,0.38,0.34,0.31,0.31,0.3,0.3,0.36,0.23,0.28,0.29,0.3,0.26,0.3,0.24,0.29,0.31,0.27,0.25,0.23,0.27,0.26,0.25,0.28,0.26,0.22,0.22,0.23,0.23,0.24,0.24,0.22,0.24,0.23,0.24,0.23,0.23,0.2,0.23,0.21,0.23,0.23,0.24,0.2,0.21,0.24,0.19,0.23,0.2,0.2,0.18,0.17,0.2,0.16,0.17,0.19,0.22,0.21,0.16,0.18,0.18,0.14,0.19,0.16,0.17,0.16,0.17,0.16,0.15,0.18,0.16,0.17,0.16,0.13,0.16,0.14,0.16,0.15,0.14,0.14,0.13,0.13,0.13,0.13,0.15,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.11,0.15,0.13,0.13,0.11,0.11,0.11,0.12,0.13,0.12,0.14,0.0,0.11,0.12,0.11,0.12,0.11,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.0,0.0,0.11,0.1,0.11,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.12,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.00999999999999
09/14/2021,3.83,2.04,1.92,1.57,1.44,1.33,1.31,1.16,1.06,1.01,1.01,0.96,1.0,0.98,0.92,0.93,0.99,0.8,0.71,0.69,0.74,0.71,0.69,0.73,0.74,0.67,0.54,0.53,0.63,0.51,0.5,0.54,0.57,0.42,0.47,0.38,0.49,0.43,0.52,0.5,0.48,0.54,0.41,0.48,0.47,0.42,0.44,0.41,0.51,0.37,0.39,0.43,0.38,0.41,0.37,0.4,0.38,0.34,0.39,0.35,0.28,0.38,0.35,0.31,0.32,0.3,0.31,0.33,0.23,0.28,0.29,0.3,0.26,0.3,0.24,0.29,0.31,0.27,0.25,0.23,0.27,0.26,0.25,0.28,0.26,0.22,0.22,0.24,0.23,0.24,0.23,0.22,0.25,0.23,0.24,0.23,0.24,0.2,0.23,0.21,0.23,0.23,0.24,0.2,0.21,0.24,0.19,0.23,0.2,0.2,0.17,0.18,0.2,0.16,0.17,0.19,0.21,0.21,0.16,0.17,0.18,0.14,0.2,0.16,0.17,0.16,0.17,0.16,0.15,0.18,0.17,0.16,0.16,0.13,0.16,0.14,0.16,0.15,0.15,0.14,0.13,0.13,0.13,0.14,0.15,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.11,0.15,0.13,0.13,0.1,0.11,0.11,0.12,0.13,0.12,0.15,0.0,0.11,0.12,0.11,0.12,0.11,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.0,0.0,0.11,0.1,0.11,0.0,0.11,0.0,0.1,0.1,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.12,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.07
09/15/2021,3.83,2.04,1.92,1.57,1.44,1.33,1.31,1.16,1.06,1.01,1.01,0.96,1.0,0.98,0.92,0.93,0.99,0.8,0.71,0.69,0.74,0.71,0.69,0.73,0.74,0.67,0.54,0.53,0.63,0.51,0.5,0.54,0.57,0.42,0.47,0.38,0.49,0.43,0.52,0.5,0.48,0.54,0.41,0.48,0.47,0.42,0.44,0.41,0.51,0.37,0.39,0.43,0.38,0.41,0.37,0.4,0.38,0.34,0.39,0.35,0.28,0.38,0.35,0.31,0.32,0.3,0.31,0.33,0.23,0.28,0.29,0.3,0.26,0.3,0.24,0.29,0.31,0.27,0.25,0.23,0.27,0.26,0.25,0.28,0.26,0.22,0.22,0.24,0.23,0.24,0.23,0.22,0.25,0.23,0.24,0.23,0.24,0.2,0.23,0.21,0.23,0.23,0.24,0.2,0.21,0.24,0.19,0.23,0.2,0.2,0.17,0.18,0.2,0.16,0.17,0.19,0.21,0.21,0.16,0.17,0.18,0.14,0.2,0.16,0.17,0.16,0.17,0.16,0.15,0.18,0.17,0.16,0.16,0.13,0.16,0.14,0.16,0.15,0.15,0.14,0.13,0.13,0.13,0.14,0.15,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.11,0.15,0.13,0.13,0.1,0.11,0.11,0.12,0.13,0.12,0.15,0.0,0.11,0.12,0.11,0.12,0.11,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.0,0.0,0.11,0.1,0.11,0.0,0.11,0.0,0.1,0.1,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.12,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.07
09/16/2021,3.83,2.04,1.92,1.57,1.44,1.33,1.31,1.16,1.06,1.01,1.01,0.96,1.0,0.98,0.92,0.93,0.99,0.8,0.71,0.69,0.74,0.71,0.69,0.73,0.74,0.67,0.54,0.53,0.63,0.51,0.5,0.54,0.57,0.42,0.47,0.38,0.49,0.43,0.52,0.5,0.48,0.54,0.41,0.48,0.47,0.42,0.44,0.41,0.51,0.37,0.39,0.43,0.38,0.41,0.37,0.4,0.38,0.34,0.39,0.35,0.28,0.38,0.35,0.31,0.32,0.3,0.31,0.33,0.23,0.28,0.29,0.3,0.26,0.3,0.24,0.29,0.31,0.27,0.25,0.23,0.27,0.26,0.25,0.28,0.26,0.22,0.22,0.24,0.23,0.24,0.23,0.22,0.25,0.23,0.24,0.23,0.24,0.2,0.23,0.21,0.23,0.23,0.24,0.2,0.21,0.24,0.19,0.23,0.2,0.2,0.17,0.18,0.2,0.16,0.17,0.19,0.21,0.21,0.16,0.17,0.18,0.14,0.2,0.16,0.17,0.16,0.17,0.16,0.15,0.18,0.17,0.16,0.16,0.13,0.16,0.14,0.16,0.15,0.15,0.14,0.13,0.13,0.13,0.14,0.15,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.11,0.15,0.13,0.13,0.1,0.11,0.11,0.12,0.13,0.12,0.15,0.0,0.11,0.12,0.11,0.12,0.11,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.0,0.0,0.11,0.1,0.11,0.0,0.11,0.0,0.1,0.1,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.12,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.07
