,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,JPM,JNJ,UNH,HD,PG,DIS,BAC,XOM,CMCSA,NFLX,VZ,PFE,KO,ABT,T,PEP,CVX,ABBV,TMO,NKE,MRK,WMT,WFC,LLY,COST,MCD,DHR,MDT,PM,HON,UPS,LIN,BMY,UNP,C,NEE,AMGN,LOW,MS,SBUX,BA,RTX,GS,BLK,AMT,TGT,CAT,GE,MMM,DE,CVS,SCHW,ISRG,AXP,CHTR,SPGI,ANTM,BKNG,LMT,ZTS,PLD,MO,MDLZ,GILD,SYK,TMUS,CCI,COP,CI,TJX,PNC,USB,CME,DUK,GM,TFC,ATVI,EL,CSX,FDX,MMC,EQIX,CB,BDX,COF,ILMN,CL,ICE,NSC,SHW,ITW,EW,SO,APD,Cash,BSX,ETN,D,MCO,F,REGN,EMR,PGR,HUM,TWTR,HCA,WM,NOC,FCX,IDXX,AON,VRTX,BIIB,ECL,DG,NEM,ROP,JCI,EOG,DOW,IQV,PSA,KMB,EBAY,TROW,A,LHX,SLB,MET,CMG,ROST,TT,MSCI,ALGN,EXC,GD,SPG,APTV,DLR,INFO,CNC,AEP,SRE,DXCM,BK,EA,DD,AIG,ALXN,PPG,PRU,ORLY,BAX,SYY,CARR,PH,STZ,ALL,MPC,TRV,PXD,WBA,PSX,IFF,GIS,MAR,DFS,RMD,CMI,KMI,XEL,SBAC,TDG,MTD,YUM,WELL,CTAS,MNST,ADM,AFL,ROK,HLT,ZBH,SWK,FRC,OTIS,CTVA,WMB,AZO,VLO,LUV,AME,PCAR,PEG,MRNA,CBRE,AVB,MCK,FAST,DHI,VRSK,n/a,SIVB,KR,AMP,STT,EFX,AWK,WST,NUE,AJG,MTCH,WEC,ES,ETSY,SUM
09/02/2021,5.3,3.18,2.98,2.87,1.97,1.98,1.71,1.69,1.44,1.3,1.3,1.19,1.08,0.91,1.01,0.85,0.86,0.89,0.83,0.8,0.75,0.81,0.73,0.77,0.79,0.8,0.72,0.73,0.71,0.72,0.7,0.67,0.7,0.66,0.58,0.6,0.51,0.6,0.57,0.54,0.52,0.57,0.52,0.51,0.53,0.53,0.46,0.49,0.48,0.46,0.48,0.48,0.42,0.42,0.43,0.42,0.4,0.38,0.43,0.41,0.39,0.39,0.35,0.34,0.34,0.36,0.35,0.33,0.33,0.32,0.33,0.31,0.31,0.28,0.29,0.31,0.29,0.28,0.28,0.3,0.27,0.27,0.24,0.29,0.27,0.25,0.28,0.26,0.28,0.28,0.27,0.27,0.25,0.25,0.24,0.26,0.24,0.26,0.25,0.24,0.0,0.24,0.23,0.23,0.23,0.2,0.21,0.22,0.21,0.21,0.21,0.24,0.21,0.2,0.21,0.21,0.22,0.19,0.18,0.21,0.21,0.19,0.18,0.19,0.16,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.18,0.15,0.16,0.17,0.16,0.18,0.18,0.18,0.17,0.16,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.18,0.15,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.14,0.14,0.17,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.12,0.0,0.15,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.4,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.24
09/03/2021,5.3,3.18,2.98,2.87,1.97,1.98,1.71,1.69,1.44,1.3,1.3,1.19,1.08,0.91,1.01,0.85,0.86,0.89,0.83,0.8,0.75,0.81,0.73,0.77,0.79,0.8,0.72,0.73,0.71,0.72,0.7,0.67,0.7,0.66,0.58,0.6,0.51,0.6,0.57,0.54,0.52,0.57,0.52,0.51,0.53,0.53,0.46,0.49,0.48,0.46,0.48,0.48,0.42,0.42,0.43,0.42,0.4,0.38,0.43,0.41,0.39,0.39,0.35,0.34,0.34,0.36,0.35,0.33,0.33,0.32,0.33,0.31,0.31,0.28,0.29,0.31,0.29,0.28,0.28,0.3,0.27,0.27,0.24,0.29,0.27,0.25,0.28,0.26,0.28,0.28,0.27,0.27,0.25,0.25,0.24,0.26,0.24,0.26,0.25,0.24,0.0,0.24,0.23,0.23,0.23,0.2,0.21,0.22,0.21,0.21,0.21,0.24,0.21,0.2,0.21,0.21,0.22,0.19,0.18,0.21,0.21,0.19,0.18,0.19,0.16,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.18,0.15,0.16,0.17,0.16,0.18,0.18,0.18,0.17,0.16,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.18,0.15,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.14,0.14,0.17,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.12,0.0,0.15,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.4,0.12,0.12,0.12,0.12,0.12,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.24
09/06/2021,5.34,3.24,3.08,2.97,1.95,2.04,1.75,1.66,1.44,1.26,1.27,1.19,1.12,0.84,1.02,0.94,0.83,0.95,0.8,0.82,0.71,0.78,0.68,0.71,0.8,0.75,0.7,0.74,0.66,0.74,0.73,0.64,0.76,0.65,0.59,0.58,0.52,0.59,0.53,0.52,0.53,0.61,0.47,0.53,0.56,0.5,0.44,0.46,0.51,0.49,0.5,0.44,0.42,0.42,0.41,0.44,0.41,0.39,0.45,0.38,0.41,0.39,0.34,0.35,0.32,0.36,0.37,0.34,0.31,0.33,0.33,0.29,0.31,0.28,0.27,0.31,0.29,0.28,0.26,0.3,0.23,0.27,0.23,0.29,0.27,0.23,0.29,0.28,0.3,0.27,0.26,0.25,0.24,0.25,0.23,0.27,0.24,0.27,0.26,0.21,0.0,0.23,0.24,0.23,0.23,0.18,0.24,0.23,0.2,0.19,0.19,0.24,0.22,0.2,0.19,0.21,0.23,0.19,0.18,0.2,0.19,0.17,0.18,0.19,0.14,0.17,0.18,0.18,0.17,0.18,0.18,0.2,0.18,0.14,0.17,0.18,0.15,0.17,0.19,0.19,0.18,0.17,0.16,0.15,0.17,0.17,0.14,0.16,0.15,0.18,0.16,0.15,0.14,0.17,0.0,0.14,0.15,0.14,0.15,0.14,0.17,0.14,0.13,0.14,0.13,0.15,0.13,0.13,0.0,0.14,0.13,0.13,0.14,0.15,0.0,0.12,0.14,0.15,0.0,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.14,0.13,0.0,0.0,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.43,0.12,0.12,0.12,0.12,0.0,0.12,0.25,0.13,0.13,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.24000000000001
09/07/2021,5.38,3.26,3.1,2.98,1.93,2.04,1.74,1.66,1.44,1.27,1.28,1.19,1.12,0.84,1.02,0.94,0.83,0.95,0.8,0.83,0.71,0.79,0.68,0.71,0.81,0.75,0.71,0.74,0.66,0.74,0.74,0.64,0.76,0.65,0.6,0.57,0.52,0.59,0.53,0.52,0.53,0.61,0.47,0.53,0.56,0.5,0.43,0.46,0.51,0.48,0.5,0.44,0.42,0.41,0.41,0.44,0.42,0.39,0.45,0.38,0.41,0.4,0.34,0.35,0.32,0.36,0.37,0.34,0.31,0.33,0.33,0.29,0.31,0.27,0.27,0.31,0.29,0.27,0.25,0.29,0.23,0.27,0.23,0.29,0.26,0.23,0.29,0.28,0.3,0.27,0.26,0.25,0.24,0.25,0.23,0.27,0.24,0.27,0.25,0.21,0.0,0.23,0.24,0.23,0.23,0.18,0.25,0.23,0.2,0.19,0.19,0.24,0.22,0.2,0.19,0.21,0.24,0.19,0.18,0.2,0.19,0.17,0.18,0.19,0.14,0.17,0.18,0.18,0.17,0.18,0.18,0.2,0.17,0.14,0.16,0.18,0.15,0.17,0.19,0.19,0.18,0.17,0.16,0.15,0.17,0.17,0.13,0.16,0.15,0.18,0.16,0.15,0.14,0.17,0.0,0.13,0.15,0.14,0.15,0.14,0.17,0.14,0.13,0.14,0.13,0.15,0.13,0.13,0.0,0.14,0.13,0.13,0.14,0.16,0.13,0.0,0.14,0.15,0.0,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.14,0.0,0.0,0.0,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.45,0.12,0.12,0.12,0.12,0.0,0.12,0.25,0.13,0.13,0.0,0.12,0.12,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.0,85.32
09/08/2021,5.38,3.26,3.1,2.98,1.93,2.04,1.74,1.66,1.44,1.27,1.28,1.19,1.12,0.84,1.02,0.94,0.83,0.95,0.8,0.83,0.71,0.79,0.68,0.71,0.81,0.75,0.71,0.74,0.66,0.74,0.74,0.64,0.76,0.65,0.6,0.57,0.52,0.59,0.53,0.52,0.53,0.61,0.47,0.53,0.56,0.5,0.43,0.46,0.51,0.48,0.5,0.44,0.42,0.41,0.41,0.44,0.42,0.39,0.45,0.38,0.41,0.4,0.34,0.35,0.32,0.36,0.37,0.34,0.31,0.33,0.33,0.29,0.31,0.27,0.27,0.31,0.29,0.27,0.25,0.29,0.23,0.27,0.23,0.29,0.26,0.23,0.29,0.28,0.3,0.27,0.26,0.25,0.24,0.25,0.23,0.27,0.24,0.27,0.25,0.21,0.0,0.23,0.24,0.23,0.23,0.18,0.25,0.23,0.2,0.19,0.19,0.24,0.22,0.2,0.19,0.21,0.24,0.19,0.18,0.2,0.19,0.17,0.18,0.19,0.14,0.17,0.18,0.18,0.17,0.18,0.18,0.2,0.17,0.14,0.16,0.18,0.15,0.17,0.19,0.19,0.18,0.17,0.16,0.15,0.17,0.17,0.13,0.16,0.15,0.18,0.16,0.15,0.14,0.17,0.0,0.13,0.15,0.14,0.15,0.14,0.17,0.14,0.13,0.14,0.13,0.15,0.13,0.13,0.0,0.14,0.13,0.13,0.14,0.16,0.13,0.0,0.14,0.15,0.0,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.14,0.0,0.0,0.0,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.45,0.12,0.12,0.12,0.12,0.0,0.12,0.25,0.13,0.13,0.0,0.12,0.12,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.0,85.32
09/09/2021,5.38,3.26,3.1,2.98,1.93,2.04,1.74,1.66,1.44,1.27,1.28,1.19,1.12,0.84,1.02,0.94,0.83,0.95,0.8,0.83,0.71,0.79,0.68,0.71,0.81,0.75,0.71,0.74,0.66,0.74,0.74,0.64,0.76,0.65,0.6,0.57,0.52,0.59,0.53,0.52,0.53,0.61,0.47,0.53,0.56,0.5,0.43,0.46,0.51,0.48,0.5,0.44,0.42,0.41,0.41,0.44,0.42,0.39,0.45,0.38,0.41,0.4,0.34,0.35,0.32,0.36,0.37,0.34,0.31,0.33,0.33,0.29,0.31,0.27,0.27,0.31,0.29,0.27,0.25,0.29,0.23,0.27,0.23,0.29,0.26,0.23,0.29,0.28,0.3,0.27,0.26,0.25,0.24,0.25,0.23,0.27,0.24,0.27,0.25,0.21,0.0,0.23,0.24,0.23,0.23,0.18,0.25,0.23,0.2,0.19,0.19,0.24,0.22,0.2,0.19,0.21,0.24,0.19,0.18,0.2,0.19,0.17,0.18,0.19,0.14,0.17,0.18,0.18,0.17,0.18,0.18,0.2,0.17,0.14,0.16,0.18,0.15,0.17,0.19,0.19,0.18,0.17,0.16,0.15,0.17,0.17,0.13,0.16,0.15,0.18,0.16,0.15,0.14,0.17,0.0,0.13,0.15,0.14,0.15,0.14,0.17,0.14,0.13,0.14,0.13,0.15,0.13,0.13,0.0,0.14,0.13,0.13,0.14,0.16,0.13,0.0,0.14,0.15,0.0,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.14,0.0,0.0,0.0,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.45,0.12,0.12,0.12,0.12,0.0,0.12,0.25,0.13,0.13,0.0,0.12,0.12,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.0,85.32
09/10/2021,5.45,3.32,3.12,3.01,1.92,2.11,1.75,1.65,1.44,1.27,1.28,1.22,1.13,0.84,1.0,0.97,0.82,0.95,0.78,0.83,0.71,0.78,0.68,0.7,0.81,0.75,0.7,0.74,0.67,0.73,0.74,0.64,0.76,0.66,0.6,0.56,0.51,0.6,0.53,0.51,0.53,0.6,0.46,0.53,0.56,0.5,0.43,0.46,0.51,0.48,0.5,0.44,0.41,0.41,0.39,0.42,0.41,0.39,0.46,0.38,0.41,0.39,0.34,0.36,0.31,0.36,0.37,0.34,0.31,0.32,0.33,0.28,0.31,0.27,0.27,0.31,0.3,0.27,0.25,0.29,0.23,0.27,0.22,0.29,0.26,0.23,0.29,0.28,0.3,0.27,0.26,0.24,0.24,0.24,0.22,0.26,0.23,0.27,0.25,0.21,0.0,0.23,0.24,0.22,0.22,0.18,0.24,0.22,0.2,0.19,0.19,0.24,0.22,0.19,0.19,0.21,0.23,0.18,0.18,0.21,0.19,0.17,0.18,0.19,0.14,0.17,0.18,0.18,0.17,0.18,0.18,0.2,0.17,0.14,0.16,0.18,0.15,0.17,0.19,0.19,0.17,0.17,0.16,0.15,0.17,0.16,0.13,0.16,0.15,0.19,0.16,0.15,0.14,0.17,0.0,0.13,0.15,0.14,0.15,0.14,0.17,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.0,0.14,0.13,0.13,0.14,0.16,0.12,0.0,0.13,0.15,0.0,0.13,0.14,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.0,0.0,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.48,0.12,0.12,0.12,0.0,0.0,0.12,0.25,0.13,0.13,0.0,0.0,0.12,0.12,0.13,0.12,0.11,0.0,0.0,0.0,0.0,85.29999999999998
09/13/2021,5.44,3.3,3.12,3.02,1.93,2.12,1.76,1.61,1.42,1.29,1.29,1.23,1.13,0.84,1.0,0.96,0.82,0.94,0.79,0.83,0.71,0.79,0.68,0.69,0.81,0.76,0.68,0.74,0.67,0.7,0.75,0.65,0.76,0.65,0.58,0.56,0.5,0.6,0.52,0.51,0.53,0.61,0.45,0.52,0.56,0.51,0.43,0.46,0.5,0.48,0.49,0.44,0.41,0.41,0.39,0.42,0.41,0.4,0.46,0.38,0.4,0.4,0.33,0.36,0.31,0.36,0.36,0.34,0.31,0.32,0.33,0.28,0.3,0.27,0.27,0.31,0.3,0.28,0.25,0.29,0.23,0.27,0.22,0.29,0.26,0.23,0.3,0.27,0.3,0.28,0.26,0.24,0.24,0.25,0.23,0.26,0.23,0.27,0.26,0.21,0.0,0.24,0.23,0.23,0.23,0.18,0.24,0.22,0.2,0.2,0.18,0.25,0.22,0.19,0.19,0.21,0.24,0.18,0.16,0.21,0.19,0.17,0.18,0.2,0.14,0.16,0.18,0.18,0.17,0.17,0.18,0.2,0.18,0.14,0.17,0.18,0.15,0.17,0.19,0.19,0.18,0.17,0.16,0.15,0.16,0.16,0.13,0.16,0.15,0.19,0.16,0.15,0.14,0.17,0.0,0.14,0.15,0.15,0.15,0.15,0.17,0.14,0.13,0.14,0.13,0.15,0.13,0.13,0.11,0.14,0.13,0.13,0.14,0.16,0.12,0.0,0.14,0.14,0.0,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.0,0.0,0.13,0.13,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.5,0.12,0.0,0.12,0.0,0.0,0.12,0.27,0.13,0.13,0.0,0.0,0.12,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.0,85.33
09/14/2021,5.45,3.33,3.09,2.97,1.93,2.09,1.75,1.61,1.39,1.3,1.3,1.23,1.12,0.84,1.0,0.97,0.82,0.94,0.79,0.84,0.71,0.79,0.68,0.69,0.82,0.77,0.68,0.74,0.67,0.7,0.75,0.66,0.77,0.65,0.59,0.57,0.51,0.6,0.52,0.51,0.53,0.61,0.45,0.53,0.57,0.52,0.42,0.46,0.5,0.48,0.49,0.45,0.41,0.41,0.39,0.42,0.41,0.39,0.44,0.38,0.4,0.4,0.32,0.36,0.31,0.36,0.36,0.34,0.31,0.33,0.33,0.28,0.3,0.28,0.26,0.31,0.3,0.28,0.25,0.29,0.23,0.27,0.23,0.29,0.26,0.23,0.3,0.27,0.3,0.28,0.26,0.25,0.24,0.25,0.23,0.26,0.23,0.27,0.26,0.22,0.0,0.23,0.23,0.23,0.23,0.18,0.24,0.22,0.2,0.19,0.18,0.25,0.22,0.19,0.19,0.21,0.24,0.18,0.16,0.21,0.19,0.17,0.18,0.2,0.14,0.17,0.18,0.18,0.17,0.17,0.18,0.2,0.18,0.14,0.17,0.18,0.15,0.17,0.19,0.19,0.18,0.17,0.15,0.15,0.16,0.17,0.13,0.16,0.15,0.19,0.15,0.15,0.14,0.17,0.0,0.13,0.15,0.15,0.15,0.14,0.17,0.14,0.13,0.14,0.13,0.15,0.13,0.13,0.11,0.14,0.13,0.13,0.14,0.16,0.13,0.0,0.13,0.14,0.0,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.0,0.0,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.5,0.12,0.0,0.12,0.0,0.0,0.12,0.27,0.13,0.12,0.0,0.0,0.12,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.0,85.3
09/15/2021,5.45,3.33,3.09,2.97,1.93,2.09,1.75,1.61,1.39,1.3,1.3,1.23,1.12,0.84,1.0,0.97,0.82,0.94,0.79,0.84,0.71,0.79,0.68,0.69,0.82,0.77,0.68,0.74,0.67,0.7,0.75,0.66,0.77,0.65,0.59,0.57,0.51,0.6,0.52,0.51,0.53,0.61,0.45,0.53,0.57,0.52,0.42,0.46,0.5,0.48,0.49,0.45,0.41,0.41,0.39,0.42,0.41,0.39,0.44,0.38,0.4,0.4,0.32,0.36,0.31,0.36,0.36,0.34,0.31,0.33,0.33,0.28,0.3,0.28,0.26,0.31,0.3,0.28,0.25,0.29,0.23,0.27,0.23,0.29,0.26,0.23,0.3,0.27,0.3,0.28,0.26,0.25,0.24,0.25,0.23,0.26,0.23,0.27,0.26,0.22,0.0,0.23,0.23,0.23,0.23,0.18,0.24,0.22,0.2,0.19,0.18,0.25,0.22,0.19,0.19,0.21,0.24,0.18,0.16,0.21,0.19,0.17,0.18,0.2,0.14,0.17,0.18,0.18,0.17,0.17,0.18,0.2,0.18,0.14,0.17,0.18,0.15,0.17,0.19,0.19,0.18,0.17,0.15,0.15,0.16,0.17,0.13,0.16,0.15,0.19,0.15,0.15,0.14,0.17,0.0,0.13,0.15,0.15,0.15,0.14,0.17,0.14,0.13,0.14,0.13,0.15,0.13,0.13,0.11,0.14,0.13,0.13,0.14,0.16,0.13,0.0,0.13,0.14,0.0,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.0,0.0,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.5,0.12,0.0,0.12,0.0,0.0,0.12,0.27,0.13,0.12,0.0,0.0,0.12,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.0,85.3
09/16/2021,5.42,3.3,3.11,3.0,1.94,2.1,1.77,1.6,1.43,1.31,1.31,1.23,1.13,0.86,1.01,0.95,0.83,0.91,0.8,0.82,0.72,0.79,0.69,0.7,0.8,0.75,0.68,0.73,0.69,0.69,0.74,0.66,0.75,0.64,0.59,0.57,0.51,0.6,0.51,0.5,0.53,0.61,0.46,0.53,0.57,0.51,0.43,0.47,0.51,0.48,0.49,0.44,0.41,0.42,0.39,0.42,0.41,0.4,0.44,0.39,0.4,0.4,0.33,0.36,0.31,0.36,0.36,0.34,0.31,0.33,0.32,0.28,0.3,0.29,0.26,0.3,0.3,0.28,0.25,0.29,0.24,0.28,0.22,0.28,0.26,0.23,0.3,0.27,0.3,0.28,0.26,0.24,0.24,0.24,0.22,0.27,0.23,0.27,0.26,0.22,0.0,0.23,0.23,0.23,0.23,0.19,0.24,0.22,0.2,0.19,0.17,0.25,0.22,0.19,0.19,0.2,0.24,0.18,0.16,0.21,0.19,0.17,0.18,0.2,0.15,0.17,0.18,0.18,0.17,0.17,0.18,0.19,0.17,0.14,0.17,0.18,0.15,0.17,0.19,0.19,0.18,0.17,0.16,0.15,0.16,0.17,0.13,0.16,0.15,0.19,0.15,0.15,0.14,0.17,0.0,0.13,0.15,0.15,0.15,0.14,0.17,0.14,0.13,0.15,0.14,0.15,0.13,0.13,0.0,0.13,0.13,0.14,0.14,0.15,0.13,0.0,0.13,0.14,0.12,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.0,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.46,0.12,0.0,0.12,0.0,0.0,0.12,0.3,0.14,0.12,0.12,0.0,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,85.35
09/17/2021,5.45,3.33,3.14,3.02,1.94,2.12,1.75,1.6,1.43,1.31,1.31,1.22,1.11,0.85,0.94,0.94,0.83,0.92,0.8,0.83,0.72,0.79,0.69,0.69,0.81,0.75,0.67,0.73,0.7,0.68,0.75,0.66,0.76,0.65,0.59,0.56,0.51,0.6,0.51,0.5,0.52,0.61,0.46,0.53,0.56,0.52,0.43,0.46,0.51,0.47,0.5,0.44,0.41,0.41,0.39,0.41,0.41,0.39,0.45,0.38,0.39,0.4,0.33,0.36,0.31,0.36,0.36,0.33,0.31,0.33,0.33,0.28,0.3,0.28,0.26,0.31,0.3,0.28,0.25,0.29,0.24,0.27,0.22,0.28,0.25,0.23,0.3,0.27,0.3,0.28,0.26,0.24,0.24,0.25,0.23,0.26,0.23,0.27,0.26,0.22,0.0,0.24,0.23,0.23,0.23,0.19,0.24,0.21,0.2,0.19,0.18,0.25,0.22,0.19,0.19,0.21,0.24,0.18,0.16,0.21,0.19,0.17,0.18,0.2,0.15,0.16,0.18,0.18,0.17,0.17,0.18,0.19,0.17,0.14,0.17,0.18,0.15,0.16,0.2,0.19,0.18,0.16,0.16,0.15,0.16,0.17,0.13,0.16,0.16,0.19,0.15,0.15,0.13,0.17,0.0,0.13,0.15,0.15,0.15,0.14,0.17,0.14,0.13,0.15,0.14,0.15,0.13,0.13,0.0,0.13,0.13,0.14,0.14,0.16,0.12,0.0,0.13,0.14,0.12,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.0,0.0,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.48,0.12,0.12,0.12,0.0,0.0,0.12,0.3,0.13,0.12,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,85.31
09/20/2021,5.44,3.28,3.15,3.03,1.93,2.13,1.75,1.59,1.44,1.3,1.3,1.23,1.11,0.87,0.96,0.94,0.83,0.92,0.79,0.83,0.72,0.79,0.69,0.7,0.81,0.74,0.67,0.73,0.71,0.68,0.74,0.66,0.76,0.65,0.59,0.56,0.51,0.6,0.51,0.5,0.53,0.61,0.46,0.53,0.56,0.49,0.43,0.47,0.5,0.47,0.5,0.44,0.41,0.41,0.39,0.41,0.41,0.39,0.45,0.38,0.39,0.4,0.34,0.37,0.31,0.35,0.36,0.33,0.31,0.33,0.33,0.27,0.3,0.29,0.26,0.31,0.3,0.29,0.25,0.29,0.24,0.27,0.22,0.28,0.26,0.23,0.3,0.27,0.3,0.28,0.26,0.24,0.24,0.25,0.23,0.26,0.23,0.27,0.26,0.22,0.0,0.23,0.23,0.22,0.23,0.19,0.24,0.22,0.2,0.19,0.18,0.25,0.22,0.19,0.2,0.2,0.24,0.18,0.16,0.2,0.19,0.17,0.18,0.2,0.16,0.16,0.18,0.18,0.17,0.18,0.18,0.19,0.17,0.15,0.17,0.18,0.15,0.16,0.19,0.19,0.18,0.16,0.16,0.15,0.16,0.17,0.13,0.16,0.16,0.19,0.15,0.14,0.14,0.17,0.0,0.13,0.15,0.15,0.15,0.14,0.17,0.14,0.13,0.14,0.14,0.15,0.14,0.13,0.0,0.13,0.13,0.14,0.14,0.15,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.0,0.0,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.48,0.12,0.0,0.12,0.0,0.0,0.12,0.3,0.13,0.0,0.12,0.0,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,85.30999999999999
09/21/2021,5.55,3.2,3.13,2.95,1.89,2.26,1.73,1.6,1.46,1.31,1.29,1.23,1.1,0.86,0.96,0.96,0.83,0.91,0.78,0.83,0.72,0.78,0.69,0.7,0.86,0.74,0.67,0.76,0.7,0.67,0.75,0.66,0.76,0.64,0.58,0.55,0.51,0.59,0.5,0.48,0.52,0.59,0.46,0.54,0.55,0.49,0.43,0.46,0.49,0.46,0.49,0.45,0.4,0.41,0.39,0.36,0.42,0.39,0.46,0.39,0.36,0.4,0.34,0.36,0.31,0.35,0.35,0.33,0.31,0.33,0.34,0.28,0.3,0.29,0.26,0.31,0.3,0.28,0.25,0.28,0.27,0.27,0.23,0.27,0.25,0.23,0.29,0.29,0.29,0.28,0.26,0.24,0.24,0.24,0.22,0.26,0.23,0.27,0.25,0.21,0.0,0.23,0.23,0.22,0.22,0.2,0.25,0.21,0.2,0.19,0.18,0.24,0.22,0.19,0.18,0.21,0.24,0.18,0.17,0.2,0.19,0.16,0.18,0.2,0.16,0.16,0.18,0.17,0.17,0.18,0.18,0.19,0.17,0.15,0.17,0.21,0.15,0.16,0.19,0.2,0.18,0.17,0.16,0.15,0.16,0.18,0.14,0.15,0.16,0.2,0.15,0.14,0.13,0.17,0.0,0.13,0.15,0.15,0.15,0.14,0.18,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.0,0.12,0.13,0.14,0.14,0.15,0.12,0.0,0.13,0.14,0.12,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.0,0.0,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.56,0.12,0.0,0.12,0.0,0.0,0.12,0.23,0.13,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.16,0.11,0.11,0.11,85.17000000000002
