,MRNA,AMGN,GILD,ILMN,REGN,BIIB,VRTX,BNTX,SGEN,HZNP,ALNY,AZN,NVAX,INCY,RPRX,BGNE,BMRN,SNY,NTLA,GH,CRSP,ZLAB,SYNH,UTHR,JAZZ,ARGX,FATE,NBIX,BBIO,XLRN,MRTX,BEAM,SRPT,DNLI,ASND,RARE,ARWR,MEDP,PACB,HALO,EXEL,BPMC,IONS,VIR,TWST,ALKS,ADPT,APLS,KOD,ARVN,EDIT,IBRX,ALLK,SWTX,IOVA,RETA,TPTX,KRTX,CRTX,RLAY,ARNA,ALLO,BCRX,ACAD,VCYT,TBIO,PTCT,FOLD,INSM,AGIO,NKTR,CYTK,ALXO,PRTA,MYGN,PCRX,SAGE,NSTG,ITCI,IMAB,GMAB,HCM,IRWD,ALEC,RUBY,AMRN,PTGX,ZNTL,INO,IGMS,AUP.TO,RCKT,RVNC,XNCR,NGM,GBT,LGND,RVMD,GRFS,CSTL,DCPH,DRNA,CDXS,SGMO,MGNX,REPL,MDGL,NRIX,SRRK,PCVX,QURE,RGNX,SUPN,YMAB,ARCT,BLUE,ALVR,PGEN,RPTX,NKTX,GBIO,KRYS,AMTI,FGEN,IMGN,KURA,FMTX,INVA,ARQT,ATRA,CHRS,LEGN,MNKD,CCXI,ISEE,ENDP,TBPH,OMER,STOK,ENTA,RAPT,AMPH,AXSM,TVTX,VNDA,KDMN,ITOS,PSNL,MRSN,IDYA,STRO,OCUL,KROS,IMVT,SMMT,SNDX,PETQ,ANNX,ZGNX,CRNX,RNA,PLRX,AFMD,FULC,XENE,RYTM,RIGL,ORIC,AERI,DTIL,GOSS,CARA,AKRO,RDUS,ANAB,COLL,MGTX,PASG,GTHX,MCRB,EGRX,KDNY,CGEN,PSTX,EPZM,TCRR,ADAP,CLVS,ICPT,PAHC,SELB,ACIU,VSTM,XBIT,KALV,AVDL,SIGA,MRNS,ALT,SPRO,FRTT,GLPG,BPFH,APLT,AUPH,AKBA,PLLDA.AX,GERN,RDHL,KPTI,RLMD,KZR,FIXX,n/a,AGPXX,AKUS,ANIP,EH3A.,FLXN,JNCE,SUM
10/08/2021,7.73,8.24,7.48,5.37,5.13,3.63,3.87,1.83,2.79,2.28,2.09,1.66,1.12,1.28,1.34,1.57,1.25,1.0,0.85,0.95,0.7,0.64,0.81,0.76,0.7,0.73,0.49,0.85,0.62,0.96,0.73,0.51,0.68,0.55,0.75,0.53,0.56,0.62,0.45,0.51,0.59,0.5,0.41,0.41,0.44,0.44,0.41,0.26,0.46,0.36,0.23,0.36,0.48,0.25,0.36,0.28,0.27,0.32,0.26,0.24,0.32,0.31,0.22,0.24,0.28,0.0,0.23,0.24,0.27,0.23,0.28,0.27,0.27,0.29,0.22,0.19,0.24,0.19,0.27,0.28,0.18,0.16,0.19,0.17,0.14,0.17,0.08,0.28,0.12,0.15,0.0,0.17,0.16,0.19,0.15,0.14,0.19,0.18,0.15,0.14,0.17,0.14,0.15,0.12,0.11,0.13,0.12,0.12,0.09,0.11,0.13,0.12,0.13,0.11,0.1,0.11,0.13,0.09,0.09,0.08,0.12,0.11,0.09,0.09,0.11,0.11,0.11,0.1,0.11,0.13,0.11,0.15,0.11,0.12,0.16,0.07,0.05,0.04,0.08,0.11,0.08,0.08,0.11,0.14,0.09,0.14,0.08,0.07,0.06,0.09,0.08,0.07,0.08,0.09,0.04,0.08,0.06,0.07,0.08,0.07,0.09,0.06,0.06,0.09,0.11,0.06,0.05,0.07,0.05,0.06,0.08,0.06,0.07,0.05,0.07,0.06,0.05,0.04,0.05,0.05,0.07,0.05,0.05,0.0,0.05,0.0,0.06,0.05,0.04,0.04,0.04,0.05,0.05,0.0,0.0,0.05,0.05,0.0,0.04,0.05,0.0,0.04,0.0,0.0,0.24,0.04,0.0,0.04,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,98.48
10/11/2021,7.2,8.13,7.56,5.59,5.13,3.72,3.94,1.8,2.62,2.28,2.14,1.67,1.09,1.29,1.34,1.63,1.25,1.01,0.88,1.01,0.7,0.64,0.82,0.78,0.76,0.74,0.48,0.87,0.6,0.95,0.76,0.5,0.68,0.57,0.78,0.52,0.55,0.62,0.45,0.49,0.61,0.51,0.42,0.4,0.44,0.46,0.42,0.26,0.48,0.37,0.24,0.34,0.49,0.25,0.37,0.27,0.21,0.32,0.24,0.22,0.32,0.31,0.22,0.24,0.28,0.0,0.23,0.27,0.28,0.23,0.28,0.29,0.23,0.29,0.22,0.19,0.24,0.19,0.28,0.27,0.19,0.16,0.2,0.18,0.13,0.17,0.08,0.29,0.12,0.14,0.0,0.17,0.17,0.19,0.14,0.16,0.19,0.18,0.16,0.15,0.17,0.14,0.18,0.12,0.11,0.13,0.12,0.11,0.09,0.12,0.13,0.12,0.13,0.11,0.1,0.11,0.13,0.09,0.07,0.07,0.12,0.1,0.09,0.09,0.11,0.11,0.09,0.11,0.1,0.13,0.12,0.16,0.12,0.12,0.16,0.08,0.05,0.04,0.07,0.12,0.08,0.08,0.11,0.14,0.09,0.14,0.08,0.08,0.06,0.09,0.08,0.07,0.08,0.09,0.04,0.08,0.06,0.07,0.08,0.07,0.1,0.06,0.06,0.09,0.12,0.05,0.05,0.04,0.05,0.06,0.08,0.06,0.07,0.06,0.07,0.06,0.05,0.05,0.05,0.05,0.07,0.05,0.05,0.0,0.05,0.0,0.06,0.05,0.04,0.04,0.04,0.05,0.05,0.0,0.0,0.05,0.05,0.0,0.04,0.05,0.0,0.04,0.0,0.04,0.23,0.04,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,98.49
10/12/2021,7.13,8.16,7.59,5.7,5.14,3.71,3.93,1.8,2.63,2.29,2.16,1.69,1.09,1.3,1.35,1.65,1.27,1.02,0.79,0.95,0.67,0.64,0.81,0.79,0.75,0.74,0.47,0.88,0.59,0.95,0.78,0.5,0.71,0.55,0.79,0.5,0.56,0.61,0.44,0.48,0.61,0.52,0.43,0.43,0.43,0.46,0.41,0.26,0.47,0.36,0.22,0.31,0.5,0.24,0.37,0.28,0.21,0.32,0.23,0.23,0.34,0.17,0.23,0.24,0.26,0.0,0.23,0.27,0.29,0.23,0.28,0.28,0.22,0.29,0.22,0.19,0.24,0.17,0.28,0.27,0.18,0.16,0.2,0.17,0.13,0.18,0.08,0.31,0.12,0.15,0.0,0.16,0.17,0.19,0.14,0.17,0.19,0.18,0.15,0.14,0.17,0.14,0.19,0.11,0.11,0.13,0.12,0.11,0.08,0.11,0.13,0.12,0.13,0.11,0.1,0.12,0.13,0.09,0.07,0.05,0.11,0.1,0.08,0.09,0.11,0.11,0.08,0.1,0.1,0.13,0.12,0.15,0.11,0.24,0.16,0.09,0.05,0.0,0.07,0.13,0.08,0.08,0.11,0.14,0.09,0.14,0.08,0.07,0.06,0.09,0.08,0.07,0.08,0.09,0.04,0.08,0.07,0.07,0.08,0.07,0.09,0.06,0.06,0.1,0.12,0.05,0.05,0.05,0.05,0.05,0.09,0.06,0.07,0.06,0.07,0.06,0.05,0.05,0.05,0.05,0.07,0.05,0.05,0.0,0.04,0.0,0.06,0.05,0.04,0.04,0.04,0.05,0.05,0.0,0.0,0.05,0.05,0.04,0.04,0.05,0.0,0.04,0.0,0.04,0.22,0.04,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,98.36
10/13/2021,7.13,8.16,7.59,5.7,5.14,3.71,3.93,1.8,2.63,2.29,2.16,1.69,1.09,1.3,1.35,1.65,1.27,1.02,0.79,0.95,0.67,0.64,0.81,0.79,0.75,0.74,0.47,0.88,0.59,0.95,0.78,0.5,0.71,0.55,0.79,0.5,0.56,0.61,0.44,0.48,0.61,0.52,0.43,0.43,0.43,0.46,0.41,0.26,0.47,0.36,0.22,0.31,0.5,0.24,0.37,0.28,0.21,0.32,0.23,0.23,0.34,0.17,0.23,0.24,0.26,0.0,0.23,0.27,0.29,0.23,0.28,0.28,0.22,0.29,0.22,0.19,0.24,0.17,0.28,0.27,0.18,0.16,0.2,0.17,0.13,0.18,0.08,0.31,0.12,0.15,0.0,0.16,0.17,0.19,0.14,0.17,0.19,0.18,0.15,0.14,0.17,0.14,0.19,0.11,0.11,0.13,0.12,0.11,0.08,0.11,0.13,0.12,0.13,0.11,0.1,0.12,0.13,0.09,0.07,0.05,0.11,0.1,0.08,0.09,0.11,0.11,0.08,0.1,0.1,0.13,0.12,0.15,0.11,0.24,0.16,0.09,0.05,0.0,0.07,0.13,0.08,0.08,0.11,0.14,0.09,0.14,0.08,0.07,0.06,0.09,0.08,0.07,0.08,0.09,0.04,0.08,0.07,0.07,0.08,0.07,0.09,0.06,0.06,0.1,0.12,0.05,0.05,0.05,0.05,0.05,0.09,0.06,0.07,0.06,0.07,0.06,0.05,0.05,0.05,0.05,0.07,0.05,0.05,0.0,0.04,0.0,0.06,0.05,0.04,0.04,0.04,0.05,0.05,0.0,0.0,0.05,0.05,0.04,0.04,0.05,0.0,0.04,0.0,0.04,0.22,0.04,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,98.36
10/14/2021,7.14,8.08,7.59,5.63,5.11,3.71,3.95,1.78,2.63,2.28,2.17,1.69,1.1,1.28,1.38,1.65,1.27,1.02,0.83,0.94,0.69,0.63,0.8,0.78,0.75,0.73,0.48,0.88,0.63,0.96,0.8,0.51,0.65,0.51,0.8,0.49,0.56,0.59,0.43,0.47,0.61,0.52,0.44,0.47,0.45,0.45,0.4,0.26,0.48,0.36,0.22,0.34,0.51,0.24,0.36,0.28,0.2,0.31,0.21,0.24,0.33,0.17,0.23,0.25,0.26,0.0,0.24,0.28,0.3,0.23,0.28,0.27,0.22,0.28,0.22,0.2,0.24,0.17,0.27,0.25,0.18,0.16,0.2,0.17,0.13,0.0,0.15,0.31,0.13,0.14,0.0,0.16,0.18,0.2,0.14,0.17,0.19,0.18,0.15,0.14,0.17,0.14,0.17,0.11,0.11,0.13,0.12,0.11,0.09,0.12,0.13,0.13,0.14,0.11,0.1,0.12,0.13,0.09,0.07,0.05,0.11,0.1,0.08,0.09,0.11,0.11,0.08,0.11,0.1,0.13,0.12,0.16,0.12,0.25,0.15,0.09,0.06,0.04,0.08,0.13,0.08,0.08,0.11,0.14,0.09,0.14,0.09,0.07,0.06,0.09,0.08,0.08,0.08,0.09,0.05,0.08,0.06,0.07,0.08,0.07,0.09,0.06,0.06,0.1,0.12,0.05,0.05,0.05,0.06,0.05,0.09,0.06,0.07,0.06,0.07,0.07,0.05,0.05,0.05,0.05,0.07,0.05,0.05,0.0,0.05,0.0,0.06,0.05,0.05,0.04,0.04,0.05,0.05,0.0,0.0,0.05,0.05,0.0,0.04,0.05,0.0,0.04,0.0,0.0,0.24,0.05,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.04,0.0,98.47
10/15/2021,7.27,7.88,7.51,5.62,5.08,3.7,3.96,1.79,2.67,2.28,2.16,1.68,1.08,1.27,1.37,1.62,1.28,1.0,0.84,0.93,0.7,0.62,0.81,0.76,0.74,0.73,0.5,0.89,0.63,0.94,0.82,0.52,0.68,0.49,0.79,0.5,0.59,0.59,0.43,0.47,0.6,0.52,0.43,0.48,0.46,0.46,0.41,0.26,0.49,0.37,0.23,0.32,0.51,0.25,0.37,0.28,0.2,0.31,0.2,0.23,0.34,0.17,0.24,0.25,0.27,0.0,0.23,0.28,0.3,0.24,0.29,0.27,0.22,0.27,0.22,0.21,0.24,0.18,0.28,0.24,0.18,0.15,0.2,0.17,0.13,0.0,0.14,0.32,0.13,0.14,0.0,0.17,0.13,0.2,0.14,0.18,0.19,0.18,0.14,0.14,0.18,0.14,0.18,0.11,0.12,0.13,0.12,0.12,0.09,0.12,0.13,0.14,0.14,0.11,0.1,0.12,0.13,0.09,0.07,0.06,0.11,0.1,0.09,0.09,0.11,0.11,0.08,0.11,0.1,0.14,0.12,0.16,0.12,0.23,0.15,0.09,0.05,0.04,0.08,0.13,0.08,0.08,0.13,0.14,0.09,0.14,0.08,0.08,0.06,0.09,0.08,0.08,0.08,0.1,0.05,0.08,0.07,0.07,0.08,0.07,0.09,0.06,0.06,0.1,0.14,0.05,0.05,0.06,0.06,0.05,0.09,0.06,0.07,0.06,0.07,0.07,0.05,0.05,0.05,0.05,0.07,0.05,0.05,0.0,0.05,0.0,0.07,0.05,0.05,0.0,0.05,0.05,0.04,0.0,0.0,0.05,0.05,0.0,0.04,0.05,0.0,0.04,0.0,0.04,0.24,0.05,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.04,0.0,98.45
10/18/2021,7.63,7.93,7.46,5.58,5.1,3.64,3.93,1.8,2.71,2.24,2.18,1.63,1.11,1.27,1.39,1.59,1.24,0.99,0.85,0.92,0.66,0.62,0.81,0.74,0.74,0.72,0.52,0.85,0.65,0.92,0.8,0.55,0.58,0.49,0.73,0.48,0.61,0.59,0.43,0.48,0.61,0.52,0.43,0.46,0.5,0.45,0.41,0.27,0.5,0.38,0.23,0.33,0.51,0.27,0.38,0.28,0.22,0.32,0.19,0.3,0.34,0.22,0.24,0.25,0.28,0.0,0.23,0.27,0.27,0.24,0.28,0.28,0.21,0.26,0.22,0.21,0.24,0.18,0.28,0.25,0.19,0.15,0.2,0.17,0.13,0.0,0.13,0.31,0.13,0.14,0.0,0.16,0.14,0.2,0.14,0.18,0.19,0.19,0.15,0.14,0.18,0.15,0.16,0.11,0.11,0.13,0.12,0.11,0.08,0.11,0.12,0.14,0.15,0.11,0.11,0.12,0.13,0.09,0.07,0.06,0.11,0.09,0.08,0.09,0.11,0.11,0.08,0.1,0.1,0.12,0.12,0.15,0.12,0.23,0.16,0.09,0.05,0.04,0.08,0.13,0.08,0.08,0.14,0.13,0.09,0.13,0.09,0.08,0.05,0.08,0.08,0.08,0.08,0.09,0.05,0.08,0.07,0.07,0.08,0.07,0.09,0.06,0.06,0.1,0.14,0.05,0.05,0.06,0.06,0.05,0.09,0.06,0.07,0.06,0.07,0.07,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.0,0.05,0.0,0.07,0.05,0.05,0.0,0.04,0.04,0.04,0.0,0.0,0.05,0.05,0.0,0.04,0.05,0.0,0.05,0.0,0.04,0.24,0.05,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.04,0.0,98.49
10/19/2021,7.5,8.03,7.45,5.64,5.11,3.61,3.95,1.8,2.77,2.23,2.19,1.66,1.06,1.28,1.44,1.61,1.23,1.0,0.85,0.91,0.65,0.63,0.8,0.74,0.77,0.72,0.52,0.88,0.64,0.93,0.82,0.55,0.59,0.49,0.74,0.48,0.61,0.59,0.43,0.48,0.61,0.52,0.44,0.45,0.49,0.45,0.42,0.27,0.51,0.37,0.23,0.32,0.51,0.27,0.37,0.27,0.2,0.33,0.16,0.28,0.34,0.21,0.24,0.25,0.28,0.0,0.24,0.26,0.27,0.24,0.28,0.27,0.21,0.25,0.22,0.21,0.23,0.18,0.28,0.24,0.19,0.15,0.2,0.17,0.13,0.18,0.13,0.3,0.13,0.13,0.0,0.16,0.14,0.2,0.13,0.17,0.19,0.18,0.15,0.14,0.18,0.15,0.16,0.11,0.11,0.13,0.13,0.11,0.08,0.11,0.12,0.14,0.15,0.1,0.11,0.12,0.13,0.09,0.07,0.05,0.11,0.1,0.07,0.09,0.1,0.11,0.08,0.1,0.1,0.11,0.11,0.15,0.11,0.21,0.16,0.09,0.05,0.04,0.08,0.13,0.09,0.08,0.13,0.13,0.09,0.13,0.09,0.08,0.05,0.08,0.08,0.08,0.08,0.09,0.04,0.08,0.07,0.07,0.08,0.07,0.09,0.06,0.06,0.09,0.15,0.05,0.05,0.06,0.06,0.05,0.09,0.06,0.07,0.06,0.07,0.07,0.06,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.04,0.0,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.0,0.0,0.05,0.05,0.0,0.04,0.05,0.0,0.04,0.0,0.04,0.23,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,98.39
10/20/2021,7.5,8.03,7.45,5.64,5.11,3.61,3.95,1.8,2.77,2.23,2.19,1.66,1.06,1.28,1.44,1.61,1.23,1.0,0.85,0.91,0.65,0.63,0.8,0.74,0.77,0.72,0.52,0.88,0.64,0.93,0.82,0.55,0.59,0.49,0.74,0.48,0.61,0.59,0.43,0.48,0.61,0.52,0.44,0.45,0.49,0.45,0.42,0.27,0.51,0.37,0.23,0.32,0.51,0.27,0.37,0.27,0.2,0.33,0.16,0.28,0.34,0.21,0.24,0.25,0.28,0.0,0.24,0.26,0.27,0.24,0.28,0.27,0.21,0.25,0.22,0.21,0.23,0.18,0.28,0.24,0.19,0.15,0.2,0.17,0.13,0.18,0.13,0.3,0.13,0.13,0.0,0.16,0.14,0.2,0.13,0.17,0.19,0.18,0.15,0.14,0.18,0.15,0.16,0.11,0.11,0.13,0.13,0.11,0.08,0.11,0.12,0.14,0.15,0.1,0.11,0.12,0.13,0.09,0.07,0.05,0.11,0.1,0.07,0.09,0.1,0.11,0.08,0.1,0.1,0.11,0.11,0.15,0.11,0.21,0.16,0.09,0.05,0.04,0.08,0.13,0.09,0.08,0.13,0.13,0.09,0.13,0.09,0.08,0.05,0.08,0.08,0.08,0.08,0.09,0.04,0.08,0.07,0.07,0.08,0.07,0.09,0.06,0.06,0.09,0.15,0.05,0.05,0.06,0.06,0.05,0.09,0.06,0.07,0.06,0.07,0.07,0.06,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.04,0.0,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.0,0.0,0.05,0.05,0.0,0.04,0.05,0.0,0.04,0.0,0.04,0.23,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,98.39
10/21/2021,7.85,7.95,7.36,5.72,5.09,3.51,3.98,1.92,2.8,2.28,2.17,1.65,1.11,1.27,1.41,1.64,1.21,1.0,0.86,0.9,0.66,0.62,0.81,0.74,0.77,0.73,0.51,0.88,0.64,0.94,0.81,0.54,0.58,0.49,0.73,0.47,0.62,0.6,0.43,0.47,0.6,0.52,0.38,0.45,0.5,0.44,0.4,0.26,0.52,0.36,0.23,0.31,0.5,0.26,0.36,0.27,0.2,0.33,0.16,0.27,0.34,0.2,0.24,0.25,0.29,0.0,0.24,0.26,0.27,0.23,0.28,0.27,0.2,0.25,0.23,0.21,0.23,0.18,0.3,0.25,0.19,0.16,0.2,0.17,0.13,0.0,0.13,0.29,0.13,0.12,0.0,0.16,0.09,0.2,0.13,0.17,0.19,0.19,0.14,0.14,0.18,0.15,0.16,0.11,0.11,0.12,0.12,0.11,0.08,0.11,0.12,0.14,0.15,0.1,0.11,0.13,0.12,0.09,0.08,0.05,0.11,0.1,0.07,0.09,0.11,0.1,0.08,0.1,0.1,0.11,0.12,0.15,0.09,0.2,0.16,0.09,0.05,0.0,0.08,0.13,0.08,0.08,0.14,0.13,0.09,0.13,0.09,0.08,0.05,0.08,0.08,0.08,0.08,0.09,0.04,0.08,0.07,0.07,0.08,0.07,0.08,0.05,0.06,0.08,0.14,0.05,0.05,0.05,0.05,0.05,0.09,0.06,0.07,0.07,0.07,0.07,0.07,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.04,0.0,0.06,0.04,0.05,0.04,0.04,0.04,0.04,0.0,0.0,0.04,0.05,0.0,0.04,0.05,0.0,0.04,0.0,0.04,0.23,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.04,0.04,98.45
10/22/2021,7.73,8.0,7.39,5.71,5.11,3.45,4.04,1.91,2.8,2.25,2.17,1.66,1.06,1.28,1.42,1.69,1.2,0.99,0.87,0.94,0.68,0.62,0.8,0.74,0.79,0.73,0.52,0.87,0.63,0.93,0.79,0.55,0.57,0.48,0.71,0.47,0.62,0.59,0.45,0.49,0.6,0.53,0.39,0.47,0.52,0.44,0.42,0.26,0.52,0.36,0.24,0.32,0.5,0.25,0.36,0.28,0.2,0.33,0.15,0.27,0.33,0.2,0.24,0.25,0.29,0.0,0.23,0.26,0.27,0.24,0.28,0.26,0.19,0.25,0.23,0.21,0.21,0.18,0.3,0.25,0.19,0.16,0.19,0.16,0.13,0.0,0.13,0.3,0.13,0.12,0.0,0.16,0.09,0.2,0.13,0.17,0.19,0.18,0.14,0.15,0.18,0.14,0.17,0.11,0.11,0.12,0.12,0.11,0.08,0.11,0.12,0.13,0.14,0.1,0.11,0.13,0.14,0.09,0.08,0.05,0.11,0.1,0.07,0.09,0.11,0.1,0.08,0.1,0.1,0.11,0.12,0.16,0.09,0.21,0.16,0.09,0.05,0.0,0.08,0.13,0.08,0.08,0.14,0.13,0.09,0.13,0.09,0.08,0.06,0.08,0.08,0.08,0.08,0.09,0.05,0.08,0.06,0.07,0.08,0.07,0.09,0.05,0.06,0.09,0.13,0.05,0.05,0.05,0.06,0.05,0.09,0.06,0.07,0.07,0.07,0.07,0.08,0.04,0.05,0.05,0.06,0.05,0.05,0.0,0.04,0.0,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.05,0.0,0.04,0.05,0.0,0.04,0.0,0.0,0.23,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.04,0.04,98.52
10/25/2021,7.82,8.03,7.35,5.64,5.24,3.45,4.05,2.07,2.78,2.31,2.13,1.68,0.91,1.28,1.41,1.68,1.21,1.0,0.87,0.97,0.65,0.61,0.81,0.75,0.78,0.72,0.5,0.87,0.61,0.93,0.81,0.55,0.57,0.49,0.67,0.47,0.61,0.59,0.45,0.49,0.59,0.52,0.38,0.46,0.52,0.44,0.42,0.25,0.52,0.38,0.23,0.29,0.49,0.25,0.36,0.27,0.19,0.34,0.15,0.26,0.33,0.2,0.23,0.26,0.29,0.0,0.22,0.25,0.28,0.25,0.27,0.27,0.19,0.24,0.22,0.21,0.21,0.19,0.31,0.25,0.2,0.15,0.19,0.17,0.13,0.0,0.13,0.31,0.13,0.12,0.0,0.16,0.1,0.2,0.13,0.17,0.19,0.18,0.14,0.14,0.17,0.14,0.16,0.11,0.11,0.12,0.11,0.11,0.08,0.1,0.12,0.13,0.14,0.1,0.1,0.12,0.14,0.09,0.08,0.05,0.11,0.1,0.08,0.09,0.1,0.1,0.07,0.1,0.1,0.12,0.11,0.15,0.1,0.22,0.16,0.09,0.05,0.0,0.08,0.13,0.09,0.08,0.14,0.14,0.09,0.14,0.09,0.08,0.05,0.08,0.08,0.07,0.08,0.09,0.04,0.08,0.06,0.06,0.08,0.08,0.09,0.06,0.06,0.09,0.13,0.05,0.05,0.05,0.05,0.05,0.09,0.06,0.06,0.08,0.07,0.07,0.08,0.05,0.05,0.05,0.06,0.04,0.05,0.0,0.04,0.0,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.05,0.0,0.04,0.05,0.0,0.04,0.0,0.0,0.25,0.05,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.17,0.04,0.04,98.51
10/26/2021,7.56,8.08,7.41,5.63,5.29,3.4,3.99,2.02,2.75,2.32,2.08,1.7,0.88,1.28,1.41,1.7,1.19,1.02,0.86,0.97,0.64,0.62,0.82,0.76,0.79,0.72,0.5,0.87,0.62,0.93,0.87,0.55,0.57,0.51,0.67,0.47,0.61,0.59,0.45,0.49,0.6,0.53,0.38,0.46,0.51,0.44,0.42,0.24,0.53,0.37,0.23,0.29,0.52,0.26,0.35,0.27,0.19,0.34,0.16,0.26,0.33,0.2,0.23,0.26,0.29,0.0,0.22,0.25,0.28,0.25,0.27,0.27,0.19,0.25,0.22,0.21,0.22,0.19,0.31,0.25,0.2,0.15,0.19,0.17,0.13,0.17,0.13,0.31,0.13,0.12,0.0,0.17,0.1,0.2,0.13,0.17,0.2,0.18,0.14,0.14,0.18,0.15,0.17,0.11,0.1,0.12,0.11,0.11,0.08,0.11,0.12,0.14,0.14,0.1,0.1,0.12,0.14,0.08,0.08,0.05,0.11,0.11,0.08,0.09,0.11,0.1,0.08,0.1,0.1,0.12,0.11,0.15,0.1,0.21,0.16,0.09,0.05,0.0,0.08,0.13,0.08,0.08,0.13,0.14,0.09,0.14,0.09,0.07,0.05,0.08,0.08,0.05,0.08,0.08,0.04,0.08,0.06,0.06,0.08,0.08,0.09,0.05,0.06,0.09,0.13,0.05,0.05,0.05,0.04,0.05,0.09,0.06,0.07,0.08,0.07,0.07,0.08,0.04,0.05,0.05,0.06,0.04,0.05,0.0,0.04,0.0,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.0,0.04,0.05,0.0,0.04,0.05,0.0,0.04,0.0,0.0,0.32,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,98.4
10/27/2021,7.56,8.08,7.41,5.63,5.29,3.4,3.99,2.02,2.75,2.32,2.08,1.7,0.88,1.28,1.41,1.7,1.19,1.02,0.86,0.97,0.64,0.62,0.82,0.76,0.79,0.72,0.5,0.87,0.62,0.93,0.87,0.55,0.57,0.51,0.67,0.47,0.61,0.59,0.45,0.49,0.6,0.53,0.38,0.46,0.51,0.44,0.42,0.24,0.53,0.37,0.23,0.29,0.52,0.26,0.35,0.27,0.19,0.34,0.16,0.26,0.33,0.2,0.23,0.26,0.29,0.0,0.22,0.25,0.28,0.25,0.27,0.27,0.19,0.25,0.22,0.21,0.22,0.19,0.31,0.25,0.2,0.15,0.19,0.17,0.13,0.17,0.13,0.31,0.13,0.12,0.0,0.17,0.1,0.2,0.13,0.17,0.2,0.18,0.14,0.14,0.18,0.15,0.17,0.11,0.1,0.12,0.11,0.11,0.08,0.11,0.12,0.14,0.14,0.1,0.1,0.12,0.14,0.08,0.08,0.05,0.11,0.11,0.08,0.09,0.11,0.1,0.08,0.1,0.1,0.12,0.11,0.15,0.1,0.21,0.16,0.09,0.05,0.0,0.08,0.13,0.08,0.08,0.13,0.14,0.09,0.14,0.09,0.07,0.05,0.08,0.08,0.05,0.08,0.08,0.04,0.08,0.06,0.06,0.08,0.08,0.09,0.05,0.06,0.09,0.13,0.05,0.05,0.05,0.04,0.05,0.09,0.06,0.07,0.08,0.07,0.07,0.08,0.04,0.05,0.05,0.06,0.04,0.05,0.0,0.04,0.0,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.0,0.04,0.05,0.0,0.04,0.05,0.0,0.04,0.0,0.0,0.32,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,98.4
