,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,JPM,TSLA,JNJ,NVDA,UNH,V,HD,PG,DIS,BAC,MA,PYPL,CMCSA,XOM,ADBE,VZ,INTC,CSCO,NFLX,CRM,PFE,KO,T,ABT,PEP,CVX,ABBV,WMT,WFC,AVGO,MRK,TMO,ACN,TXN,MCD,NKE,MDT,COST,C,DHR,HON,LLY,LIN,UPS,QCOM,UNP,PM,BMY,ORCL,NEE,LOW,AMGN,MS,BA,RTX,SBUX,CAT,IBM,GS,AMAT,BLK,GE,INTU,MMM,AMT,TGT,CVS,DE,SCHW,AXP,ISRG,CHTR,ANTM,AMD,BKNG,LMT,MU,NOW,LRCX,FIS,MO,SPGI,CI,MDLZ,PLD,ZTS,ADP,SYK,TFC,USB,GILD,TMUS,PNC,CCI,TJX,CME,DUK,FDX,CB,CSX,COP,ATVI,GM,COF,CL,NSC,EL,MMC,BDX,FISV,SHW,SO,ITW,APD,EQIX,ICE,ADSK,FCX,D,ADI,BSX,EW,ILMN,NEM,NXPI,PGR,ETN,EMR,AON,GPN,HCA,F,NOC,HUM,WM,VRTX,MCO,ECL,REGN,DOW,DG,MET,KLAC,JCI,IDXX,ROP,EOG,TWTR,IQV,AIG,DD,ROST,TEL,LHX,TT,KMB,EXC,GD,SLB,TROW,PSA,CNC,AEP,SRE,DLR,PPG,ALGN,PRU,MCHP,SPG,A,BK,BAX,ALL,SYY,EA,STZ,BIIB,APTV,APH,TRV,MPC,PH,EBAY,INFO,ALXN,SNPS,MSCI,CMG,GIS,MAR,XEL,CMI,DXCM,CARR,ORLY,CDNS,WBA,n/a,MRNA,FTNT,RMD,MSI,CTSH,SBAC,DFS,SUM
09/06/2021,5.89,5.6,4.04,2.28,2.01,1.96,1.44,1.29,1.44,1.19,1.37,1.04,1.08,0.93,0.91,0.88,0.85,0.88,0.94,0.72,0.73,0.77,0.64,0.62,0.61,0.64,0.62,0.6,0.58,0.56,0.56,0.56,0.56,0.55,0.53,0.51,0.53,0.54,0.54,0.51,0.49,0.47,0.54,0.46,0.48,0.4,0.47,0.42,0.5,0.41,0.41,0.44,0.4,0.42,0.41,0.39,0.39,0.38,0.38,0.37,0.36,0.35,0.36,0.33,0.36,0.35,0.36,0.34,0.32,0.37,0.32,0.34,0.33,0.3,0.3,0.3,0.29,0.3,0.27,0.26,0.31,0.25,0.25,0.26,0.3,0.25,0.24,0.24,0.27,0.22,0.24,0.24,0.24,0.23,0.23,0.21,0.21,0.24,0.23,0.22,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.23,0.2,0.21,0.19,0.19,0.18,0.2,0.2,0.19,0.17,0.18,0.18,0.18,0.17,0.2,0.18,0.18,0.15,0.16,0.17,0.17,0.18,0.19,0.14,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.16,0.15,0.16,0.15,0.14,0.16,0.14,0.16,0.13,0.14,0.12,0.14,0.13,0.15,0.14,0.13,0.15,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.14,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.1,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.49000000000001
09/07/2021,5.89,5.6,4.04,2.28,2.01,1.96,1.44,1.29,1.44,1.19,1.37,1.04,1.08,0.93,0.91,0.88,0.85,0.88,0.94,0.72,0.73,0.77,0.64,0.62,0.61,0.64,0.62,0.6,0.58,0.56,0.56,0.56,0.56,0.55,0.53,0.51,0.53,0.54,0.54,0.51,0.49,0.47,0.54,0.46,0.48,0.4,0.47,0.42,0.5,0.41,0.41,0.44,0.4,0.42,0.41,0.39,0.39,0.38,0.38,0.37,0.36,0.35,0.36,0.33,0.36,0.35,0.36,0.34,0.32,0.37,0.32,0.34,0.33,0.3,0.3,0.3,0.29,0.3,0.27,0.26,0.31,0.25,0.25,0.26,0.3,0.25,0.24,0.24,0.27,0.22,0.24,0.24,0.24,0.23,0.23,0.21,0.21,0.24,0.23,0.22,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.23,0.2,0.21,0.19,0.19,0.18,0.2,0.2,0.19,0.17,0.18,0.18,0.18,0.17,0.2,0.18,0.18,0.15,0.16,0.17,0.17,0.18,0.19,0.14,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.16,0.15,0.16,0.15,0.14,0.16,0.14,0.16,0.13,0.14,0.12,0.14,0.13,0.15,0.14,0.13,0.15,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.14,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.1,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.49000000000001
09/08/2021,5.89,5.6,4.04,2.28,2.01,1.96,1.44,1.29,1.44,1.19,1.37,1.04,1.08,0.93,0.91,0.88,0.85,0.88,0.94,0.72,0.73,0.77,0.64,0.62,0.61,0.64,0.62,0.6,0.58,0.56,0.56,0.56,0.56,0.55,0.53,0.51,0.53,0.54,0.54,0.51,0.49,0.47,0.54,0.46,0.48,0.4,0.47,0.42,0.5,0.41,0.41,0.44,0.4,0.42,0.41,0.39,0.39,0.38,0.38,0.37,0.36,0.35,0.36,0.33,0.36,0.35,0.36,0.34,0.32,0.37,0.32,0.34,0.33,0.3,0.3,0.3,0.29,0.3,0.27,0.26,0.31,0.25,0.25,0.26,0.3,0.25,0.24,0.24,0.27,0.22,0.24,0.24,0.24,0.23,0.23,0.21,0.21,0.24,0.23,0.22,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.23,0.2,0.21,0.19,0.19,0.18,0.2,0.2,0.19,0.17,0.18,0.18,0.18,0.17,0.2,0.18,0.18,0.15,0.16,0.17,0.17,0.18,0.19,0.14,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.16,0.15,0.16,0.15,0.14,0.16,0.14,0.16,0.13,0.14,0.12,0.14,0.13,0.15,0.14,0.13,0.15,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.14,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.1,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.49000000000001
09/09/2021,5.89,5.6,4.04,2.28,2.01,1.96,1.44,1.29,1.44,1.19,1.37,1.04,1.08,0.93,0.91,0.88,0.85,0.88,0.94,0.72,0.73,0.77,0.64,0.62,0.61,0.64,0.62,0.6,0.58,0.56,0.56,0.56,0.56,0.55,0.53,0.51,0.53,0.54,0.54,0.51,0.49,0.47,0.54,0.46,0.48,0.4,0.47,0.42,0.5,0.41,0.41,0.44,0.4,0.42,0.41,0.39,0.39,0.38,0.38,0.37,0.36,0.35,0.36,0.33,0.36,0.35,0.36,0.34,0.32,0.37,0.32,0.34,0.33,0.3,0.3,0.3,0.29,0.3,0.27,0.26,0.31,0.25,0.25,0.26,0.3,0.25,0.24,0.24,0.27,0.22,0.24,0.24,0.24,0.23,0.23,0.21,0.21,0.24,0.23,0.22,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.23,0.2,0.21,0.19,0.19,0.18,0.2,0.2,0.19,0.17,0.18,0.18,0.18,0.17,0.2,0.18,0.18,0.15,0.16,0.17,0.17,0.18,0.19,0.14,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.16,0.15,0.16,0.15,0.14,0.16,0.14,0.16,0.13,0.14,0.12,0.14,0.13,0.15,0.14,0.13,0.15,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.14,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.1,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.49000000000001
09/10/2021,5.89,5.6,4.04,2.28,2.01,1.96,1.44,1.29,1.44,1.19,1.37,1.04,1.08,0.93,0.91,0.88,0.85,0.88,0.94,0.72,0.73,0.77,0.64,0.62,0.61,0.64,0.62,0.6,0.58,0.56,0.56,0.56,0.56,0.55,0.53,0.51,0.53,0.54,0.54,0.51,0.49,0.47,0.54,0.46,0.48,0.4,0.47,0.42,0.5,0.41,0.41,0.44,0.4,0.42,0.41,0.39,0.39,0.38,0.38,0.37,0.36,0.35,0.36,0.33,0.36,0.35,0.36,0.34,0.32,0.37,0.32,0.34,0.33,0.3,0.3,0.3,0.29,0.3,0.27,0.26,0.31,0.25,0.25,0.26,0.3,0.25,0.24,0.24,0.27,0.22,0.24,0.24,0.24,0.23,0.23,0.21,0.21,0.24,0.23,0.22,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.23,0.2,0.21,0.19,0.19,0.18,0.2,0.2,0.19,0.17,0.18,0.18,0.18,0.17,0.2,0.18,0.18,0.15,0.16,0.17,0.17,0.18,0.19,0.14,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.16,0.15,0.16,0.15,0.14,0.16,0.14,0.16,0.13,0.14,0.12,0.14,0.13,0.15,0.14,0.13,0.15,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.14,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.1,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.49000000000001
09/13/2021,5.89,5.6,4.04,2.28,2.01,1.96,1.44,1.29,1.44,1.19,1.37,1.04,1.08,0.93,0.91,0.88,0.85,0.88,0.94,0.72,0.73,0.77,0.64,0.62,0.61,0.64,0.62,0.6,0.58,0.56,0.56,0.56,0.56,0.55,0.53,0.51,0.53,0.54,0.54,0.51,0.49,0.47,0.54,0.46,0.48,0.4,0.47,0.42,0.5,0.41,0.41,0.44,0.4,0.42,0.41,0.39,0.39,0.38,0.38,0.37,0.36,0.35,0.36,0.33,0.36,0.35,0.36,0.34,0.32,0.37,0.32,0.34,0.33,0.3,0.3,0.3,0.29,0.3,0.27,0.26,0.31,0.25,0.25,0.26,0.3,0.25,0.24,0.24,0.27,0.22,0.24,0.24,0.24,0.23,0.23,0.21,0.21,0.24,0.23,0.22,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.23,0.2,0.21,0.19,0.19,0.18,0.2,0.2,0.19,0.17,0.18,0.18,0.18,0.17,0.2,0.18,0.18,0.15,0.16,0.17,0.17,0.18,0.19,0.14,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.16,0.15,0.16,0.15,0.14,0.16,0.14,0.16,0.13,0.14,0.12,0.14,0.13,0.15,0.14,0.13,0.15,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.14,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.1,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.49000000000001
09/14/2021,5.89,5.6,4.04,2.28,2.01,1.96,1.44,1.29,1.44,1.19,1.37,1.04,1.08,0.93,0.91,0.88,0.85,0.88,0.94,0.72,0.73,0.77,0.64,0.62,0.61,0.64,0.62,0.6,0.58,0.56,0.56,0.56,0.56,0.55,0.53,0.51,0.53,0.54,0.54,0.51,0.49,0.47,0.54,0.46,0.48,0.4,0.47,0.42,0.5,0.41,0.41,0.44,0.4,0.42,0.41,0.39,0.39,0.38,0.38,0.37,0.36,0.35,0.36,0.33,0.36,0.35,0.36,0.34,0.32,0.37,0.32,0.34,0.33,0.3,0.3,0.3,0.29,0.3,0.27,0.26,0.31,0.25,0.25,0.26,0.3,0.25,0.24,0.24,0.27,0.22,0.24,0.24,0.24,0.23,0.23,0.21,0.21,0.24,0.23,0.22,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.23,0.2,0.21,0.19,0.19,0.18,0.2,0.2,0.19,0.17,0.18,0.18,0.18,0.17,0.2,0.18,0.18,0.15,0.16,0.17,0.17,0.18,0.19,0.14,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.16,0.15,0.16,0.15,0.14,0.16,0.14,0.16,0.13,0.14,0.12,0.14,0.13,0.15,0.14,0.13,0.15,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.14,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.1,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.49000000000001
09/15/2021,5.89,5.6,4.04,2.28,2.01,1.96,1.44,1.29,1.44,1.19,1.37,1.04,1.08,0.93,0.91,0.88,0.85,0.88,0.94,0.72,0.73,0.77,0.64,0.62,0.61,0.64,0.62,0.6,0.58,0.56,0.56,0.56,0.56,0.55,0.53,0.51,0.53,0.54,0.54,0.51,0.49,0.47,0.54,0.46,0.48,0.4,0.47,0.42,0.5,0.41,0.41,0.44,0.4,0.42,0.41,0.39,0.39,0.38,0.38,0.37,0.36,0.35,0.36,0.33,0.36,0.35,0.36,0.34,0.32,0.37,0.32,0.34,0.33,0.3,0.3,0.3,0.29,0.3,0.27,0.26,0.31,0.25,0.25,0.26,0.3,0.25,0.24,0.24,0.27,0.22,0.24,0.24,0.24,0.23,0.23,0.21,0.21,0.24,0.23,0.22,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.23,0.2,0.21,0.19,0.19,0.18,0.2,0.2,0.19,0.17,0.18,0.18,0.18,0.17,0.2,0.18,0.18,0.15,0.16,0.17,0.17,0.18,0.19,0.14,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.16,0.15,0.16,0.15,0.14,0.16,0.14,0.16,0.13,0.14,0.12,0.14,0.13,0.15,0.14,0.13,0.15,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.14,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.1,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.49000000000001
09/16/2021,5.89,5.6,4.04,2.28,2.01,1.96,1.44,1.29,1.44,1.19,1.37,1.04,1.08,0.93,0.91,0.88,0.85,0.88,0.94,0.72,0.73,0.77,0.64,0.62,0.61,0.64,0.62,0.6,0.58,0.56,0.56,0.56,0.56,0.55,0.53,0.51,0.53,0.54,0.54,0.51,0.49,0.47,0.54,0.46,0.48,0.4,0.47,0.42,0.5,0.41,0.41,0.44,0.4,0.42,0.41,0.39,0.39,0.38,0.38,0.37,0.36,0.35,0.36,0.33,0.36,0.35,0.36,0.34,0.32,0.37,0.32,0.34,0.33,0.3,0.3,0.3,0.29,0.3,0.27,0.26,0.31,0.25,0.25,0.26,0.3,0.25,0.24,0.24,0.27,0.22,0.24,0.24,0.24,0.23,0.23,0.21,0.21,0.24,0.23,0.22,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.23,0.2,0.21,0.19,0.19,0.18,0.2,0.2,0.19,0.17,0.18,0.18,0.18,0.17,0.2,0.18,0.18,0.15,0.16,0.17,0.17,0.18,0.19,0.14,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.16,0.15,0.16,0.15,0.14,0.16,0.14,0.16,0.13,0.14,0.12,0.14,0.13,0.15,0.14,0.13,0.15,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.14,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.1,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.49000000000001
09/17/2021,5.89,5.6,4.04,2.28,2.01,1.96,1.44,1.29,1.44,1.19,1.37,1.04,1.08,0.93,0.91,0.88,0.85,0.88,0.94,0.72,0.73,0.77,0.64,0.62,0.61,0.64,0.62,0.6,0.58,0.56,0.56,0.56,0.56,0.55,0.53,0.51,0.53,0.54,0.54,0.51,0.49,0.47,0.54,0.46,0.48,0.4,0.47,0.42,0.5,0.41,0.41,0.44,0.4,0.42,0.41,0.39,0.39,0.38,0.38,0.37,0.36,0.35,0.36,0.33,0.36,0.35,0.36,0.34,0.32,0.37,0.32,0.34,0.33,0.3,0.3,0.3,0.29,0.3,0.27,0.26,0.31,0.25,0.25,0.26,0.3,0.25,0.24,0.24,0.27,0.22,0.24,0.24,0.24,0.23,0.23,0.21,0.21,0.24,0.23,0.22,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.23,0.2,0.21,0.19,0.19,0.18,0.2,0.2,0.19,0.17,0.18,0.18,0.18,0.17,0.2,0.18,0.18,0.15,0.16,0.17,0.17,0.18,0.19,0.14,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.16,0.15,0.16,0.15,0.14,0.16,0.14,0.16,0.13,0.14,0.12,0.14,0.13,0.15,0.14,0.13,0.15,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.14,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.1,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.49000000000001
09/20/2021,6.22,5.94,3.89,2.37,2.27,2.16,1.41,1.26,1.48,1.19,1.46,1.03,1.01,0.91,0.91,0.86,0.82,0.79,0.89,0.73,0.6,0.83,0.59,0.57,0.65,0.65,0.67,0.67,0.57,0.51,0.59,0.56,0.49,0.56,0.53,0.49,0.53,0.5,0.57,0.56,0.46,0.46,0.55,0.47,0.53,0.39,0.54,0.42,0.54,0.43,0.37,0.43,0.38,0.42,0.39,0.42,0.43,0.38,0.34,0.41,0.32,0.34,0.36,0.3,0.33,0.37,0.32,0.35,0.3,0.4,0.29,0.35,0.32,0.3,0.31,0.29,0.28,0.33,0.29,0.24,0.35,0.25,0.23,0.22,0.33,0.23,0.21,0.24,0.28,0.19,0.23,0.26,0.25,0.23,0.24,0.2,0.2,0.24,0.21,0.21,0.22,0.23,0.19,0.21,0.17,0.22,0.19,0.2,0.17,0.16,0.2,0.17,0.17,0.21,0.21,0.19,0.18,0.19,0.18,0.17,0.16,0.2,0.18,0.18,0.14,0.16,0.23,0.17,0.19,0.17,0.12,0.15,0.15,0.18,0.17,0.17,0.13,0.17,0.13,0.14,0.14,0.16,0.14,0.16,0.15,0.18,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.1,0.13,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.11,0.11,0.12,0.14,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.1,0.0,0.0,0.13,0.12,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.12,0.0,0.0,0.3,0.11,0.11,0.11,0.11,0.1,0.1,83.97
