,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,INTC,CSCO,CRM,PFE,KO,T,ABT,PEP,ABBV,TMO,NKE,CVX,LLY,WMT,MRK,ACN,AVGO,WFC,DHR,TXN,COST,MCD,MDT,QCOM,PM,UPS,UNP,BMY,HON,NEE,ORCL,C,AMGN,LOW,SBUX,BLK,INTU,RTX,BA,MS,AMAT,AMT,IBM,GS,TGT,CAT,AMD,SCHW,AXP,MMM,ISRG,GE,NOW,CVS,SPGI,DE,SQ,CHTR,ANTM,LMT,MU,FIS,PLD,ZTS,SYK,BKNG,LRCX,MDLZ,TMUS,MO,CCI,GILD,ZM,ADP,TJX,UBER,COP,GM,MRNA,CI,PNC,DUK,USB,CME,CSX,TFC,EQIX,XTSLA,ILMN,COF,ITW,FDX,BDX,CB,MMC,ATVI,EL,ICE,ADSK,FISV,SO,CL,EW,BX,SHW,NSC,TWLO,APD,ADI,BSX,D,PGR,GPN,F,EMR,HUM,REGN,ETN,MCO,WM,AON,ECL,DG,FCX,DOCU,TWTR,NXPI,IDXX,NOC,HCA,ROP,EOG,JCI,BIIB,ROKU,NEM,VRTX,A,PINS,CMG,VEEV,WDAY,MSCI,TT,ROST,LHX,EXC,KMB,DOW,MRVL,PSA,GD,EBAY,IQV,ALGN,KLAC,TROW,ALXN,DD,BAX,EA,BK,APH,PLTR,AIG,ORLY,PPG,SPG,CARR,SRE,INFO,LULU,MTCH,SLB,DLR,MET,APTV,CNC,DXCM,AEP,ALL,PH,SNPS,CRWD,PRU,USD,MAR,CDNS,TEAM,GE.,XLNX,FTNT,DFS,CTSH,RMD,TRV,YUM,PANW,SNOW,MCHP,SUM
09/02/2021,5.55,5.29,3.43,2.1,2.01,1.91,1.24,1.31,1.25,1.11,1.06,0.9,0.91,0.78,0.81,0.8,0.71,0.75,0.73,0.73,0.63,0.54,0.56,0.52,0.5,0.58,0.56,0.6,0.5,0.45,0.5,0.5,0.49,0.51,0.48,0.44,0.51,0.49,0.45,0.5,0.46,0.46,0.48,0.41,0.47,0.41,0.41,0.38,0.37,0.32,0.34,0.35,0.37,0.38,0.36,0.34,0.3,0.34,0.31,0.31,0.33,0.3,0.27,0.33,0.29,0.3,0.29,0.32,0.29,0.27,0.31,0.27,0.25,0.26,0.29,0.26,0.29,0.26,0.25,0.25,0.24,0.25,0.21,0.21,0.19,0.18,0.23,0.23,0.22,0.22,0.2,0.2,0.19,0.21,0.19,0.21,0.17,0.21,0.2,0.15,0.18,0.16,0.29,0.16,0.19,0.19,0.18,0.17,0.17,0.18,0.17,0.13,0.15,0.17,0.17,0.15,0.17,0.19,0.18,0.14,0.18,0.15,0.16,0.16,0.16,0.15,0.17,0.2,0.17,0.15,0.14,0.14,0.21,0.15,0.15,0.13,0.11,0.12,0.14,0.12,0.16,0.16,0.14,0.15,0.15,0.13,0.13,0.12,0.13,0.12,0.15,0.13,0.13,0.15,0.12,0.0,0.12,0.12,0.0,0.11,0.12,0.12,0.0,0.12,0.1,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.11,0.0,0.0,0.1,0.12,0.1,0.1,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.12,0.1,0.0,0.0,0.12,0.11,0.1,0.1,0.0,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,74.63000000000002
09/03/2021,5.52,5.26,3.48,2.1,2.01,1.91,1.24,1.32,1.24,1.11,1.06,0.9,0.91,0.79,0.81,0.8,0.7,0.76,0.73,0.73,0.64,0.53,0.57,0.53,0.51,0.58,0.57,0.59,0.51,0.45,0.51,0.5,0.49,0.5,0.47,0.43,0.51,0.49,0.45,0.5,0.46,0.44,0.48,0.41,0.47,0.41,0.41,0.38,0.37,0.33,0.33,0.35,0.37,0.38,0.36,0.34,0.3,0.34,0.32,0.31,0.33,0.3,0.27,0.34,0.29,0.3,0.29,0.32,0.28,0.27,0.31,0.26,0.25,0.26,0.29,0.27,0.29,0.26,0.25,0.25,0.24,0.25,0.21,0.21,0.19,0.18,0.23,0.22,0.22,0.22,0.2,0.2,0.19,0.21,0.19,0.21,0.14,0.21,0.2,0.15,0.17,0.16,0.3,0.17,0.19,0.19,0.18,0.17,0.17,0.18,0.17,0.13,0.15,0.17,0.17,0.15,0.17,0.19,0.19,0.15,0.18,0.15,0.16,0.16,0.16,0.15,0.17,0.2,0.17,0.15,0.13,0.14,0.2,0.15,0.14,0.13,0.11,0.12,0.15,0.12,0.16,0.16,0.14,0.15,0.15,0.13,0.12,0.12,0.13,0.12,0.14,0.13,0.13,0.15,0.12,0.0,0.12,0.12,0.0,0.11,0.12,0.12,0.0,0.12,0.0,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.13,0.12,0.12,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.11,0.0,0.0,0.1,0.12,0.1,0.1,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.1,0.0,0.0,0.12,0.1,0.1,0.1,0.0,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,74.58
09/06/2021,5.56,5.23,3.46,2.07,1.99,1.88,1.23,1.31,1.23,1.11,1.06,0.87,0.92,0.77,0.81,0.81,0.69,0.76,0.71,0.73,0.65,0.54,0.59,0.53,0.5,0.58,0.56,0.6,0.51,0.45,0.51,0.5,0.46,0.51,0.47,0.44,0.51,0.49,0.45,0.5,0.45,0.43,0.48,0.4,0.47,0.41,0.42,0.38,0.38,0.33,0.33,0.34,0.37,0.39,0.36,0.34,0.3,0.34,0.32,0.31,0.33,0.29,0.27,0.34,0.28,0.31,0.29,0.32,0.28,0.27,0.3,0.26,0.24,0.26,0.29,0.27,0.3,0.26,0.25,0.25,0.24,0.25,0.22,0.2,0.19,0.18,0.23,0.23,0.22,0.22,0.2,0.2,0.19,0.22,0.2,0.21,0.14,0.2,0.2,0.15,0.18,0.15,0.31,0.17,0.19,0.19,0.17,0.16,0.17,0.17,0.18,0.15,0.16,0.16,0.17,0.15,0.17,0.19,0.19,0.14,0.18,0.16,0.15,0.16,0.16,0.15,0.17,0.2,0.17,0.15,0.13,0.14,0.2,0.15,0.15,0.13,0.11,0.12,0.14,0.12,0.16,0.15,0.14,0.15,0.15,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.13,0.15,0.12,0.0,0.12,0.12,0.0,0.11,0.12,0.13,0.0,0.12,0.1,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.12,0.11,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.11,0.0,0.0,0.1,0.12,0.1,0.1,0.1,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.1,0.0,0.0,0.12,0.1,0.1,0.13,0.0,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,74.41000000000001
09/07/2021,5.58,5.23,3.48,2.07,1.99,1.89,1.22,1.31,1.26,1.11,1.06,0.88,0.92,0.78,0.82,0.81,0.69,0.76,0.71,0.73,0.65,0.53,0.59,0.53,0.5,0.58,0.57,0.6,0.51,0.45,0.52,0.5,0.45,0.51,0.47,0.44,0.51,0.49,0.45,0.5,0.46,0.42,0.49,0.4,0.47,0.41,0.42,0.38,0.38,0.33,0.33,0.34,0.37,0.39,0.36,0.34,0.3,0.34,0.32,0.31,0.33,0.29,0.27,0.33,0.29,0.31,0.29,0.31,0.28,0.27,0.31,0.26,0.24,0.26,0.29,0.26,0.31,0.27,0.25,0.25,0.24,0.24,0.21,0.2,0.19,0.18,0.24,0.23,0.22,0.22,0.2,0.2,0.19,0.22,0.2,0.21,0.15,0.2,0.2,0.15,0.18,0.15,0.33,0.17,0.19,0.19,0.17,0.16,0.17,0.17,0.18,0.17,0.16,0.16,0.17,0.15,0.17,0.19,0.19,0.14,0.18,0.16,0.15,0.16,0.16,0.15,0.17,0.2,0.17,0.14,0.14,0.14,0.2,0.15,0.15,0.13,0.11,0.12,0.14,0.12,0.16,0.15,0.14,0.15,0.15,0.13,0.12,0.12,0.14,0.12,0.14,0.13,0.13,0.15,0.12,0.0,0.12,0.12,0.0,0.11,0.12,0.13,0.0,0.12,0.1,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.12,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.11,0.0,0.0,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.1,0.0,0.0,0.12,0.1,0.1,0.1,0.0,0.1,0.12,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,74.57000000000001
09/08/2021,5.58,5.23,3.48,2.07,1.99,1.89,1.22,1.31,1.26,1.11,1.06,0.88,0.92,0.78,0.82,0.81,0.69,0.76,0.71,0.73,0.65,0.53,0.59,0.53,0.5,0.58,0.57,0.6,0.51,0.45,0.52,0.5,0.45,0.51,0.47,0.44,0.51,0.49,0.45,0.5,0.46,0.42,0.49,0.4,0.47,0.41,0.42,0.38,0.38,0.33,0.33,0.34,0.37,0.39,0.36,0.34,0.3,0.34,0.32,0.31,0.33,0.29,0.27,0.33,0.29,0.31,0.29,0.31,0.28,0.27,0.31,0.26,0.24,0.26,0.29,0.26,0.31,0.27,0.25,0.25,0.24,0.24,0.21,0.2,0.19,0.18,0.24,0.23,0.22,0.22,0.2,0.2,0.19,0.22,0.2,0.21,0.15,0.2,0.2,0.15,0.18,0.15,0.33,0.17,0.19,0.19,0.17,0.16,0.17,0.17,0.18,0.17,0.16,0.16,0.17,0.15,0.17,0.19,0.19,0.14,0.18,0.16,0.15,0.16,0.16,0.15,0.17,0.2,0.17,0.14,0.14,0.14,0.2,0.15,0.15,0.13,0.11,0.12,0.14,0.12,0.16,0.15,0.14,0.15,0.15,0.13,0.12,0.12,0.14,0.12,0.14,0.13,0.13,0.15,0.12,0.0,0.12,0.12,0.0,0.11,0.12,0.13,0.0,0.12,0.1,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.12,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.11,0.0,0.0,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.1,0.0,0.0,0.12,0.1,0.1,0.1,0.0,0.1,0.12,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,74.57000000000001
09/09/2021,5.59,5.24,3.48,2.08,1.99,1.89,1.22,1.31,1.26,1.11,1.06,0.88,0.92,0.78,0.82,0.81,0.69,0.76,0.71,0.73,0.65,0.54,0.59,0.53,0.5,0.58,0.57,0.6,0.51,0.45,0.52,0.5,0.45,0.51,0.47,0.44,0.51,0.49,0.45,0.5,0.46,0.42,0.49,0.41,0.47,0.41,0.42,0.38,0.38,0.33,0.33,0.34,0.37,0.39,0.36,0.34,0.3,0.34,0.32,0.31,0.33,0.29,0.27,0.33,0.29,0.31,0.29,0.31,0.28,0.27,0.31,0.26,0.24,0.26,0.29,0.26,0.31,0.27,0.25,0.25,0.24,0.25,0.21,0.2,0.19,0.18,0.24,0.23,0.22,0.22,0.2,0.2,0.19,0.22,0.2,0.21,0.15,0.2,0.2,0.15,0.18,0.15,0.33,0.17,0.19,0.19,0.17,0.16,0.17,0.17,0.18,0.17,0.16,0.16,0.17,0.15,0.17,0.19,0.19,0.14,0.18,0.16,0.15,0.16,0.16,0.15,0.17,0.2,0.17,0.14,0.14,0.14,0.2,0.15,0.15,0.13,0.11,0.12,0.14,0.12,0.16,0.15,0.14,0.15,0.15,0.13,0.12,0.12,0.14,0.12,0.14,0.13,0.13,0.15,0.12,0.0,0.12,0.12,0.0,0.11,0.12,0.13,0.0,0.12,0.1,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.12,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.11,0.0,0.0,0.1,0.11,0.1,0.11,0.1,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.1,0.0,0.0,0.12,0.1,0.1,0.1,0.0,0.1,0.12,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,74.64
09/10/2021,5.69,5.23,3.52,2.12,2.01,1.91,1.21,1.35,1.25,1.11,1.05,0.89,0.92,0.8,0.82,0.81,0.7,0.77,0.72,0.73,0.64,0.53,0.61,0.53,0.5,0.58,0.57,0.6,0.5,0.45,0.52,0.49,0.45,0.52,0.47,0.43,0.5,0.49,0.44,0.5,0.46,0.42,0.48,0.41,0.47,0.41,0.42,0.37,0.38,0.33,0.33,0.34,0.36,0.39,0.36,0.34,0.29,0.34,0.32,0.31,0.33,0.29,0.27,0.33,0.29,0.31,0.29,0.31,0.28,0.26,0.31,0.26,0.24,0.25,0.29,0.26,0.3,0.26,0.25,0.24,0.24,0.24,0.21,0.2,0.19,0.18,0.23,0.23,0.22,0.22,0.19,0.19,0.18,0.22,0.19,0.21,0.15,0.2,0.19,0.15,0.18,0.15,0.34,0.17,0.19,0.18,0.17,0.16,0.16,0.17,0.18,0.19,0.16,0.16,0.16,0.15,0.17,0.19,0.19,0.14,0.18,0.15,0.15,0.16,0.16,0.15,0.17,0.2,0.17,0.14,0.13,0.14,0.2,0.15,0.14,0.13,0.11,0.12,0.14,0.12,0.15,0.15,0.14,0.15,0.15,0.13,0.12,0.12,0.13,0.12,0.14,0.13,0.13,0.15,0.12,0.0,0.12,0.11,0.0,0.11,0.12,0.13,0.0,0.12,0.1,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.12,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.11,0.1,0.0,0.0,0.12,0.1,0.0,0.0,0.12,0.1,0.1,0.0,0.0,0.1,0.12,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,74.64000000000001
09/13/2021,5.64,5.22,3.52,2.11,2.01,1.92,1.22,1.36,1.24,1.12,1.03,0.9,0.91,0.78,0.83,0.82,0.72,0.79,0.72,0.74,0.63,0.53,0.6,0.53,0.5,0.58,0.56,0.6,0.51,0.46,0.52,0.5,0.44,0.52,0.47,0.43,0.47,0.49,0.44,0.51,0.46,0.43,0.49,0.41,0.48,0.42,0.42,0.37,0.37,0.32,0.32,0.33,0.36,0.39,0.36,0.34,0.29,0.34,0.33,0.31,0.34,0.3,0.27,0.34,0.29,0.31,0.29,0.31,0.28,0.26,0.3,0.26,0.24,0.25,0.29,0.26,0.3,0.26,0.25,0.24,0.23,0.24,0.21,0.2,0.19,0.18,0.23,0.23,0.23,0.22,0.2,0.2,0.18,0.22,0.19,0.21,0.15,0.2,0.2,0.15,0.18,0.16,0.36,0.17,0.19,0.19,0.17,0.16,0.16,0.17,0.18,0.18,0.16,0.16,0.16,0.15,0.18,0.19,0.19,0.14,0.18,0.15,0.15,0.16,0.17,0.15,0.18,0.21,0.17,0.14,0.13,0.14,0.21,0.15,0.15,0.13,0.12,0.12,0.14,0.12,0.15,0.15,0.14,0.15,0.15,0.13,0.12,0.12,0.12,0.11,0.14,0.13,0.13,0.16,0.12,0.0,0.13,0.1,0.0,0.11,0.11,0.13,0.0,0.13,0.1,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.12,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.11,0.0,0.0,0.1,0.11,0.1,0.1,0.11,0.1,0.0,0.1,0.11,0.0,0.0,0.12,0.11,0.0,0.0,0.12,0.1,0.1,0.0,0.0,0.11,0.12,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,74.78
09/14/2021,5.49,5.23,3.54,2.13,1.99,1.89,1.22,1.34,1.26,1.11,1.03,0.89,0.89,0.78,0.84,0.82,0.71,0.78,0.71,0.74,0.64,0.54,0.61,0.53,0.51,0.57,0.56,0.6,0.51,0.46,0.53,0.5,0.44,0.53,0.48,0.44,0.48,0.49,0.44,0.51,0.47,0.43,0.49,0.41,0.48,0.42,0.41,0.38,0.38,0.33,0.32,0.33,0.36,0.39,0.37,0.34,0.29,0.34,0.33,0.31,0.34,0.3,0.26,0.34,0.29,0.31,0.29,0.31,0.29,0.26,0.3,0.26,0.24,0.25,0.28,0.26,0.3,0.26,0.25,0.24,0.23,0.24,0.21,0.2,0.19,0.18,0.23,0.23,0.22,0.22,0.2,0.2,0.18,0.22,0.19,0.21,0.15,0.2,0.2,0.15,0.18,0.16,0.36,0.16,0.19,0.19,0.17,0.16,0.16,0.17,0.18,0.11,0.16,0.16,0.16,0.15,0.18,0.19,0.19,0.14,0.18,0.16,0.15,0.16,0.16,0.15,0.17,0.21,0.17,0.14,0.13,0.14,0.21,0.15,0.15,0.13,0.11,0.12,0.14,0.12,0.15,0.15,0.15,0.15,0.15,0.13,0.12,0.12,0.12,0.11,0.14,0.14,0.13,0.16,0.12,0.0,0.13,0.11,0.0,0.11,0.11,0.13,0.0,0.13,0.1,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.13,0.13,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.0,0.1,0.11,0.1,0.11,0.11,0.1,0.0,0.1,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.1,0.1,0.0,0.0,0.11,0.12,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,74.62000000000002
09/15/2021,5.49,5.23,3.54,2.13,1.99,1.89,1.22,1.34,1.26,1.11,1.03,0.89,0.89,0.78,0.84,0.82,0.71,0.78,0.71,0.74,0.64,0.54,0.61,0.53,0.51,0.57,0.56,0.6,0.51,0.46,0.53,0.5,0.44,0.53,0.48,0.44,0.48,0.49,0.44,0.51,0.47,0.43,0.49,0.41,0.48,0.42,0.41,0.38,0.38,0.33,0.32,0.33,0.36,0.39,0.37,0.34,0.29,0.34,0.33,0.31,0.34,0.3,0.26,0.34,0.29,0.31,0.29,0.31,0.29,0.26,0.3,0.26,0.24,0.25,0.28,0.26,0.3,0.26,0.25,0.24,0.23,0.24,0.21,0.2,0.19,0.18,0.23,0.23,0.22,0.22,0.2,0.2,0.18,0.22,0.19,0.21,0.15,0.2,0.2,0.15,0.18,0.16,0.36,0.16,0.19,0.19,0.17,0.16,0.16,0.17,0.18,0.11,0.16,0.16,0.16,0.15,0.18,0.19,0.19,0.14,0.18,0.16,0.15,0.16,0.16,0.15,0.17,0.21,0.17,0.14,0.13,0.14,0.21,0.15,0.15,0.13,0.11,0.12,0.14,0.12,0.15,0.15,0.15,0.15,0.15,0.13,0.12,0.12,0.12,0.11,0.14,0.14,0.13,0.16,0.12,0.0,0.13,0.11,0.0,0.11,0.11,0.13,0.0,0.13,0.1,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.13,0.13,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.0,0.1,0.11,0.1,0.11,0.11,0.1,0.0,0.1,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.1,0.1,0.0,0.0,0.11,0.12,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,74.62000000000002
09/16/2021,5.5,5.25,3.52,2.11,2.01,1.91,1.23,1.35,1.24,1.13,1.02,0.89,0.91,0.77,0.85,0.83,0.71,0.79,0.72,0.72,0.64,0.55,0.6,0.53,0.52,0.58,0.55,0.58,0.51,0.46,0.52,0.5,0.45,0.51,0.46,0.44,0.47,0.49,0.43,0.51,0.47,0.44,0.48,0.42,0.48,0.42,0.41,0.38,0.37,0.33,0.32,0.33,0.36,0.39,0.36,0.34,0.29,0.35,0.33,0.31,0.33,0.3,0.27,0.34,0.3,0.31,0.29,0.32,0.28,0.26,0.3,0.26,0.25,0.25,0.28,0.27,0.3,0.26,0.25,0.24,0.23,0.24,0.21,0.2,0.2,0.18,0.23,0.23,0.22,0.22,0.2,0.2,0.18,0.22,0.19,0.21,0.14,0.2,0.19,0.15,0.18,0.16,0.33,0.17,0.19,0.19,0.18,0.16,0.16,0.18,0.18,0.11,0.15,0.17,0.16,0.15,0.18,0.19,0.19,0.14,0.18,0.15,0.15,0.15,0.16,0.15,0.17,0.21,0.17,0.14,0.13,0.14,0.22,0.15,0.14,0.13,0.11,0.12,0.14,0.12,0.15,0.15,0.14,0.15,0.15,0.13,0.12,0.12,0.12,0.11,0.14,0.13,0.13,0.16,0.12,0.1,0.13,0.11,0.0,0.11,0.12,0.12,0.0,0.12,0.1,0.12,0.12,0.11,0.0,0.11,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.13,0.13,0.11,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.11,0.0,0.0,0.1,0.11,0.1,0.11,0.11,0.1,0.0,0.1,0.11,0.0,0.0,0.12,0.1,0.0,0.0,0.12,0.1,0.1,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,74.60000000000001
09/17/2021,5.48,5.33,3.53,2.12,2.02,1.92,1.23,1.36,1.25,1.11,1.02,0.89,0.91,0.78,0.84,0.83,0.71,0.78,0.71,0.73,0.6,0.54,0.59,0.53,0.52,0.58,0.55,0.59,0.51,0.46,0.52,0.51,0.44,0.52,0.46,0.44,0.47,0.49,0.43,0.51,0.47,0.45,0.48,0.42,0.48,0.42,0.41,0.38,0.37,0.33,0.32,0.33,0.36,0.39,0.35,0.33,0.29,0.35,0.33,0.3,0.34,0.3,0.27,0.33,0.3,0.31,0.29,0.31,0.28,0.26,0.3,0.26,0.25,0.25,0.29,0.26,0.3,0.26,0.26,0.24,0.23,0.24,0.21,0.2,0.19,0.18,0.23,0.23,0.23,0.23,0.2,0.2,0.18,0.21,0.19,0.21,0.14,0.2,0.2,0.15,0.18,0.16,0.34,0.16,0.19,0.18,0.18,0.16,0.16,0.17,0.18,0.11,0.15,0.16,0.16,0.15,0.18,0.19,0.19,0.14,0.18,0.16,0.15,0.15,0.16,0.15,0.18,0.21,0.17,0.14,0.13,0.14,0.22,0.15,0.14,0.13,0.11,0.12,0.14,0.12,0.15,0.15,0.15,0.15,0.15,0.13,0.12,0.12,0.12,0.11,0.14,0.13,0.13,0.16,0.12,0.1,0.13,0.0,0.0,0.11,0.11,0.12,0.0,0.12,0.1,0.12,0.12,0.1,0.0,0.11,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.13,0.13,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.11,0.1,0.0,0.1,0.11,0.1,0.11,0.11,0.1,0.0,0.1,0.11,0.0,0.0,0.12,0.1,0.0,0.0,0.12,0.1,0.1,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,74.61
09/20/2021,5.46,5.38,3.54,2.09,2.02,1.92,1.22,1.37,1.24,1.11,1.02,0.89,0.92,0.78,0.85,0.82,0.71,0.78,0.71,0.74,0.61,0.55,0.59,0.53,0.52,0.57,0.56,0.58,0.5,0.46,0.52,0.5,0.45,0.52,0.46,0.44,0.46,0.49,0.43,0.51,0.47,0.45,0.48,0.43,0.48,0.42,0.41,0.37,0.37,0.33,0.32,0.32,0.36,0.38,0.36,0.34,0.29,0.35,0.32,0.3,0.34,0.3,0.27,0.33,0.31,0.31,0.28,0.31,0.29,0.26,0.3,0.26,0.25,0.25,0.29,0.26,0.3,0.26,0.26,0.23,0.23,0.24,0.21,0.2,0.2,0.18,0.23,0.23,0.23,0.23,0.21,0.2,0.18,0.21,0.19,0.21,0.14,0.2,0.2,0.15,0.19,0.17,0.35,0.16,0.19,0.18,0.18,0.16,0.16,0.17,0.18,0.12,0.15,0.17,0.16,0.15,0.18,0.19,0.19,0.14,0.17,0.15,0.15,0.15,0.16,0.15,0.17,0.22,0.17,0.14,0.13,0.14,0.22,0.15,0.14,0.13,0.11,0.12,0.14,0.12,0.15,0.15,0.14,0.15,0.15,0.13,0.12,0.12,0.12,0.11,0.14,0.13,0.12,0.16,0.12,0.1,0.13,0.1,0.0,0.1,0.11,0.12,0.0,0.13,0.1,0.12,0.12,0.1,0.0,0.11,0.11,0.11,0.1,0.12,0.11,0.11,0.12,0.11,0.13,0.13,0.11,0.0,0.0,0.1,0.0,0.1,0.1,0.11,0.11,0.1,0.0,0.1,0.11,0.1,0.11,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.13,0.1,0.0,0.0,0.12,0.1,0.1,0.0,0.0,0.11,0.13,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,74.64000000000001
09/21/2021,5.41,5.33,3.54,2.06,2.0,1.87,1.21,1.43,1.23,1.1,1.02,0.88,0.93,0.77,0.84,0.83,0.71,0.78,0.71,0.74,0.61,0.55,0.6,0.53,0.52,0.57,0.57,0.58,0.5,0.46,0.52,0.5,0.45,0.55,0.46,0.44,0.46,0.49,0.43,0.5,0.48,0.45,0.49,0.43,0.48,0.43,0.41,0.35,0.37,0.32,0.31,0.32,0.36,0.38,0.34,0.33,0.29,0.35,0.31,0.3,0.34,0.3,0.27,0.33,0.3,0.31,0.29,0.31,0.29,0.26,0.3,0.25,0.25,0.25,0.29,0.26,0.3,0.27,0.25,0.23,0.24,0.23,0.22,0.2,0.2,0.18,0.23,0.22,0.22,0.22,0.2,0.2,0.18,0.21,0.19,0.21,0.15,0.2,0.2,0.15,0.19,0.17,0.34,0.16,0.19,0.18,0.18,0.16,0.16,0.17,0.18,0.13,0.15,0.17,0.16,0.15,0.18,0.19,0.19,0.15,0.17,0.15,0.15,0.15,0.16,0.15,0.17,0.21,0.17,0.14,0.14,0.14,0.22,0.15,0.14,0.13,0.11,0.13,0.13,0.12,0.15,0.15,0.14,0.15,0.15,0.13,0.12,0.11,0.13,0.12,0.13,0.13,0.12,0.15,0.11,0.0,0.13,0.1,0.0,0.11,0.12,0.12,0.0,0.13,0.1,0.12,0.12,0.0,0.1,0.11,0.12,0.11,0.0,0.12,0.11,0.11,0.11,0.12,0.13,0.13,0.11,0.0,0.0,0.1,0.0,0.1,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.1,0.11,0.12,0.1,0.0,0.0,0.11,0.0,0.0,0.13,0.1,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.11,0.13,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.11,0.15,0.1,74.53000000000002
