,EQC,HE,TRNO,MGEE,NSA,BKH,DEA,POR,IDA,WTM,PSB,NHC,ADC,SAFT,ANAT,OGS,MMS,GTY,HR,HLI,LANC,NFG,LXP,NEU,EIG,WTS,RYN,RDWR,SLGN,STAG,JJSF,AMSF,FLO,ILPT,THG,LNN,CHCT,MNR,KREF,LAND,COR,SBR,IRT,SXT,GOOD,DOC,SIGI,SMP,CBU,NCBS,CFFN,SBSI,CATC,SYKE,CHCO,NBTB,AROW,HMN,EBF,QTS,HSTM,PINC,HTLD,NFBK,KRNY,FMBH,NPK,NWBI,EXLS,CCOI,CUZ,OFC,HONE,DHIL,MANT,FELE,GPK,NFH,BCPC,WAFD,WERN,FLIC,SCL,WABC,EBSB,EXPO,RLI,THFF,CAC,ICFI,SCHL,FCPT,BRMK,CLAR,ALLT,WASH,SATS,CSWI,CVBF,RBCAA,TRS,ONB,CBZ,CTBI,FCBC,PBH,NHI,VIAV,HPP,BRKL,SASR,AAON,PLXS,LTC,BMTC,HTBI,WDFC,ALG,FCFS,GHC,WRE,WIRE,WSBF,TMP,BMI,PRK,BMRC,GRC,UNF,AXS,TCBK,PCH,BUSE,JCOM,TWNK,SRCE,FULT,QCRH,ALSN,ALRS,FMNB,ISBC,NEOG,STC,BRC,MWA,BFC,ASH,GABC,WINA,GSBC,FCN,FWRD,STBA,TRMK,GATX,WEN,JW.A,TRC,BLKB,LBAI,NOVT,WTBA,HTBK,PJT,ACIW,CVLT,SAIC,CRI,CWST,CCF,ASB,PRFT,LBC,AWI,PEBO,MGRC,TRST,SPNT,POWI,NVMI,EXP,CSGS,FIBK,SSD,UMBF,IDCC,SFL,MLR,EVTC,KBAL,SFNC,OSIS,FSS,HFWA,HTH,FBMS,CPF,WSBC,FORR,NTCT,ICUI,WMK,ARGO,MOFG,SFST,JRVR,STATE STREET INSTITUTIONAL LIQ STATE STR,BWB,FRPH,RGP,HOLI,UMPQ,LKFN,CASS,RMBS,GEF,BANR,VMI,SYBT,MODV,MGIC,n/a,SWCH,HUBG,KLIC,KAI,SPSC,MUSA,SUM
08/30/2021,1.63,0.82,0.64,0.69,0.66,0.63,0.57,0.62,0.61,0.55,0.56,0.58,0.56,0.55,0.67,0.5,0.5,0.48,0.48,0.53,0.44,0.46,0.5,0.48,0.42,0.51,0.41,0.47,0.43,0.44,0.38,0.39,0.4,0.41,0.41,0.4,0.39,0.39,0.38,0.37,0.4,0.36,0.41,0.37,0.36,0.36,0.38,0.36,0.36,0.39,0.35,0.35,0.36,0.35,0.36,0.35,0.34,0.36,0.31,0.33,0.35,0.34,0.32,0.34,0.36,0.32,0.27,0.31,0.36,0.3,0.33,0.31,0.31,0.35,0.28,0.33,0.35,0.31,0.32,0.33,0.32,0.3,0.29,0.3,0.32,0.37,0.31,0.29,0.29,0.3,0.25,0.27,0.28,0.28,0.23,0.29,0.3,0.31,0.27,0.3,0.3,0.27,0.28,0.28,0.29,0.29,0.24,0.25,0.25,0.27,0.27,0.29,0.27,0.23,0.27,0.27,0.24,0.27,0.29,0.24,0.27,0.31,0.28,0.27,0.27,0.27,0.29,0.26,0.26,0.27,0.24,0.25,0.25,0.24,0.23,0.27,0.26,0.27,0.23,0.25,0.25,0.25,0.23,0.28,0.24,0.27,0.25,0.24,0.25,0.25,0.24,0.24,0.23,0.23,0.25,0.24,0.24,0.22,0.3,0.0,0.0,0.25,0.26,0.24,0.26,0.0,0.24,0.23,0.24,0.26,0.25,0.24,0.32,0.24,0.22,0.24,0.0,0.22,0.22,0.28,0.22,0.25,0.23,0.24,0.23,0.23,0.22,0.23,0.0,0.23,0.0,0.22,0.0,0.22,0.23,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.22,0.0,0.22,0.0,0.0,0.0,0.23,0.26,0.23,0.0,0.22,0.0,0.0,0.22,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.88
08/31/2021,1.61,0.81,0.63,0.68,0.65,0.62,0.56,0.61,0.6,0.53,0.56,0.58,0.55,0.56,0.66,0.49,0.5,0.47,0.47,0.53,0.44,0.46,0.5,0.48,0.42,0.51,0.41,0.46,0.42,0.44,0.38,0.39,0.39,0.41,0.41,0.39,0.38,0.38,0.38,0.37,0.39,0.35,0.4,0.37,0.36,0.36,0.38,0.36,0.36,0.39,0.35,0.36,0.36,0.34,0.36,0.35,0.34,0.36,0.31,0.32,0.35,0.33,0.32,0.34,0.36,0.33,0.27,0.31,0.35,0.29,0.33,0.31,0.31,0.35,0.28,0.33,0.35,0.3,0.32,0.33,0.32,0.3,0.29,0.3,0.32,0.37,0.31,0.29,0.29,0.29,0.25,0.27,0.28,0.28,0.22,0.29,0.31,0.31,0.27,0.3,0.3,0.27,0.28,0.29,0.3,0.29,0.23,0.25,0.25,0.27,0.27,0.28,0.27,0.23,0.27,0.26,0.23,0.27,0.29,0.24,0.27,0.31,0.27,0.28,0.27,0.27,0.29,0.26,0.26,0.27,0.24,0.25,0.25,0.25,0.23,0.27,0.26,0.27,0.23,0.26,0.25,0.25,0.23,0.28,0.24,0.27,0.25,0.24,0.25,0.25,0.24,0.24,0.23,0.24,0.25,0.25,0.23,0.23,0.29,0.0,0.0,0.25,0.26,0.24,0.26,0.0,0.24,0.22,0.23,0.26,0.25,0.24,0.32,0.24,0.22,0.24,0.0,0.0,0.22,0.29,0.22,0.25,0.23,0.24,0.23,0.23,0.22,0.23,0.0,0.23,0.0,0.23,0.0,0.22,0.23,0.0,0.24,0.0,0.0,0.22,0.0,0.0,0.23,0.23,0.22,0.0,0.22,0.0,0.0,0.0,0.23,0.27,0.23,0.0,0.22,0.0,0.0,0.23,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.61
09/01/2021,1.62,0.81,0.64,0.68,0.65,0.63,0.56,0.62,0.61,0.54,0.56,0.58,0.56,0.56,0.66,0.5,0.51,0.48,0.48,0.54,0.45,0.47,0.5,0.48,0.43,0.51,0.41,0.46,0.43,0.44,0.38,0.4,0.39,0.41,0.41,0.4,0.38,0.38,0.38,0.37,0.39,0.35,0.4,0.37,0.36,0.36,0.38,0.36,0.36,0.39,0.36,0.37,0.36,0.34,0.36,0.36,0.34,0.36,0.31,0.32,0.35,0.33,0.32,0.34,0.36,0.33,0.27,0.31,0.35,0.29,0.33,0.31,0.31,0.35,0.28,0.33,0.35,0.3,0.32,0.33,0.32,0.3,0.29,0.3,0.32,0.37,0.31,0.29,0.29,0.29,0.25,0.27,0.28,0.29,0.22,0.3,0.31,0.31,0.28,0.3,0.3,0.27,0.28,0.29,0.3,0.29,0.23,0.26,0.25,0.27,0.27,0.28,0.27,0.23,0.27,0.26,0.23,0.27,0.29,0.24,0.28,0.31,0.27,0.28,0.27,0.27,0.29,0.26,0.26,0.27,0.24,0.25,0.26,0.25,0.23,0.27,0.26,0.27,0.24,0.26,0.26,0.26,0.23,0.28,0.24,0.28,0.25,0.24,0.25,0.25,0.24,0.24,0.23,0.24,0.25,0.25,0.23,0.23,0.29,0.0,0.0,0.25,0.26,0.24,0.26,0.0,0.24,0.22,0.23,0.26,0.25,0.24,0.32,0.24,0.0,0.25,0.0,0.0,0.22,0.29,0.22,0.25,0.23,0.24,0.23,0.23,0.22,0.23,0.0,0.23,0.0,0.23,0.0,0.22,0.24,0.0,0.25,0.22,0.22,0.0,0.0,0.0,0.23,0.23,0.22,0.22,0.0,0.0,0.0,0.0,0.23,0.27,0.23,0.0,0.22,0.0,0.0,0.23,0.22,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.96000000000001
09/02/2021,1.65,0.82,0.65,0.69,0.66,0.63,0.58,0.62,0.61,0.54,0.58,0.59,0.56,0.56,0.66,0.5,0.51,0.49,0.48,0.54,0.44,0.47,0.51,0.49,0.43,0.52,0.42,0.46,0.43,0.45,0.38,0.4,0.4,0.42,0.41,0.4,0.39,0.39,0.39,0.37,0.41,0.36,0.41,0.37,0.37,0.37,0.39,0.36,0.36,0.39,0.36,0.36,0.37,0.0,0.36,0.35,0.34,0.36,0.31,0.32,0.35,0.33,0.33,0.34,0.36,0.33,0.27,0.3,0.37,0.3,0.33,0.31,0.31,0.35,0.29,0.34,0.36,0.3,0.33,0.33,0.33,0.3,0.29,0.3,0.31,0.38,0.3,0.29,0.29,0.3,0.25,0.28,0.28,0.28,0.23,0.29,0.31,0.31,0.28,0.3,0.3,0.26,0.28,0.28,0.29,0.29,0.23,0.26,0.25,0.27,0.26,0.29,0.28,0.23,0.27,0.26,0.24,0.27,0.29,0.25,0.28,0.3,0.27,0.27,0.27,0.26,0.29,0.26,0.27,0.27,0.24,0.25,0.25,0.24,0.24,0.26,0.26,0.27,0.24,0.26,0.25,0.25,0.23,0.28,0.24,0.28,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.25,0.23,0.23,0.3,0.0,0.0,0.26,0.26,0.24,0.26,0.0,0.24,0.22,0.23,0.26,0.25,0.23,0.33,0.24,0.0,0.24,0.0,0.0,0.23,0.3,0.23,0.25,0.23,0.23,0.23,0.22,0.22,0.24,0.0,0.23,0.0,0.22,0.0,0.23,0.24,0.0,0.24,0.0,0.0,0.22,0.0,0.0,0.23,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.26,0.23,0.0,0.22,0.23,0.0,0.23,0.23,0.22,0.23,0.22,0.46,0.0,0.0,0.0,0.0,0.0,0.0,66.41
09/03/2021,1.66,0.82,0.65,0.69,0.66,0.63,0.58,0.63,0.61,0.54,0.58,0.58,0.56,0.55,0.66,0.5,0.51,0.49,0.48,0.54,0.44,0.47,0.51,0.5,0.42,0.52,0.42,0.46,0.43,0.45,0.38,0.4,0.4,0.42,0.42,0.39,0.39,0.39,0.39,0.37,0.41,0.36,0.41,0.37,0.37,0.37,0.39,0.36,0.36,0.39,0.36,0.36,0.37,0.0,0.36,0.35,0.35,0.36,0.31,0.33,0.36,0.34,0.32,0.35,0.35,0.33,0.26,0.3,0.37,0.3,0.33,0.31,0.31,0.35,0.29,0.33,0.36,0.3,0.33,0.33,0.32,0.3,0.29,0.3,0.31,0.38,0.3,0.29,0.29,0.3,0.25,0.28,0.28,0.28,0.22,0.29,0.31,0.3,0.28,0.3,0.3,0.26,0.28,0.28,0.29,0.29,0.23,0.25,0.25,0.28,0.27,0.29,0.27,0.23,0.27,0.26,0.24,0.27,0.29,0.25,0.28,0.3,0.27,0.27,0.27,0.26,0.29,0.26,0.27,0.27,0.24,0.25,0.25,0.24,0.25,0.27,0.26,0.28,0.23,0.26,0.25,0.26,0.23,0.27,0.24,0.28,0.25,0.26,0.25,0.26,0.24,0.24,0.23,0.24,0.24,0.25,0.23,0.23,0.3,0.0,0.0,0.26,0.26,0.24,0.25,0.0,0.24,0.22,0.23,0.26,0.24,0.23,0.33,0.24,0.0,0.25,0.0,0.22,0.22,0.29,0.23,0.25,0.23,0.23,0.23,0.23,0.22,0.23,0.0,0.23,0.0,0.22,0.0,0.23,0.24,0.0,0.25,0.0,0.0,0.22,0.0,0.0,0.23,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.23,0.26,0.23,0.0,0.22,0.0,0.0,0.23,0.23,0.22,0.23,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.15
09/06/2021,1.67,0.82,0.67,0.69,0.67,0.64,0.58,0.63,0.61,0.54,0.59,0.58,0.56,0.55,0.66,0.51,0.51,0.49,0.49,0.54,0.44,0.47,0.52,0.49,0.42,0.51,0.44,0.48,0.43,0.46,0.38,0.39,0.4,0.43,0.41,0.39,0.4,0.39,0.39,0.37,0.43,0.36,0.41,0.38,0.37,0.37,0.38,0.36,0.35,0.39,0.35,0.36,0.37,0.0,0.36,0.34,0.35,0.36,0.3,0.0,0.35,0.33,0.32,0.34,0.35,0.33,0.27,0.3,0.37,0.31,0.33,0.31,0.31,0.35,0.28,0.33,0.36,0.3,0.33,0.32,0.32,0.29,0.29,0.3,0.31,0.38,0.3,0.29,0.29,0.29,0.25,0.28,0.28,0.29,0.0,0.29,0.31,0.3,0.27,0.3,0.29,0.26,0.28,0.28,0.29,0.3,0.24,0.26,0.26,0.27,0.26,0.29,0.27,0.23,0.27,0.26,0.24,0.27,0.3,0.24,0.28,0.3,0.27,0.27,0.27,0.26,0.29,0.26,0.27,0.25,0.24,0.25,0.25,0.24,0.25,0.26,0.25,0.27,0.24,0.25,0.25,0.25,0.24,0.27,0.23,0.28,0.24,0.26,0.25,0.25,0.24,0.24,0.24,0.23,0.24,0.24,0.23,0.22,0.3,0.0,0.0,0.26,0.26,0.24,0.25,0.0,0.24,0.22,0.22,0.26,0.25,0.23,0.33,0.24,0.0,0.24,0.0,0.0,0.0,0.3,0.22,0.25,0.23,0.23,0.23,0.22,0.22,0.24,0.0,0.23,0.0,0.0,0.0,0.23,0.23,0.0,0.24,0.0,0.0,0.22,0.0,0.0,0.24,0.22,0.22,0.0,0.0,0.0,0.0,0.22,0.23,0.25,0.23,0.22,0.0,0.22,0.23,0.23,0.22,0.23,0.24,0.0,0.33,0.22,0.22,0.0,0.0,0.0,0.0,66.1
09/07/2021,1.67,0.81,0.67,0.69,0.68,0.64,0.59,0.63,0.62,0.54,0.59,0.58,0.56,0.55,0.66,0.5,0.52,0.49,0.5,0.54,0.44,0.48,0.52,0.49,0.42,0.51,0.44,0.49,0.43,0.46,0.38,0.4,0.4,0.43,0.41,0.39,0.4,0.39,0.39,0.38,0.43,0.36,0.42,0.38,0.37,0.37,0.39,0.36,0.35,0.39,0.35,0.36,0.36,0.0,0.36,0.34,0.34,0.36,0.31,0.0,0.36,0.33,0.32,0.34,0.35,0.33,0.27,0.3,0.37,0.31,0.33,0.31,0.31,0.35,0.28,0.33,0.36,0.3,0.33,0.32,0.32,0.29,0.29,0.3,0.31,0.38,0.3,0.29,0.29,0.3,0.25,0.29,0.28,0.29,0.0,0.29,0.31,0.3,0.27,0.31,0.3,0.26,0.28,0.28,0.29,0.3,0.24,0.27,0.26,0.28,0.26,0.29,0.27,0.23,0.27,0.26,0.24,0.27,0.3,0.24,0.28,0.3,0.27,0.27,0.27,0.26,0.29,0.26,0.27,0.25,0.24,0.26,0.25,0.24,0.25,0.27,0.26,0.27,0.24,0.25,0.25,0.25,0.24,0.27,0.23,0.27,0.24,0.26,0.25,0.26,0.24,0.24,0.24,0.23,0.24,0.24,0.23,0.23,0.3,0.0,0.0,0.26,0.26,0.24,0.25,0.0,0.25,0.23,0.23,0.26,0.25,0.23,0.34,0.24,0.0,0.25,0.0,0.0,0.0,0.3,0.23,0.24,0.23,0.23,0.23,0.22,0.22,0.24,0.0,0.23,0.0,0.0,0.0,0.23,0.23,0.0,0.24,0.0,0.0,0.23,0.0,0.0,0.24,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.23,0.26,0.23,0.22,0.22,0.23,0.24,0.23,0.22,0.24,0.24,0.22,0.0,0.22,0.0,0.22,0.0,0.0,0.0,66.28
09/08/2021,1.67,0.81,0.67,0.69,0.68,0.63,0.58,0.63,0.62,0.54,0.59,0.58,0.56,0.55,0.66,0.5,0.51,0.49,0.49,0.54,0.44,0.48,0.52,0.49,0.42,0.51,0.44,0.49,0.43,0.46,0.38,0.4,0.4,0.43,0.41,0.39,0.4,0.39,0.39,0.38,0.43,0.36,0.42,0.38,0.37,0.37,0.38,0.36,0.35,0.39,0.35,0.36,0.36,0.0,0.36,0.34,0.34,0.36,0.3,0.0,0.36,0.33,0.32,0.34,0.35,0.33,0.27,0.3,0.37,0.31,0.33,0.31,0.31,0.35,0.28,0.33,0.36,0.3,0.33,0.32,0.32,0.29,0.29,0.3,0.31,0.38,0.3,0.29,0.29,0.29,0.25,0.28,0.28,0.29,0.0,0.29,0.3,0.3,0.27,0.3,0.29,0.26,0.28,0.28,0.29,0.29,0.24,0.27,0.26,0.27,0.26,0.28,0.27,0.23,0.27,0.26,0.24,0.27,0.3,0.24,0.28,0.3,0.27,0.27,0.27,0.26,0.29,0.26,0.26,0.25,0.24,0.26,0.25,0.24,0.25,0.26,0.25,0.27,0.24,0.25,0.25,0.25,0.24,0.27,0.23,0.27,0.24,0.26,0.25,0.25,0.24,0.24,0.24,0.23,0.24,0.24,0.23,0.22,0.3,0.0,0.0,0.26,0.25,0.24,0.25,0.0,0.24,0.23,0.23,0.26,0.25,0.23,0.34,0.24,0.0,0.25,0.0,0.0,0.0,0.3,0.23,0.24,0.23,0.23,0.23,0.22,0.22,0.24,0.0,0.23,0.0,0.0,0.0,0.23,0.23,0.0,0.24,0.0,0.0,0.23,0.0,0.0,0.24,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.23,0.26,0.23,0.22,0.22,0.22,0.24,0.23,0.22,0.23,0.24,0.0,0.33,0.22,0.0,0.22,0.0,0.0,0.0,66.16
09/09/2021,1.67,0.81,0.67,0.69,0.68,0.63,0.58,0.63,0.62,0.54,0.59,0.58,0.56,0.55,0.66,0.5,0.51,0.49,0.49,0.54,0.44,0.48,0.52,0.49,0.42,0.51,0.44,0.49,0.43,0.46,0.38,0.4,0.4,0.43,0.41,0.39,0.4,0.39,0.39,0.38,0.43,0.36,0.42,0.38,0.37,0.37,0.38,0.36,0.35,0.39,0.35,0.36,0.36,0.0,0.36,0.34,0.34,0.36,0.3,0.0,0.36,0.33,0.32,0.34,0.35,0.33,0.27,0.3,0.37,0.31,0.33,0.31,0.31,0.35,0.28,0.33,0.36,0.3,0.33,0.32,0.32,0.29,0.29,0.3,0.31,0.38,0.3,0.29,0.29,0.29,0.25,0.28,0.28,0.29,0.0,0.29,0.3,0.3,0.27,0.3,0.29,0.26,0.28,0.28,0.29,0.29,0.24,0.27,0.26,0.27,0.26,0.28,0.27,0.23,0.27,0.26,0.24,0.27,0.3,0.24,0.28,0.3,0.27,0.27,0.27,0.26,0.29,0.26,0.26,0.25,0.24,0.26,0.25,0.24,0.25,0.26,0.25,0.27,0.24,0.25,0.25,0.25,0.24,0.27,0.23,0.27,0.24,0.26,0.25,0.25,0.24,0.24,0.24,0.23,0.24,0.24,0.23,0.22,0.3,0.0,0.0,0.26,0.25,0.24,0.25,0.0,0.24,0.23,0.23,0.26,0.25,0.23,0.34,0.24,0.0,0.25,0.0,0.0,0.0,0.3,0.23,0.24,0.23,0.23,0.23,0.22,0.22,0.24,0.0,0.23,0.0,0.0,0.0,0.23,0.23,0.0,0.24,0.0,0.0,0.23,0.0,0.0,0.24,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.23,0.26,0.23,0.22,0.22,0.22,0.24,0.23,0.22,0.23,0.24,0.0,0.33,0.22,0.0,0.22,0.0,0.0,0.0,66.16
09/10/2021,1.67,0.8,0.68,0.69,0.68,0.63,0.58,0.62,0.61,0.54,0.59,0.57,0.56,0.54,0.66,0.49,0.51,0.49,0.48,0.53,0.44,0.47,0.52,0.49,0.42,0.52,0.44,0.49,0.42,0.46,0.39,0.39,0.4,0.42,0.41,0.39,0.4,0.39,0.4,0.38,0.43,0.36,0.41,0.38,0.37,0.37,0.38,0.36,0.35,0.39,0.36,0.37,0.36,0.0,0.36,0.35,0.34,0.36,0.3,0.0,0.35,0.34,0.32,0.34,0.35,0.33,0.27,0.3,0.37,0.31,0.33,0.31,0.31,0.35,0.28,0.33,0.36,0.3,0.33,0.32,0.32,0.29,0.29,0.3,0.31,0.38,0.3,0.29,0.29,0.29,0.27,0.28,0.28,0.28,0.0,0.29,0.31,0.3,0.28,0.3,0.29,0.26,0.28,0.28,0.29,0.29,0.24,0.26,0.26,0.28,0.26,0.28,0.27,0.23,0.27,0.27,0.24,0.26,0.3,0.24,0.29,0.3,0.27,0.27,0.27,0.26,0.29,0.27,0.26,0.25,0.25,0.26,0.25,0.24,0.25,0.27,0.26,0.27,0.23,0.25,0.25,0.25,0.23,0.27,0.23,0.27,0.24,0.26,0.25,0.26,0.24,0.24,0.24,0.23,0.24,0.24,0.23,0.23,0.3,0.0,0.0,0.25,0.25,0.24,0.25,0.0,0.24,0.22,0.22,0.26,0.25,0.23,0.33,0.23,0.0,0.25,0.0,0.0,0.0,0.3,0.23,0.24,0.23,0.23,0.23,0.22,0.0,0.25,0.0,0.23,0.0,0.0,0.0,0.23,0.23,0.0,0.24,0.0,0.0,0.23,0.0,0.0,0.23,0.0,0.22,0.0,0.0,0.0,0.0,0.22,0.23,0.26,0.23,0.22,0.0,0.22,0.23,0.22,0.22,0.24,0.23,0.22,0.46,0.23,0.0,0.23,0.22,0.0,0.0,66.26
09/13/2021,1.69,0.82,0.67,0.7,0.68,0.62,0.58,0.64,0.63,0.54,0.6,0.57,0.55,0.55,0.66,0.5,0.5,0.48,0.49,0.54,0.44,0.48,0.52,0.49,0.42,0.53,0.43,0.48,0.42,0.45,0.39,0.4,0.4,0.42,0.41,0.39,0.39,0.39,0.39,0.38,0.43,0.38,0.41,0.4,0.37,0.37,0.38,0.36,0.34,0.39,0.36,0.37,0.36,0.0,0.36,0.34,0.34,0.36,0.3,0.0,0.36,0.36,0.31,0.34,0.35,0.33,0.26,0.3,0.37,0.31,0.33,0.31,0.3,0.35,0.29,0.33,0.36,0.31,0.33,0.33,0.32,0.29,0.29,0.3,0.3,0.38,0.3,0.29,0.29,0.3,0.26,0.27,0.28,0.29,0.0,0.29,0.31,0.31,0.27,0.3,0.29,0.26,0.28,0.28,0.29,0.28,0.23,0.26,0.26,0.27,0.26,0.28,0.27,0.23,0.26,0.27,0.24,0.26,0.3,0.24,0.28,0.31,0.28,0.27,0.27,0.26,0.3,0.27,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.27,0.23,0.25,0.25,0.26,0.23,0.27,0.23,0.27,0.25,0.27,0.25,0.25,0.24,0.24,0.23,0.23,0.24,0.24,0.23,0.23,0.29,0.0,0.22,0.26,0.25,0.24,0.25,0.0,0.23,0.23,0.23,0.27,0.25,0.23,0.34,0.24,0.0,0.24,0.0,0.22,0.0,0.3,0.23,0.23,0.23,0.23,0.22,0.22,0.0,0.25,0.0,0.23,0.0,0.0,0.0,0.23,0.23,0.0,0.24,0.0,0.0,0.23,0.0,0.27,0.24,0.0,0.22,0.0,0.0,0.0,0.0,0.22,0.23,0.26,0.23,0.22,0.0,0.22,0.23,0.0,0.22,0.24,0.0,0.23,0.0,0.23,0.0,0.23,0.22,0.0,0.0,66.17
09/14/2021,1.67,0.8,0.66,0.69,0.69,0.62,0.57,0.63,0.62,0.54,0.59,0.57,0.54,0.55,0.67,0.49,0.5,0.48,0.5,0.54,0.44,0.49,0.53,0.49,0.42,0.54,0.43,0.48,0.43,0.45,0.39,0.4,0.4,0.41,0.41,0.39,0.38,0.39,0.39,0.36,0.42,0.39,0.41,0.4,0.37,0.37,0.38,0.36,0.34,0.38,0.35,0.37,0.37,0.0,0.35,0.34,0.34,0.36,0.3,0.0,0.36,0.36,0.32,0.34,0.35,0.33,0.26,0.3,0.38,0.31,0.32,0.3,0.3,0.35,0.28,0.33,0.36,0.31,0.33,0.33,0.33,0.29,0.29,0.29,0.3,0.39,0.3,0.29,0.29,0.3,0.26,0.27,0.28,0.29,0.0,0.28,0.3,0.31,0.27,0.3,0.28,0.26,0.28,0.28,0.29,0.28,0.23,0.25,0.25,0.27,0.26,0.28,0.28,0.23,0.26,0.27,0.24,0.26,0.31,0.24,0.28,0.31,0.28,0.27,0.27,0.26,0.3,0.27,0.27,0.25,0.25,0.25,0.25,0.24,0.26,0.26,0.25,0.27,0.23,0.25,0.25,0.26,0.23,0.28,0.23,0.27,0.25,0.27,0.24,0.26,0.24,0.24,0.23,0.23,0.24,0.24,0.23,0.23,0.3,0.0,0.22,0.26,0.26,0.24,0.25,0.0,0.23,0.23,0.23,0.28,0.24,0.24,0.34,0.24,0.0,0.25,0.0,0.22,0.0,0.3,0.23,0.24,0.23,0.23,0.22,0.22,0.0,0.25,0.0,0.23,0.0,0.0,0.0,0.23,0.23,0.0,0.24,0.0,0.0,0.23,0.0,0.26,0.24,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.24,0.26,0.23,0.22,0.0,0.22,0.23,0.0,0.23,0.24,0.0,0.23,0.0,0.23,0.0,0.23,0.22,0.22,0.0,66.11999999999999
09/15/2021,1.67,0.8,0.66,0.69,0.69,0.62,0.57,0.63,0.62,0.54,0.59,0.57,0.54,0.55,0.67,0.49,0.5,0.48,0.5,0.54,0.44,0.49,0.53,0.49,0.42,0.54,0.43,0.48,0.43,0.45,0.39,0.4,0.4,0.41,0.41,0.39,0.38,0.39,0.39,0.36,0.42,0.39,0.41,0.4,0.37,0.37,0.38,0.36,0.34,0.38,0.35,0.37,0.37,0.0,0.35,0.34,0.34,0.36,0.3,0.0,0.36,0.36,0.32,0.34,0.35,0.33,0.26,0.3,0.38,0.31,0.32,0.3,0.3,0.35,0.28,0.33,0.36,0.31,0.33,0.33,0.33,0.29,0.29,0.29,0.3,0.39,0.3,0.29,0.29,0.3,0.26,0.27,0.28,0.29,0.0,0.28,0.3,0.31,0.27,0.3,0.28,0.26,0.28,0.28,0.29,0.28,0.23,0.25,0.25,0.27,0.26,0.28,0.28,0.23,0.26,0.27,0.24,0.26,0.31,0.24,0.28,0.31,0.28,0.27,0.27,0.26,0.3,0.27,0.27,0.25,0.25,0.25,0.25,0.24,0.26,0.26,0.25,0.27,0.23,0.25,0.25,0.26,0.23,0.28,0.23,0.27,0.25,0.27,0.24,0.26,0.24,0.24,0.23,0.23,0.24,0.24,0.23,0.23,0.3,0.0,0.22,0.26,0.26,0.24,0.25,0.0,0.23,0.23,0.23,0.28,0.24,0.24,0.34,0.24,0.0,0.25,0.0,0.22,0.0,0.3,0.23,0.24,0.23,0.23,0.22,0.22,0.0,0.25,0.0,0.23,0.0,0.0,0.0,0.23,0.23,0.0,0.24,0.0,0.0,0.23,0.0,0.26,0.24,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.24,0.26,0.23,0.22,0.0,0.22,0.23,0.0,0.23,0.24,0.0,0.23,0.0,0.23,0.0,0.23,0.22,0.22,0.0,66.11999999999999
