,AAPL,MSFT,AMZN,FB,GOOGL,TSLA,NVDA,JPM,JNJ,V,UNH,BRK.B,HD,PYPL,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,VZ,PFE,NFLX,INTC,CSCO,KO,CRM,ABT,T,PEP,WMT,CVX,NKE,ABBV,ACN,TMO,MRK,WFC,LLY,COST,DHR,MCD,TXN,MDT,HON,UPS,QCOM,BMY,UNP,PM,C,ORCL,AVGO,BA,LOW,NEE,MS,SBUX,RTX,BLK,GS,AMGN,IBM,INTU,SCHW,AMAT,CAT,AMT,TGT,MMM,AMD,AXP,CVS,TMUS,ISRG,GE,CHTR,DE,LMT,NOW,SPGI,SQ,ZTS,BKNG,FIS,MU,ANTM,MDLZ,SYK,UBER,ADP,PLD,TJX,PNC,LRCX,CCI,COP,MRNA,USB,ZM,MO,TFC,CI,GM,EL,GILD,CB,DUK,BDX,SNAP,CME,FDX,CL,EQIX,MMC,SHW,COF,ICE,BX,ATVI,ADSK,SO,NSC,TWLO,EW,CSX,ITW,APD,D,MCO,FISV,BSX,ADI,EMR,ETN,WM,F,TWTR,PGR,ILMN,FCX,NOC,DOCU,ECL,IDXX,HCA,AON,NXPI,CRWD,JCI,HUM,GPN,EBAY,NEM,IQV,REGN,TEL,ROKU,VRTX,MET,ALGN,GD,ROP,DOW,MSCI,BIIB,PSA,SLB,PINS,TROW,TT,LHX,WDAY,KMB,DG,DD,PLTR,BK,MAR,PXD,VEEV,CNC,APTV,KLAC,SPG,A,PH,EXC,CMG,BAX,ROST,STZ,SYY,MRVL,MTCH,EOG,EA,PSX,PPG,US Dollar,SNPS,ALL,ORLY,PANW,AEP,DLR,AIG,DXCM,OTIS,CDNS,CTSH,CARR,CQE.AX,APH,KKR,PRU,GE.,DFS,FTNT,n/a,MSI,688101.SS,688001.SS,RMD,MCHP,SNOW,ABNB,DASH,MPC,COIN,SIVB,GIS,SUM
08/30/2021,6.37,6.13,3.93,2.26,2.31,1.51,1.39,1.33,1.24,1.06,1.02,0.97,0.93,0.87,0.95,0.84,0.87,0.86,0.81,0.74,0.63,0.62,0.72,0.62,0.56,0.65,0.59,0.62,0.61,0.53,0.58,0.59,0.51,0.58,0.58,0.58,0.56,0.5,0.55,0.57,0.54,0.55,0.48,0.45,0.46,0.44,0.38,0.42,0.41,0.4,0.41,0.41,0.42,0.41,0.35,0.4,0.43,0.42,0.37,0.35,0.37,0.38,0.31,0.34,0.38,0.34,0.31,0.32,0.33,0.32,0.31,0.35,0.29,0.3,0.27,0.31,0.27,0.3,0.29,0.26,0.31,0.29,0.28,0.26,0.25,0.22,0.22,0.23,0.24,0.24,0.19,0.24,0.25,0.24,0.22,0.2,0.21,0.19,0.37,0.21,0.19,0.22,0.21,0.18,0.17,0.21,0.21,0.23,0.21,0.2,0.21,0.18,0.17,0.18,0.19,0.2,0.2,0.2,0.18,0.23,0.15,0.19,0.19,0.17,0.16,0.19,0.17,0.17,0.15,0.17,0.17,0.18,0.16,0.16,0.17,0.17,0.17,0.13,0.14,0.15,0.15,0.14,0.15,0.16,0.15,0.15,0.16,0.16,0.15,0.15,0.15,0.12,0.11,0.14,0.12,0.13,0.15,0.14,0.0,0.12,0.13,0.14,0.13,0.12,0.12,0.14,0.12,0.12,0.0,0.0,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.13,0.11,0.12,0.13,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.75
08/31/2021,6.35,6.09,3.93,2.29,2.33,1.51,1.41,1.33,1.23,1.06,1.01,0.96,0.93,0.88,0.94,0.84,0.88,0.86,0.81,0.73,0.64,0.61,0.7,0.63,0.56,0.64,0.59,0.61,0.6,0.52,0.58,0.58,0.51,0.58,0.57,0.58,0.55,0.5,0.56,0.56,0.54,0.55,0.48,0.45,0.46,0.43,0.38,0.42,0.4,0.4,0.41,0.41,0.42,0.41,0.35,0.39,0.42,0.42,0.37,0.35,0.37,0.39,0.31,0.34,0.38,0.34,0.32,0.31,0.33,0.32,0.3,0.36,0.3,0.3,0.27,0.31,0.27,0.3,0.29,0.26,0.31,0.28,0.28,0.26,0.25,0.21,0.22,0.23,0.23,0.24,0.18,0.24,0.25,0.24,0.22,0.21,0.21,0.19,0.35,0.21,0.18,0.22,0.21,0.18,0.17,0.21,0.2,0.23,0.21,0.2,0.21,0.18,0.17,0.18,0.19,0.2,0.2,0.2,0.18,0.23,0.16,0.19,0.19,0.17,0.16,0.19,0.17,0.17,0.15,0.17,0.17,0.17,0.16,0.15,0.17,0.17,0.17,0.13,0.14,0.15,0.15,0.14,0.14,0.16,0.15,0.15,0.16,0.16,0.15,0.15,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.14,0.0,0.12,0.13,0.14,0.13,0.12,0.12,0.14,0.12,0.12,0.0,0.0,0.13,0.12,0.12,0.13,0.12,0.12,0.0,0.12,0.12,0.11,0.0,0.11,0.0,0.11,0.12,0.11,0.12,0.11,0.12,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.12,0.11,0.0,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.65
09/01/2021,6.36,6.09,3.93,2.29,2.34,1.52,1.42,1.33,1.23,1.06,1.01,0.96,0.93,0.88,0.94,0.84,0.88,0.86,0.81,0.74,0.64,0.61,0.7,0.63,0.56,0.64,0.59,0.61,0.6,0.52,0.58,0.58,0.51,0.58,0.57,0.58,0.55,0.5,0.56,0.56,0.54,0.55,0.48,0.45,0.46,0.43,0.38,0.42,0.4,0.4,0.41,0.41,0.42,0.41,0.35,0.39,0.42,0.42,0.37,0.35,0.37,0.39,0.31,0.34,0.38,0.34,0.32,0.31,0.33,0.32,0.3,0.37,0.3,0.3,0.27,0.31,0.27,0.3,0.29,0.26,0.31,0.29,0.28,0.26,0.25,0.22,0.22,0.23,0.23,0.24,0.18,0.24,0.25,0.24,0.22,0.21,0.21,0.19,0.35,0.21,0.18,0.22,0.21,0.18,0.17,0.21,0.2,0.23,0.21,0.2,0.21,0.18,0.17,0.18,0.19,0.2,0.2,0.2,0.18,0.23,0.16,0.19,0.19,0.17,0.16,0.19,0.17,0.17,0.15,0.17,0.17,0.17,0.16,0.22,0.17,0.17,0.17,0.13,0.14,0.15,0.15,0.14,0.14,0.16,0.15,0.15,0.16,0.16,0.15,0.15,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.14,0.0,0.12,0.13,0.14,0.13,0.12,0.12,0.14,0.12,0.12,0.0,0.0,0.13,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.12,0.0,0.12,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.12,0.11,0.11,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.69
09/02/2021,6.52,6.14,4.0,2.33,2.33,1.55,1.41,1.3,1.23,1.05,1.01,0.96,0.94,0.91,0.94,0.83,0.88,0.84,0.81,0.74,0.63,0.61,0.7,0.63,0.56,0.64,0.59,0.6,0.6,0.52,0.58,0.58,0.51,0.58,0.57,0.58,0.56,0.49,0.54,0.56,0.54,0.56,0.47,0.45,0.46,0.43,0.38,0.42,0.4,0.39,0.41,0.4,0.42,0.41,0.34,0.39,0.42,0.42,0.37,0.35,0.37,0.38,0.31,0.33,0.38,0.33,0.32,0.31,0.34,0.31,0.31,0.36,0.29,0.3,0.26,0.31,0.27,0.3,0.29,0.26,0.31,0.29,0.29,0.26,0.25,0.21,0.22,0.23,0.23,0.24,0.18,0.24,0.25,0.24,0.22,0.21,0.21,0.19,0.34,0.21,0.19,0.22,0.21,0.18,0.17,0.21,0.2,0.22,0.21,0.2,0.21,0.17,0.17,0.18,0.19,0.2,0.2,0.19,0.18,0.23,0.15,0.18,0.19,0.17,0.16,0.19,0.17,0.17,0.15,0.17,0.17,0.17,0.16,0.22,0.17,0.17,0.17,0.13,0.14,0.14,0.14,0.14,0.15,0.16,0.15,0.15,0.16,0.16,0.15,0.15,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.14,0.0,0.12,0.12,0.14,0.13,0.12,0.12,0.14,0.12,0.12,0.0,0.0,0.13,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.13,0.0,0.12,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.80999999999999
09/03/2021,6.47,6.11,4.06,2.32,2.34,1.56,1.39,1.3,1.23,1.04,1.0,0.96,0.93,0.91,0.94,0.81,0.88,0.85,0.81,0.75,0.62,0.61,0.69,0.64,0.56,0.64,0.59,0.61,0.6,0.53,0.58,0.58,0.5,0.56,0.57,0.57,0.56,0.49,0.51,0.55,0.54,0.55,0.48,0.45,0.46,0.43,0.38,0.42,0.4,0.39,0.41,0.4,0.42,0.41,0.35,0.39,0.42,0.42,0.37,0.35,0.37,0.38,0.31,0.34,0.38,0.33,0.32,0.31,0.34,0.31,0.3,0.36,0.29,0.31,0.26,0.31,0.27,0.3,0.29,0.25,0.31,0.29,0.28,0.26,0.25,0.21,0.22,0.23,0.23,0.24,0.18,0.24,0.25,0.24,0.22,0.21,0.21,0.19,0.34,0.21,0.16,0.22,0.21,0.18,0.17,0.21,0.21,0.22,0.21,0.2,0.22,0.18,0.17,0.18,0.19,0.2,0.2,0.19,0.18,0.23,0.15,0.18,0.19,0.16,0.16,0.19,0.17,0.17,0.15,0.17,0.17,0.17,0.16,0.22,0.17,0.17,0.17,0.13,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.16,0.16,0.14,0.15,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.0,0.12,0.12,0.14,0.13,0.12,0.12,0.14,0.11,0.13,0.0,0.0,0.13,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.13,0.0,0.11,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.11,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.76
09/06/2021,6.53,6.08,4.04,2.29,2.31,1.55,1.39,1.3,1.24,1.02,1.02,0.95,0.94,0.9,0.95,0.8,0.89,0.83,0.81,0.76,0.63,0.61,0.7,0.66,0.55,0.64,0.6,0.6,0.61,0.53,0.58,0.58,0.51,0.56,0.53,0.58,0.56,0.5,0.49,0.55,0.55,0.56,0.48,0.45,0.46,0.43,0.38,0.42,0.4,0.39,0.42,0.4,0.42,0.4,0.35,0.39,0.43,0.42,0.37,0.34,0.37,0.38,0.31,0.34,0.38,0.33,0.31,0.31,0.35,0.31,0.3,0.36,0.28,0.31,0.26,0.31,0.27,0.3,0.29,0.25,0.32,0.29,0.28,0.27,0.25,0.21,0.22,0.24,0.23,0.24,0.19,0.24,0.26,0.23,0.22,0.21,0.22,0.19,0.36,0.21,0.16,0.22,0.2,0.19,0.17,0.21,0.2,0.22,0.21,0.2,0.21,0.17,0.17,0.18,0.2,0.2,0.2,0.18,0.18,0.24,0.15,0.17,0.19,0.16,0.16,0.19,0.17,0.17,0.15,0.17,0.17,0.17,0.16,0.21,0.17,0.17,0.17,0.13,0.14,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.17,0.14,0.15,0.14,0.12,0.11,0.14,0.12,0.14,0.15,0.13,0.0,0.12,0.12,0.14,0.13,0.12,0.12,0.14,0.11,0.13,0.0,0.0,0.13,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.13,0.0,0.12,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.11,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.67
09/07/2021,6.56,6.08,4.06,2.29,2.31,1.55,1.42,1.29,1.23,1.02,1.01,0.94,0.94,0.91,0.94,0.8,0.88,0.83,0.81,0.76,0.62,0.62,0.7,0.66,0.55,0.64,0.6,0.61,0.61,0.53,0.58,0.58,0.5,0.56,0.53,0.58,0.57,0.5,0.49,0.55,0.55,0.57,0.48,0.45,0.46,0.43,0.38,0.41,0.39,0.38,0.42,0.39,0.42,0.41,0.34,0.39,0.43,0.42,0.37,0.34,0.36,0.38,0.31,0.33,0.38,0.32,0.32,0.31,0.35,0.31,0.3,0.36,0.28,0.31,0.26,0.31,0.26,0.3,0.3,0.25,0.33,0.29,0.28,0.27,0.25,0.21,0.22,0.24,0.23,0.24,0.18,0.24,0.26,0.23,0.22,0.21,0.22,0.19,0.38,0.2,0.16,0.22,0.2,0.18,0.17,0.21,0.2,0.22,0.21,0.2,0.21,0.17,0.17,0.18,0.2,0.2,0.2,0.18,0.18,0.24,0.15,0.17,0.19,0.16,0.16,0.19,0.16,0.16,0.15,0.17,0.17,0.17,0.16,0.21,0.17,0.17,0.17,0.13,0.14,0.14,0.14,0.14,0.14,0.16,0.15,0.15,0.16,0.17,0.14,0.15,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.0,0.12,0.12,0.14,0.13,0.12,0.12,0.14,0.11,0.13,0.0,0.0,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.12,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.13,0.0,0.12,0.13,0.11,0.1,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.11,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.29,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.68
09/08/2021,6.56,6.08,4.06,2.29,2.31,1.55,1.42,1.29,1.23,1.02,1.01,0.94,0.94,0.91,0.94,0.8,0.88,0.83,0.81,0.76,0.62,0.62,0.7,0.66,0.55,0.64,0.6,0.61,0.61,0.53,0.58,0.58,0.5,0.56,0.53,0.58,0.57,0.5,0.49,0.55,0.55,0.57,0.48,0.45,0.46,0.43,0.38,0.41,0.39,0.38,0.42,0.39,0.42,0.41,0.34,0.39,0.43,0.42,0.37,0.34,0.36,0.38,0.31,0.33,0.38,0.32,0.32,0.31,0.35,0.31,0.3,0.36,0.28,0.31,0.26,0.31,0.26,0.3,0.3,0.25,0.33,0.29,0.28,0.27,0.25,0.21,0.22,0.24,0.23,0.24,0.18,0.24,0.26,0.23,0.22,0.21,0.22,0.19,0.38,0.2,0.16,0.22,0.2,0.18,0.17,0.21,0.2,0.22,0.21,0.2,0.21,0.17,0.17,0.18,0.2,0.2,0.2,0.18,0.18,0.24,0.15,0.17,0.19,0.16,0.16,0.19,0.16,0.16,0.15,0.17,0.17,0.17,0.16,0.21,0.17,0.17,0.17,0.13,0.14,0.14,0.14,0.14,0.14,0.16,0.15,0.15,0.16,0.17,0.14,0.15,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.0,0.12,0.12,0.14,0.13,0.12,0.12,0.14,0.11,0.13,0.0,0.0,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.12,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.13,0.0,0.12,0.13,0.11,0.1,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.11,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.29,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.68
09/09/2021,6.56,6.08,4.06,2.3,2.32,1.55,1.42,1.29,1.24,1.02,1.02,0.94,0.94,0.91,0.95,0.8,0.88,0.83,0.81,0.76,0.62,0.62,0.7,0.66,0.55,0.64,0.6,0.61,0.61,0.53,0.58,0.59,0.5,0.56,0.53,0.59,0.57,0.5,0.49,0.55,0.55,0.57,0.48,0.45,0.46,0.43,0.38,0.42,0.39,0.38,0.42,0.39,0.42,0.41,0.34,0.39,0.43,0.42,0.37,0.34,0.36,0.38,0.31,0.33,0.38,0.32,0.32,0.31,0.35,0.31,0.3,0.36,0.28,0.31,0.26,0.31,0.26,0.3,0.3,0.25,0.33,0.29,0.28,0.27,0.25,0.21,0.22,0.24,0.23,0.24,0.18,0.24,0.26,0.23,0.22,0.21,0.22,0.19,0.38,0.2,0.16,0.22,0.2,0.18,0.17,0.21,0.2,0.22,0.21,0.2,0.21,0.17,0.17,0.18,0.2,0.2,0.2,0.18,0.18,0.24,0.15,0.17,0.19,0.16,0.16,0.19,0.16,0.16,0.15,0.17,0.17,0.17,0.16,0.21,0.17,0.17,0.17,0.13,0.14,0.14,0.15,0.14,0.14,0.16,0.15,0.15,0.16,0.17,0.14,0.15,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.0,0.12,0.12,0.14,0.13,0.12,0.12,0.14,0.11,0.13,0.0,0.0,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.12,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.13,0.0,0.12,0.13,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.11,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.0,0.1,0.0,0.0,0.11,0.22,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.7
09/10/2021,6.69,6.09,4.11,2.34,2.33,1.6,1.41,1.3,1.22,1.03,1.02,0.94,0.94,0.93,0.95,0.81,0.9,0.84,0.81,0.74,0.62,0.61,0.7,0.68,0.55,0.63,0.59,0.61,0.61,0.53,0.57,0.58,0.5,0.56,0.52,0.58,0.57,0.49,0.49,0.55,0.55,0.56,0.47,0.45,0.46,0.42,0.38,0.41,0.39,0.38,0.42,0.39,0.42,0.41,0.34,0.39,0.43,0.42,0.37,0.34,0.36,0.38,0.3,0.33,0.38,0.33,0.32,0.31,0.35,0.31,0.29,0.36,0.28,0.31,0.26,0.32,0.26,0.3,0.29,0.25,0.32,0.29,0.28,0.27,0.26,0.21,0.22,0.24,0.23,0.25,0.19,0.23,0.26,0.23,0.22,0.2,0.22,0.19,0.4,0.2,0.16,0.22,0.2,0.18,0.17,0.21,0.2,0.22,0.2,0.2,0.22,0.17,0.16,0.17,0.2,0.2,0.2,0.18,0.18,0.23,0.15,0.17,0.19,0.16,0.16,0.19,0.16,0.16,0.15,0.17,0.17,0.17,0.16,0.22,0.17,0.17,0.17,0.13,0.14,0.14,0.14,0.14,0.14,0.15,0.16,0.15,0.16,0.17,0.14,0.15,0.14,0.12,0.11,0.14,0.12,0.14,0.15,0.13,0.0,0.12,0.12,0.14,0.13,0.12,0.12,0.14,0.11,0.13,0.0,0.0,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.12,0.12,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.13,0.0,0.12,0.13,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.11,0.12,0.13,0.0,0.12,0.11,0.11,0.0,0.11,0.0,0.1,0.0,0.0,0.11,0.18,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.89
09/13/2021,6.62,6.06,4.11,2.33,2.34,1.61,1.39,1.31,1.2,1.04,1.01,0.94,0.96,0.91,0.95,0.83,0.91,0.84,0.81,0.74,0.62,0.61,0.7,0.67,0.56,0.64,0.59,0.6,0.62,0.53,0.58,0.58,0.5,0.56,0.51,0.59,0.57,0.48,0.5,0.52,0.56,0.57,0.48,0.45,0.46,0.42,0.37,0.41,0.38,0.38,0.41,0.39,0.43,0.41,0.34,0.39,0.43,0.42,0.38,0.34,0.36,0.37,0.3,0.33,0.39,0.33,0.32,0.3,0.35,0.31,0.29,0.35,0.28,0.3,0.25,0.32,0.26,0.29,0.28,0.25,0.32,0.29,0.27,0.27,0.26,0.21,0.22,0.23,0.23,0.25,0.18,0.23,0.25,0.23,0.22,0.21,0.21,0.19,0.42,0.2,0.16,0.22,0.2,0.18,0.17,0.21,0.2,0.22,0.21,0.21,0.21,0.17,0.16,0.18,0.2,0.21,0.2,0.18,0.18,0.24,0.15,0.17,0.19,0.16,0.16,0.2,0.16,0.16,0.15,0.17,0.17,0.17,0.17,0.22,0.16,0.17,0.17,0.13,0.14,0.14,0.14,0.14,0.14,0.15,0.16,0.15,0.17,0.17,0.14,0.14,0.15,0.12,0.12,0.13,0.12,0.14,0.14,0.13,0.0,0.11,0.12,0.14,0.13,0.12,0.11,0.14,0.0,0.13,0.0,0.0,0.13,0.12,0.12,0.13,0.12,0.12,0.0,0.12,0.12,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.13,0.0,0.12,0.13,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.12,0.11,0.11,0.12,0.13,0.11,0.12,0.11,0.11,0.0,0.11,0.0,0.1,0.0,0.0,0.11,0.21,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.80000000000001
09/14/2021,6.44,6.07,4.11,2.35,2.31,1.58,1.42,1.3,1.2,1.04,0.99,0.94,0.96,0.91,0.96,0.83,0.91,0.83,0.82,0.74,0.62,0.61,0.7,0.68,0.56,0.63,0.6,0.59,0.62,0.53,0.58,0.58,0.5,0.57,0.51,0.59,0.58,0.48,0.5,0.52,0.56,0.57,0.49,0.46,0.46,0.42,0.38,0.42,0.38,0.38,0.42,0.39,0.43,0.42,0.34,0.39,0.43,0.42,0.38,0.34,0.36,0.38,0.3,0.33,0.39,0.33,0.32,0.31,0.35,0.31,0.29,0.35,0.28,0.3,0.25,0.31,0.26,0.3,0.28,0.25,0.32,0.3,0.26,0.27,0.26,0.21,0.22,0.23,0.23,0.25,0.18,0.23,0.25,0.23,0.22,0.21,0.21,0.19,0.41,0.2,0.16,0.22,0.2,0.18,0.17,0.21,0.2,0.22,0.21,0.2,0.21,0.17,0.16,0.18,0.19,0.21,0.2,0.18,0.18,0.24,0.15,0.17,0.19,0.16,0.15,0.19,0.16,0.16,0.15,0.17,0.17,0.17,0.16,0.23,0.16,0.17,0.17,0.13,0.13,0.14,0.14,0.14,0.14,0.15,0.16,0.15,0.17,0.17,0.14,0.14,0.15,0.12,0.11,0.13,0.12,0.14,0.14,0.13,0.0,0.12,0.12,0.14,0.13,0.12,0.11,0.14,0.0,0.13,0.0,0.0,0.13,0.12,0.12,0.13,0.12,0.12,0.0,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.13,0.0,0.12,0.13,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.11,0.12,0.11,0.0,0.12,0.13,0.11,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.31,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.74000000000001
09/15/2021,6.44,6.07,4.12,2.35,2.31,1.58,1.42,1.3,1.2,1.04,0.99,0.94,0.96,0.91,0.96,0.83,0.91,0.83,0.82,0.74,0.62,0.61,0.7,0.68,0.56,0.63,0.6,0.6,0.62,0.53,0.59,0.58,0.51,0.57,0.51,0.59,0.58,0.48,0.5,0.52,0.56,0.57,0.49,0.46,0.46,0.42,0.38,0.42,0.38,0.38,0.42,0.39,0.43,0.42,0.34,0.39,0.43,0.42,0.38,0.34,0.36,0.38,0.3,0.33,0.39,0.33,0.32,0.31,0.35,0.31,0.29,0.35,0.28,0.3,0.25,0.31,0.26,0.3,0.28,0.25,0.32,0.3,0.26,0.27,0.26,0.21,0.22,0.23,0.23,0.25,0.18,0.23,0.25,0.23,0.22,0.21,0.21,0.19,0.41,0.21,0.16,0.22,0.2,0.18,0.17,0.21,0.2,0.22,0.21,0.21,0.21,0.17,0.16,0.18,0.19,0.21,0.2,0.18,0.18,0.24,0.15,0.17,0.19,0.16,0.15,0.2,0.16,0.16,0.15,0.17,0.17,0.17,0.16,0.23,0.16,0.17,0.17,0.13,0.13,0.14,0.14,0.14,0.14,0.15,0.16,0.15,0.17,0.17,0.14,0.14,0.15,0.12,0.11,0.14,0.12,0.14,0.14,0.13,0.0,0.12,0.12,0.14,0.13,0.12,0.11,0.14,0.0,0.13,0.0,0.0,0.13,0.12,0.12,0.13,0.12,0.12,0.0,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.13,0.0,0.12,0.13,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.11,0.12,0.11,0.0,0.12,0.13,0.11,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.24,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.75
